id,identifier__gnd,type,iso_code,identifier__freebase,identifier__fips,identifier__geonames,website,identifier__tgn,identifier__bnf,start_date,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__wa,name__pl,name__ko,name__fr,name__es,name__ace,name__ms,name__hu,name__it,name__gl,name__et,name__de,name__id,name__ja,name__sq,name__el,name__vi,name__en,name__pnb,name__sv,name__nl,name__pt,name__eo,name__tg_latn,name__sk,name__ru,name__sr_el,name__sr_ec,name__tr,name__ro,name__ca,name__mk,name__fi,name__uk,name__la,name__war,name__nn,name__cs,name__bg,name__hr,name__lt,name__da,name__an,name__tg,name__zh,name__sr,name__nb,name__ka,name__mn,name__eu,name__fa,name__sh,name__gd,name__lad,name__ur,name__be,name__he,name__nan,name__ceb,name__te,name__th,name__sco,name__ar,name__hi,name__ta,name__mr,name__bn,name__si,name__gu,name__kn,name__lv,name__bar,name__gsw,coat_of_arms,identifier__britannica,identifier__viaf,name__ast,name__az,name__sl,name__rup,name__se,identifier__lcauth,name__vec,name__yi,name__oc,name__kaa,identifier__openstreetmap,name__en_ca,name__en_gb,name__pt_br,name__myv,name__crh_latn,name__be_tarask,name__tt,name__lb,name__mt,flag,identifier__dmoz,identifier__quora,name__szl,name__bs,name__mi,name__lij,name__sw,name__am,name__ia,name__ga,name__my,name__ckb,name__frp,name__sah,name__tet,name__roa_tara,name__kv,name__ne,name__rm,name__lmo,name__nap,name__csb,name__pms,name__udm,name__arz,name__frr,name__yo,name__ie,name__hif,name__ps,name__ml,name__hsb,name__ht,name__ku,name__ext,name__fo,name__cy,name__rmy,name__sgs,name__os,name__gv,name__bo,name__jv,name__qu,name__vo,name__af,name__br,name__na,name__is,name__ee,name__diq,name__kl,name__stq,name__io,name__ln,name__tl,name__kk,name__ug,name__li,name__scn,name__nov,name__hy,name__cv,name__fy,name__co,name__vep,name__dsb,name__vro,name__tpi,name__pa,name__so,name__uz,name__mg,name__wo,name__ce,name__mhr,name__yue,name__cu,name__ky,name__tw,name__gag,name__mo,name__cdo,name__sc,name__lrc,name__tk,name__ady,name__hak,name__kk_cyrl,name__tg_cyrl,name__ay,name__crh,name__pap,name__av,name__lzh,name__xmf,name__azb,name__olo,name__ba,name__st,name__gn,name__mzn,name__wuu,name__bcl,name__hyw,name__zh_mo,name__zh_my,name__tt_latn,name__de_ch,name__min,name__tt_cyrl,name__ang,name__nrm
Q191078,,județ,RO-TL,/m/01nqr5,RO37,664517,http://www.prefecturatulcea.ro/,1000461,,1968,图尔恰县,圖爾恰縣,圖爾恰縣,图尔恰县,图尔恰县,圖爾恰縣,Tulcea,Okręg Tulcza,툴체아주,Tulcea,Tulcea,Propinsi Tulcea,Wilayah Tulcea,Tulcea megye,distretto di Tulcea,Condado de Tulcea,Tulcea maakond,Kreis Tulcea,Provinsi Tulcea,トゥルチャ県,,Τούλτσεα,Hạt Tulcea,Tulcea County,تولچا کاؤنٹی,Tulcea,District Tulcea,Tulcea,Distrikto Tulcea,Vilojati Tulcea,Tulcea,Тулча,Tulča,Тулча,Tulcea ili,Tulcea,Província de Tulcea,,Tulcea,Тульча,Tulcea,Kondado han Tulcea,Tulcea fylke,Tulcea,Тулча,Tulcea,Tulčos apskritis,Tulcea,Provincia de Tulcea,Вилояти Тулчеа,圖爾恰縣,Тулча,Tulcea,ტულჩის ჟუდეცი,Тулча аймаг,,شهرستان تولچا,Tulcea,,Tulcea,تولچا کاؤنٹی,жудзец Тулча,טולצ'ה,Tulcea Koān,Tulcea,టుల్సీ కౌంటీ,เทศมณฑลตุลชา,Tulcea Coonty,مقاطعة تولسيا,टलसी काउंटी,துளசியா கவுண்டி,टुलसीआ काउंटी,তুলসিয়া কাউন্টি,ටුලේසියා ප්‍රාන්තය,ટુલ્સિઆ કાઉન્ટી,ತುಲ್ಸಿಯ ಕೌಂಟಿ,Tulčas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/7/7a/Actual_Tulcea_county_CoA.png,place/Tulcea-county-Romania,,,,,,Tulcea guovlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,圖爾恰縣,图尔恰县,,,,,,
Q191653,4346867-6,județ,RO-TR,/m/01nqsj,RO35,665283,http://www.prefecturateleorman.ro/,1000456,,,特列奥尔曼县,特列奧爾曼縣,特列奧爾曼縣,特列奥尔曼县,特列奥尔曼县,特列奧爾曼縣,Teleorman,Okręg Teleorman,텔레오르만주,Teleorman,Teleorman,Propinsi Teleorman,Wilayah Teleorman,Teleorman megye,distretto di Teleorman,Condado de Teleorman,Teleormani maakond,Kreis Teleorman,Provinsi Teleorman,テレオルマン県,,Τελεορμάν,Hạt Teleorman,Teleorman County,تیلیومان کاؤنٹی,Teleorman,District Teleorman,Teleorman,Distrikto Teleorman,Vilojati Teleorman,Teleorman,Телеорман,Teleorman,Телеорман,Teleorman ili,Teleorman,Província de Teleorman,,Teleorman,Телеорман,Teleorman,Kondado han Teleorman,Teleorman fylke,Teleorman,Телеорман,Teleorman,Teleormano apskritis,Teleorman,Provincia de Teleorman,Вилояти Телеорман,特列奧爾曼縣,Телеорман,Teleorman,ტელეორმანის ჟუდეცი,Телеорман аймаг,,شهرستان تلئورمان,Teleorman,,Teleorman,تیلیاورمان کاؤنٹی,жудзец Тэлеарман,טלאורמן (מחוז),Teleorman Koān,Teleorman,టెలియోర్మన్ కౌంటీ,เทศมณฑลเตเลออร์มัน,,مقاطعة تيلورمان,टेलीओर्नान काउंटी,டெலெஓர்மன்  கவுண்டி,टेलरमन काउंटी,টেলেওরম্যান কাউন্টি,ටෙලෙයොර්මන් ප්‍රාන්තය,ટેલિઓર્મન કાઉન્ટી,ಟೆಲಿಮೋರ್ನ್ ಕೌಂಟಿ,Teleormanas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/4/43/Stema_Teleorman.svg,place/Teleorman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q191670,,județ,RO-IF,/m/03rmx7,RO43,865518,http://www.prefecturailfov.ro/,,,,伊尔福夫县,伊爾福夫縣,伊爾福夫縣,伊尔福夫县,伊尔福夫县,伊爾福夫縣,Ilfov,Okręg Ilfov,일포브주,Ilfov,Ilfov,Propinsi Ilfov,Wilayah Ilfov,Ilfov megye,distretto di Ilfov,Condado de Ilfov,Ilfovi maakond,Kreis Ilfov,Provinsi Ilfov,イルフォヴ県,,Ίλφοβ,Hạt Ilfov,Ilfov County,الفوف کاؤنٹی,Ilfov,District Ilfov,Ilfov,Distrikto Ilfov,Vilojati Ilfov,Ilfov,Илфов,Ilfov,Илфов,Ilfov ili,Ilfov,Província d'Ilfov,,Ilfov,Ілфов,Ilfov,Kondado han Ilfov,Ilfov fylke,Ilfov,Илфов,Ilfov,Ilfovo apskritis,Ilfov,Provincia d'Ilfov,Вилояти Илфов,伊爾福夫縣,Илфов,Ilfov,ილფოვის ჟუდეცი,Илфов аймаг,,شهرستان ایلفوو,Ilfov,,Ilfov,الیفوف کاؤنٹی,,,Ilfov Koān,Ilfov,ఇల్ఫో కౌంటీ,เทศมณฑลอิลฟอฟ,,مقاطعة إلفوف,लेफ़ॉव काउंटी,இலபோவ் கவுண்டி,इल्फॉव काउंटी,ইলফোভ,ඉල්ෆොව් ප්‍රාන්තය,ઇલ્ફૉવ કાઉન્ટી,ಇಲ್ಫೊವ್ ಕೌಂಟಿ,Ilfovas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/8/89/Actual_Ilfov_county_CoA.png,,,,,,,Ilfov guovlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q191717,,județ,RO-MH,/m/01nqtw,RO26,673612,http://www.prefecturamehedinti.ro/,,11958881v,,梅赫丁茨县,梅赫丁茨縣,梅赫丁茨縣,梅赫丁茨县,梅赫丁茨县,梅赫丁茨縣,,Okręg Mehedinți,메헤딘치주,Mehedinți,Mehedinți,Propinsi Mehedinți,Wilayah Mehedinți,Mehedinți megye,distretto di Mehedinți,Condado de Mehedinți,Mehedinți maakond,Kreis Mehedinți,Provinsi Mehedinți,メヘディンチ県,,Μεχεντίντι,Hạt Mehedinti,Mehedinți County,میہیدنتسی کاؤنٹی,Mehedinți,District Mehedinți,Mehedinți,Distrikto Mehedinți,Vilojati Mehedints,Mehedinți,Мехединци,Mehedinci,Мехединци,Mehedinți ili,Mehedinți,Província de Mehedinți,,Mehedinți,Мехедінць,Mehedinți,Kondado han Mehedinți,Mehedinți fylke,Mehedinți,Мехединци,Mehedinți,Mehedincio apskritis,Mehedinți,Provincia de Mehedinți,Вилояти Меҳединтс,梅赫丁茨縣,Мехединци,Mehedinți,მეჰედინცის ჟუდეცი,Мехединци аймаг,,شهرستان مهدینتسی,Mehedinți,,Mehedinți,میہیدینتسی کاؤنٹی,жудзец Мехедынцы,,Mehedinți Koān,Județul Mehedinți,మెహెడినిటి కౌంటీ,เทศมณฑลเมเฮดินตส์,Mehedinți Coonty,مقاطعة ميهيدينتي,महेदिंती काउंटी,மெஹெடின்டி கவுண்டி,मेहेदिनटी काउंटी,মেহেদিন্তি কাউন্টি,මෙහ්ඩින්ටි ප්‍රාන්තය,મેહેડિન્ટી કાઉન્ટી,ಮೆಹೆಥಿಂಟಿ ಕೌಂಟಿ,Mehedincu žudecs,,,https://upload.wikimedia.org/wikipedia/commons/1/1a/Actual_Mehedinti_county_CoA.png,,,,,,,Mehedinţi guovlu,,,,,,,,,,,,,,,,,,Mehedinti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q192758,,municipiu of Romania,,/m/021pwr,,8334979,http://www.primariavl.ro/,,,,勒姆尼库沃尔恰,勒姆尼庫沃爾恰,勒姆尼庫沃爾恰,勒姆尼库沃尔恰,勒姆尼库沃尔恰,勒姆尼庫沃爾恰,,Râmnicu Vâlcea,름니쿠블체아,Râmnicu Vâlcea,Râmnicu Vâlcea,Râmnicu Vâlcea,Râmnicu Vâlcea,Râmnicu Vâlcea,Râmnicu Vâlcea,Râmnicu Vâlcea,Râmnicu Vâlcea,Râmnicu Vâlcea,Râmnicu Vâlcea,ルムニク・ヴルチャ,,Ρίμνικου Βίλτσεα,Râmnicu Vâlcea,Râmnicu Vâlcea,ریمنکو ویلچا,Râmnicu Vâlcea,Râmnicu Vâlcea,Râmnicu Vâlcea,Râmnicu Vâlcea,Rimniku-Vilca,,Рымнику-Вылча,Ramniku Valča,Рамнику Валча,Râmnicu Vâlcea,Râmnicu Vâlcea,Râmnicu Vâlcea,,Râmnicu Vâlcea,Римніку-Вилча,Râmnicu Vâlcea,Râmnicu Vâlcea,Râmnicu Vâlcea,Râmnicu Vâlcea,Ръмнику Вълча,Râmnicu Vâlcea,Rimniku Vilča,Râmnicu Vâlcea,,Римнику-Вилча,勒姆尼庫沃爾恰,Рамнику Валча,Râmnicu Vâlcea,რიმნიკუ-ვილჩა,,,رمنیکو ولچا,Râmnicu Vâlcea,,,ریمنیکو ویلچا,Рымніку-Вылча,רמניקו ולצ'ה,,Municipiul Râmnicu Vâlcea,రామ్నిక్ వల్సీయా,ริมนีคูวิลเซีย,Râmnicu Vâlcea,رمينكو فيلتشا,रामणिकु वलसिया,ராம்நிக்கு வால்சியா,रेमिकु वॅल्सी,র‍্যামনিকু ভ্যালচিয়া,රම්නිසු වැල්සියා,રામનિકુ વાલેસી,ರಾಮ್ನಿಕು ವಾಲ್ಸಿಯ,Rimnikuvilča,,,https://upload.wikimedia.org/wikipedia/commons/3/3a/ROU_VL_Ramnicu_Valcea_CoA1.jpg,place/Ramnicu-Valcea,146572987,,,,Râmnicu Vâlcea,,,,,,,,,,,,,,Рымнику-Вылча,,,,,Ramnicu-Valcea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Râmnicu Vâlcea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,رمنیکو ولچا,,,,,,,,,,,,,Râmnicu Vâlcea,,,Râmnicu Vâlcea
Q193044,,județ,RO-IL,/m/01nqzp,RO22,675848,http://www.prefecturaialomita.ro/,1000393,,,雅洛米察县,雅洛米察縣,雅洛米察縣,雅洛米察县,雅洛米察县,雅洛米察縣,,Okręg Jałomica,이알로미차주,Ialomița,Ialomița,Propinsi Ialomița,Wilayah Ialomița,Ialomița megye,distretto di Ialomița,Condado de Ialomița,Ialomița maakond,Kreis Ialomița,Provinsi Ialomița,ヤロミツァ県,,Ιαλομίτα,Hạt Ialomita,Ialomița County,ایالومتسا کاؤنٹی,Ialomița,District Ialomița,Ialomița,Distrikto Ialomița,Vilojati Jalomitsa,Ialomița,Яломица,Jalomica,Јаломица,Ialomița ili,Ialomița,Província de Ialomița,,Ialomița,Яломіца,Ialomița,Kondado han Ialomița,Ialomița fylke,Ialomița,Яломица,Ialomița,Jalomicos apskritis,Ialomița,Provincia de Ialomița,Вилояти Яломитса,雅洛米察縣,Јаломица,Ialomița,იალომიცის ჟუდეცი,Яломица аймаг,,شهرستان ایالومیتسا,Ialomița,,Ialomița,یالومیتسا کاؤنٹی,,,Ialomița Koān,Județul Ialomița,లాలోమితా కౌంటీ,เทศมณฑลยาลอมิตซา,,مقاطعة إيالوميتا,इआलोमिटा काउंटी,இயலொமிடா கவுண்டி,इलॉमीता काउंटी,ইয়ালোমিতা কাউন্টি,ලලොමිටා ප්‍රාන්තය,ઇલોમીટા કાઉન્ટી,ಐಲೊಮಿಟಾ ಕೌಂಟಿ,Jalomicas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/a/a8/Stema_Ialomita.svg,place/Ialomita,,,,,,Ialomița guovlu,,,,,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/3/30/Flag_of_Ialomita_county,_Romania.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q193055,,județ,RO-GR,/m/01nqpf,RO42,677104,http://www.cjgiurgiu.ro,,,1981,久尔久县,久爾久縣,久爾久縣,久尔久县,久尔久县,久爾久縣,,Okręg Giurgiu,지우르지우주,Giurgiu,Giurgiu,Propinsi Giurgiu,Wilayah Giurgiu,Giurgiu megye,distretto di Giurgiu,Condado de Giurgiu,Giurgiu maakond,Kreis Giurgiu,Provinsi Giurgiu,ジュルジュ県,,Γκιούρτζιου,Hạt Giurgiu,Giurgiu County,جورجو کاؤنٹی,Giurgiu,District Giurgiu,Giurgiu,Distrikto Giurgiu,Vilojati Çjurçju,Giurgiu,Джурджу,Đurđu,Ђурђу,Yergöğü ili,Giurgiu,Província de Giurgiu,,Giurgiu,Джурджу,Giurgiu,Kondado han Giurgiu,Giurgiu fylke,Giurgiu,Гюргево,Giurgiu,Džurdžu apskritis,Giurgiu,Provincia de Giurgiu,Вилояти Ҷюрҷю,久爾久縣,Ђурђу,Giurgiu,ჯურჯუს ჟუდეცი,Журжу аймаг,,شهرستان جورجی,Giurgiu,,Giurgiu,جیورجو کاؤنٹی,,,Giurgiu Koān,Giurgiu,జియర్జియు కౌంటీ,เทศมณฑลจูร์จู,,مقاطعة جورجيو,जिर्गिउ काउंटी,கியூர்கியூ  கவுண்டி,गिर्गिउ काउंटी,গিউরগিউ কাউন্টি,ගියුර්ගියු ප්‍රාන්තය,ગિર્ગિયુ કાઉન્ટી,ಗಿರ್ಗುಯಿ ಕೌಂಟಿಯು,Džurdžu žudecs,,,https://upload.wikimedia.org/wikipedia/commons/5/56/Stema_Giurgiu_(jud_2009).svg,place/Giurgiu-county-Romania,,,,,,Giurgiu guovlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19660,4008858-3,municipiu of Romania,RO-B,/m/096gm,RO10,8335003,http://www.pmb.ro,1000394,,1459,布加勒斯特,布加勒斯特,布加勒斯特,布加勒斯特,,布加勒斯特,Bucaresse,Bukareszt,부쿠레슈티,Bucarest,Bucarest,Bucharèst,Bucharest,Bukarest,Bucarest,Bucarest,Bukarest,Bukarest,Bukares,ブカレスト,Bukureshti,Βουκουρέστι,Bucharest,Bucharest,بخارسٹ,Bukarest,Boekarest,Bucareste,Bukareŝto,,Bukurešť,Бухарест,,,Bükreș,București,Bucarest,Букурешт,Bukarest,Бухарест,Bucaresta,Bucharest,București,Bukurešť,Букурещ,Bukurešt,Bukareštas,Bukarest,Bucarest,Бухарест,布加勒斯特,Букурешт,București,ბუქარესტი,Бухарест,Bukarest,بخارست,Bukurešt,Bucharest,Bukureshti,بخارسٹ,Бухарэст,בוקרשט,Bucharest,București (lalawigan sa Rumanya),బుఖారెస్ట్,บูคาเรสต์,Bucharest,بوخارست,बुखारेस्ट,புக்கரெஸ்ட்,बुखारेस्ट,বুখারেস্ট,බුකාරෙස්ට්,બુકારેસ્ટ,ಬ್ಯೂಖರೆಸ್ಟ್,Bukareste,,Bukarest,https://upload.wikimedia.org/wikipedia/commons/6/64/ROU_Bucharest_CoA.svg,place/Bucharest,122531189,Bucarest,Buxarest,Bukarešta,Bucureshci,București,n79018848,Bùcarest,בוקארעשט,Bucarèst,Buxarest,377733,Bucharest,Bucharest,Bucareste,Бухарест ош,Bükreș,Бухарэст,Бүкрәш,Bukarest,Bukarest,https://upload.wikimedia.org/wikipedia/commons/5/55/ROU_Bucharest_Flag.svg,Regional/Europe/Romania/Localities/Bucharest/,Bucharest-2,Bukareszt,Bukurešt,Bucharest,Bucarest,Bukarest,ቡካረስት,Bucarest,Búcairist,ဗူးခရက်မြို့,بوخارێست,Bucarèst,Бухарест,Bukareste,Bucarest,Бухарест,बुखारेस्ट,Bucarest,Bucarest,Bucarest,Bùkareszt,Bùcarest,Бухарест,بوخارست,Bukarest,Bucharest,Bucarest,Bucharest,بخارست,ബുക്കാറെസ്റ്റ്,Bukarest,Boukarès,Bûkareșt,Bucarest,Bukarest,Bwcarést,Bukureshti,Bukarėštos,Бухарест,Bucharest,པུ་ཁ་རེ་སིད།,Bukarès,Bukuresti,București,Boekarest,Bukarest,Bucuresti,Búkarest,Bucharest,Bukreș,Bukarest,Bukarest,Bucarest,Bukaresti,Bucharest,Бухарест,بۇخارېست,Boekares,Bucarest,Bukareshti,Բուխարեստ,Бухарест,Bûkarest,Bucarest,Buharest,Bukarest,Bukarest,Busares,ਬੁਖ਼ਾਰੈਸਟ,Buqarest,Buharest,Bucharest,Bukarest,Бухарест,Бухарест,布加勒斯特,Боукоурєщь,Бухарест,Bucarest,Bukureș,Букурешть,Bucharest,Bucarest,بخارست,Buharest,Бухарест,Bucharest,Бухарест,Бухарест,Bukuresti,Bükreş,Bucuresti,Бухарест,布加勒斯特,ბუქარესტი,بوخارست,Buharestu,Бухарест,Bucharest,Mbukaréte,بخارست,布加勒斯特,Bucharest,Պուխարեստ,,,,,,,,
Q1990195,,ethnic group,,/m/0261kt6,,,,,,,,,,,,,,,,Italiens de Roumanie,,,,,Italo-romeni,,,,,,,,,Italians of Romania,,,,,,,,Итальянцы в Румынии,,,,Italienii din România,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2091237,,diaspora,,/m/0cnz73,,,,,,,侨民,僑民,,侨民,,,,,,,diáspora rumana,,,,diaspora romena,,,,Diaspora Rumania,ルーマニア人のディアスポラ,,,,Romanian diaspora,,,,,rumana diasporo,,,Румынская диаспора,,,,Diaspora română,,,,,,,,,,,,,,,羅馬尼亞僑民,Румунска дијаспора,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2415493,,political faction,,,,,,,,,,,,,,,,,,non-inscrit,Non-inscrit,,,független,,,,Parteilos,,,,,,independent,,,,,sendependa parlamentano,,,независимый депутат,,,,,no adscrit,,,,,,,Non-inscrit,,,,,,,,,uavhengig,,,,,,,,,незалежны дэпутат,,,,,,,,,,,স্বতন্ত্র,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2509562,,ethnic group,,/m/0261knc,,,,,,,,,,,,,,,,communauté Turco-Tatare de Roumanie,,,,,Turchi di Romania,,,,,,,,,Turks of Romania,,,,,,,,Турки в Румынии,,,Romanya Türkleri,Turcii din România,,,,,,,,Rumunští Turci,Турци в Румъния,,,,,,羅馬尼亞的土耳其人,,rumenske tyrkere,,,,ترک‌های رومانی,,,,,,,,,,,,أتراك رومانيا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,رومانی تورک‌‌‌‌لری,,,,,,,,,,,,,,,,
Q28194448,,ethnic minority,,,,,,,,,,,,,,,,,,Ruthènes de Roumanie,,,,,,,,,,,,,,Ruthenians in Romania,,,,,,,,,,,,rutenii din România,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28195536,,ethnic minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jewish people in Romania,,,,,rumanaj judoj,,,евреи в Румынии,,,,evreii din România,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2989388,,,,/m/0261k6m,,,,,,,,,,,,,,,,communauté slovaque de Roumanie,,,,,Slovacchi di Romania,,,,,,,,,Slovaks of Romania,,,,,,,Slováci v Rumunsku,,,,,Slovacii din România,,,,,,,,Slováci v Rumunsku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3315585,,ethnic group,,,,,,,,,,,,,,,,,,Minorité grecque de Roumanie,,,,,,,,,,,,Έλληνες της Ρουμανίας,,Greeks in Romania,,,,,,,,Греки в Румынии,,,,Istoria grecilor din România,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3395424,,,,,,,,,,,,,,,,,,Polonia w Rumunii,,Polonais de Bucovine,,,,,Polacchi di Romania,,,,,,,,,Poles in Romania,,,,,,,,,,,,Polonezii din România,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3409357,,ethnic group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Macedonians of Romania,,,,,,,,,,,,Macedonenii din România,,Друштво на Македонците во Романија,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q369739,,ethnic group,,/m/0261k46,,,,,,,,,,,,,,,,communauté ukrainienne de Roumanie,Ucranianos en Rumania,,,,Ucraini di Romania,,,Ukrainer in Rumänien,,,,,,Ukrainians of Romania,,,,,,,Ukrajinci v Rumunsku,Украинцы в Румынии,,,,Ucrainenii din România,,,,Українці Румунії,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
