id,name,faction,area,area_id,term,source,sort_name,image,birth_date,email,start_date,end_date
189,Kerekes Károly,UDMR,MUREŞ,28,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=189&cam=2&leg=2012&idl=2,KEREKES Károly,http://www.cdep.ro/parlamentari/l2012/Kerekes_Karoly.jpg,1947-12-14,"",,
19,Axente Ioan,non-attached,SIBIU,34,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=19&cam=2&leg=2012&idl=2,Ioan AXENTE,http://www.cdep.ro/parlamentari/l2012/Axente_Ioan.jpg,1956-11-04,"",,
190,Kereskényi Gábor,UDMR,SATU-MARE,32,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=190&cam=2&leg=2012&idl=2,KERESKÉNYI Gábor,http://www.cdep.ro/parlamentari/l2012/Kereskenyi_Gabor.jpg,1980-01-29,"",,2016-07-07
191,Khraibani Camelia,non-attached,GORJ,20,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=191&cam=2&leg=2012&idl=2,Camelia KHRAIBANI,http://www.cdep.ro/parlamentari/l2012/Khraibani_Camelia.jpg,1961-09-23,"",,
192,Korodi Attila,UDMR,HARGHITA,21,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=192&cam=2&leg=2012&idl=2,KORODI Attila,http://www.cdep.ro/parlamentari/l2012/Korodi_Attila.jpg,1977-06-23,"",,
193,Laza-Matiuţa Liviu,PSD,BIHOR,5,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=193&cam=2&leg=2012&idl=2,Liviu LAZA-MATIUŢA,http://www.cdep.ro/parlamentari/l2012/Laza_Matiuta_Liviu.jpg,1964-06-10,"",,
194,Longher Ghervazen,Minoritati,,"",2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=194&cam=2&leg=2012&idl=2,Ghervazen LONGHER,http://www.cdep.ro/parlamentari/l2012/Longher_Ghervazen.jpg,1972-01-03,"",,
195,Lubanovici Mircea,PNL,DIASPORA,43,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=195&cam=2&leg=2012&idl=2,Mircea LUBANOVICI,http://www.cdep.ro/parlamentari/l2012/Lubanovici_Mircea.jpg,1958-07-20,"",,
196,Lupu Mihai,PNL,CONSTANŢA,14,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=196&cam=2&leg=2012&idl=2,Mihai LUPU,http://www.cdep.ro/parlamentari/l2012/Lupu_Mihai.jpg,1962-10-26,"",,
197,Man Mircea,PNL,MARAMUREŞ,26,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=197&cam=2&leg=2012&idl=2,Mircea MAN,http://www.cdep.ro/parlamentari/l2012/Man_Mircea.jpg,1962-11-26,"",,
198,Manda Iulian Claudiu,PSD,DOLJ,17,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=198&cam=2&leg=2012&idl=2,Iulian Claudiu MANDA,http://www.cdep.ro/parlamentari/l2012/Manda_Claudiu.jpg,1975-12-20,"",,
199,Manea Victor-Gheorghe,PNL,CONSTANŢA,14,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=199&cam=2&leg=2012&idl=2,Victor-Gheorghe MANEA,http://www.cdep.ro/parlamentari/l2012/Manea_Victor_Gheorghe.jpg,1967-09-01,"",,
2,Adam Luminiţa-Pachel,UNPR,OLT,30,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=2&cam=2&leg=2012&idl=2,Luminiţa-Pachel ADAM,http://www.cdep.ro/parlamentari/l2012/Adam_Luminita_Pachel.jpg,1966-02-22,"",,
20,Babuş Radu,PSD,CONSTANŢA,14,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=20&cam=2&leg=2012&idl=2,Radu BABUŞ,http://www.cdep.ro/parlamentari/l2012/Babus_Radu.jpg,1978-11-18,"",,
200,Manolache Marius,non-attached,MEHEDINŢI,27,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=200&cam=2&leg=2012&idl=2,Marius MANOLACHE,http://www.cdep.ro/parlamentari/l2012/Manolache_Marius.jpg,1968-05-05,"",,
201,Manolescu Oana,Minoritati,,"",2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=201&cam=2&leg=2012&idl=2,Oana MANOLESCU,http://www.cdep.ro/parlamentari/l2012/Manolescu_Oana.jpg,1941-05-26,"",,
202,Marcoci Vlad,PNL,NEAMŢ,29,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=202&cam=2&leg=2012&idl=2,Vlad MARCOCI,http://www.cdep.ro/parlamentari/l2012/Marcoci_Vlad.jpg,1968-02-01,"",,
203,Marcu Nicu,ALDE,BACĂU,4,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=203&cam=2&leg=2012&idl=2,Nicu MARCU,http://www.cdep.ro/parlamentari/l2012/Marcu_Nicu.jpg,1968-11-21,"",,2015-02-10
204,Marcu Viorica,PNL,BACĂU,4,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=204&cam=2&leg=2012&idl=2,Viorica MARCU,http://www.cdep.ro/parlamentari/l2012/Marcu_Viorica.jpg,1955-08-20,"",,
205,Marian Ion Cristinel,UNPR,VÂLCEA,40,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=205&cam=2&leg=2012&idl=2,Ion Cristinel MARIAN,http://www.cdep.ro/parlamentari/l2012/Marian_Ion_Cristinel.jpg,1968-12-02,"",,
206,Marin Gheorghe,PSD,ARGEŞ,3,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=206&cam=2&leg=2012&idl=2,Gheorghe MARIN,http://www.cdep.ro/parlamentari/l2012/Marin_Gheorghe.jpg,1952-10-01,"",,
207,Markó Attila-Gabor,UDMR,COVASNA,15,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=207&cam=2&leg=2012&idl=2,MARKÓ Attila-Gabor,http://www.cdep.ro/parlamentari/l2012/Marko_Attila_Gabor.jpg,1968-09-27,"",,2015-04-01
208,Marocico Ion,Minoritati,,"",2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=208&cam=2&leg=2012&idl=2,Ion MAROCICO,http://www.cdep.ro/parlamentari/l2012/Marocico_Ion.jpg,1974-12-20,"",,
209,Martin Eduard-Stelian,PSD,CONSTANŢA,14,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=209&cam=2&leg=2012&idl=2,Eduard-Stelian MARTIN,http://www.cdep.ro/parlamentari/l2012/Martin_Eduard_Stelian.jpg,1973-12-13,"",,
21,Balan Ioan,PNL,SUCEAVA,35,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=21&cam=2&leg=2012&idl=2,Ioan BALAN,http://www.cdep.ro/parlamentari/l2012/Balan_Ioan.jpg,1967-01-22,"",,
210,Márton Árpád-Francisc,UDMR,COVASNA,15,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=210&cam=2&leg=2012&idl=2,MÁRTON Árpád-Francisc,http://www.cdep.ro/parlamentari/l2012/Marton_Arpad_Francisc.jpg,1955-03-25,"",,
211,Máté András-Levente,UDMR,CLUJ,13,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=211&cam=2&leg=2012&idl=2,MÁTÉ András-Levente,http://www.cdep.ro/parlamentari/l2012/Mate_Andras.jpg,1974-01-26,"",,
212,Matei Călin-Vasile-Andrei,PSD,MARAMUREŞ,26,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=212&cam=2&leg=2012&idl=2,Călin-Vasile-Andrei MATEI,http://www.cdep.ro/parlamentari/l2012/Matei_Calin_Vasile_Andrei.jpg,1966-04-07,"",,
213,Mazilu Constantin,UNPR,VÂLCEA,40,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=213&cam=2&leg=2012&idl=2,Constantin MAZILU,http://www.cdep.ro/parlamentari/l2012/Mazilu_Constantin.jpg,1966-01-30,"",,
214,Măduţa Flavius-Luigi,PSD,ARAD,2,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=214&cam=2&leg=2012&idl=2,Flavius-Luigi MĂDUŢA,http://www.cdep.ro/parlamentari/l2012/Maduta_Flavius_Luigi.jpg,1971-02-24,"",,
215,Melinte Ion,UNPR,BACĂU,4,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=215&cam=2&leg=2012&idl=2,Ion MELINTE,http://www.cdep.ro/parlamentari/l2012/Melinte_Ion.jpg,1959-06-22,"",,
216,Merka Adrian-Miroslav,Minoritati,,"",2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=216&cam=2&leg=2012&idl=2,Adrian-Miroslav MERKA,http://www.cdep.ro/parlamentari/l2012/Merka_Adrian_Miroslav.jpg,1976-06-06,"",,
217,Mihai Aurelian,ALDE,DIASPORA,43,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=217&cam=2&leg=2012&idl=2,Aurelian MIHAI,http://www.cdep.ro/parlamentari/l2012/Mihai_Aurelian.jpg,1975-11-24,"",,
218,Mihăilă Ioan,UNPR,BUCUREŞTI,42,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=218&cam=2&leg=2012&idl=2,Ioan MIHĂILĂ,http://www.cdep.ro/parlamentari/l2012/Mihaila_Ioan.jpg,1976-05-11,"",,
219,Mihăilescu Ion-Bogdan,PSD,BUCUREŞTI,42,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=219&cam=2&leg=2012&idl=2,Ion-Bogdan MIHĂILESCU,http://www.cdep.ro/parlamentari/l2012/Mihailescu_Ion_Bogdan.jpg,1978-04-03,"",,2016-11-11
22,Baltă Mihai,PSD,BOTOŞANI,7,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=22&cam=2&leg=2012&idl=2,Mihai BALTĂ,http://www.cdep.ro/parlamentari/l2012/Balta_Mihai.jpg,1948-10-04,"",,
220,Militaru Lucian,PNL,TELEORMAN,36,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=220&cam=2&leg=2012&idl=2,Lucian MILITARU,http://www.cdep.ro/parlamentari/l2012/Militaru_Lucian.jpg,1962-03-04,"",,
221,Mincă Liliana,ALDE,BOTOŞANI,7,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=221&cam=2&leg=2012&idl=2,Liliana MINCĂ,http://www.cdep.ro/parlamentari/l2012/Minca_Liliana.jpg,1969-05-11,"",,
222,Mircovici Niculae,"",,"",2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=222&cam=2&leg=2012&idl=2,Niculae MIRCOVICI,http://www.cdep.ro/parlamentari/l2012/Mircovici_Niculae.jpg,"","",2016-09-26,
223,Mironescu Răzvan Horia,PNL,BUCUREŞTI,42,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=223&cam=2&leg=2012&idl=2,Răzvan Horia MIRONESCU,http://www.cdep.ro/parlamentari/l2012/Mironescu_Razvan_Horia.jpg,1967-11-13,"",,
224,Mitrea Manuela,PSD,CONSTANŢA,14,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=224&cam=2&leg=2012&idl=2,Manuela MITREA,http://www.cdep.ro/parlamentari/l2012/Mitrea_Manuela.jpg,1963-11-28,"",,
225,Mitrea Miron Tudor,PSD,VRANCEA,41,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=225&cam=2&leg=2012&idl=2,Miron Tudor MITREA,http://www.cdep.ro/parlamentari/l2012/Mitrea_Miron.jpg,1956-08-08,"",,2015-02-02
226,Mîrza Gavril,PSD,SUCEAVA,35,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=226&cam=2&leg=2012&idl=2,Gavril MÎRZA,http://www.cdep.ro/parlamentari/l2012/Mirza_Gavril.jpg,1948-07-27,"",,
227,Mocanu Adrian,UNPR,BUZĂU,10,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=227&cam=2&leg=2012&idl=2,Adrian MOCANU,http://www.cdep.ro/parlamentari/l2012/Mocanu_Adrian.jpg,1983-05-12,"",,
228,Mocanu Vasile,PSD,IAŞI,24,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=228&cam=2&leg=2012&idl=2,Vasile MOCANU,http://www.cdep.ro/parlamentari/l2012/Mocanu_Vasile.jpg,1946-09-27,"",,2015-04-20
229,Mocioalcă Ion,PSD,CARAŞ-SEVERIN,11,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=229&cam=2&leg=2012&idl=2,Ion MOCIOALCĂ,http://www.cdep.ro/parlamentari/l2012/Mocioaca_Ion.jpg,1958-01-01,"",,
23,Băişanu Ştefan-Alexandru,ALDE,SUCEAVA,35,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=23&cam=2&leg=2012&idl=2,Ştefan-Alexandru BĂIŞANU,http://www.cdep.ro/parlamentari/l2012/Baisanu_Stefan_Alexandru.jpg,1968-01-03,"",,
230,Mocioi Niculina,PNL,GORJ,20,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=230&cam=2&leg=2012&idl=2,Niculina MOCIOI,http://www.cdep.ro/parlamentari/l2012/Mocioi_Niculina.jpg,1979-05-10,"",,
231,Moisii Constantin,UNPR,NEAMŢ,29,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=231&cam=2&leg=2012&idl=2,Constantin MOISII,http://www.cdep.ro/parlamentari/l2012/Moisii_Constantin.jpg,1952-11-30,"",,
232,Moldovan Carmen Ileana,PSD,DÂMBOVIŢA,16,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=232&cam=2&leg=2012&idl=2,Carmen Ileana MOLDOVAN,http://www.cdep.ro/parlamentari/l2012/Moldovan_Carmen_Ileana.jpg,1970-05-14,"",,
233,Moldovan Ioan,ALDE,CLUJ,13,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=233&cam=2&leg=2012&idl=2,Ioan MOLDOVAN,http://www.cdep.ro/parlamentari/l2012/Moldovan_Ioan.jpg,1951-01-26,"",,2016-10-10
234,Moldovan Iosif,UDMR,HARGHITA,21,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=234&cam=2&leg=2012&idl=2,MOLDOVAN Iosif,http://www.cdep.ro/parlamentari/l2012/Moldovan_Iosif.jpg,1976-04-21,"",,
235,Molnar Zsolt,UDMR,TIMIŞ,37,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=235&cam=2&leg=2012&idl=2,MOLNAR Zsolt,http://www.cdep.ro/parlamentari/l2012/Molnar_Zsolt.jpg,1983-08-23,"",,
236,Motreanu Dan-Ştefan,PNL,CĂLĂRAŞI,12,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=236&cam=2&leg=2012&idl=2,Dan-Ştefan MOTREANU,http://www.cdep.ro/parlamentari/l2012/Motreanu_Dan_Stefan.jpg,1970-09-11,"",,
237,Moţ Constantin-Stelian-Emil,PSD,OLT,30,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=237&cam=2&leg=2012&idl=2,Constantin-Stelian-Emil MOŢ,http://www.cdep.ro/parlamentari/l2012/Mot_Constantin_Stelian_Emil.jpg,1981-04-23,"",,2016-06-23
238,Movilă Petru,UNPR,IAŞI,24,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=238&cam=2&leg=2012&idl=2,Petru MOVILĂ,http://www.cdep.ro/parlamentari/l2012/Movila_Petru.jpg,1967-10-26,"",,
239,Muntean Mircia,PSD,HUNEDOARA,22,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=239&cam=2&leg=2012&idl=2,Mircia MUNTEAN,http://www.cdep.ro/parlamentari/l2012/Muntean_Mircia.jpg,1963-04-28,"",,2016-06-28
24,Bălan Ion,PSD,TULCEA,38,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=24&cam=2&leg=2012&idl=2,Ion BĂLAN,http://www.cdep.ro/parlamentari/l2012/Balan_Ion.jpg,1954-04-19,"",,
240,Munteanu Ioan,PSD,NEAMŢ,29,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=240&cam=2&leg=2012&idl=2,Ioan MUNTEANU,http://www.cdep.ro/parlamentari/l2012/Munteanu_Ioan.jpg,1949-08-07,"",,
241,Murgu Neagu,UNPR,VRANCEA,41,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=241&cam=2&leg=2012&idl=2,Neagu MURGU,http://www.cdep.ro/parlamentari/l2012/Murgu_Neagu.jpg,1962-08-01,"",,
242,Nassar Rodica,PSD,BUCUREŞTI,42,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=242&cam=2&leg=2012&idl=2,Rodica NASSAR,http://www.cdep.ro/parlamentari/l2012/Nassar_Rodica.jpg,1957-06-25,"",,
243,Nazare Alexandru,PNL,BRĂILA,9,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=243&cam=2&leg=2012&idl=2,Alexandru NAZARE,http://www.cdep.ro/parlamentari/l2012/Nazare_Alexandru.jpg,1980-06-25,"",,
244,Neacşu Marian,PSD,IALOMIŢA,23,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=244&cam=2&leg=2012&idl=2,Marian NEACŞU,http://www.cdep.ro/parlamentari/l2012/NeacsuMarian.jpg,1964-05-27,"",,
245,Nechita Aurel,PSD,GALAŢI,18,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=245&cam=2&leg=2012&idl=2,Aurel NECHITA,http://www.cdep.ro/parlamentari/l2012/Nechita_Aurel.jpg,1951-04-14,"",,2013-06-04
246,Necula Cosmin,PSD,BACĂU,4,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=246&cam=2&leg=2012&idl=2,Cosmin NECULA,http://www.cdep.ro/parlamentari/l2012/Necula_Cosmin.jpg,1978-08-13,"",,2016-06-22
247,Negruţ Clement,UNPR,ALBA,1,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=247&cam=2&leg=2012&idl=2,Clement NEGRUŢ,http://www.cdep.ro/parlamentari/l2012/Negrut_Clement.jpg,1964-11-07,"",,
248,Negruţ Cornelia,ALDE,MARAMUREŞ,26,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=248&cam=2&leg=2012&idl=2,Cornelia NEGRUŢ,http://www.cdep.ro/parlamentari/l2012/Negrut_Cornelia.jpg,1961-05-10,"",,
249,Neţoiu Gheorghe,PSD,DOLJ,17,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=249&cam=2&leg=2012&idl=2,Gheorghe NEŢOIU,http://www.cdep.ro/parlamentari/l2012/Netoiu_Gheorghe.jpg,1959-08-01,"",,2014-03-04
25,Bănicioiu Nicolae,PSD,BUCUREŞTI,42,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=25&cam=2&leg=2012&idl=2,Nicolae BĂNICIOIU,http://www.cdep.ro/parlamentari/l2012/Banicioiu_Nicolae.jpg,1979-03-26,"",,
250,Nica Dan,PSD,GALAŢI,18,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=250&cam=2&leg=2012&idl=2,Dan NICA,http://www.cdep.ro/parlamentari/l2012/Nica_Dan.jpg,1960-07-02,"",,2014-06-23
251,Nica Nicolae-Ciprian,PSD,VRANCEA,41,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=251&cam=2&leg=2012&idl=2,Nicolae-Ciprian NICA,http://www.cdep.ro/parlamentari/l2012/Nica_Ciprian.jpg,1958-10-26,"",,
252,Nichita Cristina,PSD,IAŞI,24,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=252&cam=2&leg=2012&idl=2,Cristina NICHITA,http://www.cdep.ro/parlamentari/l2012/Nichita_Cristina.jpg,1965-12-18,"",,
253,Nicoară Romeo Florin,PNL,BUCUREŞTI,42,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=253&cam=2&leg=2012&idl=2,Romeo Florin NICOARĂ,http://www.cdep.ro/parlamentari/l2012/Nicoara_Romeo_Florin.jpg,1972-11-12,"",,
254,Nicolae Alexandri,PNL,PRAHOVA,31,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=254&cam=2&leg=2012&idl=2,Alexandri NICOLAE,http://www.cdep.ro/parlamentari/l2012/Nicolae_Alexandri.jpg,1967-09-28,"",,
255,Nicolae Florian,PSD,GIURGIU,19,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=255&cam=2&leg=2012&idl=2,Florian NICOLAE,http://www.cdep.ro/parlamentari/l2012/Nicolae_Florian.jpg,1960-12-14,"",,
256,Nicolăescu Gheorghe-Eugen,PNL,BUCUREŞTI,42,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=256&cam=2&leg=2012&idl=2,Gheorghe-Eugen NICOLĂESCU,http://www.cdep.ro/parlamentari/l2012/Nicolaescu_Gheorghe_Eugen.jpg,1955-08-02,"",,
257,Nicolescu Theodor-Cătălin,PNL,ARGEŞ,3,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=257&cam=2&leg=2012&idl=2,Theodor-Cătălin NICOLESCU,http://www.cdep.ro/parlamentari/l2012/Nicolescu_Theodor_Catalin.jpg,1975-02-03,"",,2015-05-12
258,Nicolicea Eugen,PSD,BUZĂU,10,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=258&cam=2&leg=2012&idl=2,Eugen NICOLICEA,http://www.cdep.ro/parlamentari/l2012/Nicolicea_Eugen.jpg,1956-06-06,"",,
259,Niculae Aurel,PNL,CĂLĂRAŞI,12,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=259&cam=2&leg=2012&idl=2,Aurel NICULAE,http://www.cdep.ro/parlamentari/l2012/Niculae_Aurel.jpg,1957-09-19,"",,
26,Bărbulescu Daniel-Ionuţ,PSD,OLT,30,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=26&cam=2&leg=2012&idl=2,Daniel-Ionuţ BĂRBULESCU,http://www.cdep.ro/parlamentari/l2012/Barbulescu_Daniel_Ionut.jpg,1981-08-17,"",,
260,Niculescu Dumitru,UNPR,OLT,30,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=260&cam=2&leg=2012&idl=2,Dumitru NICULESCU,http://www.cdep.ro/parlamentari/l2012/Niculescu_Dumitru.jpg,1962-10-22,"",,
261,Niculescu Duvăz Bogdan Nicolae,PSD,ARGEŞ,3,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=261&cam=2&leg=2012&idl=2,Bogdan Nicolae NICULESCU DUVĂZ,http://www.cdep.ro/parlamentari/l2012/Niculescu_Duvaz.jpg,1948-12-14,"",,
262,Niculescu-Mizil Ştefănescu Oana,PSD,BUCUREŞTI,42,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=262&cam=2&leg=2012&idl=2,Oana NICULESCU-MIZIL ŞTEFĂNESCU,http://www.cdep.ro/parlamentari/l2012/Niculescu_Oana.jpg,1975-08-11,"",,2015-03-12
263,Nistor Gheorghe-Vlad,PNL,BUCUREŞTI,42,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=263&cam=2&leg=2012&idl=2,Gheorghe-Vlad NISTOR,http://www.cdep.ro/parlamentari/l2012/Nistor_Gheorghe_Vlad.jpg,1954-07-25,"",,
264,Nistor Laurenţiu,PSD,HUNEDOARA,22,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=264&cam=2&leg=2012&idl=2,Laurenţiu NISTOR,http://www.cdep.ro/parlamentari/l2012/Nistor_Laurentiu.jpg,1951-06-29,"",,2016-07-01
265,Nistor Marioara,UNPR,BRĂILA,9,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=265&cam=2&leg=2012&idl=2,Marioara NISTOR,http://www.cdep.ro/parlamentari/l2012/Nistor_Marioara.jpg,1955-01-13,"",,
266,Niţă Constantin,PSD,BRAŞOV,8,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=266&cam=2&leg=2012&idl=2,Constantin NIŢĂ,http://www.cdep.ro/parlamentari/l2012/Nita_Constantin.jpg,1955-11-27,"",,
267,Niţă Emil,PSD,BRAŞOV,8,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=267&cam=2&leg=2012&idl=2,Emil NIŢĂ,http://www.cdep.ro/parlamentari/l2012/Nita_Emil.jpg,1956-01-15,"",,
268,Nosa Iuliu,PSD,SĂLAJ,33,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=268&cam=2&leg=2012&idl=2,Iuliu NOSA,http://www.cdep.ro/parlamentari/l2012/Nosa_Iuliu.jpg,1956-09-25,"",,
269,Oajdea Daniel Vasile,non-attached,IAŞI,24,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=269&cam=2&leg=2012&idl=2,Daniel Vasile OAJDEA,http://www.cdep.ro/parlamentari/l2012/Oajdea_Daniel_Vasile.jpg,1969-06-11,"",,
27,Becali George,PNL,BUCUREŞTI,42,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=27&cam=2&leg=2012&idl=2,George BECALI,http://www.cdep.ro/parlamentari/l2012/Becali_George.jpg,1958-06-25,"",,2013-05-20
270,Ochi Ion,PSD,BRAŞOV,8,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=270&cam=2&leg=2012&idl=2,Ion OCHI,http://www.cdep.ro/parlamentari/l2012/Ochi_Ion.jpg,1964-03-02,"",,2015-09-01
271,Oltean Ioan,PNL,BISTRIŢA-NĂSĂUD,6,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=271&cam=2&leg=2012&idl=2,Ioan OLTEAN,http://www.cdep.ro/parlamentari/l2012/Oltean_Ioan.jpg,1953-04-20,"",,
272,Orban Ludovic,PNL,BUCUREŞTI,42,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=272&cam=2&leg=2012&idl=2,Ludovic ORBAN,http://www.cdep.ro/parlamentari/l2012/Orban_Ludovic.jpg,1963-05-25,"",,
273,Oros Nechita-Adrian,PNL,CLUJ,13,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=273&cam=2&leg=2012&idl=2,Nechita-Adrian OROS,http://www.cdep.ro/parlamentari/l2012/Oros_Nechita_Adrian.jpg,1965-07-09,"",,
274,Palaşcă Viorel,ALDE,MEHEDINŢI,27,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=274&cam=2&leg=2012&idl=2,Viorel PALAŞCĂ,http://www.cdep.ro/parlamentari/l2012/Palasca_Viorel.jpg,1962-08-24,"",,
275,Palăr Ionel,PNL,BACĂU,4,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=275&cam=2&leg=2012&idl=2,Ionel PALĂR,http://www.cdep.ro/parlamentari/l2012/Palar_Ionel.jpg,1972-08-16,"",,
276,Paleologu Theodor,PNL,BUCUREŞTI,42,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=276&cam=2&leg=2012&idl=2,Theodor PALEOLOGU,http://www.cdep.ro/parlamentari/l2012/Paleologu_Theodor.jpg,1973-07-15,"",,
277,Pambuccian Varujan,Minoritati,,"",2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=277&cam=2&leg=2012&idl=2,Varujan PAMBUCCIAN,http://www.cdep.ro/parlamentari/l2012/Pambuccian_Varujan.jpg,1959-04-25,"",,
278,Pană Adriana-Doina,PSD,BISTRIŢA-NĂSĂUD,6,2012,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=278&cam=2&leg=2012&idl=2,Adriana-Doina PANĂ,http://www.cdep.ro/parlamentari/l2012/Pana_Adriana_Doina.jpg,1957-05-16,"",,
