id,name,province_en,province,area,party,website,source,blog,facebook,role,other-role
W-AZ-003,روح الله بیگی ایلانلو,West Azerbaijan,آذربایجان غربی,تکاب / شاهین دژ / میاندوآب,جبهه متحد,http://drbeygi.ir/,,http://beygitekab.blogfa.com/,,نایب رئیس دوم کمیسیون اقتصادی,
W-AZ-004,جواد جهانگیرزاده,West Azerbaijan,آذربایجان غربی,ارومیه,جبهه متحد - جبهه ایستادگی,http://www.urmia1400.ir/fa/,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,
W-AZ-005,عبدالكريم حسين‌زاده,West Azerbaijan,آذربایجان غربی, اشنویه / نقده,مستقل,http://hosseinzade.com/cgi-sys/suspendedpage.cgi,,,,نایب رئیس دوم کمیسیون عمران,
W-AZ-006,مؤید حسینی صدر,West Azerbaijan,آذربایجان غربی,خوی/ چایپاره,اصلاح طلب,http://www.profsadr.com/,,,,عضو کمیسیون صنایع و معادن,
W-AZ-007,رسول خضری,West Azerbaijan,آذربایجان غربی,سردشت / پیرانشهر,مستقل,http://drkhezri.ir/DrRasoolKhezri.aspx,,,,دبیر اول کمیسیون بهداشت و درمان,
W-AZ-008,محمد قسیم عثمانی,West Azerbaijan,آذربایجان غربی,بوکان,اصلاح طلب,http://www.dr-osmani.com/,,,,عضو کمیسیون برنامه و بودجه و محاسبات,
W-AZ-009,محمد علیپور رحمتی,West Azerbaijan,آذربایجان غربی,ماکو / چالدران/ شوط و پلدشت,جبهه متحد – جبهه پایداری,http://aliporerahmati.ir/,,,,عضو کمیسیون اقتصادی,
W-AZ-010,مهدی عیسی زاده,West Azerbaijan,آذربایجان غربی,تکاب / شاهین دژ / میاندوآب,جبهه ایستادگی – اصلاح طلب,http://isazade.ir,,,,عضو کمیسیون اجتماعی,
W-AZ-011,عابد فتاحی,West Azerbaijan,آذربایجان غربی,ارومیه,مستقل,,,,,عضو کمیسیون بهداشت و درمان,
W-AZ-012,نادر قاضی پور,West Azerbaijan,آذربایجان غربی,ارومیه,مستقل,http://gazipoor.com/  ,,http://nadergazipor.blogfa.com/,,عضو کمیسیون تحقیق,عضو کمیسیون صنایع و معادن
YAZ-001,محمدرضا تابش,Yazd,یزد,اردکان,اصلاح طلب,http://www.tabesh-ardakan.com/,,,,عضو کمیسیون برنامه و بودجه و محاسبات,
YAZ-002,محمد صالح جوکار,Yazd,یزد,یزد و صدوق,جبهه متحد - جبهه پایداری,http://www.salehjokar.ir/fa/,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,
YAZ-003,دخیل عباس زارع زاده مهریزی,Yazd,یزد,ابرکوه، بافق، خاتم و مهریز,جبهه متحد,http://www.dakhilabas.ir/,,,,سخنگو کمیسیون شوراها و امور داخلی کشور,
YAZ-004,سید جلال یحیی زاده فیروز آبادی,Yazd,یزد,تفت و میبد,جبهه متحد - جبهه پایداری,,,,,,
ZAN-001,محمد اسماعیلی,Zanjan,زنجان,زنجان / طارم,جبهه متحد – جبهه پایداری – جبهه ایستادگی,http://www.mohammadesmaeili.ir,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,
ZAN-002,محمدرضاخان‌ محمدي‌خرمي,Zanjan,زنجان,ابهر,مستقل,,,,,نایب رئیس دوم کمیسیون صنایع و معادن,
ZAN-003,رضا عبداللهی,Zanjan,زنجان,ماهنشان/ انگوران/ ایجرود,جبهه متحد,,,,,عضو کمیسیون برنامه و بودجه و محاسبات,
ZAN-004,محسن علیمردانی,Zanjan,زنجان,طارم,جبهه متحد ,http://mohsenalimardani.ir,,,,عضو کمیسیون اجتماعی,
ZAN-005,سید محمد علی موسوی سجاسی,Zanjan,زنجان,خدابنده,جبهه متحد – جبهه پایداری,http://smam.ir,,,,عضو کمیسیون قضایی و حقوقی,عضو کمیسیون اصل نودم قانون اساسی مجلس
