id,name,position_id,position,label,start_date,end_date,ordinal
Q10365280,Rui Machete,Q10365280-4ae441b8-4d62-0d0f-7820-a6f44b23769c,Q4294919,Minister of Foreign Affairs,2013-07-24,2015-11-26,0
Q1382641,Luís Amado,Q1382641-19ede44e-4458-4ca3-b8c6-729344019392,Q25906445,Minister of National Defence,2005-03-12,2006-07-03,0
Q1382641,Luís Amado,Q1382641-12A84BEA-0A15-40EC-9D48-7F76CA49479E,Q4294919,Minister of Foreign Affairs,2006-07-03,2011-06-21,0
Q156781,Mário Soares,Q156781-f91031c6-49fa-3f85-f45b-9e364f257fad,Q1723031,Prime Minister of Portugal,1976-07-23,1978-08-28,0
Q156781,Mário Soares,Q156781-F9FA96E7-F9B2-4AFE-A464-FCA32042044E,Q1723031,Prime Minister of Portugal,1983-06-09,1985-11-06,105
Q156781,Mário Soares,Q156781-f87453bf-428b-bbbe-ae16-cd9350216ffe,Q4294919,Minister of Foreign Affairs,1974-05-15,1975-03-26,0
Q156781,Mário Soares,Q156781-24426E61-661A-4052-AE26-D523E1633FA2,Q4294919,Minister of Foreign Affairs,1977-10-12,1978-01-30,0
Q15849,José Manuel Durão Barroso,Q15849-00a7f3c0-4989-9c23-bff5-ee04d87eb424,Q1723031,Prime Minister of Portugal,2002-04-06,2004-07-17,115
Q15849,José Manuel Durão Barroso,Q15849-2b02cca1-421b-7f18-28f9-afcf67d9bd1b,Q4294919,Minister of Foreign Affairs,1992-11-12,1995-10-28,0
Q182367,José Sócrates,Q182367-44708113-EA74-499A-9E19-FADB46B7C933,Q1723031,Prime Minister of Portugal,2005-03-12,2011-06-21,117
Q182367,José Sócrates,Q182367-80efc1e6-4171-e10e-59ac-f7de07d35e4f,Q25917009,Minister of Social Infrastructure,2002-01-23,2002-04-06,0
Q182367,José Sócrates,Q182367-A368DDE5-8B92-49E5-A089-AFF5ADC4B163,Q25917010,Minister of the Environment,1999-10-25,2002-04-06,0
Q200941,António Vitorino,Q200941-BB06C2F3-F60B-4D36-8C21-A2C0DA9688EE,Q25906445,Minister of National Defence,1995-10-28,1997-11-25,0
Q239248,Pedro Santana Lopes,Q239248-A059436C-781B-4BC5-95BB-05C8C89CEB01,Q1723031,Prime Minister of Portugal,2004-07-17,2005-03-12,116
Q250919,Álvaro Cunhal,Q250919-B2B360CA-A16F-458A-BD92-9D7DC2008019,Q1937160,minister without portfolio,1974-05-16,1975-08-08,0
Q311440,António Guterres,Q311440-59FF5DB4-2328-4D06-8CA2-A2249E1246D3,Q1723031,Prime Minister of Portugal,1995-10-28,2002-04-06,114
Q357932,Francisco José Fernandes Costa,Q357932-7332f47a-4737-ac6f-e183-8e3baf04fac7,Q1723031,Prime Minister of Portugal,1920-01-15,1920-01-15,0
Q357932,Francisco José Fernandes Costa,Q357932-a31bcc4b-4014-54ec-5a48-340a18c56753,Q4294919,Minister of Foreign Affairs,1920-01-15,1920-01-15,0
Q367010,Francisco de Sá Carneiro,Q367010-294D925E-1C02-402F-A013-940933B8A98B,Q83307,minister,"","",0
Q381029,Francisco Pinto Balsemão,Q381029-2d18c43b-470a-6763-a42d-0e3ecba36108,Q1723031,Prime Minister of Portugal,1981-01-09,1983-06-09,111
Q388965,Carlos Mota Pinto,Q388965-CE1EFB17-DA71-4C1C-80CF-E6A428936FAC,Q83307,minister,"","",0
Q438868,Diogo de Freitas do Amaral,Q438868-788A521C-20B9-4DE5-A9A3-0F481F86F918,Q1723031,Prime Minister of Portugal,1980-12-04,1981-01-09,0
Q438868,Diogo de Freitas do Amaral,Q438868-51626E36-BC65-4595-A2F1-251F1A9292F2,Q25906445,Minister of National Defence,1981-09-04,1983-06-09,0
Q438868,Diogo de Freitas do Amaral,Q438868-70d990b3-46b2-2fbb-9e69-0200e63b8825,Q4294919,Minister of Foreign Affairs,1980-01-10,1981-01-12,0
Q438868,Diogo de Freitas do Amaral,Q438868-5E4388CB-5065-4688-8D32-FAA73A07CA73,Q4294919,Minister of Foreign Affairs,2005-03-12,2006-07-03,0
Q472589,Jaime Gama,Q472589-9adfbd17-4e54-3656-cdfa-28d286b3cd89,Q25906445,Minister of National Defence,1999-05-29,1999-10-25,0
Q472589,Jaime Gama,Q472589-f6d60d7a-4c7a-e97e-cc75-729a329b1d65,Q4294919,Minister of Foreign Affairs,1983-06-09,1985-11-06,0
Q472589,Jaime Gama,Q472589-9DBA6C4D-C421-48C7-A542-DD7D56B2A0FE,Q4294919,Minister of Foreign Affairs,1995-10-28,2002-04-06,0
Q472589,Jaime Gama,Q472589-03e16b01-4b13-4fe9-b227-5fd7d3d8f0cb,Q43186728,Minister of Internal Administration,1978-02-27,1978-08-29,0
Q57398,Aníbal Cavaco Silva,Q57398-512AD142-14FD-434E-BAD1-2D51D2DFA8C5,Q1723031,Prime Minister of Portugal,1985-11-06,1995-11-28,113
Q57615,Pedro Passos Coelho,Q57615-3b6ab4f2-4fc5-95df-a53d-d771a603628f,Q1723031,Prime Minister of Portugal,2011-06-21,2015-11-26,0
Q58161,Paulo Portas,Q58161-7451D156-1ED1-4D8D-8FD8-4E569C892E47,Q25906445,Minister of National Defence,2002-04-06,2005-03-12,0
Q58161,Paulo Portas,Q58161-BFBC3EF7-7489-4974-AE90-96E5FAEAA3C1,Q25909451,Deputy Prime Minister of Portugal,2013-07-24,2015-11-26,0
Q58161,Paulo Portas,Q58161-6C4F0CAD-CDCD-49C9-B5D7-4066C3075F2C,Q4294919,Minister of Foreign Affairs,2011-06-21,2013-07-24,0
Q610788,António Costa,Q610788-2f29e5e6-473c-1859-41e1-c08f6b0a0fe4,Q1723031,Prime Minister of Portugal,2015-11-26,"",0
Q610788,António Costa,Q610788-9a7a7e14-4bb3-e9a6-62f7-8f3f77cab41d,Q43186728,Minister of Internal Administration,2005-03-12,2007-05-17,0
Q6761683,Maria de Belém Roseira,Q6761683-D7D8097E-BAC6-4DF0-9530-56B08B3A9B80,Q23196603,Minister of Health,1995-10-28,1999-10-25,0
Q6761683,Maria de Belém Roseira,Q6761683-D69B0524-D481-4D8E-BCE7-F73BC3984C86,Q3315134,Minister for Women and Equalities,1999-10-25,2000-09-15,0
