id,name,position_id,position,label,start_date,end_date,ordinal
Q1077015,Chris Bowen,Q1077015-7cb86abf-4bc2-507a-883f-eda927a93aa2,Q11796950,Minister for Immigration and Border Protection of Australia,2010-09-14,2013-02-04,0
Q1077015,Chris Bowen,Q1077015-17B9F872-DB00-48DC-A578-D3A88DACC2D2,Q2390270,Treasurer of Australia,2013-06-27,2013-09-18,0
Q11701393,Greg Combet,Q11701393-65F29FAB-39D9-4EDE-AEF9-72F02490A194,Q11796924,Minister for Climate Change and Energy Efficiency (Australia),2010-09-15,2013-07-01,0
Q11701393,Greg Combet,Q11701393-b60f841a-4fba-b6c0-9882-285ed2893e0e,Q6865784,Minister for Defence Materiel,2009-06-09,2010-09-14,0
Q11701393,Greg Combet,Q11701393-F3DAF3D2-6FA6-4ADE-A6D2-E83052B32C36,Q6865883,Minister for Industry and Innovation,2011-12-14,2013-06-26,0
Q1236571,Wayne Swan,Q1236571-3F30BE24-7F2E-4107-AFA9-5F6173EC12CC,Q2390270,Treasurer of Australia,2007-12-03,2013-06-27,0
Q1236571,Wayne Swan,Q1236571-0C03B4B8-E1BA-4400-B4AE-FE50C5CD5525,Q5261065,Deputy Prime Minister of Australia,2010-06-24,2013-06-27,0
Q1236571,Wayne Swan,Q1236571-ED9D5C30-F2B6-485F-A217-34DEE95B9FA6,Q6865833,Minister for Finance of Australia,2010-09-03,2010-09-14,0
Q1239291,Alexander Downer,Q1239291-77E361BF-67F9-424A-9946-4EBDE5C5AFEE,Q2660943,Minister for Foreign Affairs,1996-03-11,2007-12-03,0
Q1251694,Doug Anthony,Q1251694-62B482A3-FFE2-4946-B4C5-5E4E55EA8C58,Q5261065,Deputy Prime Minister of Australia,1971-02-05,1972-12-05,2
Q1251694,Doug Anthony,Q1251694-2d16d7f5-44cd-bf08-cebc-376b65cc37ae,Q5261065,Deputy Prime Minister of Australia,1975-11-12,1983-03-11,0
Q1376420,Stephen Smith,Q1376420-8BFA4067-40EB-4090-B108-8E7DDD58B594,Q2660943,Minister for Foreign Affairs,2007-12-03,2010-09-13,0
Q1376420,Stephen Smith,Q1376420-27BAA25D-E336-4F5C-9D96-105884EEAF53,Q3315112,Minister for Defence,2010-09-13,2013-09-18,0
Q1376420,Stephen Smith,Q1376420-8BFE6649-9693-43F9-A780-49095F39340C,Q6865979,Minister for Trade,2010-06-28,2010-09-13,0
Q1382174,Paul Hasluck,Q1382174-EE25E25B-A47E-4295-A4BE-4CDE744FF78F,Q2660943,Minister for Foreign Affairs,1964-01-01,1969-01-01,0
Q1382174,Paul Hasluck,Q1382174-92A6B29E-7317-4369-92CD-38A8AD7953B3,Q3315112,Minister for Defence,1963-01-01,1964-01-01,0
Q1382174,Paul Hasluck,Q1382174-5E6ED8DD-3A00-43D2-B6B1-29421A17318D,Q6865868,Minister for Home Affairs,1951-01-01,1963-01-01,0
Q1388459,H. V. Evatt,q1388459-BB00524F-867B-4417-BBD6-7B7E15A2C302,Q2660943,Minister for Foreign Affairs,1941-10-07,1949-12-19,0
Q1400580,Simon Crean,Q1400580-FAF0B9D3-443B-46A6-85DF-6763E6CE3267,Q11796967,Minister for Education,2010-06-28,2010-09-14,0
Q1400580,Simon Crean,Q1400580-740DF768-DF29-4E33-88CB-2E54531A8678,Q11796976,Minister for Social Inclusion (Australia),2010-06-28,2010-09-14,0
Q1400580,Simon Crean,Q1400580-3A23A4A9-9044-4269-B306-F61B2B4A860B,Q6865745,Minister for Agriculture and Water Resources,1991-06-04,1993-12-23,0
Q1400580,Simon Crean,Q1400580-02161706-B28A-4E9C-BB11-4A0A81170971,Q6865809,Minister for Employment and Workplace Relations,2010-06-28,2010-09-14,0
Q1400580,Simon Crean,Q1400580-EE0C4F57-E752-4BD3-B089-9C05C40449EA,Q6865883,Minister for Industry and Innovation,1990-04-04,1991-06-04,0
Q1400580,Simon Crean,Q1400580-173B270C-DA29-40DD-BB82-061E44778FB6,Q6865888,Minister for Infrastructure and Transport,2010-09-14,2013-03-21,0
Q1400580,Simon Crean,Q1400580-A6526C59-87A1-4104-906A-F8D7A5963A86,Q6865979,Minister for Trade,2007-12-03,2010-06-28,0
Q1400580,Simon Crean,Q1400580-7FF6315A-CC34-49AA-A0EA-5AC15EA621BC,Q6865994,Minister for the Arts,2010-09-14,2013-03-21,0
Q1445155,Garfield Barwick,Q1445155-1ADF357B-B946-4271-B97B-E493E3C9E787,Q2660943,Minister for Foreign Affairs,"","",0
Q1449483,Tony Burke,Q1449483-433F4B54-7827-40B3-BF13-E57FCCE9C6D3,Q11796950,Minister for Immigration and Border Protection of Australia,"","",0
Q1452902,Frederick Stewart,Q1452902-FDED5B14-6E9A-48F7-ADE0-C68AF7BE60F0,Q2660943,Minister for Foreign Affairs,"","",0
Q1452902,Frederick Stewart,Q1452902-B17C1F4D-8422-4AF4-B46B-3921BEEE1EDB,Q6865821,Minister for Social Services,1939-04-26,1941-08-29,0
Q1466753,John Dawkins,Q1466753-91FF65B5-741E-4291-AEBD-C25713F231F0,Q11796967,Minister for Education,1987-07-24,1991-12-27,0
Q1466753,John Dawkins,Q1466753-00D15D25-2437-48C1-B880-3C2302027268,Q2390270,Treasurer of Australia,1991-12-27,1993-12-22,0
Q1466753,John Dawkins,Q1466753-658b68e2-43b9-8869-7897-e8b641aa209e,Q6865833,Minister for Finance of Australia,1983-03-11,1984-12-13,0
Q1466753,John Dawkins,Q1466753-50F4ADDB-56B8-495B-A5A3-04D2E7AFF485,Q6865979,Minister for Trade,1984-12-13,1987-07-24,0
Q1488379,Paddy Glynn,q1488379-3AC86901-D8FF-4119-AA57-F4FD705CE145,Q2660943,Minister for Foreign Affairs,"","",0
Q1488379,Paddy Glynn,Q1488379-e3acaf63-41ba-a3eb-20da-d1a094822c83,Q4818610,Attorney-General of South Australia,1899-12-01,1899-12-08,0
Q152666,Billy Hughes,Q152666-249F86DE-EC26-48A3-AADE-F2DB7EC3E768,Q2660943,Minister for Foreign Affairs,"","",0
Q152666,Billy Hughes,q152666-E40C5B51-1A4A-485E-88CC-7B59AC84C557,Q319145,Prime Minister of Australia,1915-10-27,1923-02-09,7
Q1538010,Gordon Freeth,Q1538010-C4FC39CA-2716-4D82-BD01-EB9FCE6506EC,Q2660943,Minister for Foreign Affairs,"","",0
Q15525005,Duncan Kerr,Q15525005-2D3E0EE8-F071-4106-922F-9BC7AA778BAC,Q6865898,Minister for Justice,"","",0
Q15525008,Jackie Kelly,Q15525008-5EDA4099-2641-419C-B780-3F0EA2A170B2,Q11796981,Minister for Sport,1998-10-21,2001-11-26,0
Q15525008,Jackie Kelly,Q15525008-34877A42-D7A0-437B-994B-906BE27CFF34,Q2660943,Minister for Foreign Affairs,1998-10-21,2001-11-26,0
Q1563218,Nigel Bowen,Q1563218-60B055DF-CE93-4866-BE27-BCABA3C214D1,Q2660943,Minister for Foreign Affairs,1971-08-02,1972-12-05,0
Q16005818,Jack Holloway,Q16005818-5E653299-0E30-43D6-8A27-B09F7D74AEB6,Q6865821,Minister for Social Services,1941-10-07,1943-09-21,0
Q1607273,Henry Gullett,Q1607273-C165316A-770C-48BA-AD49-1A0C763ABCEB,Q2660943,Minister for Foreign Affairs,"","",0
Q1689055,Jim Cairns,Q1689055-54CE4AA3-812B-44B8-9569-62140F9F9C89,Q11796986,"Minister for Sustainability, Environment, Water, Population and Communities",1975-06-06,1975-07-02,0
Q1689055,Jim Cairns,Q1689055-8954C325-58D0-424F-AD68-A966EFECAD97,Q2390270,Treasurer of Australia,1974-12-11,1975-06-06,0
Q1689055,Jim Cairns,Q1689055-31A542CD-4691-46D0-8C06-68436ABCFB2C,Q5261065,Deputy Prime Minister of Australia,1974-06-12,1975-07-02,4
