id,source,party_id,party,name,wikipedia__tr,area,term
hasan_ali_Çelik,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Hasan Ali Çelik,Hasan Ali Çelik,Sakarya,23
hasan_altan,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Hasan Altan,Hasan Altan,Kastamonu,23
hasan_angı,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Hasan Angı,"",Konya,23
hasan_erçelebi,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Hasan Erçelebi,"",Denizli,23
hasan_fehmi_kinay,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Hasan Fehmi Kinay,Hasan Fehmi Kinay,Kütahya,23
hasan_kara,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Hasan Kara,Hasan Kara,Kilis,23
hasan_kemal_yardımcı,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Hasan Kemal Yardımcı,"",İstanbul (I),23
hasan_macit,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Hasan Macit,Hasan Macit,İstanbul (III),23
hasan_murat_mercan,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Hasan Murat Mercan,Hasan Murat Mercan,Eskişehir,23
hasan_Çalış,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,MHP,Milliyetçi Hareket Partisi,Hasan Çalış,Hasan Çalış,Karaman,23
hasan_Özdemir,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,MHP,Milliyetçi Hareket Partisi,Hasan Özdemir,Hasan Özdemir,Gaziantep,23
hasip_kaplan,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,ind,Bağımsız,Hasip Kaplan,Hasip Kaplan,Şırnak,23
hayati_yazıcı,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Hayati Yazıcı,Hayati Yazıcı,İstanbul (II),23
haydar_kemal_kurt,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Haydar Kemal Kurt,"",Isparta,23
hayrettin_Çakmak,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Hayrettin Çakmak,"",Bursa,23
hikmet_erenkaya,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Hikmet Erenkaya,Hikmet Erenkaya,Kocaeli,23
hulusi_güvel,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Hulusi Güvel,"",Adana,23
hüseyin_besli,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Hüseyin Besli,Hüseyin Besli,İstanbul (I),23
hüseyin_devecioğlu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Hüseyin Devecioğlu,"",Kilis,23
hüseyin_gülsün,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Hüseyin Gülsün,"",Tokat,23
hüseyin_mert,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Hüseyin Mert,"",İstanbul (III),23
hüseyin_pazarcı,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Hüseyin Pazarcı,Hüseyin Pazarcı,Balıkesir,23
hüseyin_tanrıverdi,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Hüseyin Tanrıverdi,Hüseyin Tanrıverdi,Manisa,23
hüseyin_tayfun_İçli,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Hüseyin Tayfun İçli,Hüseyin Tayfun İçli,Eskişehir,23
hüseyin_tuğcu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Hüseyin Tuğcu,"",Kütahya,23
"hüseyin_yıldız_(siyasetçi,_1959)",https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,MHP,Milliyetçi Hareket Partisi,Hüseyin Yıldız,"Hüseyin Yıldız (siyasetçi, 1959)",Antalya,23
hüseyin_Çelik,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Hüseyin Çelik,Hüseyin Çelik,Van,23
hüseyin_Ünsal,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Hüseyin Ünsal,"",Amasya,23
hüsnü_ordu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Hüsnü Ordu,Hüsnü Ordu,Kütahya,23
hüsnü_tuna,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Hüsnü Tuna,"",Konya,23
hüsnü_Çöllü,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Hüsnü Çöllü,"",Antalya,23
kadir_tıngıroğlu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Kadir Tıngıroğlu,Kadir Tıngıroğlu,Sinop,23
kadir_ural,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,MHP,Milliyetçi Hareket Partisi,Kadir Ural,"",Mersin,23
kamer_genç,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,ind,Bağımsız,Kamer Genç,Kamer Genç,Tunceli,23
kamil_erdal_sipahi,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,MHP,Milliyetçi Hareket Partisi,Kamil Erdal Sipahi,Kamil Erdal Sipahi,İzmir (II),23
kayhan_türkmenoğlu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Kayhan Türkmenoğlu,Kayhan Türkmenoğlu,Van,23
kazım_ataoğlu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Kazım Ataoğlu,Kazım Ataoğlu,Bingöl,23
kemal_demirel,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Kemal Demirel,"",Bursa,23
kemal_kılıçdaroğlu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Kemal Kılıçdaroğlu,Kemal Kılıçdaroğlu,İstanbul (II),23
kemal_unakıtan,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Kemal Unakıtan,Kemal Unakıtan,Eskişehir,23
kemalettin_aydın,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Kemalettin Aydın,Kemalettin Aydın,Gümüşhane,23
kemalettin_göktaş,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Kemalettin Göktaş,Kemalettin Göktaş,Trabzon,23
kemalettin_nalcı,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,MHP,Milliyetçi Hareket Partisi,Kemalettin Nalcı,"",Tekirdağ,23
kerem_altun,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Kerem Altun,Kerem Altun,Van,23
kerim_Özkul,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Kerim Özkul,"",Konya,23
kutbettin_arzu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Kutbettin Arzu,Kutbettin Arzu,Diyarbakır,23
köksal_toptan,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Köksal Toptan,Köksal Toptan,Zonguldak,23
kürşad_tüzmen,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Kürşad Tüzmen,Kürşad Tüzmen,Mersin,23
kürşat_atılgan,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,MHP,Milliyetçi Hareket Partisi,Kürşat Atılgan,Kürşat Atılgan,Adana,23
kıvılcım_kemal_anadol,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Kıvılcım Kemal Anadol,Kıvılcım Kemal Anadol,İzmir (II),23
lokman_ayva,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Lokman Ayva,Lokman Ayva,İstanbul (III),23
lütfi_elvan,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Lütfi Elvan,Lütfi Elvan,Karaman,23
lütfi_Çırakoğlu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Lütfi Çırakoğlu,Lütfi Çırakoğlu,Rize,23
mahmut_dede,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mahmut Dede,"",Nevşehir,23
mahmut_durdu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mahmut Durdu,Mahmut Durdu,Gaziantep,23
mahmut_esat_güven,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mahmut Esat Güven,Mahmut Esat Güven,Kars,23
mahmut_mücahit_fındıklı,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mahmut Mücahit Fındıklı,"",Malatya,23
malik_ecder_Özdemir,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Malik Ecder Özdemir,Malik Ecder Özdemir,Sivas,23
medeni_yılmaz,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Medeni Yılmaz,"",Muş,23
mehmet_akif_paksoy,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,MHP,Milliyetçi Hareket Partisi,Mehmet Akif Paksoy,"",Kahramanmaraş,23
mehmet_ali_susam,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Mehmet Ali Susam,"",İzmir (II),23
mehmet_ali_Özpolat,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Mehmet Ali Özpolat,"",İstanbul (III),23
mehmet_ali_Şahin,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Ali Şahin,Mehmet Ali Şahin,Antalya,23
mehmet_alp_(bucak_doğumlu),https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Alp,Mehmet Alp (Bucak doğumlu),Burdur,23
mehmet_altan_karapaşaoğlu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Altan Karapaşaoğlu,Mehmet Altan Karapaşaoğlu,Bursa,23
mehmet_aydın,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Aydın,Mehmet Aydın,İzmir (I),23
mehmet_beyazıt_denizolgun,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Beyazıt Denizolgun,"",İstanbul (I),23
mehmet_cemal_Öztaylan,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Cemal Öztaylan,Mehmet Cemal Öztaylan,Balıkesir,23
mehmet_ceylan_(karabüklü),https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Ceylan,Mehmet Ceylan (Karabüklü),Karabük,23
mehmet_cihat_Özönder,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,MHP,Milliyetçi Hareket Partisi,Mehmet Cihat Özönder,Mehmet Cihat Özönder,İstanbul (III),23
mehmet_daniş,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Daniş,Mehmet Daniş,Çanakkale,23
mehmet_domaç,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Domaç,Mehmet Domaç,İstanbul (III),23
mehmet_ekici_(siyasetçi),https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,MHP,Milliyetçi Hareket Partisi,Mehmet Ekici,Mehmet Ekici (siyasetçi),Yozgat,23
mehmet_emin_ekmen,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Emin Ekmen,Mehmet Emin Ekmen,Batman,23
mehmet_emin_tutan,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Emin Tutan,"",Bursa,23
mehmet_emrehan_halıcı,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Mehmet Emrehan Halıcı,Mehmet Emrehan Halıcı,Ankara (I),23
mehmet_erdem_(aydın_doğumlu),https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Erdem,Mehmet Erdem (Aydın doğumlu),Aydın,23
mehmet_erdoğan_(adıyamanlı),https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Erdoğan,Mehmet Erdoğan (Adıyamanlı),Adıyaman,23
mehmet_erdoğan_(gaziantepli),https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Erdoğan,Mehmet Erdoğan (Gaziantepli),Gaziantep,23
mehmet_günal,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,MHP,Milliyetçi Hareket Partisi,Mehmet Günal,Mehmet Günal,Antalya,23
mehmet_halit_demir,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Halit Demir,"",Mardin,23
mehmet_hanifi_alır,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Hanifi Alır,Mehmet Hanifi Alır,Ağrı,23
mehmet_hilmi_güler,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Hilmi Güler,Mehmet Hilmi Güler,Ordu,23
mehmet_mehdi_eker,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Mehdi Eker,Mehmet Mehdi Eker,Diyarbakır,23
mehmet_mustafa_açıkalın,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Mustafa Açıkalın,Mehmet Mustafa Açıkalın,Sivas,23
mehmet_müezzinoğlu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Müezzinoğlu,Mehmet Müezzinoğlu,İstanbul (III),23
mehmet_necati_Çetinkaya,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Necati Çetinkaya,Mehmet Necati Çetinkaya,Elazığ,23
mehmet_nezir_karabaş,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,ind,Bağımsız,Mehmet Nezir Karabaş,"",Bitlis,23
mehmet_nil_hıdır,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Nil Hıdır,"",Muğla,23
mehmet_nuri_yaman,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,ind,Bağımsız,Mehmet Nuri Yaman,Mehmet Nuri Yaman,Muş,23
mehmet_ocaktan,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Ocaktan,Mehmet Ocaktan,Bursa,23
mehmet_sait_dilek,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Sait Dilek,"",Isparta,23
mehmet_salih_erdoğan,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Salih Erdoğan,"",Denizli,23
mehmet_sarı_(gaziantepli),https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Sarı,Mehmet Sarı (Gaziantepli),Gaziantep,23
mehmet_sayım_tekelioğlu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Sayım Tekelioğlu,Mehmet Sayım Tekelioğlu,İzmir (I),23
mehmet_sağlam,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Sağlam,Mehmet Sağlam,Kahramanmaraş,23
mehmet_sekmen,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Sekmen,Mehmet Sekmen,İstanbul (I),23
mehmet_serdaroğlu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,MHP,Milliyetçi Hareket Partisi,Mehmet Serdaroğlu,Mehmet Serdaroğlu,Kastamonu,23
mehmet_sevigen,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Mehmet Sevigen,Mehmet Sevigen,İstanbul (II),23
mehmet_tunçak,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Tunçak,Mehmet Tunçak,Bursa,23
mehmet_ufuk_uras,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,ind,Bağımsız,Mehmet Ufuk Uras,Mehmet Ufuk Uras,İstanbul (I),23
mehmet_yaşar_Öztürk,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Yaşar Öztürk,Mehmet Yaşar Öztürk,Yozgat,23
mehmet_yüksel,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Yüksel,Mehmet Yüksel,Denizli,23
mehmet_zafer_Çağlayan,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Zafer Çağlayan,Mehmet Zafer Çağlayan,Ankara (II),23
mehmet_zafer_Üskül,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Zafer Üskül,Mehmet Zafer Üskül,Mersin,23
mehmet_zekai_Özcan,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Zekai Özcan,Mehmet Zekai Özcan,Ankara (I),23
mehmet_Çerçi,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Çerçi,"",Manisa,23
mehmet_Çiçek,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Çiçek,Mehmet Çiçek,Yozgat,23
"mehmet_Şahin_(siyasetçi,_1956)",https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Şahin,"Mehmet Şahin (siyasetçi, 1956)",Malatya,23
mehmet_Şandır,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,MHP,Milliyetçi Hareket Partisi,Mehmet Şandır,Mehmet Şandır,Mersin,23
mehmet_Şevki_kulkuloğlu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Mehmet Şevki Kulkuloğlu,"",Kayseri,23
mehmet_Şimşek,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mehmet Şimşek,Mehmet Şimşek,Gaziantep,23
memet_yılmaz_helvacıoğlu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Memet Yılmaz Helvacıoğlu,"",Siirt,23
meral_akşener,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,MHP,Milliyetçi Hareket Partisi,Meral Akşener,Meral Akşener,İstanbul (III),23
mesude_nursuna_memecan,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mesude Nursuna Memecan,Mesude Nursuna Memecan,İstanbul (I),23
metin_arifağaoğlu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Metin Arifağaoğlu,Metin Arifağaoğlu,Artvin,23
metin_ergün,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,MHP,Milliyetçi Hareket Partisi,Metin Ergün,"",Muğla,23
metin_kaşıkoğlu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Metin Kaşıkoğlu,Metin Kaşıkoğlu,Düzce,23
metin_yılmaz,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Metin Yılmaz,"",Bolu,23
metin_Çobanoğlu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,MHP,Milliyetçi Hareket Partisi,Metin Çobanoğlu,Metin Çobanoğlu,Kırşehir,23
mevlüt_akgün,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mevlüt Akgün,Mevlüt Akgün,Karaman,23
mevlüt_coşkuner,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Mevlüt Coşkuner,Mevlüt Coşkuner,Isparta,23
mevlüt_Çavuşoğlu,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mevlüt Çavuşoğlu,Mevlüt Çavuşoğlu,Antalya,23
mikail_arslan,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mikail Arslan,Mikail Arslan,Kırşehir,23
mithat_ekici,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Mithat Ekici,"",Denizli,23
mithat_melen,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,MHP,Milliyetçi Hareket Partisi,Mithat Melen,Mithat Melen,İstanbul (II),23
muhammed_rıza_yalçınkaya,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Muhammed Rıza Yalçınkaya,Muhammed Rıza Yalçınkaya,Bartın,23
muharrem_candan,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Muharrem Candan,"",Konya,23
