id,source,party_id,party,name,wikipedia__tr,area,term
abdulaziz_yazar,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Abdulaziz Yazar,Abdulaziz Yazar,Hatay,22
abdulbaki_türkoğlu,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Abdulbaki Türkoğlu,"",Elazığ,22
abdulkadir_kart,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Abdulkadir Kart,Abdulkadir Kart,Rize,22
abdullah_erdem_cantimur,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Abdullah Erdem Cantimur,"",Kütahya,22
abdullah_gül,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Abdullah Gül,Abdullah Gül,Kayseri,22
abdullah_torun,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Abdullah Torun,"",Adana,22
abdullah_veli_seyda,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Abdullah Veli Seyda,Abdullah Veli Seyda,Şırnak,22
"abdullah_Çalışkan_(siyasetçi,_1958)",https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Abdullah Çalışkan,"Abdullah Çalışkan (siyasetçi, 1958)",Adana,22
abdullah_Çetinkaya,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Abdullah Çetinkaya,"",Konya,22
abdulmecit_alp,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Abdulmecit Alp,"",Bursa,22
abdurrahim_aksoy,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Abdurrahim Aksoy,"",Bitlis,22
abdurrahman_anık,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Abdurrahman Anık,"",Bingöl,22
abdurrahman_müfit_yetkin,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Abdurrahman Müfit Yetkin,"",Şanlıurfa,22
abdurrezzak_erten,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Abdurrezzak Erten,"",İzmir,22
abdülkadir_aksu,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Abdülkadir Aksu,Abdülkadir Aksu,İstanbul,22
abdülkadir_ateş,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Abdülkadir Ateş,Abdülkadir Ateş,Gaziantep,22
abdüllatif_Şener,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Abdüllatif Şener,Abdüllatif Şener,Sivas,22
adem_baştürk,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Adem Baştürk,Adem Baştürk,Kayseri,22
adem_tatlı,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Adem Tatlı,Adem Tatlı,Giresun,22
afif_demirkıran,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Afif Demirkıran,Afif Demirkıran,Batman,22
agah_kafkas,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Agah Kafkas,Agah Kafkas,Çorum,22
ahmet_büyükakkaşlar,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ahmet Büyükakkaşlar,"",Konya,22
ahmet_edip_uğur,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ahmet Edip Uğur,Ahmet Edip Uğur,Balıkesir,22
ahmet_ersin,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ahmet Ersin,Ahmet Ersin,İzmir,22
"ahmet_ertürk_(siyasetçi,_1953)",https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ahmet Ertürk,"Ahmet Ertürk (siyasetçi, 1953)",Aydın,22
ahmet_faruk_Ünsal,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ahmet Faruk Ünsal,Ahmet Faruk Ünsal,Adıyaman,22
ahmet_gökhan_sarıçam,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ahmet Gökhan Sarıçam,Ahmet Gökhan Sarıçam,Kırklareli,22
ahmet_güryüz_ketenci,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ahmet Güryüz Ketenci,"",İstanbul,22
ahmet_işık,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ahmet Işık,"",Konya,22
ahmet_kambur,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ahmet Kambur,"",Tekirdağ,22
ahmet_koca,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ahmet Koca,Ahmet Koca,Afyonkarahisar,22
ahmet_küçük,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ahmet Küçük,Ahmet Küçük,Çanakkale,22
ahmet_münir_erkal,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ahmet Münir Erkal,Ahmet Münir Erkal,Malatya,22
ahmet_rıza_acar,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ahmet Rıza Acar,"",Aydın,22
ahmet_sırrı_Özbek,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ahmet Sırrı Özbek,Ahmet Sırrı Özbek,İstanbul,22
ahmet_uzer,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ahmet Uzer,"",Gaziantep,22
ahmet_yaşar,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ahmet Yaşar,"",Aksaray,22
ahmet_yeni,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ahmet Yeni,Ahmet Yeni,Samsun,22
ahmet_yılmazkaya,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ahmet Yılmazkaya,"",Gaziantep,22
ahmet_Çağlayan,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ahmet Çağlayan,"",Uşak,22
ahmet_İnal,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ahmet İnal,Ahmet İnal,Batman,22
ahmet_İsmet_Çanakcı,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ahmet İsmet Çanakcı,Ahmet İsmet Çanakcı,Ankara,22
akif_gülle,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Akif Gülle,Akif Gülle,Amasya,22
akif_hamzaçebi,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Akif Hamzaçebi,Akif Hamzaçebi,Trabzon,22
alaattin_büyükkaya,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Alaattin Büyükkaya,"",İstanbul,22
alaettin_güven,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Alaettin Güven,"",Kütahya,22
algan_hacaloğlu,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Algan Hacaloğlu,Algan Hacaloğlu,İstanbul,22
ali_arslan_(milletvekili),https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ali Arslan,Ali Arslan (milletvekili),Muğla,22
ali_ayağ,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ali Ayağ,Ali Ayağ,Edirne,22
ali_aydın_dumanoğlu,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ali Aydın Dumanoğlu,"",Trabzon,22
ali_aydınlıoğlu,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ali Aydınlıoğlu,Ali Aydınlıoğlu,Balıkesir,22
ali_babacan,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ali Babacan,Ali Babacan,Ankara,22
ali_coşkun_(siyasetçi),https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ali Coşkun,Ali Coşkun (siyasetçi),İstanbul,22
ali_cumhur_yaka,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ali Cumhur Yaka,"",Muğla,22
ali_dinçer,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ali Dinçer,Ali Dinçer,Bursa,22
ali_er,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ali Er,Ali Er,Mersin,22
ali_kemal_deveciler,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ali Kemal Deveciler,"",Balıkesir,22
ali_kemal_kumkumoğlu,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ali Kemal Kumkumoğlu,"",İstanbul,22
ali_küçükaydın,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ali Küçükaydın,Ali Küçükaydın,Adana,22
ali_oksal,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ali Oksal,"",Mersin,22
ali_osman_başkurt,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ali Osman Başkurt,"",Malatya,22
ali_osman_sali,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ali Osman Sali,"",Balıkesir,22
ali_rıza_alaboyun,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ali Rıza Alaboyun,Ali Rıza Alaboyun,Aksaray,22
ali_rıza_bodur,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ali Rıza Bodur,Ali Rıza Bodur,İzmir,22
ali_rıza_gülçiçek,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ali Rıza Gülçiçek,"",İstanbul,22
ali_sezal,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ali Sezal,Ali Sezal,Kahramanmaraş,22
ali_temür,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ali Temür,"",Giresun,22
ali_topuz,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ali Topuz,Ali Topuz,İstanbul,22
ali_yüksel_kavuştu,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ali Yüksel Kavuştu,"",Çorum,22
ali_Öğüten,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ali Öğüten,"",Karabük,22
ali_İbiş,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ali İbiş,"",İstanbul,22
ali_İhsan_merdanoğlu,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ali İhsan Merdanoğlu,"",Diyarbakır,22
alim_tunç,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Alim Tunç,Alim Tunç,Uşak,22
asım_aykan,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Asım Aykan,Asım Aykan,Trabzon,22
atila_emek,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Atila Emek,"",Antalya,22
atilla_başoğlu,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Atilla Başoğlu,Atilla Başoğlu,Adana,22
atilla_kart,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Atilla Kart,Atilla Kart,Konya,22
atilla_koç,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Atilla Koç,Atilla Koç,Aydın,22
"avni_doğan_(siyasetçi,_1951)",https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Avni Doğan,"Avni Doğan (siyasetçi, 1951)",Kahramanmaraş,22
ayhan_sefer_Üstün,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ayhan Sefer Üstün,Ayhan Sefer Üstün,Sakarya,22
ayhan_zeynep_tekin,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Ayhan Zeynep Tekin,"",Adana,22
ayşe_gülsün_bilgehan,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,CHP,Cumhuriyet Halk Partisi,Ayşe Gülsün Bilgehan,Ayşe Gülsün Bilgehan,Ankara,22
aziz_akgül,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Aziz Akgül,"",Diyarbakır,22
azmi_ateş,https://tr.wikipedia.org/wiki/TBMM_22._d%C3%B6nem_milletvekilleri_listesi,AKP,Adalet ve Kalkınma Partisi,Azmi Ateş,"",İstanbul,22
