id,name,position_id,position,label,start_date,end_date,ordinal
Q151729,Süleyman Demirel,Q151729-A75797BB-6041-4955-8C5D-5B46EDAC9567,Q2430415,Prime Minister of Turkey,1991-11-20,1993-05-16,0
Q151735,Celâl Bayar,Q151735-678b2d14-43d7-55b8-89ee-aa47b2bcfdd8,Q2430415,Prime Minister of Turkey,1937-11-01,1939-01-25,0
Q180280,Turgut Özal,Q180280-03D2506D-124B-4A6F-AE61-045376F26862,Q2430415,Prime Minister of Turkey,1983-12-13,1989-10-31,0
Q180280,Turgut Özal,Q180280-178CA527-F269-418E-B752-CAA2C91D5537,Q5261074,Deputy Prime Minister of Turkey,1980-09-20,1982-07-14,0
Q183297,İsmet İnönü,Q183297-1CCC6784-C18B-406A-9280-C0B263A3C5C1,Q2430415,Prime Minister of Turkey,1923-10-30,1924-11-22,0
Q192634,Bülent Ecevit,q192634-14149089-441a-0229-63be-b276e31733b9,Q2430415,Prime Minister of Turkey,1974-01-26,1974-11-17,0
Q192634,Bülent Ecevit,q192634-6161387c-4b7e-bba7-7a73-55e3e806a107,Q2430415,Prime Minister of Turkey,1977-06-21,1977-07-21,0
Q192634,Bülent Ecevit,q192634-9ea7ec50-44a3-2556-0156-ea71659e2fe0,Q2430415,Prime Minister of Turkey,1978-01-05,1979-11-12,0
Q192634,Bülent Ecevit,q192634-9026b15c-4aee-d2bd-2cf4-5389ac0ad764,Q2430415,Prime Minister of Turkey,1999-01-11,2002-11-18,0
Q192634,Bülent Ecevit,Q192634-BAE275B1-9963-40B5-8B90-20F84FB2C4A4,Q5261074,Deputy Prime Minister of Turkey,1997-06-30,1999-01-11,0
Q208377,Tansu Çiller,Q208377-06542B0C-1117-4B6C-A7AF-253A07423F50,Q2430415,Prime Minister of Turkey,1993-06-25,1996-03-06,0
Q208377,Tansu Çiller,Q208377-6625175A-A243-43CB-B9D2-FBB792D458DA,Q5261074,Deputy Prime Minister of Turkey,1996-06-28,1997-06-30,0
Q21541529,Sema Ramazanoğlu,Q21541529-6e4dc959-4400-1a58-bd25-74f2e8e2e915,Q12303322,minister of labour,,,0
Q2306500,Suat Hayri Ürgüplü,Q2306500-08F1317C-B374-464E-B9D8-B41E8D3D8B23,Q2430415,Prime Minister of Turkey,1965-02-20,1965-10-27,0
Q238745,Adnan Menderes,Q238745-6330feec-4c91-0e2c-30f8-f5803077d98c,Q2430415,Prime Minister of Turkey,,,0
Q2602515,Tuğrul Türkeş,Q2602515-D40750CE-4707-4D52-9E24-87A456571492,Q5261074,Deputy Prime Minister of Turkey,,,0
Q282179,Rauf Orbay,Q282179-76207a34-4011-331c-5482-aa7a8e5a6d13,Q2430415,Prime Minister of Turkey,,,0
Q366692,Mesut Yılmaz,Q366692-B12B4F37-1BE1-4163-85CA-6D3ACE275EBA,Q2430415,Prime Minister of Turkey,1997-06-30,1999-01-11,0
Q366692,Mesut Yılmaz,Q366692-BA5DA747-E109-4B38-B304-CC8354E9E95B,Q5261074,Deputy Prime Minister of Turkey,1999-05-28,2002-11-18,0
Q39259,Recep Tayyip Erdoğan,Q39259-8a4940e1-4fa3-0f04-ce40-c8f1d57d8af3,Q2430415,Prime Minister of Turkey,2003-03-14,2014-08-28,328
Q42852,Abdullah Gül,q42852-a50f723f-4ec9-62fb-d8b4-c336505e22d5,Q2430415,Prime Minister of Turkey,2002-11-18,2003-03-14,0
Q42852,Abdullah Gül,q42852-34a99332-45c7-9f67-6d21-13bbf85e96d0,Q5261074,Deputy Prime Minister of Turkey,2003-03-28,2007-08-28,0
Q4495020,Vahit Melih Halefoğlu,Q4495020-391cbdb0-41d6-922c-9698-b8122cfb279b,Q20988486,Minister of Foreign Affairs,1983-12-13,1987-12-21,0
Q473325,Bekir Sami Kunduh,Q473325-fd3baf63-45bf-2374-0a47-2284487dda9f,Q20988486,Minister of Foreign Affairs,1920-05-03,1921-05-08,0
Q5152,Mustafa Kemal Atatürk,Q5152-E2630C9F-42E3-4821-89E2-AF9D5AE304C8,Q2430415,Prime Minister of Turkey,1920-05-03,1921-01-24,0
Q58198,Ahmet Davutoğlu,Q58198-889de37b-4866-5c47-357e-898710b9eb54,Q2430415,Prime Minister of Turkey,2014-08-28,2016-05-24,26
Q6043452,İsmail Kahraman,Q6043452-bc5379e9-4bdd-8926-79b7-59125d179643,Q23196601,Minister of Culture,1996-06-28,1997-06-30,0
Q6089334,Seyyid Bey,Q6089334-58850bd9-44f0-d7d2-1cc9-b861764cfb06,Q61895843,Minister of Justice,,,0
Q714518,Ali Babacan,Q714518-317D20A5-5C59-4A85-B4AC-D160E7DA99EB,Q5261074,Deputy Prime Minister of Turkey,,,0
Q721715,Nihat Erim,Q721715-716CDE73-D1DC-46B4-8E0D-3A9B96354509,Q2430415,Prime Minister of Turkey,,,0
Q721715,Nihat Erim,Q721715-9D7436BA-2084-4AF9-815A-50D95C472D69,Q5261074,Deputy Prime Minister of Turkey,,,0
Q721715,Nihat Erim,Q721715-E357E98F-4EBB-4998-A2E4-06D1CA013669,Q7258042,public works minister,,,0
Q735547,Mehmet Ağar,Q735547-666F09CE-8411-4090-9A56-F004272797AE,Q61895843,Minister of Justice,,,0
Q863496,Binali Yıldırım,Q863496-fd3930e6-4485-766e-4b83-180a60b70e21,Q2430415,Prime Minister of Turkey,2016-05-24,2018-07-09,27
