id,name,wikidata,wikipedia__tr,source,party_id,party,area,term
vedat_altun,Vedat Altun,,,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Kars,18
vefa_tanır,Vefa Tanır,Q6079576,Vefa Tanır,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Konya,18
veli_aksoy,Veli Aksoy,Q19612961,Veli Aksoy,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,İzmir,18
veysel_atasoy,Veysel Atasoy,Q6083107,Veysel Atasoy,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Zonguldak,18
yalçın_koçak,Yalçın Koçak,,,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Sakarya,18
yasin_bozkurt,Yasin Bozkurt,Q19613069,Yasin Bozkurt,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Kars,18
yavuz_köymen,Yavuz Köymen,Q6029677,Yavuz Köymen,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Giresun,18
yaşar_albayrak,Yaşar Albayrak,Q19613100,Yaşar Albayrak,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,İstanbul,18
yaşar_eryılmaz,Yaşar Eryılmaz,Q6078881,Yaşar Eryılmaz,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Ağrı,18
yaşar_topçu,Yaşar Topçu,Q6056559,Yaşar Topçu,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Sinop,18
yaşar_yılmaz_(keskin_doğumlu),Yaşar Yılmaz,Q17046474,Yaşar Yılmaz (Keskin doğumlu),https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Ankara,18
yusuf_bozkurt_Özal,Yusuf Bozkurt Özal,Q6071651,Yusuf Bozkurt Özal,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Malatya,18
"kenan_sönmez_(siyasetçi,_1948)",Yusuf Kenan Sönmez,Q19611679,"Kenan Sönmez (siyasetçi, 1948)",https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,İstanbul,18
yüksel_Çengel,Yüksel Çengel,Q19613230,Yüksel Çengel,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,İstanbul,18
yıldırım_akbulut,Yıldırım Akbulut,Q558287,Yıldırım Akbulut,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Erzincan,18
yılmaz_altuğ,Yılmaz Altuğ,Q17432179,Yılmaz Altuğ,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Sivas,18
yılmaz_hocaoğlu,Yılmaz Hocaoğlu,Q6027596,Yılmaz Hocaoğlu,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Adana,18
yılmaz_sanioğlu,Yılmaz Sanioğlu,,,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Ordu,18
zekeriya_bahçeci,Zekeriya Bahçeci,,,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Antalya,18
zeki_yavuztürk,Zeki Yavuztürk,Q6029449,Zeki Yavuztürk,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Ankara,18
zeki_Çeliker,Zeki Çeliker,Q6032268,Zeki Çeliker,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Siirt,18
"zeki_Ünal_(siyasetçi,_1954)",Zeki Ünal,Q19613262,"Zeki Ünal (siyasetçi, 1954)",https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Eskişehir,18
zeynel_aslan,Zeynel Aslan,,,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Adıyaman,18
ziya_ercan,Ziya Ercan,Q17432221,Ziya Ercan,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Konya,18
Ömer_barutçu,Ömer Barutçu,Q6064984,Ömer Barutçu,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Zonguldak,18
Ömer_faruk_maçun,Ömer Faruk Maçun,Q17432236,Ömer Faruk Maçun,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Zonguldak,18
Ömer_ferruh_İlter,Ömer Ferruh İlter,Q19613419,Ömer Ferruh İlter,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,İstanbul,18
Ömer_günbulut,Ömer Günbulut,,,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Sivas,18
Ömer_okan_Çağlar,Ömer Okan Çağlar,,,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Aydın,18
Ömer_türkçakal,Ömer Türkçakal,,,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Kocaeli,18
Ömer_Çiftçi,Ömer Çiftçi,,,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Ankara,18
Ömer_Şeker,Ömer Şeker,Q17432238,Ömer Şeker,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Konya,18
Önol_Şakar,Önol Şakar,Q6043456,Önol Şakar,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Manisa,18
Özer_gürbüz,Özer Gürbüz,Q6031497,Özer Gürbüz,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Sinop,18
Ülkü_gökalp_güney,Ülkü Gökalp Güney,Q6053755,Ülkü Gökalp Güney,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Gümüşhane,18
Ülkü_söylemezoğlu,Ülkü Söylemezoğlu,Q17046822,Ülkü Söylemezoğlu,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Kahramanmaraş,18
Ümit_canuyar,Ümit Canuyar,Q19613548,Ümit Canuyar,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Manisa,18
Ünal_akkaya,Ünal Akkaya,Q17046830,Ünal Akkaya,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Çorum,18
Ünal_yaşar,Ünal Yaşar,Q19613565,Ünal Yaşar,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Gaziantep,18
İbrahim_aksoy,İbrahim Aksoy,,,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Malatya,18
İbrahim_cüneyt_canver,İbrahim Cüneyt Canver,Q6037783,İbrahim Cüneyt Canver,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Adana,18
"İbrahim_demir_(siyasetçi,_1950)",İbrahim Demir,Q19613644,"İbrahim Demir (siyasetçi, 1950)",https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Antalya,18
İbrahim_gürdal,İbrahim Gürdal,Q6028263,İbrahim Gürdal,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Isparta,18
İbrahim_tez,İbrahim Tez,Q6028976,İbrahim Tez,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Ankara,18
İbrahim_Çebi,İbrahim Çebi,Q17448629,İbrahim Çebi,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Trabzon,18
İbrahim_Özdemir,İbrahim Özdemir,Q8080037,İbrahim Özdemir,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,İstanbul,18
İbrahim_Özel,İbrahim Özel,,,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Burdur,18
İbrahim_Öztürk_(milletvekili),İbrahim Öztürk,Q6025738,İbrahim Öztürk (milletvekili),https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Adana,18
İdris_arıkan,İdris Arıkan,Q6053385,İdris Arıkan,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Siirt,18
İhsan_bedirhanoğlu,İhsan Bedirhanoğlu,Q6034235,İhsan Bedirhanoğlu,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Van,18
İhsan_nuri_topkaya,İhsan Nuri Topkaya,Q19613688,İhsan Nuri Topkaya,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Ordu,18
İlhami_binici,İlhami Binici,Q15043934,İlhami Binici,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Bingöl,18
İlhan_aküzüm,İlhan Aküzüm,Q6049613,İlhan Aküzüm,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Kars,18
İlhan_aşkın,İlhan Aşkın,Q12812920,İlhan Aşkın,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Bursa,18
İlker_genlik,İlker Genlik,,,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Çanakkale,18
İlker_tuncay,İlker Tuncay,Q6052808,İlker Tuncay,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Çankırı,18
İlyas_aktaş,İlyas Aktaş,Q6035574,İlyas Aktaş,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Samsun,18
İmren_aykut,İmren Aykut,Q6061464,İmren Aykut,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,İstanbul,18
İrfan_demiralp,İrfan Demiralp,Q19613747,İrfan Demiralp,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Samsun,18
İrfan_gürpınar,İrfan Gürpınar,Q6042168,İrfan Gürpınar,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Kırklareli,18
İsmail_cem,İsmail Cem,Q344153,İsmail Cem,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,İstanbul,18
İsmail_dayı,İsmail Dayı,Q6050065,İsmail Dayı,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Balıkesir,18
İsmail_hakkı_Önal,İsmail Hakkı Önal,Q20477087,İsmail Hakkı Önal,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,İstanbul,18
İsmail_köse,İsmail Köse,Q6032456,İsmail Köse,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Erzurum,18
İsmail_safa_giray,İsmail Safa Giray,Q4138855,İsmail Safa Giray,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,İstanbul,18
İsmail_Üğdül,İsmail Üğdül,Q17046897,İsmail Üğdül,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Edirne,18
İsmail_Şengün,İsmail Şengün,Q17432303,İsmail Şengün,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Denizli,18
İsmet_kaya_erdem,İsmet Kaya Erdem,Q344229,İsmet Kaya Erdem,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,İzmir,18
İsmet_oktay,İsmet Oktay,Q20477090,İsmet Oktay,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Eskişehir,18
İsmet_tavgaç,İsmet Tavgaç,Q6028081,İsmet Tavgaç,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Bursa,18
İsmet_Önder_kırlı,İsmet Önder Kırlı,Q17046919,İsmet Önder Kırlı,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Balıkesir,18
İsmet_Özarslan,İsmet Özarslan,Q6036858,İsmet Özarslan,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Amasya,18
Şadan_tuzcu,Şadan Tuzcu,Q6029593,Şadan Tuzcu,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Rize,18
Şakir_Şeker,Şakir Şeker,Q6023856,Şakir Şeker,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Sivas,18
Şener_İşleten,Şener İşleten,,,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Edirne,18
Şevki_göğüsger,Şevki Göğüsger,,,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Kırşehir,18
Şinasi_altıner,Şinasi Altıner,Q6058055,Şinasi Altıner,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Zonguldak,18
Şükrü_yürür,Şükrü Yürür,Q6054283,Şükrü Yürür,https://tr.wikipedia.org/wiki/TBMM_18._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Ordu,18
abbas_İnceyan,Abbas İnceyan,,,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Bolu,19
abdulilah_fırat,Abdulilah Fırat,Q6076624,Abdulilah Fırat,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,RP,Refah Partisi,Erzurum,19
abdullah_gül,Abdullah Gül,Q42852,Abdullah Gül,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,RP,Refah Partisi,Kayseri,19
abdullah_kınalı,Abdullah Kınalı,,,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Hatay,19
abdullah_ulutürk,Abdullah Ulutürk,Q17045435,Abdullah Ulutürk,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Afyonkarahisar,19
abdullatif_Şener,Abdullatif Şener,Q317853,Abdullatif Şener,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,RP,Refah Partisi,Sivas,19
abdurrahman_Ünlü,Abdurrahman Ünlü,,,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Kırıkkale,19
abdurrezak_yavuz,Abdurrezak Yavuz,,,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Şanlıurfa,19
abdülbaki_ataç,Abdülbaki Ataç,Q6041519,Abdülbaki Ataç,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Balıkesir,19
abdülkadir_ateş,Abdülkadir Ateş,Q6058119,Abdülkadir Ateş,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Gaziantep,19
abdülkerim_doğru,Abdülkerim Doğru,Q6052555,Abdülkerim Doğru,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Kars,19
abdülkerim_zilan,Abdülkerim Zilan,Q6032723,Abdülkerim Zilan,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Batman,19
abdülmelik_fırat,Abdülmelik Fırat,Q318087,Abdülmelik Fırat,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Erzurum,19
abit_kıvrak,Abit Kıvrak,,,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,RP,Refah Partisi,Konya,19
abuzer_tanrıverdi,Abuzer Tanrıverdi,,,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Adıyaman,19
adem_yıldız,Adem Yıldız,Q19610391,Adem Yıldız,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Samsun,19
adil_aydın_(antalyalı),Adil Aydın,Q6034742,Adil Aydın (Antalyalı),https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Antalya,19
adnan_akın_(devrek_doğumlu),Adnan Akın,Q19610396,Adnan Akın (Devrek doğumlu),https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Zonguldak,19
adnan_kahveci,Adnan Kahveci,Q4116400,Adnan Kahveci,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,İstanbul,19
adnan_keskin,Adnan Keskin,Q6061328,Adnan Keskin,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Denizli,19
ahmet_arıkan,Ahmet Arıkan,Q17430373,Ahmet Arıkan,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,RP,Refah Partisi,Sivas,19
ahmet_bilyeli,Ahmet Bilyeli,,,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,İçel (Mersin),19
ahmet_cemil_tunç,Ahmet Cemil Tunç,Q6030807,Ahmet Cemil Tunç,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,RP,Refah Partisi,Elazığ,19
ahmet_derin,Ahmet Derin,Q19610411,Ahmet Derin,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,RP,Refah Partisi,Kütahya,19
ahmet_dökülmez,Ahmet Dökülmez,Q6021391,Ahmet Dökülmez,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,RP,Refah Partisi,Kahramanmaraş,19
ahmet_fehmi_işıklar,Ahmet Fehmi Işıklar,Q6029721,Ahmet Fehmi Işıklar,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Diyarbakır,19
ahmet_feyzi_İnceöz,Ahmet Feyzi İnceöz,Q19610417,Ahmet Feyzi İnceöz,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,RP,Refah Partisi,Tokat,19
ahmet_hamdi_Üçpınarlar,Ahmet Hamdi Üçpınarlar,Q6032860,Ahmet Hamdi Üçpınarlar,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Çanakkale,19
ahmet_kabil,Ahmet Kabil,Q6032546,Ahmet Kabil,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Rize,19
ahmet_küçükel,Ahmet Küçükel,Q19610423,Ahmet Küçükel,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Elazığ,19
ahmet_neidim,Ahmet Neidim,Q6027298,Ahmet Neidim,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Sakarya,19
ahmet_remzi_hatip,Ahmet Remzi Hatip,Q6050746,Ahmet Remzi Hatip,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,RP,Refah Partisi,Konya,19
ahmet_sayın,Ahmet Sayın,Q19610430,Ahmet Sayın,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Burdur,19
ahmet_sezal_Özbek,Ahmet Sezal Özbek,Q6026830,Ahmet Sezal Özbek,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Kırklareli,19
ahmet_türk,Ahmet Türk,Q401947,Ahmet Türk,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Mardin,19
ahmet_Özdemir_(tokat_doğumlu),Ahmet Özdemir,Q6000441,Ahmet Özdemir (Tokat doğumlu),https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,RP,Refah Partisi,Tokat,19
ahmet_Şanal,Ahmet Şanal,Q6019232,Ahmet Şanal,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Adana,19
ahmet_Şeref_erdem,Ahmet Şeref Erdem,Q6022625,Ahmet Şeref Erdem,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Burdur,19
akın_gönen,Akın Gönen,Q6045853,Akın Gönen,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Manisa,19
alaettin_kurt,Alaettin Kurt,Q19610462,Alaettin Kurt,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Kocaeli,19
algan_hacaloğlu,Algan Hacaloğlu,Q6058512,Algan Hacaloğlu,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,İstanbul,19
ali_dinçer,Ali Dinçer,Q2646668,Ali Dinçer,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Ankara,19
ali_er,Ali Er,Q6023343,Ali Er,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,İçel (Mersin),19
ali_eser,Ali Eser,Q19610471,Ali Eser,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Samsun,19
ali_günaydın,Ali Günaydın,Q6025356,Ali Günaydın,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Konya,19
ali_karataş,Ali Karataş,,,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Antalya,19
ali_kemal_başaran,Ali Kemal Başaran,Q6037920,Ali Kemal Başaran,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,ANAP,Anavatan Partisi,Trabzon,19
"ali_oğuz_(siyasetçi,_1928)",Ali Oğuz,Q19610477,"Ali Oğuz (siyasetçi, 1928)",https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,RP,Refah Partisi,İstanbul,19
ali_rıza_gönül,Ali Rıza Gönül,Q6038646,Ali Rıza Gönül,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Aydın,19
ali_rıza_septioğlu,Ali Rıza Septioğlu,Q17430444,Ali Rıza Septioğlu,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,Elazığ,19
ali_su,Ali Su,,,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,DYP,Doğru Yol Partisi,İçel (Mersin),19
ali_uyar,Ali Uyar,Q17466918,Ali Uyar,https://tr.wikipedia.org/wiki/TBMM_19._d%C3%B6nem_milletvekilleri_listesi,SHP,Sosyaldemokrat Halkçı Parti,Hatay,19
