id,label,type
Q12592375,Minister of Employment and Labour,cabinet
Q12592439,"Minister of Culture, Sports and Tourism",cabinet
Q12592496,Minister of Security and Public Administration,cabinet
Q15407843,Prime Minister of South Korea,cabinet
Q18388356,Deputy Prime Minister of South Korea,cabinet
