id,wikidata
6dd1aed4-43e1-4294-b0b1-525aafca8def,Q247135
c2af046a-e3cb-4455-9745-4d3eba416d11,Q503614
86154b17-ef51-4209-8b61-55b1a351ed37,Q216517
8712f012-f6bd-4c95-a0e8-1dab77797a9a,Q76382
3a2f57a6-e08b-4638-b794-61a9ad7a52ac,Q18720460
89f1ea01-09c2-4394-9641-87226965ce38,Q20682633
71b3c065-e18b-4f27-b9c5-7477c60b07fa,Q1549074
57fd37ce-ca12-470c-85af-f69f64cd2d09,Q21218940
b040dabe-24e0-483a-bd0f-104a80cc816d,Q16000050
f10b285c-8021-42d2-89a1-3dbfe80f337c,Q327591
b2b8b198-8766-4c43-9f7c-e6604bb30e64,Q831015
dbb4b4c2-ca58-4c9a-9048-cf3ff713b96a,Q15980844
11e45d94-18ae-4502-94fd-08e6e9797a8f,Q4118799
0013f436-01d9-4bb8-876d-4d093b93cfbb,Q1052201
487bfab1-9bdb-4ae9-a489-e3949feec4bb,Q17100320
17075364-0d56-4240-8417-9336a3e440fb,Q3545406
0c0ac8f8-5340-4f1e-9086-c9867f8a175b,Q661973
