id,name,position,start_date,end_date,type
5f341a07-da50-45c9-ba56-f3ad2f540cdc,DRAGAN SUTANOVAC,Minister of Defense,2007-05-15,2012-07-27,cabinet
94293a97-3fbb-4d25-b8c2-e1b6314ea74d,RASIM LJAJIC,Deputy Prime Minister of Serbia,2012-07-27,,cabinet
94293a97-3fbb-4d25-b8c2-e1b6314ea74d,RASIM LJAJIC,"Minister of Trade, Tourism and Telecommunications",2012-07-27,,cabinet
94293a97-3fbb-4d25-b8c2-e1b6314ea74d,RASIM LJAJIC,"Minister of Labour, Employment and Social Policy",2007-05-15,2012-07-27,cabinet
1d4c0590-f561-4576-8b87-bb9a69114907,ZARKO KORAC,Deputy Prime Minister of Serbia,2001-01-25,2004-03-03,cabinet
1d4c0590-f561-4576-8b87-bb9a69114907,ZARKO KORAC,Prime Minister of Serbia,2003-03-17,2003-03-18,cabinet
b3c03ac3-7485-4726-93e2-fbe4195d7deb,ALEKSANDAR ANTIC,Minister of Energy and Mining,2014-04-27,,cabinet
a6c20249-f3c0-4d26-83ab-11584fbabae8,ALEKSANDAR VUCIC,Deputy Prime Minister of Serbia,2012-07-27,2014-04-27,cabinet
a6c20249-f3c0-4d26-83ab-11584fbabae8,ALEKSANDAR VUCIC,Minister of Information,1998-03-24,2000-10-24,cabinet
a6c20249-f3c0-4d26-83ab-11584fbabae8,ALEKSANDAR VUCIC,Minister of Defense,2012-07-27,2013-09-02,cabinet
a6c20249-f3c0-4d26-83ab-11584fbabae8,ALEKSANDAR VUCIC,Prime Minister of Serbia,2014-04-27,2017-05-30,cabinet
fbe4976d-f29f-48b4-9641-cf10a8e478a0,CEDOMIR JOVANOVIC,Deputy Prime Minister of Serbia,2003-03-18,2004-03-03,cabinet
94e54c47-c67f-443d-ba59-d9166b52e2dd,SNEZANA MALOVIC,Minister of Justice of Serbia,2008-07-07,2012-07-27,cabinet
17b1d7b3-9bd5-4a30-950a-55f424582c35,IVICA DACIC,Deputy Prime Minister of Serbia,2008-07-07,2012-07-27,cabinet
17b1d7b3-9bd5-4a30-950a-55f424582c35,IVICA DACIC,Minister of Information,2000-10-24,2001-01-25,cabinet
17b1d7b3-9bd5-4a30-950a-55f424582c35,IVICA DACIC,Minister of Foreign Affairs,2014-04-27,,cabinet
17b1d7b3-9bd5-4a30-950a-55f424582c35,IVICA DACIC,Minister of Internal Affairs,2008-07-07,2014-04-27,cabinet
17b1d7b3-9bd5-4a30-950a-55f424582c35,IVICA DACIC,Prime Minister of Serbia,2012-07-27,2014-04-27,cabinet
17b1d7b3-9bd5-4a30-950a-55f424582c35,IVICA DACIC,Prime Minister of Serbia,2017-05-31,2017-06-29,cabinet
9a38c6d2-9c43-47cd-991d-5a1ba2e9ae89,DUSAN PETROVIC,Minister of Justice of Serbia,2007-05-15,2008-07-07,cabinet
