id,name,position_id,position,label,start_date,end_date,ordinal
Q11032994,Urve Tiidus,Q11032994-4A0F8DB6-1CE0-4768-B046-489B3A0E0038,Q16402952,Minister of Culture,2013-12-04,2015-04-09,0
Q11158997,Sven Sester,Q11158997-B806452B-343A-4904-A9CA-7936B1634C11,Q21103025,Minister of Finance,2015-04-09,2017-06-12,0
Q1149033,Tõnis Lukas,Q1149033-edd686af-409e-8bd9-f233-982c7c44cffe,Q6866110,Minister of Education and Research,1999-03-25,2002-01-28,0
Q1149033,Tõnis Lukas,Q1149033-ad8ad95e-4b85-d7ef-6ec4-73f9d5ed96f7,Q6866110,Minister of Education and Research,2007-04-05,2011-04-05,0
Q11716283,Margus Tsahkna,Q11716283-7b38f82b-42c3-ff47-24bf-b6dd933bda52,Q24060088,Minister of Social Protection,2015-04-09,2016-11-23,0
Q11716283,Margus Tsahkna,Q11716283-d38ae8db-4545-c27b-e90c-741077e0da34,Q3741249,Minister of Defence,2016-11-23,2017-06-12,0
Q12358481,Aivar Sõerd,Q12358481-532AD0BF-62D3-4AEA-B886-1DFB4E0E2ACF,Q21103025,Minister of Finance,2005-04-13,2007-04-05,0
Q12359190,Andres Varik,Q12359190-670BD9B7-772C-47C0-8B82-B4DAD45E0D91,Q16405106,Minister of Agriculture,1997-03-17,1999-03-25,0
Q12364503,Indrek Kannik,Q12364503-BE79BD80-34AD-4746-8E33-EA22430F4A89,Q3741249,Minister of Defence,1994-01,1994-04,0
Q12364933,Jaan Õunapuu,Q12364933-8AB10532-F9A5-4141-A73F-6B064A3F9B8E,Q23268238,Minister of Regional Affairs,2003-04-10,2007-04-05,0
Q12365130,Jevgeni Ossinovski,Q12365130-45775c0d-4f82-b32a-dadf-06398b6ade88,Q24060082,Minister of Health and Labour,2015-09-14,,0
Q12365130,Jevgeni Ossinovski,Q12365130-4A9037E6-4CB6-4DC9-AC7B-3C2492D6661A,Q6866110,Minister of Education and Research,2014-03-26,2015-04-09,0
Q12365796,Jüri Adams,Q12365796-E1D7B02B-8B79-440C-96C4-EC3283F7CDB6,Q20528230,Minister of Justice,1994-11-08,1995-04-17,0
Q12369996,Mati Raidma,Q12369996-b23388d5-4d5b-6aaf-a9cf-170979e9affe,Q12361541,Minister of the Environment,2014-11-17,2015-04-09,0
Q12370314,Mihkel Pärnoja,Q12370314-07ef9140-41e3-ef54-d067-ab5ec8765176,Q21121665,Minister of Economic Affairs and Communications,1999-03-25,2001-10-05,0
Q12373563,Rannar Vassiljev,Q12373563-2db40bf7-41e2-d373-cd3d-e3350b6b8ce0,Q24060082,Minister of Health and Labour,2015-04-09,2015-09-14,0
Q12376376,Tarmo Tamm,Q12376376-376d2fbd-4723-cab6-5265-a30de3066ce3,Q24060239,Minister of Rural Affairs,2016-12-12,,0
Q12376940,Tiit Tammsaar,Q12376940-8C148874-22AE-47A7-ABA2-A2F0E3BE1A31,Q16405106,Minister of Agriculture,2003-04-10,2004-04-02,0
Q13234758,Andres Anvelt,Q13234758-8B5B11E3-9DAC-429F-A990-362C5E1E1045,Q20528230,Minister of Justice,2014-03-26,2015-04-09,0
Q13234758,Andres Anvelt,Q13234758-14def3bb-4ee1-249b-6f70-89c659d1ba18,Q6866431,Minister of the Interior,2016-11-23,2018-11-26,0
Q1340201,Liina Tõnisson,Q1340201-79db692f-487c-6084-481c-702e8a372ddb,Q21121665,Minister of Economic Affairs and Communications,2002-01-28,2003-04-10,0
Q1340315,Endel Lippmaa,Q1340315-09df9c9c-4d4a-7dd5-7e90-629adbde974b,Q24067751,minister without portfolio,1990,1992,0
Q1340315,Endel Lippmaa,Q1340315-4f848520-48b0-601a-4d7f-10f691dd32d2,Q24254211,Minister of European Integration,1995-11-17,1996-08-06,0
Q13570003,Kadri Simson,Q13570003-2b6fbac4-4893-206d-ffc8-a8df4aa05424,Q16403845,Minister of Economic Affairs and Infrastructure,2016-11-23,,0
Q13603999,Kaia Iva,Q13603999-6e35dc71-445b-2564-35bd-b38492e6466b,Q24060088,Minister of Social Protection,2016-11-23,,0
Q13628736,Helmen Kütt,Q13628736-0e024e05-4e24-c077-8994-7e0ccf2498a5,Q24060088,Minister of Social Protection,2014-03-26,2015-03-30,0
Q1375483,Jaanus Tamkivi,Q1375483-0C0874F5-F5E3-4EC3-921F-B6EDEEC979E7,Q12361541,Minister of the Environment,2007-04-05,2011-04-05,0
Q1375585,Jaak Aab,Q1375585-ECB434EB-0681-4348-89A4-8F6245D1E567,Q16402881,Minister of Social Affairs,2005-04-13,2007-04-05,0
Q1375585,Jaak Aab,Q1375585-462ec499-4070-f05f-21b1-5917330e48d2,Q20528404,Minister of Public Administration,2017-06-12,2018-05-02,0
Q1385792,Ken-Marti Vaher,Q1385792-4CF86336-C7CF-4A35-B59D-36101A1E2BC7,Q20528230,Minister of Justice,2003-04-10,2005-04-13,0
Q1385792,Ken-Marti Vaher,Q1385792-4FF923E9-B68C-40BD-8B79-F4CD4046EEC4,Q6866431,Minister of the Interior,2011-04-06,2014-03-26,0
Q1387518,Trivimi Velliste,Q1387518-6176DFB7-A4D5-4197-A269-10123C974EAF,Q1760777,Minister of Foreign Affairs,1992-10,1994-01,0
Q1398025,Ivari Padar,Q1398025-db3e87d9-4f4b-1837-825d-2f67b2dcec9b,Q16405106,Minister of Agriculture,1999-03-25,2002-01-28,0
Q1398025,Ivari Padar,Q1398025-D57AAAE5-CDEC-4DFC-9BEF-1B9DE74FAB3F,Q16405106,Minister of Agriculture,2014-04-07,2015-04-09,0
Q1398025,Ivari Padar,Q1398025-AB31D368-3508-4581-A5DB-6FA251708A6A,Q21103025,Minister of Finance,2007-04-05,2009-05-21,0
Q1399189,Marko Pomerants,Q1399189-5DA18A2E-6F1A-4831-88DA-90BBC8C55D1E,Q12361541,Minister of the Environment,2015-04-09,2017-06-12,0
Q1399189,Marko Pomerants,Q1399189-9F136CDD-6867-44C5-A851-BFFA2198DA53,Q16402881,Minister of Social Affairs,2003-04-10,2005-04-13,0
Q1399189,Marko Pomerants,Q1399189-24C97D69-9E22-4DD8-9EC4-87A61C0ADC54,Q6866431,Minister of the Interior,2009-07-03,2011-04-05,0
Q1399218,Hanno Pevkur,Q1399218-891AADBB-C4FC-447B-8D41-BC68D9E925F5,Q16402881,Minister of Social Affairs,2009-02-23,2012-12-10,0
Q1399218,Hanno Pevkur,Q1399218-994760F0-1E01-4C80-8DD1-6104DE4A6561,Q20528230,Minister of Justice,2012-12-10,2014-03-26,0
Q1399218,Hanno Pevkur,Q1399218-CA6AA72C-F9C3-4271-8815-3E85E273C638,Q6866431,Minister of the Interior,2014-03-26,2016-11-23,0
Q1406293,Riivo Sinijärv,Q1406293-6C616D2F-3691-445F-882C-19A7532E1BB8,Q1760777,Minister of Foreign Affairs,1995-04,1995-11,0
Q1406293,Riivo Sinijärv,Q1406293-8f471478-4117-4620-98f5-bca4b8489a5d,Q24067751,minister without portfolio,1996-08-06,1996-12-01,0
Q1406293,Riivo Sinijärv,Q1406293-B4D167AB-9D04-4250-A1C9-8065294FB4D2,Q6866431,Minister of the Interior,1996-12-01,1997-04-29,0
Q1410118,Jaanus Marrandi,Q1410118-1112BED1-8378-497E-8A32-192A374515EA,Q16405106,Minister of Agriculture,2002-01-28,2003-04-10,0
Q1433583,Jüri Luik,Q1433583-A6910C33-D8BF-4DC0-BC3C-4A6BB4FC93F9,Q1760777,Minister of Foreign Affairs,1994-01,1995-04,0
Q1433583,Jüri Luik,Q1433583-86ca1519-4df0-4be9-a145-908361581a8a,Q3741249,Minister of Defence,1993-08,1994-01,0
Q1433583,Jüri Luik,Q1433583-D8687FCF-7539-44CD-A023-0FA12B19D6D3,Q3741249,Minister of Defence,1999-03-25,2002-01-28,0
Q1433583,Jüri Luik,Q1433583-1946ef33-4885-4f81-ffb6-d34e7b3b8a9c,Q3741249,Minister of Defence,2017-06-12,,0
Q14542629,Rein Randver,Q14542629-0300EBD6-A653-4B90-91EB-4B58865F8E7B,Q12361541,Minister of the Environment,2006-10-11,2007-04-05,0
Q156469,Siim Kallas,Q156469-BCE63A28-25E5-4EBF-9ADA-C5169B9BC400,Q1760777,Minister of Foreign Affairs,1995-11-09,1996-11-21,0
Q156469,Siim Kallas,Q156469-979bd00d-4739-aea8-633e-72578bd61865,Q21103025,Minister of Finance,1999-03-25,2002-01-28,0
Q156469,Siim Kallas,Q156469-E074BBD9-D0D5-46EE-AEEC-7F7E8B4963F5,Q737115,Prime Minister of Estonia,2002-01-28,2003-04-10,0
Q1565411,Toivo Asmer,Q1565411-A309383A-0EF1-464F-B799-1DD46D95A307,Q23268238,Minister of Regional Affairs,1999-03-25,2003-04-10,0
Q1586128,Harri Õunapuu,Q1586128-15afea9f-4742-eeb5-1ac9-f6d73999737e,Q16405106,Minister of Agriculture,1991-02-13,1992-02-19,0
Q1586128,Harri Õunapuu,Q1586128-FAD2131C-4800-46B4-8D71-7E6D51901F9D,Q21103025,Minister of Finance,2002-01-28,2003-04-10,0
Q15888056,Andra Veidemann,Q15888056-dcdebdaa-4be4-b363-4158-ec175d8581d3,Q24067751,minister without portfolio,1996-12-09,1999-03-25,0
Q1594612,Heiki Kranich,Q1594612-CF50DE07-A4E1-4E05-A710-E50C74DF693E,Q12361541,Minister of the Environment,1999-03-25,2003-04-10,0
Q1594612,Heiki Kranich,Q1594612-B5B822B6-11D2-48F7-80D7-45254A4606FC,Q21103025,Minister of Finance,1994-01-11,1994-06-21,0
Q15983657,Anne Sulling,Q15983657-9130965e-49d8-c39c-5a15-6f63b83dfe03,Q24058803,Minister of Foreign Trade and Entrepreneurship,2014-03-26,2015-04-09,0
Q16403371,Indrek Saar,Q16403371-CF8ED6FA-C52B-4C26-B781-6CF0D1ECFCEE,Q16402952,Minister of Culture,2015-04-09,,0
Q16404020,Mihhail Korb,Q16404020-9f53838d-495f-7736-c9dc-25fa7d734716,Q20528404,Minister of Public Administration,2016-11-23,2017-06-12,0
Q16404252,Ilmar Mändmets,Q16404252-2BAD8AD5-9338-48EF-98A8-D56C992AE2FE,Q16405106,Minister of Agriculture,1995-11-06,1997-03-17,0
Q16405288,Vootele Hansen,Q16405288-0c8a38c8-46f7-1402-b776-d204f73d3ec2,Q12361541,Minister of the Environment,1994-11-08,1995-04-20,0
Q16405510,Katri Raik,Q16405510-429c25c1-4496-7b68-5277-2df5d483d45a,Q6866431,Minister of the Interior,2018-11-26,,0
Q16405768,Maris Lauri,Q16405768-79fa5232-4885-80a0-dc3b-55bf64f7d4e1,Q21103025,Minister of Finance,2014-11-03,2015-03-30,0
Q16405768,Maris Lauri,Q16405768-2de75068-4812-9ee3-2d42-ea0aae869abf,Q6866110,Minister of Education and Research,2016-09-12,2016-11-23,0
Q16405864,Jaan Leetsar,Q16405864-7F3E9202-5B5B-45A6-8480-FA6E94FC4A14,Q16405106,Minister of Agriculture,1992-10-21,1994-11-08,0
Q16405936,Kaido Kama,Q16405936-46ebdee9-491a-9013-423a-788ff9aae436,Q20528230,Minister of Justice,1992-10-21,1994-05-23,0
Q16405936,Kaido Kama,Q16405936-f04ebcd1-489e-727e-cc15-8e85d34b736f,Q6866431,Minister of the Interior,1994-11-04,1995-04-12,0
