statement,id,name,start_date,end_date,wikidata
Q28790366-b390d6c2-4c71-9a0c-07f4-f6478a4661af,4,4th National Assembly of Nigeria,1999-01-01,2003-01-01,Q28790366
Q20313079-abfb9656-44f8-dfa1-9e37-638a0f754024,5,5th National Assembly of Nigeria,2003-06-03,2007-06-05,Q20313079
Q20311167-d6c568f0-45d8-ef0e-8113-74810f0f3ee4,6,6th National Assembly of Nigeria,2007-06-05,2011-06-06,Q20311167
Q20311218-a2d7de98-4ecb-22d9-61c0-5677e8243f71,7,7th National Assembly of Nigeria,2011-06-06,2015-06-04,Q20311218
Q20311259-dcd65f16-4559-c1fd-6dad-00babb079ff1,8,8th National Assembly of Nigeria,2015-06-09,2019-06-09,Q20311259
