id,name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender
223,ابراهيم احمد صغير المزلم,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,223,الجبين,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/223.jpg,male
172,ابراهيم شعيب محمد الفاشق,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,172,بيت الفقيه,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/172.jpg,male
148,ابو بكر احمد عباد عمر عباد,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,148,شبام,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/148.jpg,male
286,احمد احمد محسن العقاري,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,286,السود,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/286.jpg,male
237,احمد احمد محسن النويره,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,237,الخبت,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/237.jpg,male
233,احمد اسماعيل محمد ابوحوريه,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,233,سنحان - بني بهلول,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/233.jpg,male
151,احمد حسن عبد الهادي باحويرث,,,,التجمع اليمني للإصلاح,التجمع_اليمني_للإصلاح,151,تريم,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/151.jpg,male
143,احمد سعيد عبيد الصويل,,,,مستقل,مستقل,143,غيل با وزير,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/143.jpg,male
70,احمد سيف حاشد هاشم,,,,مستقل,مستقل,70,القبيطة,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/70.jpg,male
40,احمد عباس احمد قايد البرطي,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,40,خدير,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/40.jpg,male
38,احمد عبدالرب حسن الدخين,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,38,المخاء,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/38.jpg,male
1,احمد عبدالرزاق الرقيحي,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,1,صنعاء القديمة,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/1.jpg,male
121,احمد عبدالله محمد العزاني,,,,مستقل,مستقل,121,لودر,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/121.jpg,male
7,احمد علي عبدالله السنيدار,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,7,الصافية,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/7.jpg,male
274,احمد عيضة احمد القرشي,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,274,رجوزه,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/274.jpg,male
222,احمد محمد احمد الضبيبي,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,222,الجبين,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/222.jpg,male
94,احمد محمد اسماعيل النزيلي,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,94,حبيش,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/94.jpg,male
194,احمد محمد حسين عبدالله الخولاني,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,194,مدينة ذمار,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/194.jpg,male
60,احمد محمد عبدالله الاصبحي,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,60,الشمايتين,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/60.jpg,male
291,احمد محمد عبدالله رزق الزهيري,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,291,ثلاء,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/291.jpg,male
245,احمد محمد عبدالله صوفان,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,245,كحلان عفان - شرس,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/245.jpg,male
251,احمد محمد علي هارب الشمري,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,251,قفل شمر - الشاهل,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/251.jpg,male
5,احمد محمد يحيى الكحلاني,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,5,آزال,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/5.jpg,male
272,احمد محمد يحيى قبوع,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,272,"",House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/272.jpg,male
258,احمد ناصر محمد حسين شايع,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,258,وشحه,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/258.jpg,male
18,احمد هادي محمد الشقذه الصريمي,,,,التجمع اليمني للإصلاح,التجمع_اليمني_للإصلاح,18,شعوب,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/18.jpg,male
105,احمد يحيى الحاج محمد علي,,,,التجمع اليمني للإصلاح,التجمع_اليمني_للإصلاح,105,السياني,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/105.jpg,male
165,اسامه محمد قاسم عمر معوضه,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,165,المراوعه,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/165.jpg,male
190,اسحاق يحيى بلغيث محمد القحم,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,190,المنيره-الصليف-كمران,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/190.jpg,male
207,اسماعيل عبدالرحمن محمد السماوي,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,207,عتمه,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/207.jpg,male
175,اكرم عبدالله محمد عطيه,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,175,زبيد,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/175.jpg,male
302,الحكومة,,,,unknown,unknown,0,"",House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/,male
127,الخضر محمد ناصر العزاني,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,127,الصومعه-مرخه العليا,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/127.jpg,male
106,امين احمد محمد قائد مخارش,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,106,السده,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/106.jpg,male
276,امين علي العكيمي,,,,التجمع اليمني للإصلاح,التجمع_اليمني_للإصلاح,276,المتون,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/276.jpg,male
45,امين محمد هزاع الصلوي,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,45,الصلو,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/45.jpg,male
20,انصاف علي محمد مايو,,,,التجمع اليمني للإصلاح,التجمع_اليمني_للإصلاح,20,صيره,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/20.jpg,male
22,اوراس سلطان ناجي محمد ناجي,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,22,خور مكسر,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/22.jpg,female
219,بسام علي حسن الشاطر,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,219,مناخه,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/219.jpg,male
231,بكيل بن ناجي عبدالله الصوفي,,,,مستقل,مستقل,231,الحصن,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/231.jpg,male
67,جابر عبدالله غالب الوهباني,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,67,خدير,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/67.jpg,male
285,جبران مجاهد يحيى ابوشوارب,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,285,خارف - ذيبين,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/285.jpg,male
278,جعبل محمد طعيمان,,,,التجمع اليمني للإصلاح,التجمع_اليمني_للإصلاح,278,صرواح,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/278.jpg,male
116,حزام ناجي مصلح فاضل,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,116,النادره,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/116.jpg,male
248,حسن سود احمد يحيى هفج,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,248,بني قيس,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/248.jpg,male
183,حسن عبدالرحمن بورجي,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,183,اللحيه,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/183.jpg,male
132,حسن عبده صالح جيد,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,132,رداع,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/132.jpg,male
92,حسن علي عبدالله ناشرعنان,,,,مستقل,مستقل,92,المخادر,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/92.jpg,male
192,حسن عمر محمد ابراهيم سويد,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,192,باجل- الحجيله,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/192.jpg,male
242,حسين حسين حسين خميس,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,242,شبام,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/242.jpg,male
130,حسين حسين علي السوادي,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,130,السواديه-الملاجم-الشريه,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/130.jpg,male
281,حسين عبد الله بن حسين الاحمر,,,,مستقل,مستقل,281,حوث - العشه,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/281.jpg,male
284,حمود حمود يحيى احمد عاطف,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,284,خمر - السوده,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/284.jpg,male
294,حميد عبدالله بن حسين الاحمر,,,,التجمع اليمني للإصلاح,التجمع_اليمني_للإصلاح,294,حبور ظليمه,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/294.jpg,male
247,حميد عبدالله صغير الجبرتي,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,247,الشغادره - نجره,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/247.jpg,male
252,حميد محمد علي احمد شعبين,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,252,خيران المحرق,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/252.jpg,male
282,حميرعبدالله بن حسين الاحمر,,,,مستقل,مستقل,282,قفلة عذر- العشه,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/282.jpg,male
76,خالد صالح شائف الردفاني,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,76,الملاح,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/76.jpg,male
189,خالد عبدالباري عبده محمد جيلان,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,189,المغلاف,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/189.jpg,male
227,خالد مجود طه محمد الصعدي,,,,مستقل,مستقل,227,السلفيه,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/227.jpg,male
81,خالد محمد قاسم يحيى العنسي,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,81,"",House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/81.jpg,male
229,خالد يحيى علي معصار,,,,المؤتمر الشعبي العام,المؤتمر_الشعبي_العام,229,نهم,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/229.jpg,male
221,ربيش علي وهبان العليي,,,,التجمع اليمني للإصلاح,التجمع_اليمني_للإصلاح,221,الحيمه الخارجيه,House of Representatives,2003,,,http://www.ypwatch.org/upimages/members/221.jpg,male
