id,name,image,partylist,faction,faction_id,area,gender,term,source
118,Iyad Dahmani,http://majles.marsad.tn/2014/uploads/images/Iyad_Dahmani.png,Al Jomhouri,Aucun bloc,Aucun_bloc,Siliana,male,1,http://majles.marsad.tn/2014/fr/assemblee
79,Mehdi Ben Gharbia,http://majles.marsad.tn/2014/uploads/images/Mehdi_Ben%20Gharbia.png,Alliance Démocratique,Bloc Social-Démocrate,Bloc_Social-Démocrate,Bizerte,male,1,http://majles.marsad.tn/2014/fr/assemblee
77,Riadh Mouakhar,http://majles.marsad.tn/2014/uploads/images/Riadh_Mouakhar.png,Afek Tounes,Aucun bloc,Aucun_bloc,Tunis 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
33,Sayida Ounissi,http://majles.marsad.tn/2014/uploads/images/Sayida_Ounissi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,France 1,female,1,http://majles.marsad.tn/2014/fr/assemblee
15,Mohsen Hssan,http://majles.marsad.tn/2014/uploads/images/Mohsen_Hssan.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Tunis 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
177,Khaled Chouket,http://majles.marsad.tn/2014/uploads/images/Khaled_Chouket.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,France 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
178,Hayet Kebaier,http://majles.marsad.tn/2014/uploads/images/Hayet_Kebaier.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Bizerte,female,1,http://majles.marsad.tn/2014/fr/assemblee
107,Salem Hamdi,http://majles.marsad.tn/2014/uploads/images/Salem_Hamdi.png,Mouvement Nidaa Tounes,Aucun bloc,Aucun_bloc,Sidi Bouzid,male,1,http://majles.marsad.tn/2014/fr/elus/Salem_Hamdi
118-fo,Faten Oueslati,https://majles.marsad.tn/2014/uploads/images/faten%20oueslati_2.png,Al Jomhouri,Aucun bloc,Aucun_bloc,Siliana,female,1,https://majles.marsad.tn/2014/fr/elus/Faten_Oueslati
