id,name,image,area,area_id,party,party_id,term,source,last_seen
152,JACINTO JOSÉ ROMERO LUNA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_fb68a3e1e14c03b52a6a225c394f7d51e9a7aecc.jpg,Anzoategui,13,COPEI,7,3,http://www.asambleanacional.gob.ve/diputado/id/152,
154,ELIO JOSÉ SERRANO CARPIO,http://www.asambleanacional.gob.ve/uploads/diputado/dip_02edd1bddb0b0b6953e665ab206da2f18f33aa95.jpg,Miranda,8,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/154,
155,HERNÁN CLARET ALEMÁN PÉREZ,http://www.asambleanacional.gob.ve/uploads/diputado/dip_f98e305f8b2aa98c7787ce0d86d1df18b4a341fa.jpg,Zulia,15,AD,8,3,http://www.asambleanacional.gob.ve/diputado/id/155,
156,CLAUDIO ROMÁN FARÍAS ARIAS,http://www.asambleanacional.gob.ve/uploads/diputado/dip_d5d0089b0392fe3e26a72e314b228d4ee085bf0f.jpg,Miranda,8,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/156,
157,TITO JOSÉ OVIEDO,http://www.asambleanacional.gob.ve/uploads/diputado/dip_69d2db9a30180cff40cdd490a2c97b5fc1f06166.jpg,Bolivar,17,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/157,
159,DIOSDADO CABELLO RONDÓN,http://www.asambleanacional.gob.ve/uploads/diputado/dip_6edb29785bb305961e239c99efc7cb8253692431.jpg,Monagas,18,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/159,
16,SAÚL ANTONIO ORTEGA CAMPOS,http://www.asambleanacional.gob.ve/uploads/diputado/dip_30bbeb0c9f6b9e6f02fd4af78518dcafa530d486.jpg,Carabobo,6,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/16,
160,FRANCISCO ANTONIO MARTÍNEZ,http://www.asambleanacional.gob.ve/uploads/diputado/dip_add8ff2719c991b7adcc040e41126f3ccb12d489.jpg,Lara,7,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/160,
161,ALGENCIO JOSÉ MONASTERIO,http://www.asambleanacional.gob.ve/uploads/diputado/dip_579740b018b30eef392fa48663e8d85bab384dbf.jpg,Sucre,9,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/161,
162,GREGORIO SEGUNDO GRATEROL ROQUE,http://www.asambleanacional.gob.ve/uploads/diputado/dip_b9a7d314bbf568bd62f87d87b8ef06bb47a08d98.jpg,Falcon,16,PJ,5,3,http://www.asambleanacional.gob.ve/diputado/id/162,
163,HERNÁN JOSÉ NÚÑEZ GARCÍA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_bc4a5e5966f99583f30bdf67ef1ba3411d1d2c37.jpg,Sucre,9,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/163,
164,WILLIAM ORLANDO OJEDA OROZCO,http://www.asambleanacional.gob.ve/uploads/diputado/dip_4b8bb45848d453beb03f1109056204f83a8d0d06.jpg,Miranda,8,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/164,
165,Julio Rafael Chávez Meléndez,http://www.asambleanacional.gob.ve/uploads/diputado/dip_e0116898ad258c675310136592c1c3bedb0338dc.jpg,Lara,7,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/165,
167,Jesús Ernesto Graterol Camacho,http://www.asambleanacional.gob.ve/uploads/diputado/dip_81bd0a84f455c04043b0243ff850811d178210a3.jpg,Barinas,21,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/167,
168,Carlos Enrique Gómez,http://www.asambleanacional.gob.ve/uploads/diputado/dip_226ed122b8320794e0e44123d37c28a340e26071.jpg,Delta Amacuro,4,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/168,
169,Eduardo Germán Piñate,http://www.asambleanacional.gob.ve/uploads/diputado/dip_3e2068d5e910c51f8f78a2297aa451fabf9ce1bc.jpg,Distrito Capital,5,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/169,
17,CHRISTIAN TYRONE ZERPA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_b0f47f0627ca60b3f7b9b7de7f7a25c7a8a295e6.jpg,Trujillo,3,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/17,
170,Mary Ysbelly de Jesús,http://www.asambleanacional.gob.ve/uploads/diputado/dip_314c983a2473a3650dca99b32864ccee0c829554.jpg,Merida,14,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/170,
171,Amanda del Valle Jiménez,http://www.asambleanacional.gob.ve/uploads/diputado/dip_996ac2ec1c0b2c46c54b20303a60bf4d236132ca.jpg,Sucre,9,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/171,
172,Carmen Luisa Bohórquez Morán,http://www.asambleanacional.gob.ve/uploads/diputado/dip_7cdba1982a57568ba8ed72283ed649bac99cdc0e.jpg,Zulia,15,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/172,
18,YUL JABOUR TANNOUS,http://www.asambleanacional.gob.ve/uploads/diputado/dip_3ae883fa1d24f8ac77982d2679c1528af972d853.jpg,Cojedes,11,PCV,2,3,http://www.asambleanacional.gob.ve/diputado/id/18,
19,MOREL RAFAEL RODRÍGUEZ ROJAS,http://www.asambleanacional.gob.ve/uploads/diputado/dip_a0a2550e0d4c7ad72140092f650c421d8bcc6d8f.jpg,Nueva Esparta,12,COPEI,7,3,http://www.asambleanacional.gob.ve/diputado/id/19,
2,JOSÉ JAVIER MORALES,http://www.asambleanacional.gob.ve/uploads/diputado/dip_3864a68493c9814155b10075c263d88c19271b66.jpg,Trujillo,3,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/2,
20,CARLOS ANDRÉS MICHELANGELI ARMAS,http://www.asambleanacional.gob.ve/uploads/diputado/dip_f91995f4303c448cf92db35d4fa47c0fb9079257.jpg,Anzoategui,13,AD,8,3,http://www.asambleanacional.gob.ve/diputado/id/20,
21,WILLIAMS DANIEL DÁVILA BARRIOS,http://www.asambleanacional.gob.ve/uploads/diputado/dip_5d31ff61e48b5e0f200f0d8dd823815ff6461062.jpg,Merida,14,AD,8,3,http://www.asambleanacional.gob.ve/diputado/id/21,
22,OMAR ENRIQUE BARBOZA GUTIÉRREZ,http://www.asambleanacional.gob.ve/uploads/diputado/dip_b252b95808398eba86f2c8b27db3daf6c2269878.jpg,Zulia,15,UNT,6,3,http://www.asambleanacional.gob.ve/diputado/id/22,
221,DESIREÉ SANTOS AMARAL (PSUV),http://www.asambleanacional.gob.ve/uploads/diputado/dip_6ff505343a02388499fb1fd3ffed516049140f7d.jpg,Distrito Capital,5,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/221,
23,PEDRO MIGUEL CARREÑO ESCOBAR,http://www.asambleanacional.gob.ve/uploads/diputado/dip_74169d732d8cde630ca35167379141154bf0536e.jpg,Lara,7,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/23,
24,JESÚS ANTONIO MONTILLA APONTE,http://www.asambleanacional.gob.ve/uploads/diputado/dip_1899cd03f97959c421b0a62c5e32277dbf308441.jpg,Falcon,16,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/24,
25,ROSA DEL VALLE LEÓN,http://www.asambleanacional.gob.ve/uploads/diputado/dip_bda63b7a8350586e4f0524e9ee2967a33f1387f0.jpg,Aragua,2,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/25,
26,NANCY MARÍA ASCENCIO ESTANGA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_011cfefdc567771ba8863cfc5b15a1eb37cb57ff.jpg,Bolivar,17,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/26,
27,ALFREDO JOSÉ ROJAS HERNÁNDEZ,http://www.asambleanacional.gob.ve/uploads/diputado/dip_cca9c0ae8f2d88797cc28d122498251ec6cb1bcd.jpg,Delta Amacuro,4,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/27,
28,JHONY JOSÉ BRACHO,http://www.asambleanacional.gob.ve/uploads/diputado/dip_7fc6c6b4402d71fcb34be23a0409b0ec0be281af.jpg,Zulia,15,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/28,
29,LESBIA DEL CARMEN CASTILLO,http://www.asambleanacional.gob.ve/uploads/diputado/dip_6edc5d6d8fd1c6e23b7614529fc50fdc5d9914ea.jpg,Carabobo,6,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/29,
30,NELSON JOSÉ RODRÍGUEZ PARRA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_68ca62fa1cc323334dcc6c4b970ece1736a56c11.jpg,Monagas,18,INDEPENDIENTE,4,3,http://www.asambleanacional.gob.ve/diputado/id/30,
309,JOSÉ ALBERTO SÁNCHEZ MONTIEL,http://www.asambleanacional.gob.ve/uploads/diputado/dip_12485f62d2f7ab53fe9f710be95f328782a6cba0.jpg,Zulia,15,UNT,6,3,http://www.asambleanacional.gob.ve/diputado/id/309,
31,ERICK JOSÉ MAGO RODRÍGUEZ,http://www.asambleanacional.gob.ve/uploads/diputado/dip_21ce846bd8948911913a1bafcba65596bf8fa7b5.jpg,Sucre,9,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/31,
310,Vivas Briceño Rosalba,http://www.asambleanacional.gob.ve/uploads/diputado/dip_45e95023a78e48fdfbb0371617dabd1c3df86111.jpg,Barinas,21,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/310,
311,FRANCISCO JAVIER SOTELDO ALVAREZ,http://www.asambleanacional.gob.ve/uploads/diputado/dip_14a4b7bdc1c936d74433ca63c0f234c90d5af650.jpg,Carabobo,6,PJ,5,3,http://www.asambleanacional.gob.ve/diputado/id/311,
312,GUILLERMO ANTONIO PALACIOS,http://www.asambleanacional.gob.ve/uploads/diputado/dip_a49b5dd0d3a491a79b3b60b45632bb0431a02d73.jpg,Lara,7,UNT,6,3,http://www.asambleanacional.gob.ve/diputado/id/312,
32,JESÚS ABELARDO DÍAZ VALERA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_d1b57f9247e4380f56121e2feb0ccec8e126906f.jpg,Táchira,1,COPEI,7,3,http://www.asambleanacional.gob.ve/diputado/id/32,
320,Sánchez Mujica Ricardo Ignacio,http://www.asambleanacional.gob.ve/uploads/diputado/dip_ef81ec8da02253564a43a7cd95b4ed9d253773db.jpg,Miranda,8,APC,20,3,http://www.asambleanacional.gob.ve/diputado/id/320,
33,RODOLFO FRANCISCO RODRÍGUEZ CASTILLO,http://www.asambleanacional.gob.ve/uploads/diputado/dip_c47646c6dd90b22961ef5470496f2c7dd1aaa629.jpg,Anzoategui,13,AD,8,3,http://www.asambleanacional.gob.ve/diputado/id/33,
34,DEYALITZA ARAY,http://www.asambleanacional.gob.ve/uploads/diputado/dip_15ca651a412e7cf0dded43a1912fe916fb46c0e4.jpg,Carabobo,6,PV,9,3,http://www.asambleanacional.gob.ve/diputado/id/34,
35,ANDRÉS MANUEL VELÁSQUEZ,http://www.asambleanacional.gob.ve/uploads/diputado/dip_46e47933e6349d2edef12530e894cd6014ca2678.jpg,Bolivar,17,LCR,10,3,http://www.asambleanacional.gob.ve/diputado/id/35,
36,RICHARD ELOY ARTEAGA BLAKMA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_a768ed0dd6a09cece1a0fc87759bfa4a91d615c9.jpg,Anzoategui,13,PJ,5,3,http://www.asambleanacional.gob.ve/diputado/id/36,
37,CARLOS ENRIQUE RAMOS RIVAS,http://www.asambleanacional.gob.ve/uploads/diputado/dip_f3a38331f5367d534ab389bcd0ca43b437d44c77.jpg,Merida,14,UNT,6,3,http://www.asambleanacional.gob.ve/diputado/id/37,
38,JOSÉ RICARDO SANGUINO CÁRDENAS,http://www.asambleanacional.gob.ve/uploads/diputado/dip_a630a27e249f026ab2a059144a73864f57547c8d.jpg,Táchira,1,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/38,
39,JESÚS GERMÁN FARÍA TORTOSA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_38a5b6ac5883766886f67f760d76485c8d2e54d8.jpg,Distrito Capital,5,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/39,
4,FREDDY ALIRIO BERNAL ROSALES,http://www.asambleanacional.gob.ve/uploads/diputado/dip_3486282b42b848a85d43f37f8ea65eda395dae24.jpg,Distrito Capital,5,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/4,
40,BRAULIO JOSÉ ÁLVAREZ,http://www.asambleanacional.gob.ve/uploads/diputado/dip_af28f72bc4c482a3fae4ef8733705db531bc4c49.jpg,Yaracuy,19,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/40,
41,JOSÉ ALFREDO UREÑA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_e4d8964db3e143f60807bb103ef4b57e68998ca8.jpg,Guarico,10,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/41,
42,RAMÓN AUGUSTO LOBO MORENO,http://www.asambleanacional.gob.ve/uploads/diputado/dip_400afa2c79449206c3aea8a27de181b153b2eb2e.jpg,Merida,14,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/42,
43,HUGBEL RAFAEL ROA CARUCI,http://www.asambleanacional.gob.ve/uploads/diputado/dip_782d924c11d726678ddb3fbd28fa6a49f0c79f9e.jpg,Trujillo,3,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/43,
44,ALEXANDER HEDILIO DUDAMEL RODRÍGUEZ,http://www.asambleanacional.gob.ve/uploads/diputado/dip_9e76a6bfc70f82a840e8736d8f735ad167ab65ff.jpg,Lara,7,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/44,
45,JOSÉ  RAFAEL ÁVILA,http://www.asambleanacional.gob.ve/uploads/diputado/dip_835d60f11843a5ef20dace12509701d43b7a4fb9.jpg,Carabobo,6,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/45,
46,HÉCTOR ORLANDO ZAMBRANO,http://www.asambleanacional.gob.ve/uploads/diputado/dip_6a7e2df4594cb13626fe17bbca45f9bb7a8103f5.jpg,Apure,20,PSUV,1,3,http://www.asambleanacional.gob.ve/diputado/id/46,
