id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender,wikidata
b6b32362-4267-44bf-83a4-9c47c299963c,ABE Shinzo,ABE Shinzo,,AbeShinzo,abeshinzo,LDP,ldp,area/yamaguchi_4th_district,Yamaguchi 4th District,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/006.jpg/%24File/006.jpg,male,Q132345
b590e0e1-666d-44ed-b396-c45d9d7414fa,ABE Tomoko,ABE Tomoko,,abe_tomoko,,DP,dp,area/minami_kanto_bloc,Minami Kanto Bloc,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/008.jpg/%24File/008.jpg,female,Q516232
69480895-0126-4e03-8a93-ddc2cc9547e2,ABE Toshiko,ABE Toshiko,,abetoshiko,toshiko.abe.313,LDP,ldp,area/chugoku_bloc,Chugoku Bloc,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/004.jpg/%24File/004.jpg,female,Q7827692
1dc30874-99c1-4798-8c11-41f8dfed3016,ADACHI Yasushi,ADACHI Yasushi,,,,JIP,jip,area/kinki_bloc,Kinki Bloc,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/007.jpg/%24File/007.jpg,male,
2af55035-d274-4ad6-9af3-f625807a96d7,AISAWA Ichiro,AISAWA Ichiro,,ichiroaisawa,IchiroAISAWA,LDP,ldp,area/okayama_1st_district,Okayama 1st District,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/009.jpg/%24File/009.jpg,male,Q467453
e67c0c7d-2986-4ed4-a73b-aae6b41edda2,AKABA Kazuyoshi,AKABA Kazuyoshi,,AKBhyogo2ku,kazuyoshi.akaba,KM,km,area/hyogo_2nd_district,Hyogo 2nd District,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/014.jpg/%24File/014.jpg,male,Q6381788
c47a30fb-72f7-4d65-9a62-60fd908a5eaa,AKAEDA Tsuneo,AKAEDA Tsuneo,,,,LDP,ldp,area/tokyo_bloc,Tokyo Bloc,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/012.jpg/%24File/012.jpg,male,
f182eb32-ba0b-4866-bec2-53e836dd91c7,AKAMA Jiro,AKAMA Jiro,,,,LDP,ldp,area/kanagawa_14th_district,Kanagawa 14th District,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/003.jpg/%24File/003.jpg,male,Q6203082
fffba336-9695-4ae9-aac7-cc6e50fa3d0e,AKAMATSU Hirotaka,AKAMATSU Hirotaka,,,,DP,dp,area/aichi_5th_district,Aichi 5th District,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/015.jpg/%24File/015.jpg,male,Q582685
0a01370d-4d0c-4730-8484-771c2b121236,AKAMINE Seiken,AKAMINE Seiken,,,,JCP,jcp,area/okinawa_1st_district,Okinawa 1st District,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/016.jpg/%24File/016.jpg,male,Q7446761
fdb2d34f-1ee3-433a-8936-45ba2400dcd5,AKAZAWA Ryosei,AKAZAWA Ryosei,,ryosei_akazawa,,LDP,ldp,area/tottori_2nd_district,Tottori 2nd District,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/013.jpg/%24File/013.jpg,male,Q7385320
f4d20617-9a77-4285-91fc-cb54d763cb53,AKIBA Kenya,AKIBA Kenya,,akibakenya,,LDP,ldp,area/miyagi_2nd_district,Miyagi 2nd District,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/017.jpg/%24File/017.jpg,male,Q49996
0ebe0a18-123d-4ba1-84fc-c640480d46d9,AKIMOTO Masatoshi,AKIMOTO Masatoshi,,akimoto_chiba9,,LDP,ldp,area/chiba_9th_district,Chiba 9th District,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/019.jpg/%24File/019.jpg,male,Q16263623
d63990b1-ed89-431c-ac9b-5851612255bf,AKIMOTO Tsukasa,AKIMOTO Tsukasa,,akimoto_tsukasa,tsukasa.akimoto,LDP,ldp,area/tokyo_bloc,Tokyo Bloc,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/018.jpg/%24File/018.jpg,male,Q7850039
853820d0-1813-4ed6-ac21-62497f88f607,AMARI Akira,AMARI Akira,,,amariakiragenkikun,LDP,ldp,area/kanagawa_13th_district,Kanagawa 13th District,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/023.jpg/%24File/023.jpg,male,Q418675
8677a6a9-3342-4889-9af7-7448cefd24a1,ANAMI Yoichi,ANAMI Yoichi,,,,LDP,ldp,area/kyushu_bloc,Kyushu Bloc,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/022.jpg/%24File/022.jpg,male,
4be032bb-ca8d-4d24-a458-4d46ec07b95c,ANDO Hiroshi,ANDO Hiroshi,,,,LDP,ldp,area/kinki_bloc,Kinki Bloc,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/025.jpg/%24File/025.jpg,male,
f8cde35f-6935-46a1-9d89-2dabe63bc9c7,AOYAGI Yoichiro,AOYAGI Yoichiro,,,,DP,dp,area/minami_kanto_bloc,Minami Kanto Bloc,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/010.jpg/%24File/010.jpg,male,
f978d60b-681b-470c-91fe-d2e47f2e9e95,AOYAMA Shuhei,AOYAMA Shuhei,,,,LDP,ldp,area/tokai_bloc,Tokai Bloc,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/011.jpg/%24File/011.jpg,male,Q665485
e8d73116-98c0-4fb5-887e-262fbdca08ef,ARAI Satoshi,ARAI Satoshi,,satoshisatoshia,Satoshi.Arai21,DP,dp,area/hokkaido_bloc,Hokkaido Bloc,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/024.jpg/%24File/024.jpg,male,Q1478311
44182c5a-b691-4eef-908b-95fbad712bb4,ASAO Keiichiro,ASAO Keiichiro,,asao_keiichiro,KeiichiroASAO,LDP,ldp,area/kanagawa_4th_district,Kanagawa 4th District,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/020.jpg/%24File/020.jpg,male,Q1737907
3c134282-5a10-45e7-8c39-7bc2af4cb88e,ASO Taro,ASO Taro,,asa_namatarou,,LDP,ldp,area/fukuoka_8th_district,Fukuoka 8th District,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/021.jpg/%24File/021.jpg,male,Q132596
9a6b604b-7c3c-4db0-9cb4-8c789dd85e52,AZUMI Jun,AZUMI Jun,,,,DP,dp,area/miyagi_5th_district,Miyagi 5th District,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/005.jpg/%24File/005.jpg,male,Q212400
7a5ff7fc-7767-4b44-bc84-aa000ac150b7,HATOYAMA Kunio,HATOYAMA Kunio,,,,LDP,ldp,area/fukuoka_6th_district,Fukuoka 6th District,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/348.jpg/$File/348.jpg,male,Q777936
7ea3d69d-fbf0-4c4a-a813-9cceb3ea31eb,KOIKE Yuriko,KOIKE Yuriko,,ecoyuri,yuriko.koike.96,LDP,ldp,area/tokyo_10th_district,Tokyo 10th District,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/173.jpg/$File/173.jpg,female,Q261703
2ade20c0-6f9d-440a-a4c8-205d9b322a85,MIYAZAKI Kensuke,MIYAZAKI Kensuke,,kensuke_kyoto,,LDP,ldp,area/kyoto_3rd_district,Kyoto 3rd District,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/420.jpg/$File/420.jpg,male,Q11454603
9bf9d636-2df4-46bd-88e9-9bcdc604d80a,YOSHIMURA Hirofumi,YOSHIMURA Hirofumi,,,,JIP,jip,area/kinki_bloc,Kinki Bloc,Shūgiin,46,,,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/467.jpg/$File/467.jpg,male,
