id,wikidata
3f69b7ee-d1bd-4d29-8b70-d9af14c71dfa,Q197864
99989223-9470-4c9f-8f4d-f41b29d28797,Q847914
64f934c0-54eb-4c0a-8121-23f3bf84f564,Q327591
636ff672-146b-4aec-a3f0-f53de5d04130,Q8794
3b3c33c8-d73d-40af-8245-8804eae12696,Q1641259
e986d345-fcaf-4774-93d5-ad71dcdf16cd,Q1114939
3ae955c2-f12c-43b7-b7c9-a95cfec37349,Q339183
645d76e2-4ef5-48ff-a63b-5b7449b7830c,Q3179082
044428b0-2930-4738-8fb8-93edbe2fd66a,Q506107
5b2d5c22-a12a-48af-bc04-4f44dc0c03f2,Q5877227
57023dfe-1d23-4b0f-88bf-42f13bcaa05a,Q5439493
04f1f51f-8baa-40ed-bbf1-a934d110f835,Q388554
43bd3fd4-fd91-433f-b983-15011f29b051,Q6025217
49881efc-1482-4eca-aa89-a88ad5f45c44,Q20829892
de307bb8-d2ac-40c5-832a-4f89eac75011,Q1629486
