statement,id,name,constituency_id,constituency,party_id,party,start_date,end_date,term
Q1064368-C57D7E7F-C92B-48BC-9775-049792BB8D96,Q1064368,Charles Flanagan,Q6487896,Laois–Offaly,Q247135,Fine Gael,2011-03-09,2016-02-03,31
Q1066938-CACB90D6-6D7B-4473-92B2-A28EBF515C94,Q1066938,Charles McDonald,Q6487896,Laois–Offaly,Q247135,Fine Gael,1973-03-14,1977-05-25,20
Q10951943-171AD633-C91B-4B85-BE29-49743CB403EB,Q10951943,Seymour Crawford,Q2701743,Cavan–Monaghan,Q247135,Fine Gael,2002-06-06,2007-04-26,29
Q10951943-7F599D0D-154D-41B1-A379-11DE91BA18D4,Q10951943,Seymour Crawford,Q2701743,Cavan–Monaghan,Q247135,Fine Gael,2007-06-14,2011-02-01,30
Q10951943-947532CE-575D-4012-8714-794B59E771E3,Q10951943,Seymour Crawford,Q2701743,Cavan–Monaghan,Q247135,Fine Gael,1992-12-14,1997-05-15,27
Q10951943-9EACD153-FC5B-4793-8901-CD650AC625F3,Q10951943,Seymour Crawford,Q2701743,Cavan–Monaghan,Q247135,Fine Gael,1997-06-26,2002-04-25,28
Q10952174-1A02742F-F846-46FC-945B-3C03E1A2ACCB,Q10952174,Noel Treacy,Q4568022,Galway East,Q216517,Fianna Fáil,1992-12-14,1997-05-15,27
Q10952174-3A8C607E-F8E0-438A-8174-C6038F6A4D51,Q10952174,Noel Treacy,Q4568022,Galway East,Q216517,Fianna Fáil,1982-12-14,1987-01-20,24
Q10952174-60BAFD7C-1D3E-430D-A214-2F329CB483CF,Q10952174,Noel Treacy,Q4568022,Galway East,Q216517,Fianna Fáil,1987-03-10,1989-05-25,25
Q10952174-BCE904B7-C9B9-4BFA-B136-32A435147057,Q10952174,Noel Treacy,Q4568022,Galway East,Q216517,Fianna Fáil,2007-06-14,2011-02-01,30
Q10952174-C84A9EC7-2462-4B89-88B3-5AC8349F0610,Q10952174,Noel Treacy,Q4568022,Galway East,Q216517,Fianna Fáil,2002-06-06,2007-04-26,29
Q10952174-DC23A217-2ADA-4400-B619-D4180E6B882D,Q10952174,Noel Treacy,Q4568022,Galway East,Q216517,Fianna Fáil,1989-06-29,1992-11-05,26
Q10952174-ECA950B3-F717-451A-A76B-893B58E3805C,Q10952174,Noel Treacy,Q4568022,Galway East,Q216517,Fianna Fáil,1997-06-26,2002-04-25,28
Q10952174-F2ED666A-4940-4858-94AC-D958BF746499,Q10952174,Noel Treacy,Q4568022,Galway East,Q216517,Fianna Fáil,1982-07-20,1982-11-04,23
Q10971358-2E49290C-DF5A-4673-9C84-98DE586623C2,Q10971358,Noel Harrington,Q2746787,Cork South–West,Q247135,Fine Gael,2011-03-09,2016-02-03,31
Q1111220-267A257B-A93C-40D3-A92C-D40239D55A3B,Q1111220,David Andrews,Q5320426,Dún Laoghaire,Q216517,Fianna Fáil,1981-06-30,1982-01-27,22
Q1111220-4914EDE7-894F-4598-8D17-18E33E4613FB,Q1111220,David Andrews,Q5320426,Dún Laoghaire,Q216517,Fianna Fáil,1982-12-14,1987-01-20,24
Q1111220-5DDA378D-BD1B-4EBF-9E59-33522D735873,Q1111220,David Andrews,Q5320426,Dún Laoghaire,Q216517,Fianna Fáil,1989-06-29,1992-11-05,26
Q1111220-64C8D0CA-8A30-4FF9-8179-34CD6EEB4B83,Q1111220,David Andrews,Q5320426,Dún Laoghaire,Q216517,Fianna Fáil,1977-07-05,1981-05-21,21
Q1111220-64F5250F-68B9-448A-90E8-19F6D707766D,Q1111220,David Andrews,Q5320426,Dún Laoghaire,Q216517,Fianna Fáil,1982-03-09,1982-11-04,23
Q1111220-7751F006-E59B-47AA-AA36-9F04DECCA69C,Q1111220,David Andrews,Q5320429,Dún Laoghaire and Rathdown,Q216517,Fianna Fáil,1973-03-14,1977-05-25,20
Q1111220-92A99E34-56A1-494F-A39D-12ECAD925704,Q1111220,David Andrews,Q5320426,Dún Laoghaire,Q216517,Fianna Fáil,1997-06-26,2002-04-25,28
Q1111220-BFC310AC-216A-4C62-94C1-9F090E48332C,Q1111220,David Andrews,Q5320426,Dún Laoghaire,Q216517,Fianna Fáil,1987-03-10,1989-05-25,25
Q1111220-F6AB6429-4C18-4290-BE23-950E24FCCC79,Q1111220,David Andrews,Q5320426,Dún Laoghaire,Q216517,Fianna Fáil,1992-12-14,1997-05-15,27
Q11164108-64ABB0F4-F542-4ADA-BEAD-5F34D138A53D,Q11164108,Joe Callanan,Q4568022,Galway East,Q216517,Fianna Fáil,2002-06-06,2007-04-26,29
Q11173726-0CD8AA21-5C69-4C7D-999A-09BA06B4C0CF,Q11173726,Peter Power,Q6549257,Limerick East,Q216517,Fianna Fáil,2002-06-06,2007-04-26,29
Q11173726-26F261AA-E041-4056-A161-E2CE3B184543,Q11173726,Peter Power,Q6549257,Limerick East,Q216517,Fianna Fáil,2007-06-14,2011-02-01,30
Q11267457-3C72A105-354B-406F-8493-1FCEC2464C66,Q11267457,Jim Kemmy,Q6549257,Limerick East,Q471405,Democratic Socialist Party,1982-03-09,1982-11-04,23
Q11267457-3CF4F39D-E9DD-40DC-964D-E34FBD7AE1F2,Q11267457,Jim Kemmy,Q6549257,Limerick East,Q503614,Labour Party,1997-06-26,1997-09-27,28
Q11267457-3D248FD9-1D9C-445A-9D01-FDB82394CC6A,Q11267457,Jim Kemmy,Q6549257,Limerick East,Q503614,Labour Party,1992-12-14,1997-05-15,27
Q11267457-51A483FA-A1E5-4D9B-9388-9E58204C98F8,Q11267457,Jim Kemmy,Q6549257,Limerick East,Q471405,Democratic Socialist Party,1989-06-29,1992-11-05,26
Q11267457-B8D8D09A-B979-4098-B26E-B564A6870999,Q11267457,Jim Kemmy,Q6549257,Limerick East,Q327591,independent politician,1981-06-30,1982-01-27,22
Q11267457-F3944160-5726-4198-BC52-9CD5F3CD14E2,Q11267457,Jim Kemmy,Q6549257,Limerick East,Q471405,Democratic Socialist Party,1987-03-10,1989-05-25,25
Q1133060-21C06327-4178-4C55-8874-030E93B7DE69,Q1133060,Cormac Breslin,Q5295641,Donegal–Leitrim,Q216517,Fianna Fáil,1973-03-14,1977-05-25,20
Q1147738-7249998E-69AB-4B36-9936-977FBD8428D4,Q1147738,Martin Brady,Q2336579,Dublin North–East,Q216517,Fianna Fáil,1997-06-26,2002-04-25,28
Q1147738-E763A74B-EFB2-48C4-B83A-852B55E49CD6,Q1147738,Martin Brady,Q2336579,Dublin North–East,Q216517,Fianna Fáil,2002-06-06,2007-04-26,29
Q1165622-169815c7-433d-38cc-3e8c-a640eb0b53d2,Q1165622,Dara Calleary,Q1869725,Mayo,Q216517,Fianna Fáil,2007-06-14,2011-02-01,30
Q1165622-42A71ACB-2F91-4410-946B-FB2BB84D8EB5,Q1165622,Dara Calleary,Q1869725,Mayo,Q216517,Fianna Fáil,2016-03-10,"",32
Q1165622-6EB6FF54-E3DE-48F2-919D-314136D756C4,Q1165622,Dara Calleary,Q1869725,Mayo,Q216517,Fianna Fáil,2011-03-09,2016-02-03,31
Q1166562-60DFC609-C7A5-4658-874B-F94C9AF28A10,Q1166562,Darragh O'Brien,Q20620587,Dublin Fingal,Q216517,Fianna Fáil,2016-03-10,"",32
Q1166562-CF0D7ED0-EFDB-464B-91AD-EFAFD5140924,Q1166562,Darragh O'Brien,Q5310945,Dublin North,Q216517,Fianna Fáil,2007-06-14,2011-02-01,30
Q1183377-928E972F-A6FF-4244-9F23-1D767641EDD7,Q1183377,Deirdre Clune,Q2635304,Cork South–Central,Q247135,Fine Gael,1997-06-26,2002-04-25,28
Q1183377-FCE6D368-D873-4F3E-AC04-BD414AD914FA,Q1183377,Deirdre Clune,Q2635304,Cork South–Central,Q247135,Fine Gael,2007-06-14,2011-02-01,30
Q1187379-0E48D443-3158-4B9C-87BA-D394676E5F19,Q1187379,Denis Gallagher,Q6797570,Mayo West,Q216517,Fianna Fáil,1981-06-30,1982-01-27,22
Q1187379-247F8DAF-DDB7-4E69-AA16-AC5ED3E28BA9,Q1187379,Denis Gallagher,Q6797570,Mayo West,Q216517,Fianna Fáil,1987-03-10,1989-05-25,25
Q1187379-27A36A5C-69FC-4702-92FE-32D42D080C30,Q1187379,Denis Gallagher,Q6797570,Mayo West,Q216517,Fianna Fáil,1982-12-14,1987-01-20,24
Q1187379-7DF1129E-9F34-4532-A639-92C56BC37F69,Q1187379,Denis Gallagher,Q6797570,Mayo West,Q216517,Fianna Fáil,1982-03-09,1982-11-04,23
Q1187379-DCF74A3D-AE44-4215-81CE-51628F93F964,Q1187379,Denis Gallagher,Q6797570,Mayo West,Q216517,Fianna Fáil,1973-03-14,1977-05-25,20
Q1187379-E7A6E018-58A7-4380-B292-A5C09F71A716,Q1187379,Denis Gallagher,Q6797570,Mayo West,Q216517,Fianna Fáil,1977-07-05,1981-05-21,21
Q1187575-1ADC0A1B-16BE-48F1-8EB2-D176ABF43360,Q1187575,Denis O'Donovan,Q2746787,Cork South–West,Q216517,Fianna Fáil,2002-06-06,2007-04-26,29
Q1200814-07BD91E1-F85F-4B5B-8C17-69FEEC7F1EFF,Q1200814,Desmond O'Malley,Q6549257,Limerick East,Q216517,Fianna Fáil,1981-06-30,1982-01-27,22
Q1200814-26DC29C1-0C19-4373-A151-3F12E087391E,Q1200814,Desmond O'Malley,Q6549257,Limerick East,Q661973,Progressive Democrats,1992-12-14,1997-05-15,27
Q1200814-2A49B8FA-6987-46BC-BA74-BA80FED44B64,Q1200814,Desmond O'Malley,Q6549257,Limerick East,Q216517,Fianna Fáil,1982-12-14,1985-12-21,24
Q1200814-5A339F56-2201-4EC7-BE77-5762279B7B59,Q1200814,Desmond O'Malley,Q6549257,Limerick East,Q661973,Progressive Democrats,1985-12-21,1987-01-20,24
Q1200814-61D37167-FC32-4310-85C0-088EAFE73621,Q1200814,Desmond O'Malley,Q6549257,Limerick East,Q661973,Progressive Democrats,1987-03-10,1989-05-25,25
Q1200814-68E1EB9B-F6BA-434A-BE9E-DE8204A89B42,Q1200814,Desmond O'Malley,Q6549257,Limerick East,Q216517,Fianna Fáil,1973-03-14,1977-05-25,20
Q1200814-6939CE1A-2563-4100-ACC5-5129EB43E00F,Q1200814,Desmond O'Malley,Q6549257,Limerick East,Q661973,Progressive Democrats,1989-06-29,1992-11-05,26
Q1200814-9EC61144-8621-4190-9247-332743DF53F6,Q1200814,Desmond O'Malley,Q6549257,Limerick East,Q216517,Fianna Fáil,1982-03-09,1982-11-04,23
Q1200814-DC46ADA6-76F3-445C-9545-A1367E945A5C,Q1200814,Desmond O'Malley,Q6549257,Limerick East,Q216517,Fianna Fáil,1977-07-05,1981-05-21,21
Q1200814-E6BE94A8-243B-49BA-9277-B6395A9D545B,Q1200814,Desmond O'Malley,Q6549257,Limerick East,Q216517,Fianna Fáil,1997-06-26,2002-04-25,28
Q1233610-030AC9EF-AE43-423C-9082-129BA69BE2F5,Q1233610,Hugh Coveney,Q2635304,Cork South–Central,Q247135,Fine Gael,1994-11-10,1997-05-15,27
Q1233610-15978DFF-A92A-43EA-8DAD-CF8A9FDF75A0,Q1233610,Hugh Coveney,Q2635304,Cork South–Central,Q247135,Fine Gael,1997-06-26,1998-03-14,28
Q1233610-75F61EFC-C828-4756-8D70-6E9E1C3FCD1E,Q1233610,Hugh Coveney,Q2635304,Cork South–Central,Q247135,Fine Gael,1981-06-30,1982-01-27,22
Q1233610-C4F4262A-046B-498F-BE6B-D0E96B831B5E,Q1233610,Hugh Coveney,Q2635304,Cork South–Central,Q247135,Fine Gael,1982-12-14,1987-01-20,24
Q1237573-665B6FCB-AB3C-4260-B7DD-BF6AA7968883,Q1237573,Dominic Hannigan,Q1929591,Meath East,Q503614,Labour Party,2011-03-09,2016-02-03,31
Q1237901-0BE2BD9C-DC38-4245-BD8C-5146F02E101E,Q1237901,Richard Burke,Q5310999,Dublin West,Q247135,Fine Gael,1981-06-30,1982-01-27,22
Q1237901-0F093F29-0E4C-4E07-B4F9-1651607AB479,Q1237901,Richard Burke,Q5310877,Dublin County South,Q247135,Fine Gael,1973-03-14,1977-05-25,20
Q1237901-12B37E16-F7B2-4169-9057-BD84E3C05868,Q1237901,Richard Burke,Q5310999,Dublin West,Q247135,Fine Gael,1982-03-09,1982-03-30,23
Q1260655-696FA6B9-0E11-4297-9EA2-7AD8B615EF0C,Q1260655,Paddy Donegan,Q6689841,Louth,Q247135,Fine Gael,1977-07-05,1981-05-21,21
Q1260655-6DABA5D2-751E-49CA-8EDC-E64F908C5031,Q1260655,Paddy Donegan,Q6689841,Louth,Q247135,Fine Gael,1973-03-14,1977-05-25,20
Q1271675-46ceeaf6-4f2b-ffd3-b55b-ccd907b4e65f,Q1271675,Paschal Donohoe,Q2622823,Dublin Central,Q247135,Fine Gael,2016-03-10,"",32
Q1271675-EF7C811B-C7D6-4714-9214-7A5E6D7BDDE5,Q1271675,Paschal Donohoe,Q2622823,Dublin Central,Q247135,Fine Gael,2011-03-09,2016-02-03,31
Q1275792-7C605200-4DF4-48B3-8697-801F73A27E4A,Q1275792,Kieran Crotty,Q3913273,Carlow–Kilkenny,Q247135,Fine Gael,1987-03-10,1989-05-25,25
Q1275792-7C9AF869-1959-4E6C-A076-54BC3BCF14F9,Q1275792,Kieran Crotty,Q3913273,Carlow–Kilkenny,Q247135,Fine Gael,1981-06-30,1982-01-27,22
Q1275792-A978AAF4-C06F-4694-8697-958A0C63EAC2,Q1275792,Kieran Crotty,Q3913273,Carlow–Kilkenny,Q247135,Fine Gael,1982-12-14,1987-01-20,24
Q1275792-C8601053-FBD1-4463-B495-531FEEE44730,Q1275792,Kieran Crotty,Q3913273,Carlow–Kilkenny,Q247135,Fine Gael,1977-07-05,1981-05-21,21
Q1275792-CB9DAFFF-3328-4125-A111-55873DC3E2E8,Q1275792,Kieran Crotty,Q3913273,Carlow–Kilkenny,Q247135,Fine Gael,1973-03-14,1977-05-25,20
Q1275792-CBE3B5C2-206B-485A-97DD-7B107FE92A1F,Q1275792,Kieran Crotty,Q3913273,Carlow–Kilkenny,Q247135,Fine Gael,1982-03-09,1982-11-04,23
Q1276936-2953B5A4-F231-46A4-8A7A-38121B6E7145,Q1276936,Eamonn Walsh,Q5310971,Dublin South–West,Q503614,Labour Party,1992-12-14,1997-05-15,27
Q12849-1DC783AD-1389-4AD1-8482-E74E4EB33D51,Q12849,Trevor Sargent,Q5310945,Dublin North,Q831015,Green Party,1992-12-14,1997-05-15,27
Q12849-3F52B9A6-418C-46B4-B19D-65379B74A266,Q12849,Trevor Sargent,Q5310945,Dublin North,Q831015,Green Party,2007-06-14,2011-02-01,30
Q12849-91681EC4-B213-4570-8707-8050807D934C,Q12849,Trevor Sargent,Q5310945,Dublin North,Q831015,Green Party,1997-06-26,2002-04-25,28
Q12849-BBFCEA48-5788-4C0E-A576-D1369157F2F4,Q12849,Trevor Sargent,Q5310945,Dublin North,Q831015,Green Party,2002-06-06,2007-04-26,29
Q1312995-030C0488-7D1D-419A-B786-0CD620572806,Q1312995,Seán Moore,Q5310970,Dublin South–East,Q216517,Fianna Fáil,1981-06-30,1982-01-27,22
Q1312995-831AB074-0C55-4DC7-BE80-E225E7082532,Q1312995,Seán Moore,Q5310970,Dublin South–East,Q216517,Fianna Fáil,1977-07-05,1981-05-21,21
Q1312995-FB27FEC5-FBF5-47BB-9C8B-187B405872D5,Q1312995,Seán Moore,Q5310970,Dublin South–East,Q216517,Fianna Fáil,1973-03-14,1977-05-25,20
Q13156969-6c65c1de-4879-3153-be28-25f083f1c8cd,Q13156969,Brendan Griffin,Q2408892,Kerry South,Q247135,Fine Gael,2011-03-09,2016-02-03,31
Q13156969-72A313B4-5DCC-4521-A78C-4EB15AA473F7,Q13156969,Brendan Griffin,Q6394444,Kerry,Q247135,Fine Gael,2016-03-10,"",32
Q13156970-07f6eeef-4c5e-1c46-fb8f-9c7a7a92d08e,Q13156970,Brian Walsh,Q2251639,Galway West,Q327591,independent politician,2013-07-02,2014-04-30,31
Q13156970-2e3d1765-4e3c-4fb4-4f44-529315ef33aa,Q13156970,Brian Walsh,Q2251639,Galway West,Q247135,Fine Gael,2014-04-30,2016-01-14,31
Q13156970-BABBF589-072D-432B-8568-1B0E75FCBF51,Q13156970,Brian Walsh,Q2251639,Galway West,Q247135,Fine Gael,2011-03-09,2013-07-02,31
Q13157455-34c28df1-48cb-8a7f-000d-236706476bb9,Q13157455,Joanna Tuffy,Q2641881,Dublin Mid–West,Q503614,Labour Party,2007-06-14,2011-02-01,30
Q13157455-437168CD-3635-4A38-949F-4D90436BAD56,Q13157455,Joanna Tuffy,Q2641881,Dublin Mid–West,Q503614,Labour Party,2011-03-09,2016-02-03,31
Q13157552-31a70def-4ca4-9cb2-ab5c-3cc4d50197e9,Q13157552,Maureen O'Sullivan,Q2622823,Dublin Central,Q327591,independent politician,2011-03-09,2016-02-03,31
Q13157552-6ef688b1-467e-e6ce-8cb9-74874e7d3b33,Q13157552,Maureen O'Sullivan,Q2622823,Dublin Central,Q327591,independent politician,2009-06-06,2011-02-01,30
Q13157552-EC4786A7-D548-49D9-84EF-699CEC4D75E0,Q13157552,Maureen O'Sullivan,Q2622823,Dublin Central,Q327591,independent politician,2016-03-10,"",32
Q13157830-17dd7710-4d63-6d19-9922-1064d65d1feb,Q13157830,Stephen Donnelly,Q2380581,Wicklow,Q327591,independent politician,2016-09-05,2017-02-02,32
Q13157830-20D32A19-A75C-4514-987C-5BEABE025208,Q13157830,Stephen Donnelly,Q2380581,Wicklow,Q20682633,Social Democrats,2016-03-10,2016-09-05,32
Q13157830-83a6efc0-4440-a832-1a13-b535d004a1ba,Q13157830,Stephen Donnelly,Q2380581,Wicklow,Q327591,independent politician,2011-03-09,2016-02-03,31
Q13157830-87025e85-49ab-8135-49b6-ed3de893e364,Q13157830,Stephen Donnelly,Q2380581,Wicklow,Q216517,Fianna Fáil,2017-02-02,"",32
Q13157894-af8e7195-4345-c0b3-4fb5-b9ae067ad09e,Q13157894,Tony McLoughlin,Q7540535,Sligo–North Leitrim,Q247135,Fine Gael,2011-03-09,2016-02-03,31
Q13157894-BA0D63FE-4F61-48D1-8B37-6D061436343C,Q13157894,Tony McLoughlin,Q54932109,Sligo–Leitrim,Q247135,Fine Gael,2016-03-10,"",32
Q1345787-C5D7E1DE-E424-4F71-8FC9-8B9B8E0F5620,Q1345787,Marc MacSharry,Q54932109,Sligo–Leitrim,Q216517,Fianna Fáil,2016-03-10,"",32
Q1346309-00A56AEE-2B12-45B3-AC2B-EFBCD7A340B1,Q1346309,"Eoin Ryan, Jnr",Q5310970,Dublin South–East,Q216517,Fianna Fáil,2002-06-06,2007-04-26,29
Q1346309-40A6AFC3-39BC-466D-B053-319411E068E2,Q1346309,"Eoin Ryan, Jnr",Q5310970,Dublin South–East,Q216517,Fianna Fáil,1997-06-26,2002-04-25,28
Q1346309-B5556711-CD88-4752-A6BB-B4330DD75DE7,Q1346309,"Eoin Ryan, Jnr",Q5310970,Dublin South–East,Q216517,Fianna Fáil,1992-12-14,1997-05-15,27
Q1347603-0F8C790F-64BB-4E43-A050-74674273D183,Q1347603,Oliver J. Flanagan,Q6487896,Laois–Offaly,Q247135,Fine Gael,1982-12-14,1987-01-20,24
Q1347603-30B87BA1-9F70-48BB-ABFE-FC7E6054D25D,Q1347603,Oliver J. Flanagan,Q6487896,Laois–Offaly,Q247135,Fine Gael,1982-03-09,1982-11-04,23
Q1347603-5F67A207-B30A-418A-B9D7-D848D6105B43,Q1347603,Oliver J. Flanagan,Q6487896,Laois–Offaly,Q247135,Fine Gael,1977-07-05,1981-05-21,21
Q1347603-684AC518-CC63-4802-859C-794969B4EA94,Q1347603,Oliver J. Flanagan,Q6487896,Laois–Offaly,Q247135,Fine Gael,1973-03-14,1977-05-25,20
Q1347603-95314B71-8796-4324-BFCF-C0AB588F1D79,Q1347603,Oliver J. Flanagan,Q6487896,Laois–Offaly,Q247135,Fine Gael,1981-06-30,1982-01-27,22
Q13526416-CA852CA7-1C3C-46CD-B2B4-9768EB738337,Q13526416,Helen Keogh,Q5320426,Dún Laoghaire,Q661973,Progressive Democrats,1992-12-14,1997-05-15,27
Q1353589-8E0D011B-27A9-4719-AE52-064343E989B9,Q1353589,"Patrick ""Paddy"" Smith",Q5054833,Cavan,Q216517,Fianna Fáil,1973-03-14,1977-05-25,20
Q1355110-767EB69F-DDC1-45A6-951B-262995A1152D,Q1355110,Michael Begley,Q2408892,Kerry South,Q247135,Fine Gael,1981-06-30,1982-01-27,22
Q1355110-98686DA9-3739-4203-B662-96620EDBE103,Q1355110,Michael Begley,Q2408892,Kerry South,Q247135,Fine Gael,1982-12-14,1987-01-20,24
Q1355110-9C1E3258-7443-4EB7-806E-BDCA7847E837,Q1355110,Michael Begley,Q2408892,Kerry South,Q247135,Fine Gael,1973-03-14,1977-05-25,20
Q1355110-9C8E02B6-91FC-419F-A1B9-2F046FA8F41D,Q1355110,Michael Begley,Q2408892,Kerry South,Q247135,Fine Gael,1987-03-10,1989-05-25,25
Q1355110-BFC014E3-9988-4079-BE7D-ED8138659774,Q1355110,Michael Begley,Q2408892,Kerry South,Q247135,Fine Gael,1977-07-05,1981-05-21,21
Q1355110-CEE60C5A-0D5E-4DB1-9FC2-EB14330820DC,Q1355110,Michael Begley,Q2408892,Kerry South,Q247135,Fine Gael,1982-03-09,1982-11-04,23
Q13570086-6EB26E23-0B5E-42BF-858D-3B89F7CD575B,Q13570086,Kit Ahern,Q2542999,Kerry North,Q216517,Fianna Fáil,1977-07-05,1981-05-21,21
Q13648706-A1EA0418-37AC-4F93-BBF0-2BBDF1265ED5,Q13648706,Michael Colreavy,Q7540535,Sligo–North Leitrim,Q76382,Sinn Féin,2011-03-09,2016-02-03,31
Q13653269-9A5AA77E-7DAF-4635-A711-EF72D92DD4BA,Q13653269,Nicky McFadden,Q6673850,Longford–Westmeath,Q247135,Fine Gael,2011-03-09,2014-03-25,31
Q1373190-956D675F-6BF5-462F-A379-C1C0A3DCB81C,Q1373190,Eugene Timmons,Q53678368,Dublin North–East,Q216517,Fianna Fáil,1973-03-14,1977-05-25,20
Q1388454-04A12DB6-7786-4E9B-A41E-AB8BF5818CC5,Q1388454,Ray MacSharry,Q7540532,Sligo–Leitrim,Q216517,Fianna Fáil,1982-03-09,1982-11-04,23
Q1388454-3AA882C7-6FF0-46B3-90FC-E0B025BD3302,Q1388454,Ray MacSharry,Q7540532,Sligo–Leitrim,Q216517,Fianna Fáil,1981-06-30,1982-01-27,22
Q1388454-BB16B080-1DE9-41A0-933E-2345AC490F93,Q1388454,Ray MacSharry,Q7540532,Sligo–Leitrim,Q216517,Fianna Fáil,1987-03-10,1989-05-25,25
Q1388454-E108F377-A9E0-4A3A-AB7D-16141D61BFB1,Q1388454,Ray MacSharry,Q7540532,Sligo–Leitrim,Q216517,Fianna Fáil,1973-03-14,1977-05-25,20
Q1388454-ED5FC32F-0AE0-435D-A482-8EC2C2C9BE32,Q1388454,Ray MacSharry,Q7540532,Sligo–Leitrim,Q216517,Fianna Fáil,1977-07-05,1981-05-21,21
Q1388454-F852D9DB-38F0-47F9-AADF-0E8411465CD8,Q1388454,Ray MacSharry,Q7540532,Sligo–Leitrim,Q216517,Fianna Fáil,1982-12-14,1987-01-20,24
Q1389005-81037c59-4ec2-634b-1668-b49958f4d4eb,Q1389005,Joe Higgins,Q5310999,Dublin West,Q1549074,Socialist Party,2002-06-06,2007-04-26,29
Q1389005-e7d1d207-466b-5ec1-4c32-5baedc5ee41d,Q1389005,Joe Higgins,Q5310999,Dublin West,Q1549074,Socialist Party,1997-06-26,2002-04-25,28
Q1389005-F9F230C7-CD39-4261-B185-A2C5B6CD9BB6,Q1389005,Joe Higgins,Q5310999,Dublin West,Q1549074,Socialist Party,2011-03-09,2016-02-03,31
Q1390670-168eb6d2-44ae-a4d1-61eb-e26ce5e79385,Q1390670,Willie O'Dea,Q6549257,Limerick East,Q216517,Fianna Fáil,1997-06-26,2002-04-25,28
Q1390670-31096a06-4a9d-52be-b479-5e9dc9bb0ff8,Q1390670,Willie O'Dea,Q6549257,Limerick East,Q216517,Fianna Fáil,1992-12-14,1997-05-15,27
Q1390670-5946bf1e-46fd-e3c0-68ab-b88422f32bd3,Q1390670,Willie O'Dea,Q6549257,Limerick East,Q216517,Fianna Fáil,1987-03-10,1989-05-25,25
Q1390670-7a054033-4f33-fa35-2cc5-c7b1d48ee9d5,Q1390670,Willie O'Dea,Q6549257,Limerick East,Q216517,Fianna Fáil,1982-03-09,1982-11-04,23
Q1390670-8681AC80-6A6B-4C2A-B294-E71F2AC545C8,Q1390670,Willie O'Dea,Q6549243,Limerick City,Q216517,Fianna Fáil,2016-03-10,"",32
Q1390670-8dcf399b-470a-cec2-9b99-62d611b383b3,Q1390670,Willie O'Dea,Q6549257,Limerick East,Q216517,Fianna Fáil,1982-12-14,1987-01-20,24
Q1390670-B8E554BF-EAA2-4264-A814-D1A479F511B4,Q1390670,Willie O'Dea,Q6549243,Limerick City,Q216517,Fianna Fáil,2011-03-09,2016-02-03,31
Q1390670-e13043bd-44a9-fcac-72fa-9372cd4142f5,Q1390670,Willie O'Dea,Q6549257,Limerick East,Q216517,Fianna Fáil,1989-06-29,1992-11-05,26
Q1390670-e6ce3879-4810-fc3b-0409-4e4f22bb5b1c,Q1390670,Willie O'Dea,Q6549257,Limerick East,Q216517,Fianna Fáil,2002-06-06,2007-04-26,29
Q1390670-fec85920-4095-9316-a7cb-0964f598ae02,Q1390670,Willie O'Dea,Q6549257,Limerick East,Q216517,Fianna Fáil,2007-06-14,2011-02-01,30
Q1390688-0dcc5f9b-4da9-8880-49b8-e17f2645b1c3,Q1390688,Michael Noonan,Q6549257,Limerick East,Q247135,Fine Gael,1981-06-30,1982-01-27,22
