id,wikidata
unity,Q992046
union_of_greens_and_farmers,Q167928
concord,Q2167704
latvian_regional_alliance,Q18189957
for_latvia_from_the_heart,Q16348038
national_alliance_of_all_for_latvia!_and_for_fatherland_and_freedom/lnnk,Q1576026
national_alliance_&#34;all_for_latvia!&#34;_–_&#34;for_fatherland_and_freedom/lnnk&#34;,Q1576026
unaffiliated_members_of_parliament,Q327591
zatlers'_reform_party,Q384826
reform_party,Q384826
for_a_good_latvia,Q2577092
concord_centre,Q903671
