id,name,name__ru,party,party__ru,image,term,source
31653-1,Mamytova Lunara Ulukbekovna,Мамытова Лунара Улукбековна,Bir Bol,"""Бир Бол""","",6,http://www.kenesh.kg/RU/Articles/31653-Mamytova_Lunara_Ulukbekovna__Frakciya_Bir_Bol.aspx
