id,name,image,date_of_birth,date_of_death,gender,source,term,start_date,end_date,party
10,Rafael Eitan,http://www.knesset.gov.il/mk/images/members/eitan_refael.jpg,1929-01-11,2004-11-23,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=10,11,1984-08-13,1988-11-21,Tzomet
10,Rafael Eitan,http://www.knesset.gov.il/mk/images/members/eitan_refael.jpg,1929-01-11,2004-11-23,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=10,12,1988-11-21,1992-07-13,Tzomet
10,Rafael Eitan,http://www.knesset.gov.il/mk/images/members/eitan_refael.jpg,1929-01-11,2004-11-23,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=10,13,1992-07-13,1996-06-17,Tzomet
10,Rafael Eitan,http://www.knesset.gov.il/mk/images/members/eitan_refael.jpg,1929-01-11,2004-11-23,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=10,14,1996-06-17,1999-06-07,Tzomet
794,Rafi Eitan,http://www.knesset.gov.il/mk/images/members/eitan_rafi.jpg,1926-11-23,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=794,17,2006-04-17,2009-02-24,Gil Pensioners Party
13,Talab El-Sana,http://www.knesset.gov.il/mk/images/members/elsana_taleb.jpg,1960-12-25,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=13,13,1992-07-13,1996-06-17,Arab Democratic Party
13,Talab El-Sana,http://www.knesset.gov.il/mk/images/members/elsana_taleb.jpg,1960-12-25,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=13,14,1996-06-17,1999-06-07,Mada-Ra`am
13,Talab El-Sana,http://www.knesset.gov.il/mk/images/members/elsana_taleb.jpg,1960-12-25,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=13,15,1999-06-07,2003-02-17,United Arab List
13,Talab El-Sana,http://www.knesset.gov.il/mk/images/members/elsana_taleb.jpg,1960-12-25,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=13,16,2003-02-17,2006-04-17,United Arab List
13,Talab El-Sana,http://www.knesset.gov.il/mk/images/members/elsana_taleb.jpg,1960-12-25,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=13,17,2006-04-17,2009-02-24,Ra`am-Ta`al
13,Talab El-Sana,http://www.knesset.gov.il/mk/images/members/elsana_taleb.jpg,1960-12-25,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=13,18,2009-02-24,2013-02-05,Arab Democratic Party
911,Elie Elalouf,http://www.knesset.gov.il/mk/images/members/Alalouf_Eli.jpg,1945-02-17,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=911,20,2015-03-31,,Kulanu Chaired by Moshe Kahlon
752,Arieh Eldad,http://www.knesset.gov.il/mk/images/members/eldad_aryeh.jpg,1950-05-01,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=752,16,2003-02-17,2006-04-17,Ichud Leumi
752,Arieh Eldad,http://www.knesset.gov.il/mk/images/members/eldad_aryeh.jpg,1950-05-01,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=752,17,2006-04-17,2009-02-24,Moledet - Ichud Leumi
752,Arieh Eldad,http://www.knesset.gov.il/mk/images/members/eldad_aryeh.jpg,1950-05-01,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=752,18,2009-02-24,2013-02-05,Otzma Leyisrael
252,Mordechai Elgrably,http://www.knesset.gov.il/mk/images/members/elgrabli_mordechai.jpg,1944-07-14,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=252,9,1977-06-13,1981-07-20,Unity Party
860,Karin Elharrar,http://www.knesset.gov.il/mk/images/members/Alharar_Karin.jpg,1977-10-09,"",female,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=860,19,2013-02-05,2015-03-31,Yesh Atid
860,Karin Elharrar,http://www.knesset.gov.il/mk/images/members/Alharar_Karin.jpg,1977-10-09,"",female,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=860,20,2015-03-31,,Yesh Atid
161,Ovadia Eli,http://www.knesset.gov.il/mk/images/members/eli_ovadia.jpg,1945-05-22,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=161,11,1984-08-13,1988-11-21,Likud
161,Ovadia Eli,http://www.knesset.gov.il/mk/images/members/eli_ovadia.jpg,1945-05-22,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=161,12,1988-11-21,1992-07-13,Likud
161,Ovadia Eli,http://www.knesset.gov.il/mk/images/members/eli_ovadia.jpg,1945-05-22,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=161,13,1992-07-13,1996-06-17,Likud
257,Nissim Eliad,http://www.knesset.gov.il/mk/images/members/eliad_nisim.jpg,1919-07-01,2014-11-15,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=257,6,1968-12-23,1969-11-17,Independent Liberals
257,Nissim Eliad,http://www.knesset.gov.il/mk/images/members/eliad_nisim.jpg,1919-07-01,2014-11-15,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=257,7,1969-12-15,1974-01-21,Independent Liberals
257,Nissim Eliad,http://www.knesset.gov.il/mk/images/members/eliad_nisim.jpg,1919-07-01,2014-11-15,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=257,8,1974-03-10,1977-06-13,Independent Liberals
256,Shlomo Eliahu,http://www.knesset.gov.il/mk/images/members/eliyahu_shlomo.jpg,1936-01-18,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=256,9,1978-02-15,1981-07-20,Achva
258,Eliahu Eliashar,http://www.knesset.gov.il/mk/images/members/elisar_eliyahu.jpg,1899-10-10,1981-10-30,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=258,1,1949-02-14,1951-08-20,Sephardim and Oriental Communities
258,Eliahu Eliashar,http://www.knesset.gov.il/mk/images/members/elisar_eliyahu.jpg,1899-10-10,1981-10-30,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=258,2,1951-08-20,1955-08-15,General Zionists
255,Arie Lova Eliav,http://www.knesset.gov.il/mk/images/members/eliav_arye.jpg,1921-11-21,2010-05-30,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=255,6,1965-11-22,1969-11-17,Alignment
255,Arie Lova Eliav,http://www.knesset.gov.il/mk/images/members/eliav_arye.jpg,1921-11-21,2010-05-30,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=255,7,1969-11-17,1974-01-21,Alignment
255,Arie Lova Eliav,http://www.knesset.gov.il/mk/images/members/eliav_arye.jpg,1921-11-21,2010-05-30,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=255,8,1974-01-21,1977-06-13,Independent Socialist Faction
255,Arie Lova Eliav,http://www.knesset.gov.il/mk/images/members/eliav_arye.jpg,1921-11-21,2010-05-30,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=255,9,1977-06-13,1979-01-31,Left Camp of Israel
255,Arie Lova Eliav,http://www.knesset.gov.il/mk/images/members/eliav_arye.jpg,1921-11-21,2010-05-30,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=255,12,1988-11-21,1992-07-13,Israel Labor Party
768,Zeev Elkin,http://www.knesset.gov.il/mk/images/members/elkin_zeev.jpg,1971-04-03,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=768,17,2006-04-17,2009-02-24,Kadima
768,Zeev Elkin,http://www.knesset.gov.il/mk/images/members/elkin_zeev.jpg,1971-04-03,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=768,18,2009-02-24,2013-02-05,Likud
768,Zeev Elkin,http://www.knesset.gov.il/mk/images/members/elkin_zeev.jpg,1971-04-03,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=768,19,2013-02-05,2015-03-31,Likud - National Liberal Movement
768,Zeev Elkin,http://www.knesset.gov.il/mk/images/members/elkin_zeev.jpg,1971-04-03,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=768,20,2015-03-31,,Likud
260,Avraham Elmalich,http://www.knesset.gov.il/mk/images/members/almalich_avraham.jpg,"",1967-04-02,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=260,1,1949-02-14,1951-08-20,Sephardim and Oriental Communities
12,Benyamin Elon,http://www.knesset.gov.il/mk/images/members/elon_beni.jpg,1954-11-10,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=12,14,1996-06-17,1999-06-07,Moledet
12,Benyamin Elon,http://www.knesset.gov.il/mk/images/members/elon_beni.jpg,1954-11-10,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=12,15,1999-06-07,2003-02-17,Ichud Leumi-Yisrael Beiteinu
12,Benyamin Elon,http://www.knesset.gov.il/mk/images/members/elon_beni.jpg,1954-11-10,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=12,16,2003-02-17,2006-04-17,Ichud Leumi
12,Benyamin Elon,http://www.knesset.gov.il/mk/images/members/elon_beni.jpg,1954-11-10,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=12,17,2006-04-17,2009-02-24,Moledet - Ichud Leumi
11,Rafi Elul,http://www.knesset.gov.il/mk/images/members/elul_refael.jpg,1957-09-23,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=11,13,1992-07-13,1996-06-17,Israel Labor Party
11,Rafi Elul,http://www.knesset.gov.il/mk/images/members/elul_refael.jpg,1957-09-23,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=11,14,1996-06-17,1999-06-07,Israel Labor Party
734,Gilad Erdan,http://www.knesset.gov.il/mk/images/members/erdan_gilad.jpg,1970-09-30,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=734,16,2003-02-17,2006-04-17,Likud
734,Gilad Erdan,http://www.knesset.gov.il/mk/images/members/erdan_gilad.jpg,1970-09-30,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=734,17,2006-04-17,2009-02-24,Likud
734,Gilad Erdan,http://www.knesset.gov.il/mk/images/members/erdan_gilad.jpg,1970-09-30,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=734,18,2009-02-24,2013-02-05,Likud
734,Gilad Erdan,http://www.knesset.gov.il/mk/images/members/erdan_gilad.jpg,1970-09-30,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=734,19,2013-02-05,2015-03-31,Likud - National Liberal Movement
734,Gilad Erdan,http://www.knesset.gov.il/mk/images/members/erdan_gilad.jpg,1970-09-30,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=734,20,2015-03-31,,Likud
275,Simha Erlich,http://www.knesset.gov.il/mk/images/members/erlich_simcha.jpg,"",1983-06-19,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=275,7,1969-11-17,1974-01-21,Herut-Liberal Bloc
275,Simha Erlich,http://www.knesset.gov.il/mk/images/members/erlich_simcha.jpg,"",1983-06-19,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=275,8,1974-01-21,1977-06-13,Likud
275,Simha Erlich,http://www.knesset.gov.il/mk/images/members/erlich_simcha.jpg,"",1983-06-19,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=275,9,1977-06-13,1981-07-20,Likud
275,Simha Erlich,http://www.knesset.gov.il/mk/images/members/erlich_simcha.jpg,"",1983-06-19,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=275,10,1981-07-20,1983-06-19,Likud
280,Tamar Eshel,http://www.knesset.gov.il/mk/images/members/eshel_tamar.jpg,1920-07-24,"",female,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=280,9,1977-06-13,1981-07-20,Alignment
280,Tamar Eshel,http://www.knesset.gov.il/mk/images/members/eshel_tamar.jpg,1920-07-24,"",female,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=280,10,1981-07-20,1984-08-13,Alignment
683,Levi Eshkol,http://www.knesset.gov.il/mk/images/members/eshkol_levi.jpg,1895-10-25,1969-02-26,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=683,2,1951-08-20,1955-08-15,Worker’s Party of Eretz Yisrael
683,Levi Eshkol,http://www.knesset.gov.il/mk/images/members/eshkol_levi.jpg,1895-10-25,1969-02-26,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=683,3,1955-08-15,1959-11-30,Worker’s Party of Eretz Yisrael
683,Levi Eshkol,http://www.knesset.gov.il/mk/images/members/eshkol_levi.jpg,1895-10-25,1969-02-26,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=683,4,1959-11-30,1961-09-04,Worker’s Party of Eretz Yisrael
683,Levi Eshkol,http://www.knesset.gov.il/mk/images/members/eshkol_levi.jpg,1895-10-25,1969-02-26,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=683,5,1961-09-04,1965-11-22,Worker’s Party of Eretz Yisrael
683,Levi Eshkol,http://www.knesset.gov.il/mk/images/members/eshkol_levi.jpg,1895-10-25,1969-02-26,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=683,6,1965-11-22,1969-02-26,Alignment
719,Uzi Even,http://www.knesset.gov.il/mk/images/members/even_uzi.jpg,1940-10-18,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=719,15,2002-10-31,2003-02-17,Meretz
96,Gideon Ezra,http://www.knesset.gov.il/mk/images/members/ezra_gidon.jpg,1937-06-30,2012-05-17,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=96,14,1996-06-17,1999-06-07,Likud
96,Gideon Ezra,http://www.knesset.gov.il/mk/images/members/ezra_gidon.jpg,1937-06-30,2012-05-17,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=96,15,1999-06-07,2003-02-17,Likud
96,Gideon Ezra,http://www.knesset.gov.il/mk/images/members/ezra_gidon.jpg,1937-06-30,2012-05-17,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=96,16,2003-02-17,2006-04-17,Kadima
96,Gideon Ezra,http://www.knesset.gov.il/mk/images/members/ezra_gidon.jpg,1937-06-30,2012-05-17,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=96,17,2006-04-17,2009-02-24,Kadima
96,Gideon Ezra,http://www.knesset.gov.il/mk/images/members/ezra_gidon.jpg,1937-06-30,2012-05-17,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=96,18,2009-02-24,2012-05-17,Kadima
558,Hussein Faris,http://www.knesset.gov.il/mk/images/members/paras_hassin.jpg,1935-09-18,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=558,12,1988-11-21,1992-07-13,Meretz
559,Naftali Feder,http://www.knesset.gov.il/mk/images/members/feder_naftali.jpg,1920-01-04,2009-11-11,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=559,9,1977-06-13,1981-07-20,Alignment
559,Naftali Feder,http://www.knesset.gov.il/mk/images/members/feder_naftali.jpg,1920-01-04,2009-11-11,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=559,10,1981-07-20,1984-08-13,Alignment
885,Moshe Zalman Feiglin,http://www.knesset.gov.il/mk/images/members/Feiglin_Moshe.jpg,1962-07-31,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=885,19,2013-02-05,2015-03-31,Likud - National Liberal Movement
561,Ada Feinberg-Sireni,http://www.knesset.gov.il/mk/images/members/feinberg_sireni_ada.jpg,1930-04-22,"",female,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=561,7,1969-11-17,1974-01-21,Alignment
562,Uzi Feinerman,http://www.knesset.gov.il/mk/images/members/feinerman_uzi.jpg,"",1975-04-08,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=562,7,1969-11-17,1974-01-21,Alignment
562,Uzi Feinerman,http://www.knesset.gov.il/mk/images/members/feinerman_uzi.jpg,"",1975-04-08,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=562,8,1974-01-21,1975-04-08,Alignment
567,Moseh Zeev Feldman,http://www.knesset.gov.il/mk/images/members/feldman_moshe.jpg,1930-11-14,1997-02-09,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=567,12,1988-11-21,1992-07-13,Agudat Yisrael
568,Reuven Feldman,http://www.knesset.gov.il/mk/images/members/feldman_reuven.jpg,1899-12-29,1990-04-07,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=568,2,1951-08-20,1955-08-15,Worker’s Party of Eretz Yisrael
753,Gila Finkelstein,http://www.knesset.gov.il/mk/images/members/finkelstein_gila.jpg,1950-09-22,"",female,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=753,16,2003-02-17,2006-04-17,National Religious Party
563,Yosef Fischer,http://www.knesset.gov.il/mk/images/members/fisher_yosef.jpg,1920-02-11,1992-12-14,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=563,4,1959-11-30,1961-09-04,Worker’s Party of Eretz Yisrael
563,Yosef Fischer,http://www.knesset.gov.il/mk/images/members/fisher_yosef.jpg,1920-02-11,1992-12-14,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=563,5,1961-09-04,1965-11-22,Worker’s Party of Eretz Yisrael
563,Yosef Fischer,http://www.knesset.gov.il/mk/images/members/fisher_yosef.jpg,1920-02-11,1992-12-14,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=563,6,1965-11-22,1969-11-17,Alignment
570,George Flash,http://www.knesset.gov.il/mk/images/members/flash_george.jpg,"",1990-11-22,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=570,2,1951-08-20,1955-08-15,General Zionists
564,Shmuel Flatto-Sharon,http://www.knesset.gov.il/mk/images/members/platosharon_shmuel.jpg,1930-01-18,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=564,9,1977-06-13,1981-07-20,Pitu`ah Veshalom
569,Yehezkel Flomin,http://www.knesset.gov.il/mk/images/members/flumin_yehezkel.jpg,1935-08-02,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=569,8,1974-01-21,1977-06-13,Likud
569,Yehezkel Flomin,http://www.knesset.gov.il/mk/images/members/flumin_yehezkel.jpg,1935-08-02,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=569,9,1977-06-13,1981-07-20,Likud
560,Yeshayahu Foerder,http://www.knesset.gov.il/mk/images/members/no_mkphoto.jpg,1901-03-25,1970-06-09,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=560,1,1949-02-14,1951-08-20,Progressive Party
560,Yeshayahu Foerder,http://www.knesset.gov.il/mk/images/members/no_mkphoto.jpg,1901-03-25,1970-06-09,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=560,2,1951-09-10,1955-08-15,Progressive Party
560,Yeshayahu Foerder,http://www.knesset.gov.il/mk/images/members/no_mkphoto.jpg,1901-03-25,1970-06-09,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=560,3,1955-08-15,1957-10-28,Progressive Party
941,Roy Folkman,http://www.knesset.gov.il/mk/images/members/Folkman_Roy.jpg,1975-08-05,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=941,20,2015-03-31,,Kulanu Chaired by Moshe Kahlon
951,Oded Forer,http://www.knesset.gov.il/mk/images/members/forer_oded.jpg,1977-05-30,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=951,20,2015-09-04,,Yisrael Beitenu
580,Yaakov Frank,http://www.knesset.gov.il/mk/images/members/frank_yaakov.jpg,1913-03-12,1993-07-10,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=580,8,1975-08-12,1977-06-13,Alignment
576,Marcia Freedman,http://www.knesset.gov.il/mk/images/members/freedman_marsha.jpg,1938-05-17,"",female,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=576,8,1974-01-21,1977-06-13,Independent Socialist Faction
577,Simcha Freedman,http://www.knesset.gov.il/mk/images/members/fridman_shimcha.jpg,"",1990-01-05,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=577,7,1969-11-17,1974-01-21,National Religious Party
577,Simcha Freedman,http://www.knesset.gov.il/mk/images/members/fridman_shimcha.jpg,"",1990-01-05,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=577,8,1975-07-02,1977-06-13,National Religious Party
888,Esawi Frej,http://www.knesset.gov.il/mk/images/members/Farij_Issawi.jpg,1963-12-14,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=888,19,2013-02-05,2015-03-31,Meretz
888,Esawi Frej,http://www.knesset.gov.il/mk/images/members/Farij_Issawi.jpg,1963-12-14,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=888,20,2015-03-31,,Meretz
889,Rina Frenkel,http://www.knesset.gov.il/mk/images/members/Frankel_Rena.jpg,1956-09-17,"",female,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=889,19,2013-02-05,2015-03-31,Yesh Atid
573,Heshel Frumkin,http://www.knesset.gov.il/mk/images/members/no_mkphoto.jpg,"",1974-04-11,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=573,1,1949-02-14,1951-02-05,Worker’s Party of Eretz Yisrael
30,Eliahu Gabbay,http://www.knesset.gov.il/mk/images/members/gabai_eli.jpg,1943-01-05,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=30,14,1998-01-20,1999-06-07,National Religious Party
30,Eliahu Gabbay,http://www.knesset.gov.il/mk/images/members/gabai_eli.jpg,1943-01-05,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=30,17,2006-04-17,2009-02-24,Habayit Hayehudi - Mafdal
325,Gideon Gadot,http://www.knesset.gov.il/mk/images/members/gadot_gidon.jpg,1941-04-01,2012-09-21,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=325,11,1984-08-13,1988-11-21,Likud
325,Gideon Gadot,http://www.knesset.gov.il/mk/images/members/gadot_gidon.jpg,1941-04-01,2012-09-21,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=325,12,1988-11-21,1992-07-13,Likud
35,Moshe Gafni,http://www.knesset.gov.il/mk/images/members/gafni_moshe.jpg,1952-05-05,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=35,12,1988-11-21,1992-07-13,Degel Hatorah
35,Moshe Gafni,http://www.knesset.gov.il/mk/images/members/gafni_moshe.jpg,1952-05-05,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=35,13,1994-06-28,1996-06-17,Degel Hatorah
35,Moshe Gafni,http://www.knesset.gov.il/mk/images/members/gafni_moshe.jpg,1952-05-05,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=35,14,1996-06-17,1998-10-23,United Torah Judaism
35,Moshe Gafni,http://www.knesset.gov.il/mk/images/members/gafni_moshe.jpg,1952-05-05,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=35,15,1999-06-07,2003-02-17,United Torah Judaism
35,Moshe Gafni,http://www.knesset.gov.il/mk/images/members/gafni_moshe.jpg,1952-05-05,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=35,16,2003-02-17,2006-04-17,Degel Hatorah
35,Moshe Gafni,http://www.knesset.gov.il/mk/images/members/gafni_moshe.jpg,1952-05-05,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=35,17,2006-04-17,2009-02-24,Degel Hatorah
35,Moshe Gafni,http://www.knesset.gov.il/mk/images/members/gafni_moshe.jpg,1952-05-05,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=35,18,2009-02-24,2013-02-05,United Torah Judaism
35,Moshe Gafni,http://www.knesset.gov.il/mk/images/members/gafni_moshe.jpg,1952-05-05,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=35,19,2013-02-05,2015-03-31,United Torah Judaism
35,Moshe Gafni,http://www.knesset.gov.il/mk/images/members/gafni_moshe.jpg,1952-05-05,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=35,20,2015-03-31,,United Torah Judaism
198,Itzhak Gagula,http://www.knesset.gov.il/mk/images/members/gagula_yizhak.jpg,"","",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=198,15,1999-06-07,2003-02-17,Shas
142,Gedalya Gal,http://www.knesset.gov.il/mk/images/members/gal_gedalia.jpg,1933-02-14,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=142,12,1988-11-21,1992-07-13,Israel Labor Party
142,Gedalya Gal,http://www.knesset.gov.il/mk/images/members/gal_gedalia.jpg,1933-02-14,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=142,13,1992-07-13,1996-06-17,Israel Labor Party
920,Sharon Gal,http://www.knesset.gov.il/mk/images/members/Gal_Sharon.jpg,1974-08-13,"",male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=920,20,2015-03-31,2015-09-04,Yisrael Beitenu
799,Itshac Galantee,http://www.knesset.gov.il/mk/images/members/galantee_yitzhak.jpg,1937-02-12,2012-06-25,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=799,17,2006-04-17,2009-02-24,Gil Pensioners Party
342,Israel Galili,http://www.knesset.gov.il/mk/images/members/galili_yisrael.jpg,1911-02-10,1986-02-08,male,http://www.knesset.gov.il/mk/eng/mk_print_eng.asp?mk_individual_id_t=342,1,1949-02-14,1951-08-20,United Workers` Party
