name,wikiname,constituency,party,source,term,id,end_date
James Mathokgwane,,Goodhope-Mabule,UDC,https://en.wikipedia.org/wiki/List_of_current_members_of_the_National_Assembly_of_Botswana,11,james_mathokgwane,2015-05-27
