uuid,female,male,other,skip,total
01112d05-5dcc-4718-af1e-18df2c26eb2d,0,5,0,0,5
01a50590-2b08-44d3-88fa-79807c08804b,0,4,0,0,4
04543184-9ca5-41d9-be39-cba60da30ce8,0,4,0,0,4
06be9eb9-b70a-4032-ad1a-6a37fd32716d,0,5,0,0,5
08f2644d-6b4d-4b97-9933-11536374ddb0,0,4,0,0,4
15baf44a-e9cc-48f5-829b-8640b56e892c,0,4,0,0,4
17d29615-537e-4207-ac23-90d32ce73e5d,4,0,0,0,4
1a5f0311-6716-4df2-a593-cc2bf08f4aaf,0,5,0,0,5
22696b1e-b7b5-48a1-8069-e2c0b151e768,0,5,0,0,5
25f3ae7f-99bc-4a28-a4f4-9730b367629a,0,4,0,0,4
2c7a22cd-7635-4728-9013-8086d7f6d2a3,0,5,0,0,5
32113dc1-f976-4364-8a07-86a623bafb01,0,5,0,0,5
3214b6eb-291c-46f2-91f3-2ec1d000d41b,0,4,0,0,4
324d58f4-6e44-48e8-b0ba-4f60e6ceba7c,0,5,0,0,5
3a75b3b6-8952-41ef-92cf-0765bbf3eb71,4,0,0,0,4
520ef51f-8186-43f4-83b5-815f49d8be3f,0,5,0,0,5
5a76ebe1-9913-4008-83fd-f7ea1e95c26a,0,5,0,0,5
658af2a8-b2dc-4835-82c5-e53e4e140c96,0,4,0,0,4
7a51987c-1bf9-4b52-9e83-537e2b0414e9,0,4,0,0,4
829da266-fa5f-4a99-8298-c795947450db,0,4,0,0,4
838902ce-01de-40f6-bd68-35ceddce7a14,0,4,0,0,4
864313dd-53ea-4212-9da0-e5c48e613e03,0,4,0,0,4
a44d940e-bdc8-4ebf-b881-cf22ae6be898,0,5,0,0,5
a84f4c6c-68af-48b9-805f-9b7dddd51f37,0,5,0,0,5
b3b8c248-94ac-4bbf-8d7b-79d2f2790a1b,0,4,0,0,4
bc6383b8-c755-4f1c-b8ea-ace3f1d87994,0,4,0,0,4
bfc707ae-99a1-43f9-bdcb-404738a8dde3,0,4,0,0,4
c0fe3047-be8c-4ebe-9476-dcaf9437f0a6,0,5,0,0,5
c216f406-b11f-4f2b-a890-e9922293478e,0,4,0,0,4
c7fbeb75-652b-488f-8578-78d3b8fb645e,0,5,0,0,5
ca0cab2b-9f86-4925-8fb1-de64c9211a33,0,4,0,0,4
d3f88700-e86a-400a-a2f5-d0fea8c97931,4,0,0,0,4
d7f07d9d-0e37-4b52-8393-12e50819beaf,0,4,0,0,4
dd2a2e70-f2a1-4e75-9af7-dea88b7a0b4e,0,4,0,0,4
eb421100-a356-4a71-9db5-8df8eada5e5f,0,5,0,0,5
edbdf1fb-a440-4bea-ae3f-bbfe165d2540,0,4,0,0,4
f0d5a1d8-1b5e-4b9a-aaba-63aa428d4ff9,0,4,0,0,4
