id,label,type
Q16056497,Minister of Education,cabinet
Q16056689,Minister of Defence,cabinet
Q1758894,Prime Minister of Sri Lanka,cabinet
Q29057378,Minister of Transport,cabinet
Q2914380,President of Sri Lanka,cabinet
Q4294928,Minister of Foreign Affairs of Sri Lanka,cabinet
Q6866137,Minister of Finance of Sri Lanka,cabinet
