id,name,name_el,constituency,party,party_id,term,start_date,start_reason,source,end_date,name__el
00ca5fac-09fd-496f-9d8f-0c2232fa5857,"Matis Athanasios","Μάτης Δημητρίου Αθανάσιος",Trikala,"PA.SO.K. (Panhellenic Socialist Movement)",pasok,8,1993-10-10,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=00ca5fac-09fd-496f-9d8f-0c2232fa5857,,"Μάτης Δημητρίου Αθανάσιος"
00ca5fac-09fd-496f-9d8f-0c2232fa5857,"Matis Athanasios","Μάτης Δημητρίου Αθανάσιος",Trikala,"PA.SO.K. (Panhellenic Socialist Movement)",pasok,6,1990-03-08,"Forfeiture from Parliamentary Office(αντικαταστάτης: Ziagkas Ioannis )",http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=00ca5fac-09fd-496f-9d8f-0c2232fa5857,,"Μάτης Δημητρίου Αθανάσιος"
00ca5fac-09fd-496f-9d8f-0c2232fa5857,"Matis Athanasios","Μάτης Δημητρίου Αθανάσιος",Trikala,"PA.SO.K. (Panhellenic Socialist Movement)",pasok,10,2000-04-09,"Aντικατέστησε: Merentiti Athanasia (Soula) (Λόγω:Forfeiture from Parliamentary Office)",http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=00ca5fac-09fd-496f-9d8f-0c2232fa5857,,"Μάτης Δημητρίου Αθανάσιος"
01009afb-453d-44e1-951b-09a6c4a1b4f3,"Dimas Pyrros","Δήμας Βίκτωρος Πύρρος",State,"PA.SO.K. (Panhellenic Socialist Movement)",pasok,15,2012-06-17,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=01009afb-453d-44e1-951b-09a6c4a1b4f3,,"Δήμας Βίκτωρος Πύρρος"
01009afb-453d-44e1-951b-09a6c4a1b4f3,"Dimas Pyrros","Δήμας Βίκτωρος Πύρρος",State,"PA.SO.K. (Panhellenic Socialist Movement)",pasok,14,2012-05-06,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=01009afb-453d-44e1-951b-09a6c4a1b4f3,,"Δήμας Βίκτωρος Πύρρος"
01152b74-ff45-428a-84a5-a43400e7e440,"Psychogios Georgios","Ψυχογιός  Κωνσταντίνου Γεώργιος",Korinthia,"SYRIZA (Coalition of the Radical Left)",syriza,17,2015-09-20,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=01152b74-ff45-428a-84a5-a43400e7e440,,"Ψυχογιός  Κωνσταντίνου Γεώργιος"
01152b74-ff45-428a-84a5-a43400e7e440,"Psychogios Georgios","Ψυχογιός  Κωνσταντίνου Γεώργιος",Korinthia,"SYRIZA (Coalition of the Radical Left)",syriza,16,2015-01-25,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=01152b74-ff45-428a-84a5-a43400e7e440,,"Ψυχογιός  Κωνσταντίνου Γεώργιος"
0119b76e-5998-49a3-a76b-2a5c87fdb5d6,"Papageorgiou Athanasios","Παπαγεωργίου Ανδρέα Αθανάσιος",Pieria,"PA.SO.K. (Panhellenic Socialist Movement)",pasok,13,2009-10-04,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0119b76e-5998-49a3-a76b-2a5c87fdb5d6,,"Παπαγεωργίου Ανδρέα Αθανάσιος"
0119b76e-5998-49a3-a76b-2a5c87fdb5d6,"Papageorgiou Athanasios","Παπαγεωργίου Ανδρέα Αθανάσιος",Pieria,"PA.SO.K. (Panhellenic Socialist Movement)",pasok,11,2004-03-07,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0119b76e-5998-49a3-a76b-2a5c87fdb5d6,,"Παπαγεωργίου Ανδρέα Αθανάσιος"
013bab92-bddf-4508-b849-6150356536c4,"Agathopoulou Eirini - Eleni","Αγαθοπούλου Δημητρίου Ειρήνη-Ελένη",Kilkis,"SYRIZA (Coalition of the Radical Left)",syriza,15,2012-06-17,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=013bab92-bddf-4508-b849-6150356536c4,,"Αγαθοπούλου Δημητρίου Ειρήνη-Ελένη"
013bab92-bddf-4508-b849-6150356536c4,"Agathopoulou Eirini - Eleni","Αγαθοπούλου Δημητρίου Ειρήνη-Ελένη",Kilkis,"SYRIZA (Coalition of the Radical Left)",syriza,14,2012-05-06,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=013bab92-bddf-4508-b849-6150356536c4,,"Αγαθοπούλου Δημητρίου Ειρήνη-Ελένη"
016cd576-2b91-4bb5-bbb6-3d8102ec360f,"Marinos Georgios","Μαρίνος Βασιλείου Γεώργιος",Evia,"K.K.E. (Communist Party of Greece)",kke,16,2015-01-25,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=016cd576-2b91-4bb5-bbb6-3d8102ec360f,,"Μαρίνος Βασιλείου Γεώργιος"
016cd576-2b91-4bb5-bbb6-3d8102ec360f,"Marinos Georgios","Μαρίνος Βασιλείου Γεώργιος",Evia,"K.K.E. (Communist Party of Greece)",kke,14,2012-05-06,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=016cd576-2b91-4bb5-bbb6-3d8102ec360f,,"Μαρίνος Βασιλείου Γεώργιος"
016cd576-2b91-4bb5-bbb6-3d8102ec360f,"Marinos Georgios","Μαρίνος Βασιλείου Γεώργιος",Evia,"K.K.E. (Communist Party of Greece)",kke,13,2009-10-04,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=016cd576-2b91-4bb5-bbb6-3d8102ec360f,,"Μαρίνος Βασιλείου Γεώργιος"
016cd576-2b91-4bb5-bbb6-3d8102ec360f,"Marinos Georgios","Μαρίνος Βασιλείου Γεώργιος",Evia,"K.K.E. (Communist Party of Greece)",kke,12,2007-09-16,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=016cd576-2b91-4bb5-bbb6-3d8102ec360f,,"Μαρίνος Βασιλείου Γεώργιος"
017c0708-a0df-450f-baff-a43400d37da5,"Antonopoulou Ourania","Αντωνοπούλου Αντωνίου Ουρανία",State,"SYRIZA (Coalition of the Radical Left)",syriza,16,2015-01-25,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=017c0708-a0df-450f-baff-a43400d37da5,,"Αντωνοπούλου Αντωνίου Ουρανία"
01e65413-9500-4ee1-ac2a-34b70e19fa3f,"Valvis or Katsipis Petros","Βάλβης ή Κατσίπης Γεωργίου Πέτρος",Cyclades,"PA.SO.K. (Panhellenic Socialist Movement)",pasok,5,1989-06-18,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=01e65413-9500-4ee1-ac2a-34b70e19fa3f,,"Βάλβης ή Κατσίπης Γεωργίου Πέτρος"
01e65413-9500-4ee1-ac2a-34b70e19fa3f,"Valvis or Katsipis Petros","Βάλβης ή Κατσίπης Γεωργίου Πέτρος",Cyclades,"PA.SO.K. (Panhellenic Socialist Movement)",pasok,4,1985-06-02,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=01e65413-9500-4ee1-ac2a-34b70e19fa3f,,"Βάλβης ή Κατσίπης Γεωργίου Πέτρος"
01e65413-9500-4ee1-ac2a-34b70e19fa3f,"Valvis or Katsipis Petros","Βάλβης ή Κατσίπης Γεωργίου Πέτρος",Cyclades,"PA.SO.K. (Panhellenic Socialist Movement)",pasok,3,1981-10-18,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=01e65413-9500-4ee1-ac2a-34b70e19fa3f,,"Βάλβης ή Κατσίπης Γεωργίου Πέτρος"
01e65413-9500-4ee1-ac2a-34b70e19fa3f,"Valvis or Katsipis Petros","Βάλβης ή Κατσίπης Γεωργίου Πέτρος",Cyclades,"PA.SO.K. (Panhellenic Socialist Movement)",pasok,2,1977-11-20,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=01e65413-9500-4ee1-ac2a-34b70e19fa3f,,"Βάλβης ή Κατσίπης Γεωργίου Πέτρος"
01e89ebe-ab8e-4b19-8476-15259717449b,"Triantafyllos Konstantinos","Τριαντάφυλλος Δημοσθένη Κωνσταντίνος",Chios,"PA.SO.K. (Panhellenic Socialist Movement)",pasok,15,2012-06-17,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=01e89ebe-ab8e-4b19-8476-15259717449b,,"Τριαντάφυλλος Δημοσθένη Κωνσταντίνος"
01e89ebe-ab8e-4b19-8476-15259717449b,"Triantafyllos Konstantinos","Τριαντάφυλλος Δημοσθένη Κωνσταντίνος",Chios,"PA.SO.K. (Panhellenic Socialist Movement)",pasok,14,2012-05-06,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=01e89ebe-ab8e-4b19-8476-15259717449b,,"Τριαντάφυλλος Δημοσθένη Κωνσταντίνος"
02258af5-a275-47b3-b0a4-a35d4e387ac7,"Makri Rachil","Μακρή Κωνσταντίνου Ραχήλ",Kozani,"LAIKI ENOTITA",laikienotita,16,2015-08-21,"Accession/ re-affiliation to Parliamentary Group",http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=02258af5-a275-47b3-b0a4-a35d4e387ac7,,"Μακρή Κωνσταντίνου Ραχήλ"
02258af5-a275-47b3-b0a4-a35d4e387ac7,"Makri Rachil","Μακρή Κωνσταντίνου Ραχήλ",Kozani,"ANEXARTITOI DIMOKRATIKOI VOULEFTES",anexartitoidimokratikoivouleftes,15,2014-10-16,"Accession/ re-affiliation to Parliamentary Group",http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=02258af5-a275-47b3-b0a4-a35d4e387ac7,,"Μακρή Κωνσταντίνου Ραχήλ"
02258af5-a275-47b3-b0a4-a35d4e387ac7,"Makri Rachil","Μακρή Κωνσταντίνου Ραχήλ",Kozani,"ANEXARTITOI ELLINES (Independent Hellenes)",anexartitoiellines,14,2012-05-06,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=02258af5-a275-47b3-b0a4-a35d4e387ac7,,"Μακρή Κωνσταντίνου Ραχήλ"
0246f963-2c72-4b9a-93f6-6e3d063129cb,"Papadimitriou Elisavet (Elsa)","Παπαδημητρίου Δημητρίου Ελισάβετ (Έλσα)",Argolida,"N.D. (New Democracy)",nd,9,1996-09-22,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0246f963-2c72-4b9a-93f6-6e3d063129cb,,"Παπαδημητρίου Δημητρίου Ελισάβετ (Έλσα)"
0246f963-2c72-4b9a-93f6-6e3d063129cb,"Papadimitriou Elisavet (Elsa)","Παπαδημητρίου Δημητρίου Ελισάβετ (Έλσα)",Argolida,"N.D. (New Democracy)",nd,8,1993-10-10,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0246f963-2c72-4b9a-93f6-6e3d063129cb,,"Παπαδημητρίου Δημητρίου Ελισάβετ (Έλσα)"
0246f963-2c72-4b9a-93f6-6e3d063129cb,"Papadimitriou Elisavet (Elsa)","Παπαδημητρίου Δημητρίου Ελισάβετ (Έλσα)",Argolida,INDEPENDENT,independent,13,2011-06-29,"Expelled from the Parliamentary Group",http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0246f963-2c72-4b9a-93f6-6e3d063129cb,,"Παπαδημητρίου Δημητρίου Ελισάβετ (Έλσα)"
0246f963-2c72-4b9a-93f6-6e3d063129cb,"Papadimitriou Elisavet (Elsa)","Παπαδημητρίου Δημητρίου Ελισάβετ (Έλσα)",Argolida,"N.D. (New Democracy)",nd,12,2007-09-16,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0246f963-2c72-4b9a-93f6-6e3d063129cb,,"Παπαδημητρίου Δημητρίου Ελισάβετ (Έλσα)"
0246f963-2c72-4b9a-93f6-6e3d063129cb,"Papadimitriou Elisavet (Elsa)","Παπαδημητρίου Δημητρίου Ελισάβετ (Έλσα)",Argolida,"N.D. (New Democracy)",nd,11,2004-03-07,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0246f963-2c72-4b9a-93f6-6e3d063129cb,,"Παπαδημητρίου Δημητρίου Ελισάβετ (Έλσα)"
0246f963-2c72-4b9a-93f6-6e3d063129cb,"Papadimitriou Elisavet (Elsa)","Παπαδημητρίου Δημητρίου Ελισάβετ (Έλσα)",Argolida,"N.D. (New Democracy)",nd,10,2000-04-09,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0246f963-2c72-4b9a-93f6-6e3d063129cb,,"Παπαδημητρίου Δημητρίου Ελισάβετ (Έλσα)"
0292a5f7-ba6d-4c67-a161-6569341c4a21,"Stamatis Dimitrios","Σταμάτης Ιωάννη Δημήτριος","Thessaloniki A","N.D. (New Democracy)",nd,7,1993-07-01,"Resignation from Parliamentary Office(αντικαταστάτης: Partsafyllidou Fani )",http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0292a5f7-ba6d-4c67-a161-6569341c4a21,,"Σταμάτης Ιωάννη Δημήτριος"
0292a5f7-ba6d-4c67-a161-6569341c4a21,"Stamatis Dimitrios","Σταμάτης Ιωάννη Δημήτριος","Thessaloniki A","N.D. (New Democracy)",nd,6,1989-11-05,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0292a5f7-ba6d-4c67-a161-6569341c4a21,,"Σταμάτης Ιωάννη Δημήτριος"
0292a5f7-ba6d-4c67-a161-6569341c4a21,"Stamatis Dimitrios","Σταμάτης Ιωάννη Δημήτριος","Thessaloniki A","N.D. (New Democracy)",nd,5,1989-06-18,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0292a5f7-ba6d-4c67-a161-6569341c4a21,,"Σταμάτης Ιωάννη Δημήτριος"
0292a5f7-ba6d-4c67-a161-6569341c4a21,"Stamatis Dimitrios","Σταμάτης Ιωάννη Δημήτριος","Thessaloniki A","N.D. (New Democracy)",nd,4,1985-06-02,"Aντικατέστησε: Chatzipetrou Anargyros (Λόγω:Forfeiture from Parliamentary Office)",http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0292a5f7-ba6d-4c67-a161-6569341c4a21,,"Σταμάτης Ιωάννη Δημήτριος"
0292a5f7-ba6d-4c67-a161-6569341c4a21,"Stamatis Dimitrios","Σταμάτης Ιωάννη Δημήτριος",State,"N.D. (New Democracy)",nd,17,2015-09-20,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0292a5f7-ba6d-4c67-a161-6569341c4a21,,"Σταμάτης Ιωάννη Δημήτριος"
0292a5f7-ba6d-4c67-a161-6569341c4a21,"Stamatis Dimitrios","Σταμάτης Ιωάννη Δημήτριος",State,"N.D. (New Democracy)",nd,16,2015-01-25,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=0292a5f7-ba6d-4c67-a161-6569341c4a21,,"Σταμάτης Ιωάννη Δημήτριος"
02a8851d-5f2f-4aa4-89af-be67d7d232ee,"Nestor Stylianos","Νέστωρ Ιγνατίου Στυλιανός","Thessaloniki A","Coalition of the Left and Progress",coalitionoftheleftandprogress,5,1989-06-18,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=02a8851d-5f2f-4aa4-89af-be67d7d232ee,,"Νέστωρ Ιγνατίου Στυλιανός"
02d671c3-2c5e-43e7-a039-c1f34507b061,"Liaskos Ioanni Anastasios","Λιάσκος Ιωάννη Αναστάσιος",Evia,"N.D. (New Democracy)",nd,12,2007-09-16,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=02d671c3-2c5e-43e7-a039-c1f34507b061,,"Λιάσκος Ιωάννη Αναστάσιος"
02d671c3-2c5e-43e7-a039-c1f34507b061,"Liaskos Ioanni Anastasios","Λιάσκος Ιωάννη Αναστάσιος",Evia,"N.D. (New Democracy)",nd,11,2004-03-07,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=02d671c3-2c5e-43e7-a039-c1f34507b061,,"Λιάσκος Ιωάννη Αναστάσιος"
02d671c3-2c5e-43e7-a039-c1f34507b061,"Liaskos Ioanni Anastasios","Λιάσκος Ιωάννη Αναστάσιος",Evia,"N.D. (New Democracy)",nd,10,2000-04-09,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=02d671c3-2c5e-43e7-a039-c1f34507b061,,"Λιάσκος Ιωάννη Αναστάσιος"
03121982-3d00-4dd4-badf-b9e3ec163711,"Fortsakis Theodoros","Φορτσάκης Πέτρου Θεόδωρος",State,"N.D. (New Democracy)",nd,17,2015-09-20,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=03121982-3d00-4dd4-badf-b9e3ec163711,,"Φορτσάκης Πέτρου Θεόδωρος"
03121982-3d00-4dd4-badf-b9e3ec163711,"Fortsakis Theodoros","Φορτσάκης Πέτρου Θεόδωρος",State,"N.D. (New Democracy)",nd,16,2015-01-25,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=03121982-3d00-4dd4-badf-b9e3ec163711,,"Φορτσάκης Πέτρου Θεόδωρος"
031f62f1-9010-4806-a678-aa1d29e1fd5d,"Spiliotopoulos Spilios","Σπηλιωτόπουλος Παναγιώτη Σπήλιος",Achaia,"N.D. (New Democracy)",nd,9,1996-09-22,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=031f62f1-9010-4806-a678-aa1d29e1fd5d,,"Σπηλιωτόπουλος Παναγιώτη Σπήλιος"
031f62f1-9010-4806-a678-aa1d29e1fd5d,"Spiliotopoulos Spilios","Σπηλιωτόπουλος Παναγιώτη Σπήλιος",Achaia,"N.D. (New Democracy)",nd,8,1993-10-10,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=031f62f1-9010-4806-a678-aa1d29e1fd5d,,"Σπηλιωτόπουλος Παναγιώτη Σπήλιος"
031f62f1-9010-4806-a678-aa1d29e1fd5d,"Spiliotopoulos Spilios","Σπηλιωτόπουλος Παναγιώτη Σπήλιος",Achaia,"N.D. (New Democracy)",nd,7,1990-04-08,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=031f62f1-9010-4806-a678-aa1d29e1fd5d,,"Σπηλιωτόπουλος Παναγιώτη Σπήλιος"
031f62f1-9010-4806-a678-aa1d29e1fd5d,"Spiliotopoulos Spilios","Σπηλιωτόπουλος Παναγιώτη Σπήλιος",Achaia,"N.D. (New Democracy)",nd,6,1989-11-05,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=031f62f1-9010-4806-a678-aa1d29e1fd5d,,"Σπηλιωτόπουλος Παναγιώτη Σπήλιος"
031f62f1-9010-4806-a678-aa1d29e1fd5d,"Spiliotopoulos Spilios","Σπηλιωτόπουλος Παναγιώτη Σπήλιος",Achaia,"N.D. (New Democracy)",nd,11,2004-03-07,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=031f62f1-9010-4806-a678-aa1d29e1fd5d,,"Σπηλιωτόπουλος Παναγιώτη Σπήλιος"
031f62f1-9010-4806-a678-aa1d29e1fd5d,"Spiliotopoulos Spilios","Σπηλιωτόπουλος Παναγιώτη Σπήλιος",Achaia,"N.D. (New Democracy)",nd,10,2000-04-09,Election,http://www.hellenicparliament.gr/en/Vouleftes/Diatelesantes-Vouleftes-Apo-Ti-Metapolitefsi-Os-Simera/?MpId=031f62f1-9010-4806-a678-aa1d29e1fd5d,,"Σπηλιωτόπουλος Παναγιώτη Σπήλιος"
