id,position,label,description,start_date,constituency,term,election,end_date,replaced_by,replaces
Q4751376,Q42509330,Member of the 15th Lok Sabha,"",2009,Amravati Lok Sabha constituency,,,,,Anant Gudhe
Q4751376,Q42510875,Member of the 13th Lok Sabha,"","",Buldhana Lok Sabha constituency,,,,,
Q4751428,Q42509248,Member of the 16th Lok Sabha,"","",Raigad Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Raigad Lok Sabha constituency,,,
Q4751428,Q42509330,Member of the 15th Lok Sabha,"",2009,Raigad Lok Sabha constituency,,,,,
Q4751428,Q42510875,Member of the 13th Lok Sabha,"","",Ratnagiri Lok Sabha constituency,,,,,
Q4751428,Q42513698,Member of the 12th Lok Sabha,"","",Ratnagiri Lok Sabha constituency,,,,,
Q4751428,Q42529900,Member of the 11th Lok Sabha,"","",Ratnagiri Lok Sabha constituency,,,,,
Q4751466,Q42509248,Member of the 16th Lok Sabha,"","",Uttara Kannada Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Uttara Kannada Lok Sabha constituency,,,
Q4751466,Q42509330,Member of the 15th Lok Sabha,"","",Uttara Kannada Lok Sabha constituency,,,,,
Q4751466,Q42510526,Member of the 14th Lok Sabha,"","",Uttara Kannada Lok Sabha constituency,,,,,
Q4751466,Q42513698,Member of the 12th Lok Sabha,"","",Uttara Kannada Lok Sabha constituency,,,,,
Q4751466,Q42529900,Member of the 11th Lok Sabha,"","",Uttara Kannada Lok Sabha constituency,,,,,
Q4751466,Q56051771,Member of the 17th Lok Sabha,"","",Uttara Kannada Lok Sabha constituency,17th Lok Sabha,,,,
Q4751468,Q42509248,Member of the 16th Lok Sabha,"","",Bangalore South Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bangalore South Lok Sabha constituency,,,
Q4751468,Q42509330,Member of the 15th Lok Sabha,"","",Bangalore South Lok Sabha constituency,,,,,
Q4751468,Q42510526,Member of the 14th Lok Sabha,"","",Bangalore South Lok Sabha constituency,,,,,
Q4751468,Q42510875,Member of the 13th Lok Sabha,"","",Bangalore South Lok Sabha constituency,,,,,
Q4751468,Q42513698,Member of the 12th Lok Sabha,"","",Bangalore South Lok Sabha constituency,,,,,
Q4751468,Q42529900,Member of the 11th Lok Sabha,"","",Bangalore South Lok Sabha constituency,,,,,
Q4775396,Q42509248,Member of the 16th Lok Sabha,"","",Pathanamthitta Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Pathanamthitta Lok Sabha constituency,,,
Q4775396,Q42509330,Member of the 15th Lok Sabha,"","",Pathanamthitta Lok Sabha constituency,15th Lok Sabha,,,,
Q4775396,Q56051771,Member of the 17th Lok Sabha,"","",Pathanamthitta Lok Sabha constituency,17th Lok Sabha,,,,
Q4777822,Q42509248,Member of the 16th Lok Sabha,"",2014-05-18,Bolpur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bolpur Lok Sabha constituency,,,Ram Chandra Dome
Q4777851,Q18039836,Member of the Uttar Pradesh Legislative Assembly,political position in India,"",,,,,,
Q4777851,Q42509248,Member of the 16th Lok Sabha,"","",Mirzapur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Mirzapur Lok Sabha constituency,,,
Q4777851,Q56051771,Member of the 17th Lok Sabha,"","",Mirzapur Lok Sabha constituency,17th Lok Sabha,,,,
Q4777895,Q42509248,Member of the 16th Lok Sabha,"","",Hamirpur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Hamirpur Lok Sabha constituency,,,
Q4777895,Q56051771,Member of the 17th Lok Sabha,"","",Hamirpur Lok Sabha constituency,17th Lok Sabha,,,,
Q4791555,Q42509248,Member of the 16th Lok Sabha,"","",Bhadrak Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bhadrak Lok Sabha constituency,,,
Q4791555,Q42509330,Member of the 15th Lok Sabha,"","",Bhadrak Lok Sabha constituency,,,,,
Q4791555,Q42510875,Member of the 13th Lok Sabha,"","",Bhadrak Lok Sabha constituency,,,,,
Q4791555,Q61479293,Member of the Eleventh Odisha Legislative Assembly,"",1995-03-15,Bhandaripokhari Vidhan Sabha constituency,Eleventh Odisha Legislative Assembly,1995 Odisha Legislative Assembly election,2000-02-29,,
Q4791555,Q61479298,Member of the Tenth Odisha Legislative Assembly,"",1990-03-03,,Tenth Odisha Legislative Assembly,1990 Odisha Legislative Assembly election,1995-03-15,,
Q4791582,Q42509248,Member of the 16th Lok Sabha,"","",Bikaner Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bikaner Lok Sabha constituency,,,
Q4791582,Q42509330,Member of the 15th Lok Sabha,"","",Bikaner Lok Sabha constituency,,,,,
Q4791582,Q56051771,Member of the 17th Lok Sabha,"","",Bikaner Lok Sabha constituency,17th Lok Sabha,,,,
Q4834220,Q42509248,Member of the 16th Lok Sabha,"","",Bellary Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bellary Lok Sabha constituency,2018-05-22,,
Q4843231,Q17324844,member of the Rajya Sabha,"","",,,,,,
Q4843231,Q42509248,Member of the 16th Lok Sabha,"","",Kendrapara Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kendrapara Lok Sabha constituency,2018-07-19,,
Q4843231,Q42509330,Member of the 15th Lok Sabha,"","",Kendrapara Lok Sabha constituency,,,,,
Q4854461,Q42509248,Member of the 16th Lok Sabha,"","",Secunderabad Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Secundrabad Lok Sabha constituency,,,
Q4854461,Q42510875,Member of the 13th Lok Sabha,"","",Secunderabad Lok Sabha constituency,,,,,
Q4854461,Q42513698,Member of the 12th Lok Sabha,"","",Secunderabad Lok Sabha constituency,,,,,
Q4900607,Q17324844,member of the Rajya Sabha,"","",,,,,,
Q4900607,Q18055681,Member of the Uttarakhand Legislative Assembly,political position in India,"",,,,,,
Q4900607,Q42509248,Member of the 16th Lok Sabha,"","",Nainital-Udhamsingh Nagar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Nainital-udhamsingh Nagar Lok Sabha constituency,,,
Q4900687,Q42509248,Member of the 16th Lok Sabha,"","",Sangrur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Sangrur Lok Sabha constituency,,,
Q4900687,Q56051771,Member of the 17th Lok Sabha,"","",Sangrur Lok Sabha constituency,17th Lok Sabha,,,,
Q4901045,Q42509248,Member of the 16th Lok Sabha,"","",Jalaun Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Jalaun Lok Sabha constituency,,,
Q4901045,Q56051771,Member of the 17th Lok Sabha,"","",Jalaun Lok Sabha constituency,17th Lok Sabha,,,,
Q4901514,Q42509248,Member of the 16th Lok Sabha,"","",Yavatmal-Washim Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Yavatmal-washim Lok Sabha constituency,,,
Q4901514,Q42509330,Member of the 15th Lok Sabha,"",2009,Yavatmal-Washim Lok Sabha constituency,,,,,
Q4901514,Q42510875,Member of the 13th Lok Sabha,"","",Washim Lok Sabha constituency,,,,,
Q4901514,Q56051771,Member of the 17th Lok Sabha,"","",Yavatmal-Washim Lok Sabha constituency,17th Lok Sabha,,,,
Q4901930,Q24457068,Member of the Bihar Legislative Assembly,political position in India,"",,,,,,
Q4901930,Q42509248,Member of the 16th Lok Sabha,"",2014,Begusarai Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Begusarai Lok Sabha constituency,2018-10-19,,
Q4901930,Q42509330,Member of the 15th Lok Sabha,"",2009,Nawada Lok Sabha constituency,,,,,Virchandra Paswan
Q4907275,Q17324844,member of the Rajya Sabha,"",1986,,,,1992,,
Q4907275,Q42509248,Member of the 16th Lok Sabha,"",2014-05,Gauhati Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Gauhati Lok Sabha constituency,,,
Q4907275,Q42509330,Member of the 15th Lok Sabha,"",2009,Gauhati Lok Sabha constituency,,,2014,,Kirip Chaliha
Q4907275,Q42510875,Member of the 13th Lok Sabha,"","",Gauhati Lok Sabha constituency,,,,,
Q4916188,Q42509248,Member of the 16th Lok Sabha,"","",Autonomous District Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Autonomous District Lok Sabha constituency,,,
Q4916188,Q42509330,Member of the 15th Lok Sabha,"","",Autonomous District Lok Sabha constituency,,,,,
Q4917364,Q42509248,Member of the 16th Lok Sabha,"","",Andaman and Nicobar Islands Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Andaman & Nicobar Islands Lok Sabha constituency,,,
Q4917364,Q42513698,Member of the 12th Lok Sabha,"","",Andaman and Nicobar Islands Lok Sabha constituency,,,,,
Q4967969,Q42509248,Member of the 16th Lok Sabha,"","",Kaiserganj Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kaiserganj Lok Sabha constituency,,,
Q4967969,Q42510875,Member of the 13th Lok Sabha,"","",Gonda Lok Sabha constituency,,,,,
Q4967969,Q56051771,Member of the 17th Lok Sabha,"","",Kaiserganj Lok Sabha constituency,17th Lok Sabha,,,,
Q5000349,Q42509248,Member of the 16th Lok Sabha,"","",Bhuvanagiri Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bhongir Lok Sabha constituency,,,
Q5006176,Q19468152,Member of the Kerala Legislative Assembly,political position in India,"",,,,,,
Q5006176,Q42509248,Member of the 16th Lok Sabha,"","",Thrissur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Thrissur Lok Sabha constituency,,,
Q5006649,Q24540202,Member of the Mizoram Legislative Assembly,political position in India,"",,,,,,
Q5006649,Q42509248,Member of the 16th Lok Sabha,"","",Mizoram Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Mizoram Lok Sabha constituency,,,
Q5071363,Q24529704,Member of the Maharashtra Legislature,"","",,,,,,
Q5071363,Q3526627,Member of a Legislative Assembly of India,member of a state government of India,"",,,,,,
Q5071363,Q42509248,Member of the 16th Lok Sabha,"","",Aurangabad Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Aurangabad Lok Sabha constituency,,,
Q5071363,Q42510875,Member of the 13th Lok Sabha,"","",Aurangabad Lok Sabha constituency,,,,,
Q5071367,Q42509248,Member of the 16th Lok Sabha,"","",Navsari Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Navsari Lok Sabha constituency,,,
Q5071367,Q42509330,Member of the 15th Lok Sabha,"","",Navsari Lok Sabha constituency,,,,,
Q5071367,Q56051771,Member of the 17th Lok Sabha,"","",Navsari Lok Sabha constituency,17th Lok Sabha,,,,
Q5071500,Q42509248,Member of the 16th Lok Sabha,"","",Mahasamund Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Mahasamund Lok Sabha constituency,,,
Q5105446,Q42509248,Member of the 16th Lok Sabha,"",2014,Mathurapur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Mathurapur Lok Sabha constituency,,,Choudhury Mohan Jatua
Q5105446,Q42509330,Member of the 15th Lok Sabha,"",2009,Mathurapur Lok Sabha constituency,15th Lok Sabha,,2014,Choudhury Mohan Jatua,Basudeb Barman
Q5105446,Q56051771,Member of the 17th Lok Sabha,"","",Mathurapur Lok Sabha constituency,17th Lok Sabha,,,,
Q5211590,Q42509248,Member of the 16th Lok Sabha,"","",Shahdol Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Shahdol Lok Sabha constituency,2016-06-01,Gyan Singh,
Q5211590,Q42510875,Member of the 13th Lok Sabha,"","",Shahdol Lok Sabha constituency,,,,,
Q5225537,Q42509248,Member of the 16th Lok Sabha,"","",Surat Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Surat Lok Sabha constituency,,,
Q5225537,Q42509330,Member of the 15th Lok Sabha,"",2009,Surat Lok Sabha constituency,,,,,Kashiram Rana
Q5225537,Q56051771,Member of the 17th Lok Sabha,"","",Surat Lok Sabha constituency,17th Lok Sabha,,,,
Q5250584,Q42509248,Member of the 16th Lok Sabha,"","",Rohtak Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Rohtak Lok Sabha constituency,,,
Q5250584,Q42509330,Member of the 15th Lok Sabha,"","",Rohtak Lok Sabha constituency,,,,,
Q5266378,Q42509248,Member of the 16th Lok Sabha,"",2014-05-18,Ghatal Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Ghatal Lok Sabha constituency,,,Gurudas Dasgupta
Q5266378,Q56051771,Member of the 17th Lok Sabha,"","",Ghatal Lok Sabha constituency,17th Lok Sabha,,,,
Q5269371,Q42509248,Member of the 16th Lok Sabha,"","",Badaun Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Badaun Lok Sabha constituency,,,
Q5269371,Q42509330,Member of the 15th Lok Sabha,"","",Badaun Lok Sabha constituency,15th Lok Sabha,,,,
Q5269371,Q42510526,Member of the 14th Lok Sabha,"","",Mainpuri Lok Sabha constituency,14th Lok Sabha,,,,
Q5276823,Q42509248,Member of the 16th Lok Sabha,"","",Ahmednagar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Ahmadnagar Lok Sabha constituency,,,
Q5276823,Q42509330,Member of the 15th Lok Sabha,"",2009,Ahmednagar Lok Sabha constituency,,,,,Tukaram Gangadhar Gadakh
Q5276823,Q42510875,Member of the 13th Lok Sabha,"","",Ahmednagar Lok Sabha constituency,,,,,
Q5277786,Q42509248,Member of the 16th Lok Sabha,"","",Kannauj Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kannauj Lok Sabha constituency,,,
Q5316897,Q42509248,Member of the 16th Lok Sabha,"","",Jhalawar-Baran Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Jhalawar-baran Lok Sabha constituency,,,
Q5316897,Q42509330,Member of the 15th Lok Sabha,"","",Jhalawar-Baran Lok Sabha constituency,,,,,
Q5316897,Q56051771,Member of the 17th Lok Sabha,"","",Jhalawar Lok Sabha constituency,17th Lok Sabha,,,,
Q5322167,Q19468152,Member of the Kerala Legislative Assembly,political position in India,"",,,,,,
Q5322167,Q42509248,Member of the 16th Lok Sabha,"","",Ponnani Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Ponnani Lok Sabha constituency,,,
Q5322167,Q56051771,Member of the 17th Lok Sabha,"","",Ponnani Lok Sabha constituency,17th Lok Sabha,,,,
Q5429402,Q42509248,Member of the 16th Lok Sabha,"","",Mandla Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Mandla Lok Sabha constituency,,,
Q5429402,Q42510875,Member of the 13th Lok Sabha,"","",Mandla Lok Sabha constituency,,,,,
Q5429402,Q56051771,Member of the 17th Lok Sabha,"","",Mandla Lok Sabha constituency,17th Lok Sabha,,,,
Q5517547,Q13119774,Member of the Maharashtra Legislative Assembly,political position in India,"",,,,,,
Q5517547,Q24529704,Member of the Maharashtra Legislature,"","",,,,,,
Q5517547,Q42509248,Member of the 16th Lok Sabha,"","",Mumbai North West Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Mumbai North West Lok Sabha constituency,,,
Q5517547,Q56051771,Member of the 17th Lok Sabha,"","",Mumbai North West Lok Sabha constituency,17th Lok Sabha,,,,
Q5520852,Q42509248,Member of the 16th Lok Sabha,"","",Satna Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Satna Lok Sabha constituency,,,
Q5520852,Q42509330,Member of the 15th Lok Sabha,"","",Satna Lok Sabha constituency,,,,,
Q5520852,Q56051771,Member of the 17th Lok Sabha,"","",Satna Lok Sabha constituency,17th Lok Sabha,,,,
Q555778,Q42509248,Member of the 16th Lok Sabha,"",0014-05-18,Asansol Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Asansol Lok Sabha constituency,,,Bansa Gopal Chowdhury
Q555778,Q56051771,Member of the 17th Lok Sabha,"","",Asansol Lok Sabha constituency,17th Lok Sabha,,,,
Q5621732,Q42509248,Member of the 16th Lok Sabha,"","",Nalgonda Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Nalgonda Lok Sabha constituency,,,
Q5621732,Q42509330,Member of the 15th Lok Sabha,"","",Nalgonda Lok Sabha constituency,,,,,
Q5621732,Q42510875,Member of the 13th Lok Sabha,"","",Nalgonda Lok Sabha constituency,,,,,
Q5651258,Q42509248,Member of the 16th Lok Sabha,"","",Chandrapur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Chandrapur Lok Sabha constituency,,,
Q5651258,Q42509330,Member of the 15th Lok Sabha,"","",Chandrapur Lok Sabha constituency,15th Lok Sabha,,,,
Q5651258,Q42529900,Member of the 11th Lok Sabha,"","",Chandrapur Lok Sabha constituency,,,,,
Q5657150,Q42509248,Member of the 16th Lok Sabha,"","",Gaya Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Gaya (sc) Lok Sabha constituency,,,
Q5657150,Q42509330,Member of the 15th Lok Sabha,"","",Gaya Lok Sabha constituency,,,,,
Q5657803,Q42509248,Member of the 16th Lok Sabha,"","",Dindori Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Dindori Lok Sabha constituency,,,
Q5657803,Q42509330,Member of the 15th Lok Sabha,"",2009,Dindori Lok Sabha constituency,,,,,
Q5657803,Q42510526,Member of the 14th Lok Sabha,"",2004,Malegaon Lok Sabha constituency,,,2009,,
Q6035995,Q42509248,Member of the 16th Lok Sabha,"","",Chalakudy Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Chalakudy Lok Sabha constituency,,,
Q6036905,Q17324844,member of the Rajya Sabha,"",2010-07,,,,2014,,
Q6036905,Q24457068,Member of the Bihar Legislative Assembly,political position in India,"",,,,,,
Q6036905,Q42509248,Member of the 16th Lok Sabha,"","",Hajipur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Hajipur Lok Sabha constituency,,,
Q6036905,Q42510875,Member of the 13th Lok Sabha,"","",Hajipur Lok Sabha constituency,,,,,
Q6036905,Q6866049,Minister of Chemicals and Fertilizers,"",2004-05-23,,,,2009-05-22,M. K. Alagiri,
Q6036905,Q6866064,Minister of Communications and Information Technology,India,1999-10-13,,,,2001-09-01,Pramod Mahajan,
Q6036905,Q6866250,Minister of Mines,Indian minister,2001-09-01,,,,2002-04-29,,Sunder Lal Patwa
Q6036905,Q6866301,Minister of Railways,head of the Ministry of Railways in India,1996-06-01,,,,1998-03-19,Nitish Kumar,Jaffer Sharief
Q6036948,Q42509248,Member of the 16th Lok Sabha,"","",Anand Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Anand Lok Sabha constituency,,,
Q6122270,Q18039836,Member of the Uttar Pradesh Legislative Assembly,political position in India,"",,,,,,
Q6122270,Q42509248,Member of the 16th Lok Sabha,"","",Domariyaganj Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Domariyaganj Lok Sabha constituency,,,
Q6122270,Q56051771,Member of the 17th Lok Sabha,"","",Domariyaganj Lok Sabha constituency,17th Lok Sabha,,,,
Q6166629,Q42509248,Member of the 16th Lok Sabha,"","",Guntur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Guntur Lok Sabha constituency,,,
Q6166629,Q56051771,Member of the 17th Lok Sabha,"","",Guntur Lok Sabha constituency,17th Lok Sabha,,,,
Q6167051,Q42509248,Member of the 16th Lok Sabha,"","",Banka Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Banka Lok Sabha constituency,,,
Q6167970,Q42509248,Member of the 16th Lok Sabha,"","",Mahesana Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Mahesana Lok Sabha constituency,,,
Q6167970,Q42509330,Member of the 15th Lok Sabha,"","",Mahesana Lok Sabha constituency,,,,,
Q6191080,Q42509248,Member of the 16th Lok Sabha,"","",Koraput Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Koraput Lok Sabha constituency,,,
Q6191080,Q61479102,Member of the Fourteenth Odisha Legislative Assembly,"",2009-05-19,Laxmipur Vidhan Sabha constituency,Fourteenth Odisha Legislative Assembly,2009 Odisha Legislative Assembly election,2014-05-18,,
Q6203277,Q42509248,Member of the 16th Lok Sabha,"","",Udhampur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Udhampur Lok Sabha constituency,,,
Q6203277,Q56051771,Member of the 17th Lok Sabha,"","",Udhampur Lok Sabha constituency,17th Lok Sabha,,,,
Q6279404,Q17324844,member of the Rajya Sabha,"","",Jammu & Kashmir,,,,,
Q6279404,Q42509248,Member of the 16th Lok Sabha,"","",Kottayam Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kottayam Lok Sabha constituency,2018-07-01,,
Q6279404,Q42509330,Member of the 15th Lok Sabha,"","",Kottayam Lok Sabha constituency,,,,,
Q6298726,Q42509248,Member of the 16th Lok Sabha,"","",Sundargarh Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Sundargarh Lok Sabha constituency,,,
Q6298726,Q42510875,Member of the 13th Lok Sabha,"","",Sundargarh Lok Sabha constituency,,,,,
Q6298726,Q56051771,Member of the 17th Lok Sabha,"","",Sundargarh Lok Sabha constituency,17th Lok Sabha,,,,
Q6298726,Q61479293,Member of the Eleventh Odisha Legislative Assembly,"",1995-03-15,Bonai Vidhan Sabha constituency,Eleventh Odisha Legislative Assembly,1995 Odisha Legislative Assembly election,2000-02-29,,
Q6298726,Q61479298,Member of the Tenth Odisha Legislative Assembly,"",1990-03-03,,Tenth Odisha Legislative Assembly,1990 Odisha Legislative Assembly election,1995-03-15,,
Q6298726,Q6866408,Minister of Tribal Affairs,"",2014-05-27,,,,,,Kishore Chandra Deo
Q6319410,Q42509248,Member of the 16th Lok Sabha,"","",Betul Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Betul Lok Sabha constituency,,,
Q6319410,Q42509330,Member of the 15th Lok Sabha,"",2009,Betul Lok Sabha constituency,,,,,Hemant Khandelwal
Q6323379,Q42509248,Member of the 16th Lok Sabha,"","",Kolar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kolar Lok Sabha constituency,,,
Q6323379,Q42509330,Member of the 15th Lok Sabha,"","",Kolar Lok Sabha constituency,,,,,
Q6323379,Q42510526,Member of the 14th Lok Sabha,"","",Kolar Lok Sabha constituency,,,,,
Q6323379,Q42510875,Member of the 13th Lok Sabha,"","",Kolar Lok Sabha constituency,,,,,
Q6323379,Q42513698,Member of the 12th Lok Sabha,"","",Kolar Lok Sabha constituency,,,,,
Q6323379,Q42529724,Member of the 10th Lok Sabha,"","",Kolar Lok Sabha constituency,,,,,
Q6323379,Q42529900,Member of the 11th Lok Sabha,"","",Kolar Lok Sabha constituency,,,,,
Q6323498,Q42509248,Member of the 16th Lok Sabha,"","",Nizamabad Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Nizamabad Lok Sabha constituency,,,
Q6323658,Q42509248,Member of the 16th Lok Sabha,"","",Sriperumbudur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Sriperumbudur Lok Sabha constituency,,,
Q6324192,Q42509248,Member of the 16th Lok Sabha,"","",Ernakulam Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Ernakulam Lok Sabha constituency,,,
Q6324192,Q42509330,Member of the 15th Lok Sabha,"","",Ernakulam Lok Sabha constituency,,,,,
Q6349597,Q42509248,Member of the 16th Lok Sabha,"",2014,Barasat Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Barasat Lok Sabha constituency,,,Kakoli Ghosh Dastidar
Q6349597,Q42509330,Member of the 15th Lok Sabha,"",2009,Barasat Lok Sabha constituency,15th Lok Sabha,,2014,Kakoli Ghosh Dastidar,Subrata Bose
Q6349597,Q56051771,Member of the 17th Lok Sabha,"","",Barasat Lok Sabha constituency,17th Lok Sabha,,,,
Q6352693,Q42509248,Member of the 16th Lok Sabha,"","",Bolangir Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bolangir Lok Sabha constituency,,,
Q6352693,Q42509330,Member of the 15th Lok Sabha,"",2009,Bolangir Lok Sabha constituency,,,,,Sangeeta Kumari Singh Deo
Q6352693,Q61479168,Member of the Thirteenth Odisha Legislative Assembly,"",2004-05-15,,Thirteenth Odisha Legislative Assembly,"Odisha Legislative Assembly election, 2004",2009-05-19,,
Q6354410,Q17324844,member of the Rajya Sabha,"","",,,,,,
Q6354410,Q18039836,Member of the Uttar Pradesh Legislative Assembly,political position in India,"",,,,,,
Q6354410,Q42509248,Member of the 16th Lok Sabha,"","",Deoria Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Deoria Lok Sabha constituency,,,
Q6358693,Q42509248,Member of the 16th Lok Sabha,"","",Janjgir Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Janjgir-champa Lok Sabha constituency,,,
Q6415053,Q42509248,Member of the 16th Lok Sabha,"","",Arunachal West Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Arunachal West Lok Sabha constituency,,,
Q6415053,Q56051771,Member of the 17th Lok Sabha,"","",Arunachal West Lok Sabha constituency,17th Lok Sabha,,,,
Q6415343,Q42509248,Member of the 16th Lok Sabha,"","",Mumbai North East Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Mumbai North East Lok Sabha constituency,,,
Q6415343,Q42510875,Member of the 13th Lok Sabha,"","",Mumbai North East Lok Sabha constituency,,,,,
Q6416217,Q42509248,Member of the 16th Lok Sabha,"","",Gonda Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Gonda Lok Sabha constituency,,,
Q6416217,Q42513698,Member of the 12th Lok Sabha,"","",Gonda Lok Sabha constituency,,,,,
Q6416217,Q56051771,Member of the 17th Lok Sabha,"","",Gonda Lok Sabha constituency,17th Lok Sabha,,,,
Q6425330,Q42509248,Member of the 16th Lok Sabha,"","",Mavelikara Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Mavelikkara Lok Sabha constituency,,,
Q6425330,Q42509330,Member of the 15th Lok Sabha,"","",Mavelikara Lok Sabha constituency,,,,,
Q6425330,Q42510875,Member of the 13th Lok Sabha,"","",Adoor Lok Sabha constituency,,,,,
Q6425330,Q56051771,Member of the 17th Lok Sabha,"","",Mavelikara Lok Sabha constituency,17th Lok Sabha,,,,
Q6428733,Q42509248,Member of the 16th Lok Sabha,"","",Machilipatnam Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Machilipatnam Lok Sabha constituency,,,
Q6428733,Q42509330,Member of the 15th Lok Sabha,"","",Machilipatnam Lok Sabha constituency,,,,,
Q6437722,Q42509248,Member of the 16th Lok Sabha,"","",Hindupur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Hindupur Lok Sabha constituency,,,
Q6437722,Q42509330,Member of the 15th Lok Sabha,"","",Hindupur Lok Sabha constituency,,,,,
Q6445140,Q18039836,Member of the Uttar Pradesh Legislative Assembly,political position in India,"",,,,,,
Q6445140,Q42509248,Member of the 16th Lok Sabha,"","",Moradabad Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Moradabad Lok Sabha constituency,,,
Q6480616,Q42509248,Member of the 16th Lok Sabha,"","",Daman and Diu Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Daman & Diu Lok Sabha constituency,,,
Q6480616,Q56051771,Member of the 17th Lok Sabha,"","",Daman and Diu Lok Sabha constituency,17th Lok Sabha,,,,
Q6547529,Q17582810,Member of the Gujarat Legislative Assembly,political position in India,"",,,,,,
Q6547529,Q42509248,Member of the 16th Lok Sabha,"","",Patan Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Patan Lok Sabha constituency,,,
Q6712425,Q42509248,Member of the 16th Lok Sabha,"","",Palakkad Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Palakkad Lok Sabha constituency,,,
Q6712425,Q42509330,Member of the 15th Lok Sabha,"","",Palakkad Lok Sabha constituency,,,,,
Q6712776,Q42509248,Member of the 16th Lok Sabha,"","",Kozhikode Lok Sabha Constituency,16th Lok Sabha,2014 Indian general election in Kozhikode Lok Sabha constituency,,,
