id,name,position,start_date,end_date
154d8d7c-eec8-4824-8d75-f21e340f6860,Adriana Muñoz D'Albora,member of the Senate of Chile,,
3f50dcc0-daed-4745-83f9-8ab53a78e6c6,Alberto Espina Otero,member of the Senate of Chile,,
b88fcc21-6421-4c92-9417-700aa8a9af33,Alejandro Navarro Brain,member of the Senate of Chile,,
ea8eef9d-ff4d-4e5a-b2f8-676bbe18d9c2,Alfonso De Urresti Longton,member of the Senate of Chile,,
fdec2a4f-a8df-40aa-a37b-8a80851778b7,Andrés Chadwick Piñera,member of the Senate of Chile,,
fb7c32eb-79da-42be-a003-03b6748e72b1,Baldo Prokuriça Prokuriça,member of the Senate of Chile,,
4dd5555f-2599-46e0-a197-4090bbe44627,Camilo Escalona Medina,member of the Senate of Chile,,
e9909c84-67f9-4ab6-9804-1f8ddac60eab,Carlos Bombal Otaegui,member of the Senate of Chile,,
34737795-6a3e-41ab-acea-832bc7a34179,Carlos Cantero Ojeda,member of the Senate of Chile,,
4fb989ed-a307-498b-93e8-5425868b2a0b,Carlos Ignacio Kuschel Silva,member of the Senate of Chile,,
e7bb844b-6886-4f76-bbd1-6ebd5cccff68,Carlos Montes Cisternas,member of the Senate of Chile,,
d120947f-4dd6-419d-a52b-aefacfffe9ba,Carolina Goic Boroevic,member of the Senate of Chile,,
9553b5d0-b544-4400-8b78-be744053edcf,Eugenio Munizaga Rodríguez,member of the Senate of Chile,,
ea0bcbd4-7988-40ea-aaed-30ecb7f313c3,Evelyn Matthei Fornet,member of the Senate of Chile,,
542f6210-20af-4bdd-bc7d-8d3bb9f5c49f,Fulvio Rossi Ciocca,member of the Senate of Chile,,
c7267a5a-2ee3-436f-9c7c-a4fff4325aaf,Gonzalo Uriarte Herrera,member of the Senate of Chile,,
2e482e4b-bafd-4d5e-8d15-b21a1f290578,Guido Girardi Lavín,member of the Senate of Chile,,
d7a59c67-059a-4927-af31-afa6adec1051,Hosain Sabag Castillo,member of the Senate of Chile,,
fc052a4b-de9b-42cd-9d8a-7629d732e1cb,Ignacio Walker Prieto,member of the Senate of Chile,,
fc052a4b-de9b-42cd-9d8a-7629d732e1cb,Ignacio Walker Prieto,foreign minister,2004-10-01,2006-03-11
028034cd-b9ee-436e-9c01-1686154bc0e7,Isabel Allende Bussi,member of the Senate of Chile,,
7d861e23-8e29-4599-b93f-6e9015fe4573,Iván Moreira Barros,member of the Senate of Chile,,
f97554e1-b008-4b4a-9649-7f3bfc1602b9,Jaime Naranjo Ortiz,member of the Senate of Chile,,
a116cd4c-7f9c-4172-a04f-80d0b1a2af6b,Laura Soto González,member of the Senate of Chile,,
9baeba08-845b-4558-be37-d85a0d072195,Manuel Antonio Matta Aragay,member of the Senate of Chile,,
5df7c9f6-e09c-4cbf-8d06-50d8cdccd69a,Nelson Avila Contreras,member of the Senate of Chile,,
a0f6612a-ee1c-4550-9695-8fdb7a1f4acc,Pablo Longueira Montes,member of the Senate of Chile,,
68d3ff24-b4c4-4ba5-bfd4-fc10192f7235,Pedro Araya Guerrero,member of the Senate of Chile,,
ecbf63cb-e933-4e8e-a768-a75e7859cf3f,Pedro Muñoz Aburto,member of the Senate of Chile,,
9126972a-3ed4-417f-aafc-83fb434d1a38,Roberto Muñoz Barra,member of the Senate of Chile,,
ea6e53d4-8937-4738-aa49-45f104ffe406,Víctor Pérez Varela,member of the Senate of Chile,,
