id,name,position,start_date,end_date,type
7c83651f-d89b-4247-8c95-4dffdf5966d1,Stephen Harper,Prime Minister of Canada,2006-02-06,2015-11-04,cabinet
4842c8d2-87f6-496d-8214-5a60f393b1f9,Ralph Goodale,Minister of Public Safety and Emergency Preparedness,2015-11-04,,cabinet
4842c8d2-87f6-496d-8214-5a60f393b1f9,Ralph Goodale,Minister of Finance,2003-12-11,2006-02-06,cabinet
4842c8d2-87f6-496d-8214-5a60f393b1f9,Ralph Goodale,Minister of Public Services and Procurement,2002-05-26,2003-12-11,cabinet
4205d3db-a1f5-424d-8691-27011ac5c915,Maryam Monsef,Minister for Democratic Reform,2015-11-04,2017-01-10,cabinet
4205d3db-a1f5-424d-8691-27011ac5c915,Maryam Monsef,Minister responsible for the Status of Women,2017-01-10,,cabinet
dc374b77-57a7-4d98-afa2-12beca7cbed5,Bardish Chagger,Minister of Small Business and Tourism,"",,cabinet
59755c39-2954-4708-b206-0dc8b3dbb6d8,Barry Devolin,Minister of Aboriginal Affairs and Northern Development,2007-11-13,2009-02-02,cabinet
c859d29f-2a15-4b6d-a9cb-388ff864dcd8,Gerry Byrne,Minister for the purposes of the Atlantic Canada Opportunities Agency Act,"",,cabinet
6b72b104-78be-4c4f-bdbf-1766282628c8,Irene Mathyssen,Minister responsible for the Status of Women,2011-11-15,2012-04-22,cabinet
73712677-6c29-4b11-8671-e06d62c24cbf,Peter Kent,Minister of the Environment,2011-11-04,2013-07-15,cabinet
a9579889-f0eb-4eee-8aec-93dfa4ab01f4,Stéphane Dion,Minister of Intergovernmental Affairs,1996-03-25,2003-12-11,cabinet
a9579889-f0eb-4eee-8aec-93dfa4ab01f4,Stéphane Dion,Minister of the Environment,2004-07-20,2006-02-06,cabinet
a9579889-f0eb-4eee-8aec-93dfa4ab01f4,Stéphane Dion,Minister of Foreign Affairs of Canada,2015-11-04,2017-01-10,cabinet
d48c5536-722f-4f54-b8b9-ea43a0e1bec2,Maxime Bernier,Minister of Small Business and Tourism,2011-05-18,2015-11-04,cabinet
d48c5536-722f-4f54-b8b9-ea43a0e1bec2,Maxime Bernier,Minister of Industry,2006-02-06,2007-08-13,cabinet
d48c5536-722f-4f54-b8b9-ea43a0e1bec2,Maxime Bernier,Minister of Foreign Affairs of Canada,2007-08-13,2008-05-26,cabinet
d64126a9-735f-4ec6-94a2-709c47c12688,Jim Flaherty,Minister of Finance,2006-02-06,2014-03-18,cabinet
