id,label,type
Q16141555,Minister of the Environment,cabinet
Q18176438,Minister of Finance,cabinet
Q18176440,Minister of Justice,cabinet
Q24045773,Minister of the Navy,cabinet
Q24574297,Minister of Sports,cabinet
Q30306297,Minister of Natural Environment,cabinet
