id,name,start_date,end_date,wikidata
56,56th Chamber of Deputies of Brazil,2019-02-01,2023-01-31,Q57947486
55,55th Chamber of Deputies of Brazil,2015-02-01,2019-01-31,Q18479094
54,54th Chamber of Deputies of Brazil,2011-02-01,2015-01-31,Q4640499
53,53rd Chamber of Deputies of Brazil,2007-02-01,2011-02-01,Q4640371
