id,name,party,party_wikipedia,constituency,term,identifier__wikipedia_fo,source
birgir_danielsen,Birgir Danielsen,Fólkaflokkurin,Fólkaflokkurin,Suðurstreymoy,1990,Birgir Danielsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
edmund_joensen,Edmund Joensen,Sambandsflokkurin,Sambandsflokkurin,Eysturoy,1990,Edmund Joensen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
finnbogi_arge,Finnbogi Arge,Sambandsflokkurin,Sambandsflokkurin,Suðurstreymoy,1990,Finnbogi Arge,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
finnbogi_Ísakson,Finnbogi Ísakson,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Suðurstreymoy,1990,Finnbogi Ísakson,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
flemming_mikkelsen,Flemming Mikkelsen,Sambandsflokkurin,Sambandsflokkurin,Suðuroy,1990,Flemming Mikkelsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
frank_davidsen,Frank Davidsen,Javnaðarflokkurin,Javnaðarflokkurin,Vágar,1990,Frank Davidsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
heini_o._heinesen,Heini O. Heinesen,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Norðoyar,1990,Heini O. Heinesen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
helena_dam_á_neystabø,Helena Dam á Neystabø,Sjálvstýrisflokkurin,Sjálvstýrisflokkurin,Suðurstreymoy,1990,Helena Dam á Neystabø,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
henrik_old,Henrik Old,Javnaðarflokkurin,Javnaðarflokkurin,Suðuroy,1990,Henrik Old,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
hergeir_nielsen,Hergeir Nielsen,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Suðuroy,1990,Hergeir Nielsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
john_petersen_(politikari),John Petersen,Fólkaflokkurin,Fólkaflokkurin,Sandoy,1990,John Petersen (politikari),https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
jóannes_eidesgaard,Jóannes Eidesgaard,Javnaðarflokkurin,Javnaðarflokkurin,Suðuroy,1990,Jóannes Eidesgaard,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
jógvan_a._johannessen,Jógvan A. Johannessen,Javnaðarflokkurin,Javnaðarflokkurin,Sandoy,1990,Jógvan A. Johannessen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
jógvan_i._olsen,Jógvan I. Olsen,Sambandsflokkurin,Sambandsflokkurin,Eysturoy,1990,Jógvan I. Olsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
jógvan_sundstein,Jógvan Sundstein,Fólkaflokkurin,Fólkaflokkurin,Suðurstreymoy,1990,Jógvan Sundstein,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
jørgen_thomsen,Jørgen Thomsen,Javnaðarflokkurin,Javnaðarflokkurin,Eysturoy,1990,Jørgen Thomsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
lasse_klein,Lasse Klein,Sjálvstýrisflokkurin,Sjálvstýrisflokkurin,Eysturoy,1990,Lasse Klein,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
lisbeth_l._petersen,Lisbeth L. Petersen,Sambandsflokkurin,Sambandsflokkurin,Suðurstreymoy,1990,Lisbeth L. Petersen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
marita_petersen,Marita Petersen,Javnaðarflokkurin,Javnaðarflokkurin,Suðurstreymoy,1990,Marita Petersen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
niels_pauli_danielsen,Niels Pauli Danielsen,Kristiligi Fólkaflokkurin,Kristiligi Fólkaflokkurin,Norðoyar,1990,Niels Pauli Danielsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
olaf_olsen,Olaf Olsen,Fólkaflokkurin,Fólkaflokkurin,Eysturoy,1990,Olaf Olsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
signar_á_brúnni,Signar á Brúnni,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Eysturoy,1990,Signar á Brúnni,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
svend_aage_ellefsen,Svend Aage Ellefsen,Fólkaflokkurin,Fólkaflokkurin,Vágar,1990,Svend Aage Ellefsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
sverre_midjord,Sverre Midjord,Javnaðarflokkurin,Javnaðarflokkurin,Suðuroy,1990,Sverre Midjord,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
terje_davidsen,Terje Davidsen,Sambandsflokkurin,Sambandsflokkurin,Norðurstreymoy,1990,Terje Davidsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
thomas_arabo,Thomas Arabo,Javnaðarflokkurin,Javnaðarflokkurin,Norðurstreymoy,1990,Thomas Arabo,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
tordur_niclasen,Tordur Niclasen,Kristiligi Fólkaflokkurin,Kristiligi Fólkaflokkurin,Eysturoy,1990,Tordur Niclasen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
vilhelm_johannesen,Vilhelm Johannesen,Javnaðarflokkurin,Javnaðarflokkurin,Norðoyar,1990,Vilhelm Johannesen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
Óli_breckmann,Óli Breckmann,Fólkaflokkurin,Fólkaflokkurin,Suðurstreymoy,1990,Óli Breckmann,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
