uuid,female,male,other,skip,total
bfbc6b45-4b2f-4e9d-ae93-139aeba3e7de,,17,,,17
013b9601-d6c4-48f0-a3f2-7796f5a88a3d,,19,,,19
5cdebce1-59ea-4a95-a750-521d4bf7c625,,17,,,17
35bcb0da-d911-4310-a5a9-92ba2a87813f,,17,1,,18
5830538,,18,,,18
00ad134f-e835-4863-92ec-e5ca544c6549,,16,,,16
797907c8-554a-4157-854c-a39970cc6521,,17,,,17
6b91abc9-f67c-465b-978f-4d19ad0b659d,,17,,,17
516314cc-ad1a-4387-b16e-7c4aef0c808a,,17,,,17
48bb0683-34c4-4f6f-9e56-7a4011a3571d,,15,,,15
b18df757-03a4-43a3-9cf7-77a3588cbb12,,16,,,16
2532b7d5-9b8b-4c14-b65b-17f046788631,,18,,,18
68caf778-d931-4874-a6ee-b36129e8e4bd,,16,,,16
0562f53f-a13c-4bb2-9e96-385e2e78122e,,18,,,18
452114a5-c34d-4988-9a45-95a08a82c159,,20,,,20
9e972888-390d-4d44-bed3-6ca3b36aef16,16,,,,16
bcdd054a-7e45-401d-933c-3e74e2118741,,17,,,17
2c496a38-0633-45f9-8977-757ae223c015,,16,1,,17
70b6e05c-7b4a-4a02-b2c8-711b0b7bcd85,,17,,,17
7d392aab-c3aa-4d89-9417-e976870f0dd7,16,,,,16
0b43b76b-8a13-4e1e-b2c3-332dfe6d903a,,16,,,16
283de216-17e9-4d92-be81-ba8ab73a1da3,,18,,,18
a7c9b340-16bd-4392-89d7-ee73c12f1321,16,,,,16
07eb7737-8eff-47c7-a997-5f528fb7e6e1,,17,,,17
c9998af3-ce72-4137-93e7-ac169fe8eba7,,17,,,17
b46b9f96-eb12-4eed-80c6-3d3febba03cf,,18,,,18
5830826,,18,,,18
e3c11ef8-5e2d-46a8-a0e8-80d872969405,,16,,,16
a3e523e9-e2be-4642-a103-dc29f7d4d081,,17,,,17
0b54ab24-fbf8-4922-bc79-ed007ad3fd0c,14,1,,,15
58d4fb1f-0009-4131-86b4-c200a38b7272,,19,,,19
5830801,,16,,,16
592eba39-32d6-4b1b-a2d0-f44d3ec9eaa0,,16,,,16
