id,wikidata
ba5c6597-8720-4aed-af13-5427a56f8048,Q1472820
nacionalista_gana_perÚ,Q669307
perÚ_posible,Q1420702
concertaciÓn_parlamentaria,Q16491345
acciÓn_popular_-_frente_amplio,Q5656221
04b859ca-9567-4518-bd24-4c9509d910f7,Q1543477
8d2b2451-587b-4046-adee-3371baca2fe7,Q285457
uniÓn_regional,Q16644737
19dd0706-e595-4f60-9d46-83160302f78e,Q24506427
50e8b859-9341-47a2-b716-bba22880e71b,Q327591
