id,name,position,start_date,end_date,type
62eed31a-947b-4ba4-8eb7-2a49e7e63094,"Rogán, Antal",chief of staff of the Prime Minister of Hungary,2015-10-01,"",cabinet
2e6f896f-a6dc-4915-9e43-ba363a27db26,"Dr. Simicskó, István",Minister of Defence of Hungary,2015-09-10,2018-05-18,cabinet
e6c698c1-a9bf-4184-9664-f26ace91c863,"Varga, Mihály",Minister of National Economy of Hungary,2013-03-07,"",cabinet
071082fe-048a-452a-8785-d24610c1b7cb,"Dr. Seszták, Miklós",Minister of National Development of Hungary,2014-06-06,"",cabinet
27441808-474d-4a03-80e9-d69837888cd6,"Gyurcsány, Ferenc",Minister of Youth and Sports Affairs in Hungary,2003-05-18,2004-09-27,cabinet
27441808-474d-4a03-80e9-d69837888cd6,"Gyurcsány, Ferenc",Prime Minister of Hungary,2004-09-29,2009-04-14,cabinet
7559275b-e71d-41d1-b4d2-18e59ba64919,"Balog, Zoltán",Minister of Human Capacities of Hungary,2012-05-14,2018-05-18,cabinet
1a7ebf9b-9090-4e6f-883d-ed950e8422f4,"Hende, Csaba",Minister of Defence of Hungary,2010-05-29,2015-09-07,cabinet
2d0ecbd4-d03d-49dc-8145-4893a3367178,"Dr. Fónagy, János",Minister of Transport and Water Management,2000-10-01,2002-05-27,cabinet
8dae98a0-0aef-47f2-8318-b1f88fe30dff,"Kövér, László",Minister of Civilian Intelligence Services,1998-07-08,2000-05-02,cabinet
24bbaefc-5790-483f-beab-ffe92b109f07,"Dr. Fazekas, Sándor",Minister of Agriculture of Hungary,2010-05-29,"",cabinet
d5bcd6de-2fb7-4222-bba4-0f6b31cbbd40,"Dr. Semjén, Zsolt",Minister Without Portfolio for National Policy of Hungary,2010-05-29,2018-05-18,cabinet
d5bcd6de-2fb7-4222-bba4-0f6b31cbbd40,"Dr. Semjén, Zsolt",Deputy Prime Minister of Hungary,2010-06-01,"",cabinet
e12324bb-f3f2-41a7-9aa7-c730553cdfb4,"Orbán, Viktor",Prime Minister of Hungary,1998-07-08,2002-05-27,cabinet
e12324bb-f3f2-41a7-9aa7-c730553cdfb4,"Orbán, Viktor",Prime Minister of Hungary,2010-05-29,"",cabinet
3d86f250-d70d-42e2-9aca-9afadb9d92a1,"Szijjártó, Péter",Minister of Foreign Affairs of Hungary,2014-09-23,"",cabinet
588e67cd-9905-480d-8f3d-71baf4365d93,"Lázár, János",Minister of the Prime Minister's Office of Hungary,2014-06-06,2018-05-17,cabinet
904ef86b-6073-4c88-9645-019e58e67bf9,"Burány, Sándor",Minister of Labour,2003-03-03,2004-10-04,cabinet
