id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
abednico_bhebhe,Abednico Bhebhe,,,MDC-T,mdc-t,Nkayi South,House of Assembly,8,,,,
abednico_ncube,Abednico Ncube,,,ZANU PF,zanu_pf,Gwanda South,House of Assembly,8,,,,
adam_chimwamurombe,Adam Chimwamurombe,,,ZANU PF,zanu_pf,Chipinge West,House of Assembly,8,,,,
albert_mhlanga,Albert Mhlanga,,,MDC-T,mdc-t,Pumula,House of Assembly,8,,,,
aldrin_musiiwa,Aldrin Musiiwa,,,ZANU PF,zanu_pf,Chakari,House of Assembly,8,,,,
alexio_musundire,Alexio Musundire,,,MDC-T,mdc-t,Zengeza East,House of Assembly,8,,,,
alfred_mufunga,Alfred Mufunga,,,ZANU PF,zanu_pf,Muzarabani North,House of Assembly,8,,,,
ambrose_mutinhiri,Ambrose Mutinhiri,,,ZANU PF,zanu_pf,Marondera West,House of Assembly,8,,,,
amos_chibaya,Amos Chibaya,,,MDC-T,mdc-t,Mkoba,House of Assembly,8,,,,
amos_midzi,Amos Midzi,,,ZANU PF,zanu_pf,Epworth,House of Assembly,8,,,,
andrew_langa,Andrew Langa,,,ZANU PF,zanu_pf,Insizo North,House of Assembly,8,,,,
anele_ndebele,Anele Ndebele,,,MDC-T,mdc-t,Magwegwe,House of Assembly,8,,,,
aqualina_katsande,Aqualina Katsande,,,ZANU PF,zanu_pf,Mudzi West,House of Assembly,8,,,,
arnold_tsunga,Arnold Tsunga,,,MDC-T,mdc-t,Dangamvura-Chikanga,House of Assembly,8,,,,
batsirayi_pemhenayi,Batsirayi Pemhenayi,,,ZANU PF,zanu_pf,Mutare North,House of Assembly,8,,,,
bekithemba_mpofu,Bekithemba Mpofu,,,ZANU PF,zanu_pf,Hwange West,House of Assembly,8,,,,
bekithemba_nyathi,Bekithemba Nyathi,,,MDC-T,mdc-t,Pelandaba-Mpompoma,House of Assembly,8,,,,
berta_chikwama,Berta Chikwama,,,ZANU PF,zanu_pf,Gutu East,House of Assembly,8,,,,
biata_b._nyamupinga,Biata B. Nyamupinga,,,ZANU PF,zanu_pf,Goromonzi West,House of Assembly,8,,,,
biggie_j._matiza,Biggie J. Matiza,,,ZANU PF,zanu_pf,Murehwa South,House of Assembly,8,,,,
blessed_runesu,Blessed Runesu,,,ZANU PF,zanu_pf,Sanyati,House of Assembly,8,,,,
brian_tshuma,Brian Tshuma,,,MDC-T,mdc-t,Hwange Central,House of Assembly,8,,,,
cephas_sindi,Cephas Sindi,,,ZANU PF,zanu_pf,Gokwe-Chireya,House of Assembly,8,,,,
chenayimoyo_d._f._nhema,Chenayimoyo D. F. Nhema,,,ZANU PF,zanu_pf,Shurugwi North,House of Assembly,8,,,,
chiratidzo_mabuwa,Chiratidzo Mabuwa,,,ZANU PF,zanu_pf,Mberengwa South,House of Assembly,8,,,,
christoper_mushohwe,Christoper Mushohwe,,,ZANU PF,zanu_pf,Mutare West,House of Assembly,8,,,,
christopher_chigumba,Christopher Chigumba,,,ZANU PF,zanu_pf,Chutungwiza South,House of Assembly,8,,,,
christopher_chitindi,Christopher Chitindi,,,ZANU PF,zanu_pf,Muzarabani south,House of Assembly,8,,,,
christopher_kuruneri,Christopher Kuruneri,,,ZANU PF,zanu_pf,Mt Darwin East,House of Assembly,8,,,,
christopher_mutsvangwa,Christopher Mutsvangwa,,,ZANU PF,zanu_pf,Norton,House of Assembly,8,,,,
chriswell_mutematsaka,Chriswell Mutematsaka,,,ZANU PF,zanu_pf,Guruve South,House of Assembly,8,,,,
chuma_k._bhasikiti,Chuma K. Bhasikiti,,,ZANU PF,zanu_pf,Mwenezi East,House of Assembly,8,,,,
clifford_sibanda,Clifford Sibanda,,,ZANU PF,zanu_pf,Bubi,House of Assembly,8,,,,
costa_machingauta,Costa Machingauta,,,MDC-T,mdc-t,Budiriro,House of Assembly,8,,,,
daniel_m._ncube,Daniel M. Ncube,,,ZANU PF,zanu_pf,Zhombe,House of Assembly,8,,,,
daniel_shumba,Daniel Shumba,,,ZANU PF,zanu_pf,Masvingo Urban,House of Assembly,8,,,,
david_butau,David Butau,,,ZANU PF,zanu_pf,Mbire,House of Assembly,8,,,,
david_chapfika,David Chapfika,,,ZANU PF,zanu_pf,Mutoko South,House of Assembly,8,,,,
davis_murapira,Davis Murapira,,,ZANU PF,zanu_pf,Masvingo North,House of Assembly,8,,,,
denford_masiya,Denford Masiya,,,ZANU PF,zanu_pf,Chiredzi East,House of Assembly,8,,,,
dextor_t._nduna,Dextor T. Nduna,,,ZANU PF,zanu_pf,Chegutu West,House of Assembly,8,,,,
didymua_mutasa,Didymua Mutasa,,,ZANU PF,zanu_pf,Headlands,House of Assembly,8,,,,
dingilizwe_tshuma,Dingilizwe Tshuma,,,MDC-T,mdc-t,EmaKhandeni-Entubane,House of Assembly,8,,,,
dorcas_sibanda,Dorcas Sibanda,,,MDC-T,mdc-t,Bulawayo Central,House of Assembly,8,,,,
dorothy_mangami,Dorothy Mangami,,,ZANU PF,zanu_pf,Gokwe,House of Assembly,8,,,,
dubeko_sibanda,Dubeko Sibanda,,,MDC-T,mdc-t,Binga North,House of Assembly,8,,,,
edgar_chidavaenzi,Edgar Chidavaenzi,,,ZANU PF,zanu_pf,Mazowe North,House of Assembly,8,,,,
edgar_mbwembwe,Edgar Mbwembwe,,,ZANU PF,zanu_pf,Chikomba East,House of Assembly,8,,,,
edmond_mhere,Edmond Mhere,,,ZANU PF,zanu_pf,Masvingo Central,House of Assembly,8,,,,
edson_gumbo,Edson Gumbo,,,ZANU PF,zanu_pf,Gwanda Central,House of Assembly,8,,,,
edward_g._cross,Edward G. Cross,,,MDC-T,mdc-t,Bulawayo South,House of Assembly,8,,,,
elias_mudzuri,Elias Mudzuri,,,MDC-T,mdc-t,Warren Park,House of Assembly,8,,,,
emmerson_mnangagwa,Emmerson Mnangagwa,,,ZANU PF,zanu_pf,Chirumanzu-Zibagwe,House of Assembly,8,,,,
