id,label,type
Q1723031,Prime Minister of Portugal,cabinet
Q23196603,Minister of Health,cabinet
Q25906445,Minister of National Defence,cabinet
Q25909451,Deputy Prime Minister of Portugal,cabinet
Q25917009,Minister of Social Infrastructure,cabinet
Q25917010,Minister of the Environment,cabinet
Q30121475,Minister of Education,cabinet
Q4294919,Minister of Foreign Affairs,cabinet
Q43186728,Minister of Internal Administration,cabinet
