id,wikidata
950f91ae-2d92-4bb2-9fc4-53801bb433a8,Q847263
03419ebf-2093-4a31-94af-9f8631da1062,Q595575
61adc31d-e6f4-4d35-abb1-ef2d8a515d96,Q1054298
7d7e5d00-4126-423d-be5b-d1101b5d71f6,Q769829
b4079743-f4b5-4656-85c8-15c3f1600d66,Q884840
b8ecf9b7-0a67-4d19-bddd-a9b0298ac3d0,Q978086
ee0cf24d-e833-41e4-956b-78d7905fd8c5,Q2054840
196ec6b2-1b31-4e64-84c2-766482b9a8f5,Q2119074
15f0cd2e-0c1c-4547-9fd3-62ff541f434b,Q3112915
3451d47c-3726-4f2f-a190-44bd7bf8300d,Q1851550
80c44922-2904-4040-8a92-38f934ae3e65,Q10345705
40d87cc8-5411-4ccf-b43b-2ea1281b01d2,Q613464
6334934f-87d3-4cc4-8092-3ea3c7cf7992,Q1054298
8a24bd9d-027c-4c96-b7ff-3ef7e087ec32,Q3800663
1aae9df2-7eba-4218-be90-59a6983eab24,Q980864
4f053262-afd9-47f6-be41-05696147f4a2,Q2823707
77768da3-3d4f-462b-83a7-88690315ef7c,Q327591
