id,name,birth_date,gender,area,source,term,image
%C4%90ong-Huu-Mao,Đồng Hữu Mạo,1954-03-01,male,Thừa Thiên - Huế,http://dbqh.na.gov.vn/daibieu/79/2209/%C4%90ong-Huu-Mao.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2209.jpg
Ngo-Thi-Minh,Ngô Thị Minh,1964-01-26,female,Quảng Ninh,http://dbqh.na.gov.vn/daibieu/48/2114/Ngo-Thi-Minh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2114.jpg
Ngo-Van-Minh,Ngô Văn Minh,1959-09-05,male,Quảng Nam,http://dbqh.na.gov.vn/daibieu/46/2094/Ngo-Van-Minh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2094.jpg
Tran-Binh-Minh,Trần Bình Minh,1958-12-26,male,Bạc Liêu,http://dbqh.na.gov.vn/daibieu/83/2061/Tran-Binh-Minh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2061.jpg
Tran-Van-Minh,Trần Văn Minh,1961-12-07,male,Quảng Ninh,http://dbqh.na.gov.vn/daibieu/48/2258/Tran-Van-Minh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2258.jpg
Nguyen-Van-Minh,Nguyễn Văn Minh,1964-02-02,male,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2832/Nguyen-Van-Minh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2832.jpg
Pham-Binh-Minh,Phạm Bình Minh,1959-03-26,male,Quảng Ninh,http://dbqh.na.gov.vn/daibieu/48/2079/Pham-Binh-Minh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2079.jpg
Y-Mui,Y Mửi (Rơ Châm H`MưiH),1959-12-20,female,Kon Tum,http://dbqh.na.gov.vn/daibieu/33/2220/Y-Mui.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2220.jpg
Lo-Van-Muon,Lò Văn Muôn,1961-04-03,male,Điện Biên,http://dbqh.na.gov.vn/daibieu/64/2182/Lo-Van-Muon.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2182.jpg
Giang-Pao-My,Giàng Páo Mỷ,1963-12-22,female,Lai Châu,http://dbqh.na.gov.vn/daibieu/37/2827/Giang-Pao-My.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2827.jpg
Trieu-Mui-Nai,Triệu Mùi Nái (Triệu Thị Nái),1964-04-12,female,Hà Giang,http://dbqh.na.gov.vn/daibieu/22/1994/Trieu-Mui-Nai.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1994.jpg
Nguyen-Thanh-Nam,Nguyễn Thanh Nam,1958-03-02,male,Cà Mau,http://dbqh.na.gov.vn/daibieu/13/2401/Nguyen-Thanh-Nam.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2401.jpg
Than-%C4%90uc-Nam,Thân Đức Nam,1958-01-05,male,TP Đà Nẵng,http://dbqh.na.gov.vn/daibieu/16/2337/Than-%C4%90uc-Nam.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2337.jpg
Le-Nam,Lê Nam,1956-05-19,male,Thanh Hoá,http://dbqh.na.gov.vn/daibieu/56/2606/Le-Nam.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2606.jpg
Ho-Van-Nam,Hồ Văn Năm,1961-07-01,male,Đồng Nai,http://dbqh.na.gov.vn/daibieu/18/2517/Ho-Van-Nam.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2517.jpg
Pham-Thi-Hong-Nga,Phạm Thị Hồng Nga,1961-01-29,female,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/2859/Pham-Thi-Hong-Nga.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2859.jpg
Hoang-Thi-To-Nga,Hoàng Thị Tố Nga,1967-11-03,female,Nam Định,http://dbqh.na.gov.vn/daibieu/39/2970/Hoang-Thi-To-Nga.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2970.jpg
Chau-Thi-Thu-Nga,Châu Thị Thu Nga,1965-04-29,female,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/2896/Chau-Thi-Thu-Nga.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2896.jpg
Le-Thi-Nga,Lê Thị Nga,1964-12-20,female,Thái Nguyên,http://dbqh.na.gov.vn/daibieu/54/1937/Le-Thi-Nga.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1937.jpg
Nguyen-Thi-Bach-Ngan,Nguyễn Thị Bạch Ngân,1964-02-10,female,Bà Rịa - Vũng Tàu,http://dbqh.na.gov.vn/daibieu/3/2678/Nguyen-Thi-Bach-Ngan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2678.jpg
Nguyen-Thi-Kim-Ngan,Nguyễn Thị Kim Ngân,1954-04-12,female,Bến Tre,http://dbqh.na.gov.vn/daibieu/12/2021/Nguyen-Thi-Kim-Ngan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2021.jpg
Tran-Hoang-Ngan,Trần Hoàng Ngân,1964-10-26,male,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2730/Tran-Hoang-Ngan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2730.jpg
Pham-Quang-Nghi,Phạm Quang Nghị,1949-09-02,male,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/2749/Pham-Quang-Nghi.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2749.jpg
Huynh-Nghia,Huỳnh Nghĩa,1955-06-15,male,TP Đà Nẵng,http://dbqh.na.gov.vn/daibieu/16/2342/Huynh-Nghia.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2342.jpg
%C4%90ang-Ngoc-Nghia,Đặng Ngọc Nghĩa,1959-07-11,male,Thừa Thiên - Huế,http://dbqh.na.gov.vn/daibieu/79/2210/%C4%90ang-Ngoc-Nghia.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2210.jpg
Truong-Trong-Nghia,Trương Trọng Nghĩa,1953-02-28,male,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2680/Truong-Trong-Nghia.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2680.jpg
Nguyen-Thi-Nghia,Nguyễn Thị Nghĩa,1960-12-06,female,TP Hải Phòng,http://dbqh.na.gov.vn/daibieu/28/2325/Nguyen-Thi-Nghia.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2325.jpg
Hoa-thuong-Thich-Bao-Nghiem,Hòa thượng Thích Bảo Nghiêm (Đặng Minh Châu),1956-12-27,male,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/2804/Hoa-thuong-Thich-Bao-Nghiem.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2804.jpg
Vu-Viet-Ngoan,Vũ Viết Ngoạn,1958-05-06,male,Khánh Hoà,http://dbqh.na.gov.vn/daibieu/31/2109/Vu-Viet-Ngoan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2109.jpg
Pham-Thi-My-Ngoc,Phạm Thị Mỹ Ngọc,1986-11-11,female,Ninh Bình,http://dbqh.na.gov.vn/daibieu/41/2369/Pham-Thi-My-Ngoc.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2369.jpg
Ho-Trong-Ngu,Hồ Trọng Ngũ (Hoàng Trọng),1958-01-12,male,Vĩnh Long,http://dbqh.na.gov.vn/daibieu/60/1945/Ho-Trong-Ngu.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1945.jpg
Duong-Ngoc-Nguu,Dương Ngọc Ngưu,1954-07-14,male,Điện Biên,http://dbqh.na.gov.vn/daibieu/64/2003/Duong-Ngoc-Nguu.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2003.jpg
Quang-Thi-Nguyen,Quàng Thị Nguyên,1984-01-19,female,Sơn La,http://dbqh.na.gov.vn/daibieu/50/2939/Quang-Thi-Nguyen.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2939.jpg
Le-Thi-Nguyet,Lê Thị Nguyệt,1963-06-02,female,Vĩnh Phúc,http://dbqh.na.gov.vn/daibieu/61/2028/Le-Thi-Nguyet.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2028.jpg
Vu-Thi-Nguyet,Vũ Thị Nguyệt,1983-12-11,female,Hưng Yên,http://dbqh.na.gov.vn/daibieu/21/2368/Vu-Thi-Nguyet.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2368.jpg
%C4%90inh-Van-Nha,Đinh Văn Nhã,1960-06-27,male,Phú Yên,http://dbqh.na.gov.vn/daibieu/44/1935/%C4%90inh-Van-Nha.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1935.jpg
Tran-%C4%90inh-Nha,Trần Đình Nhã,1955-01-18,male,Thừa Thiên - Huế,http://dbqh.na.gov.vn/daibieu/79/1964/Tran-%C4%90inh-Nha.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1964.jpg
Nguyen-Thien-Nhan,Nguyễn Thiện Nhân,1953-06-12,male,Bắc Giang,http://dbqh.na.gov.vn/daibieu/5/2086/Nguyen-Thien-Nhan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2086.jpg
Pham-Trong-Nhan,Phạm Trọng Nhân,1972-03-20,male,Bình Dương,http://dbqh.na.gov.vn/daibieu/9/2885/Pham-Trong-Nhan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2885.jpg
Vo-Tuan-Nhan,Võ Tuấn Nhân,1963-03-06,male,Quảng Ngãi,http://dbqh.na.gov.vn/daibieu/47/2064/Vo-Tuan-Nhan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2064.jpg
Nguyen-Pham-Y-Nhi,Nguyễn Phạm Ý Nhi,1959-11-30,female,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/2874/Nguyen-Pham-Y-Nhi.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2874.jpg
Nguyen-Thi-Bich-Nhiem,Nguyễn Thị Bích Nhiệm,1973-06-06,female,Yên Bái,http://dbqh.na.gov.vn/daibieu/62/2707/Nguyen-Thi-Bich-Nhiem.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2707.jpg
Nguyen-Viet-Nhien,Nguyễn Viết Nhiên,1957-03-26,male,TP Hải Phòng,http://dbqh.na.gov.vn/daibieu/28/2095/Nguyen-Viet-Nhien.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2095.jpg
A-Nhin,A Nhin (Hà Sơn Nhin),1954-04-10,male,Gia Lai,http://dbqh.na.gov.vn/daibieu/20/2585/A-Nhin.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2585.jpg
Le-Thanh-Nhon,Lê Thành Nhơn,1956-06-21,male,Bình Dương,http://dbqh.na.gov.vn/daibieu/9/2552/Le-Thanh-Nhon.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2552.jpg
Nguyen-Thi-Nhung,Nguyễn Thị Nhung,1962-05-20,female,Khánh Hoà,http://dbqh.na.gov.vn/daibieu/31/2503/Nguyen-Thi-Nhung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2503.jpg
Le-Khanh-Nhung,Lê Khánh Nhung,1982-08-01,female,Quảng Bình,http://dbqh.na.gov.vn/daibieu/45/2940/Le-Khanh-Nhung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2940.jpg
Y-Khut-Nie,Y Khút Niê,1960-07-05,male,Đắc Lắk,http://dbqh.na.gov.vn/daibieu/17/2420/Y-Khut-Nie.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2420.jpg
%C4%90o-Ngoc-Nien,Đỗ Ngọc Niễn,1958-08-16,male,Bình Thuận,http://dbqh.na.gov.vn/daibieu/11/2718/%C4%90o-Ngoc-Nien.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2718.jpg
Vu-Van-Ninh,Vũ Văn Ninh,1955-02-23,male,Nam Định,http://dbqh.na.gov.vn/daibieu/39/2016/Vu-Van-Ninh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2016.jpg
Nguyen-Thi-Nuong,Nguyễn Thị Nương,1955-07-22,female,Cao Bằng,http://dbqh.na.gov.vn/daibieu/15/2038/Nguyen-Thi-Nuong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2038.jpg
Nguyen-Van-Pha,Nguyễn Văn Pha,1961-10-24,male,Nam Định,http://dbqh.na.gov.vn/daibieu/39/2009/Nguyen-Van-Pha.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2009.jpg
Cao-%C4%90uc-Phat,Cao Đức Phát,1956-05-25,male,Đắc Lắk,http://dbqh.na.gov.vn/daibieu/17/2066/Cao-%C4%90uc-Phat.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2066.jpg
%C4%90inh-Tien-Phong,Đinh Tiên Phong,1956-12-21,male,Thanh Hoá,http://dbqh.na.gov.vn/daibieu/56/2627/%C4%90inh-Tien-Phong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2627.jpg
%C4%90ang-Thuan-Phong,Đặng Thuần Phong,1964-07-08,male,Bến Tre,http://dbqh.na.gov.vn/daibieu/12/1934/%C4%90ang-Thuan-Phong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1934.jpg
Le-%C4%90ong-Phong,Lê Đông Phong,1960-10-15,male,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2702/Le-%C4%90ong-Phong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2702.jpg
Pham-Hong-Phong,Phạm Hồng Phong,1962-04-22,male,Hậu Giang,http://dbqh.na.gov.vn/daibieu/84/2570/Pham-Hong-Phong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2570.jpg
Tong-Thi-Phong,Tòng Thị Phóng,1954-02-10,female,Đắc Lắk,http://dbqh.na.gov.vn/daibieu/17/2106/Tong-Thi-Phong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2106.jpg
Bui-%C4%90uc-Phu,Bùi Đức Phú,1956-07-06,male,Thừa Thiên - Huế,http://dbqh.na.gov.vn/daibieu/79/2213/Bui-%C4%90uc-Phu.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2213.jpg
Giang-Seo-Phu,Giàng Seo Phử,1951-11-16,male,Lào Cai,http://dbqh.na.gov.vn/daibieu/35/2060/Giang-Seo-Phu.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2060.jpg
Nguyen-Van-Phuc,Nguyễn Văn Phúc,1955-02-23,male,Hà Tĩnh,http://dbqh.na.gov.vn/daibieu/26/2108/Nguyen-Van-Phuc.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2108.jpg
Nguyen-Xuan-Phuc,Nguyễn Xuân Phúc,1954-07-20,male,Quảng Nam,http://dbqh.na.gov.vn/daibieu/46/2083/Nguyen-Xuan-Phuc.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2083.jpg
Nguyen-Hanh-Phuc,Nguyễn Hạnh Phúc,1959-05-12,male,Thái Bình,http://dbqh.na.gov.vn/daibieu/53/2409/Nguyen-Hanh-Phuc.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2409.jpg
Nguyen-Cao-Phuc,Nguyễn Cao Phúc,1970-07-02,male,Quảng Ngãi,http://dbqh.na.gov.vn/daibieu/47/2240/Nguyen-Cao-Phuc.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2240.jpg
Nguyen-Thi-Phuc,Nguyễn Thị Phúc,1965-05-19,female,Bình Thuận,http://dbqh.na.gov.vn/daibieu/11/2722/Nguyen-Thi-Phuc.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2722.jpg
Nguyen-Van-Phung,Nguyễn Văn Phụng,1960-10-16,male,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2624/Nguyen-Van-Phung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2624.jpg
Le-Huu-Phuoc,Lê Hữu Phước,1961-02-28,male,Bình Dương,http://dbqh.na.gov.vn/daibieu/9/2557/Le-Huu-Phuoc.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2557.jpg
Hoang-Huu-Phuoc,Hoàng Hữu Phước,1957-04-09,male,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2860/Hoang-Huu-Phuoc.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2860.jpg
Trieu-Thi-Thu-Phuong,Triệu Thị Thu Phương,1977-09-05,female,Bắc Kạn,http://dbqh.na.gov.vn/daibieu/81/2955/Trieu-Thi-Thu-Phuong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2955.jpg
Nguyen-Ngoc-Phuong,Nguyễn Ngọc Phương,1959-08-16,male,Quảng Bình,http://dbqh.na.gov.vn/daibieu/45/2943/Nguyen-Ngoc-Phuong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2943.jpg
Bui-Van-Phuong,Bùi Văn Phương (Bùi Việt Phương),1961-01-05,male,Ninh Bình,http://dbqh.na.gov.vn/daibieu/41/2361/Bui-Van-Phuong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2361.jpg
Nguyen-Hoai-Phuong,Nguyễn Hoài Phương,1964-07-07,male,Tây Ninh,http://dbqh.na.gov.vn/daibieu/52/2719/Nguyen-Hoai-Phuong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2719.jpg
Hoang-Viet-Phuong,Hoàng Việt Phương,1965-10-04,male,Tuyên Quang,http://dbqh.na.gov.vn/daibieu/59/2135/Hoang-Viet-Phuong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2135.jpg
Phan-Van-%C4%90ien-Phuong,Phan Vân Điền Phương,1965-12-16,male,An Giang,http://dbqh.na.gov.vn/daibieu/2/2456/Phan-Van-%C4%90ien-Phuong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2456.jpg
Nguyen-Minh-Phuong,Nguyễn Minh Phương,1974-02-22,female,TP Cần Thơ,http://dbqh.na.gov.vn/daibieu/14/2432/Nguyen-Minh-Phuong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2432.jpg
Nguyen-Thanh-Phuong,Nguyễn Thanh Phương,1965-04-03,male,TP Cần Thơ,http://dbqh.na.gov.vn/daibieu/14/2431/Nguyen-Thanh-Phuong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2431.jpg
Trinh-Ngoc-Phuong,Trịnh Ngọc Phương,1970-08-07,male,Tây Ninh,http://dbqh.na.gov.vn/daibieu/52/2723/Trinh-Ngoc-Phuong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2723.jpg
Pham-Thi-Phuong,Phạm Thị Phương,1981-07-11,female,Hà Tĩnh,http://dbqh.na.gov.vn/daibieu/26/2596/Pham-Thi-Phuong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2596.jpg
Bui-Mau-Quan,Bùi Mậu Quân,1960-06-26,male,Hải Dương,http://dbqh.na.gov.vn/daibieu/27/3013/Bui-Mau-Quan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/3013.jpg
Hoang-Binh-Quan,Hoàng Bình Quân,1959-06-16,male,Tuyên Quang,http://dbqh.na.gov.vn/daibieu/59/2067/Hoang-Binh-Quan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2067.jpg
Nguyen-Huu-Quang,Nguyễn Hữu Quang,1962-05-01,male,Thanh Hoá,http://dbqh.na.gov.vn/daibieu/56/2047/Nguyen-Huu-Quang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2047.jpg
Hoang-%C4%90ang-Quang,Hoàng Đăng Quang,1961-08-15,male,Quảng Bình,http://dbqh.na.gov.vn/daibieu/45/2944/Hoang-%C4%90ang-Quang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2944.jpg
Tran-%C4%90ai-Quang,Trần Đại Quang,1956-10-12,male,Ninh Bình,http://dbqh.na.gov.vn/daibieu/41/2040/Tran-%C4%90ai-Quang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2040.jpg
Chu-%C4%90uc-Quang,Chu Đức Quang,1981-10-25,male,Lạng Sơn,http://dbqh.na.gov.vn/daibieu/36/3042/Chu-%C4%90uc-Quang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/3042.jpg
Nguyen-Minh-Quang,Nguyễn Minh Quang,1960-02-23,male,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/2819/Nguyen-Minh-Quang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2819.jpg
Duong-Trung-Quoc,Dương Trung Quốc,1947-06-02,male,Đồng Nai,http://dbqh.na.gov.vn/daibieu/18/1980/Duong-Trung-Quoc.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1980.jpg
Trieu-Tai-Quoc,Triệu Tài Quốc (Triệu Là Pham),1964-12-29,male,Hà Giang,http://dbqh.na.gov.vn/daibieu/22/2400/Trieu-Tai-Quoc.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2400.jpg
Phan-Van-Quy,Phan Văn Quý,1954-01-20,male,Nghệ An,http://dbqh.na.gov.vn/daibieu/40/2156/Phan-Van-Quy.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2156.jpg
Bui-Thanh-Quyen,Bùi Thanh Quyến,1956-08-01,male,Hải Dương,http://dbqh.na.gov.vn/daibieu/27/3016/Bui-Thanh-Quyen.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/3016.jpg
Nguyen-%C4%90inh-Quyen,Nguyễn Đình Quyền,1958-08-06,male,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/1961/Nguyen-%C4%90inh-Quyen.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1961.jpg
Thuong-toa-Thich-Thanh-Quyet,Thượng tọa Thích Thanh Quyết (Lương Công Quyết),1962-06-15,male,Quảng Ninh,http://dbqh.na.gov.vn/daibieu/48/1988/Thuong-toa-Thich-Thanh-Quyet.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1988.jpg
%C4%90ang-Ngoc-Quynh,Đặng Ngọc Quỳnh,1963-11-09,male,Hưng Yên,http://dbqh.na.gov.vn/daibieu/21/2370/%C4%90ang-Ngoc-Quynh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2370.jpg
Nguyen-Van-Rinh,Nguyễn Văn Rinh,1942-07-29,male,Hải Dương,http://dbqh.na.gov.vn/daibieu/27/1975/Nguyen-Van-Rinh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1975.jpg
%C4%90ieu-K%60-Ru,Điểu K` Rứ,1960-02-03,male,Đắk Nông,http://dbqh.na.gov.vn/daibieu/82/2525/%C4%90ieu-K%60-Ru.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2525.jpg
To-Huy-Rua,Tô Huy Rứa,1947-06-04,male,Bắc Ninh,http://dbqh.na.gov.vn/daibieu/7/2015/To-Huy-Rua.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2015.jpg
Le-Trong-Sang,Lê Trọng Sang,1962-05-03,male,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2811/Le-Trong-Sang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2811.jpg
Truong-Tan-Sang,Trương Tấn Sang,1949-01-21,male,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2077/Truong-Tan-Sang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2077.jpg
%C4%90ieu-Huynh-Sang,Điểu Huỳnh Sang,1980-12-25,female,Bình Phước,http://dbqh.na.gov.vn/daibieu/10/2814/%C4%90ieu-Huynh-Sang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2814.jpg
Vu-Thi-Huong-Sen,Vũ Thị Hương Sen,1986-02-10,female,Hải Dương,http://dbqh.na.gov.vn/daibieu/27/3018/Vu-Thi-Huong-Sen.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/3018.jpg
Nguyen-Tien-Sinh,Nguyễn Tiến Sinh,1968-11-12,male,Hoà Bình,http://dbqh.na.gov.vn/daibieu/30/2921/Nguyen-Tien-Sinh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2921.jpg
Tran-Thi-Hoa-Sinh,Trần Thị Hoa Sinh,1959-10-18,female,Lạng Sơn,http://dbqh.na.gov.vn/daibieu/36/3033/Tran-Thi-Hoa-Sinh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/3033.jpg
Nguyen-Bac-Son,Nguyễn Bắc Son,1953-08-22,male,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/2068/Nguyen-Bac-Son.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2068.jpg
Huynh-Ngoc-Son,Huỳnh Ngọc Sơn,1951-10-10,male,TP Đà Nẵng,http://dbqh.na.gov.vn/daibieu/16/1998/Huynh-Ngoc-Son.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1998.jpg
Duong-Quang-Son,Dương Quang Sơn,1963-10-14,male,Bắc Kạn,http://dbqh.na.gov.vn/daibieu/81/2957/Duong-Quang-Son.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2957.jpg
Tran-%C4%90inh-Son,Trần Đình Sơn,1958-02-14,male,Đắc Lắk,http://dbqh.na.gov.vn/daibieu/17/2449/Tran-%C4%90inh-Son.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2449.jpg
Thao-Hong-Son,Thào Hồng Sơn,1965-06-27,male,Hà Giang,http://dbqh.na.gov.vn/daibieu/22/2406/Thao-Hong-Son.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2406.jpg
Nguyen-Hong-Son,Nguyễn Hồng Sơn,1960-12-04,male,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/2878/Nguyen-Hong-Son.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2878.jpg
Nguyen-Cao-Son,Nguyễn Cao Sơn,1969-05-09,male,Hoà Bình,http://dbqh.na.gov.vn/daibieu/30/2923/Nguyen-Cao-Son.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2923.jpg
Nguyen-Son,Nguyễn Sơn,1957-06-20,male,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/2815/Nguyen-Son.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2815.jpg
Nguyen-Van-Son,Nguyễn Văn Sơn,1959-08-07,male,Hà Tĩnh,http://dbqh.na.gov.vn/daibieu/26/2607/Nguyen-Van-Son.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2607.jpg
Nguyen-Anh-Son,Nguyễn Anh Sơn,1957-05-31,male,Nam Định,http://dbqh.na.gov.vn/daibieu/39/2963/Nguyen-Anh-Son.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2963.jpg
Thao-Xuan-Sung,Thào Xuân Sùng,1958-11-29,male,Sơn La,http://dbqh.na.gov.vn/daibieu/50/2941/Thao-Xuan-Sung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2941.jpg
Bui-Nguyen-Suy,Bùi Nguyên Súy,1957-09-20,male,Sơn La,http://dbqh.na.gov.vn/daibieu/50/2120/Bui-Nguyen-Suy.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2120.jpg
%C4%90inh-Cong-Sy,Đinh Công Sỹ,1979-11-25,male,Sơn La,http://dbqh.na.gov.vn/daibieu/50/2946/%C4%90inh-Cong-Sy.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2946.jpg
Pham-Van-Tam,Phạm Văn Tam,1957-12-28,male,Hà Nam,http://dbqh.na.gov.vn/daibieu/24/2259/Pham-Van-Tam.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2259.jpg
