id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
mp_VokshiAlbana,Albana Vokshi,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_VokshiAlbana/image.jpeg,
mp_ÇukoArben,Arben Çuko,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_%C3%87ukoArben/image.jpeg,
mp_TurkuArdian,Ardian Turku,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_TurkuArdian/image.jpeg,
mp_PrengaArmando,Armando Prenga,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_PrengaArmando/image.jpeg,
mp_SubashiArmando,Armando Subashi,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_SubashiArmando/image.jpeg,
mp_DadeArta,Arta Dade,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_DadeArta/image.jpeg,
mp_GaçiArtan,Artan Gaçi,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_Ga%C3%A7iArtan/image.jpeg,
mp_PatoziAstrit,Astrit Patozi,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_PatoziAstrit/image.jpeg,
mp_FinoBashkim,Bashkim Fino,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_FinoBashkim/image.jpeg,
mp_HoxhaBedri,Bedri Hoxha,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_HoxhaBedri/image.jpeg,
mp_BlushiBen,Ben Blushi,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_BlushiBen/image.jpeg,
mp_BarajBesnik,Besnik Baraj,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_BarajBesnik/image.jpeg,
mp_DushajBesnik,Besnik Dushaj,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_DushajBesnik/image.gif,
mp_KlosiBlendi,Blendi Klosi,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_KlosiBlendi/image.jpeg,
mp_PezaDashamir,Dashamir Peza,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_PezaDashamir/image.gif,
mp_TahiriDashamir,Dashamir Tahiri,,,"Partia Drejtësi, Integrim dhe Unitet",party_PartiaDrejtësiIntegrimDheUnitet,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_TahiriDashamir/image.jpeg,
mp_BushatiDitmir,Ditmir Bushati,,,Unknown,_unknown,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_BushatiDitmir/image.jpeg,
mp_PalokaEdi,Edi Paloka,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_PalokaEdi/image.gif,
mp_SpahoEdmond,Edmond Spaho,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_SpahoEdmond/image.jpeg,
mp_BraçeErion,Erion Braçe,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_Bra%C3%A7eErion/image.jpeg,
mp_FelajErmonela,Ermonela Felaj,,,Unknown,_unknown,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_FelajErmonela/image.gif,
mp_MediuFatmir,Fatmir Mediu,,,Unknown,_unknown,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_MediuFatmir/image.jpeg,
mp_ToçiFatmir,Fatmir Toçi,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_To%C3%A7iFatmir/image.jpeg,
mp_XhafajFatmir,Fatmir Xhafaj,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_XhafajFatmir/image.jpeg,
mp_YlliFidel,Fidel Ylli,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_YlliFidel/image.jpeg,
mp_NokaFlamur,Flamur Noka,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_NokaFlamur/image.gif,
mp_MimaFlorjon,Florjon Mima,,,Unknown,_unknown,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_MimaFlorjon/image.jpeg,
mp_PolloGenc,Genc Pollo,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_PolloGenc/image.jpeg,
mp_StrazimiriGent,Gent Strazimiri,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_StrazimiriGent/image.jpeg,
mp_BogdaniGerti,Gerti Bogdani,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_BogdaniGerti/image.jpeg,
mp_PapaGjergji,Gjergji Papa,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_PapaGjergji/image.jpeg,
mp_RuçiGramoz,Gramoz Ruçi,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_Ru%C3%A7iGramoz/image.jpeg,
mp_CaraIgli,Igli Cara,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_CaraIgli/image.jpeg,
mp_IslamiKastriot,Kastriot Islami,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_IslamiKastriot/image.jpeg,
mp_SpahiuKlodiana,Klodiana Spahiu,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_SpahiuKlodiana/image.jpeg,
mp_XhuvaniLuiza,Luiza Xhuvani,,,Unknown,_unknown,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_XhuvaniLuiza/image.gif,
mp_BoçiLuçiano,Luçiano Boçi,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_Bo%C3%A7iLu%C3%A7iano/image.jpeg,
mp_BreguMajlindaPhd,Majlinda PHD Bregu,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_BreguMajlindaPhd/image.jpeg,
mp_DodaMesila,Mesila Doda,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_DodaMesila/image.jpeg,
mp_TafajMyqerem,Myqerem Tafaj,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_TafajMyqerem/image.jpeg,
mp_DokleNamik,Namik Dokle,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_DokleNamik/image.jpeg,
mp_XhaçkaOlta,Olta Xhaçka,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_Xha%C3%A7kaOlta/image.jpeg,
mp_MajkoPandeli,Pandeli Majko,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_MajkoPandeli/image.jpeg,
mp_SterkajPaulin,Paulin Sterkaj,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_SterkajPaulin/image.jpeg,
mp_LutajPiro,Piro Lutaj,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_LutajPiro/image.jpeg,
mp_AbaziSadri,Sadri Abazi,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_AbaziSadri/image.jpeg,
mp_ShehuSherefedin,Sherefedin Shehu,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_ShehuSherefedin/image.jpeg,
mp_IdriziShpëtim,Shpëtim Idrizi,,,Partia Demokratike,party_PartiaDemokratike,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_IdriziShp%C3%ABtim/image.jpeg,
mp_BallaTaulant,Taulant Balla,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_BallaTaulant/image.jpeg,
mp_LeskajValentina,Valentina Leskaj,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_LeskajValentina/image.jpeg,
mp_DuleVangjel,Vangjel Dule,,,PBDNJ,party_Pbdnj,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_DuleVangjel/image.jpeg,
mp_TavoVangjel,Vangjel Tavo,,,Partia “LSI”,party_Partia“Lsi”,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_TavoVangjel/image.jpeg,
mp_HysiVasilika,Vasilika Hysi,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_HysiVasilika/image.jpeg,
mp_QefaliaXhemal,Xhemal Qefalia,,,Partia Socialiste,party_PartiaSocialiste,,Kuvendi,chamber_VII,,,http://files.parldata.eu/al/kuvendi/people/mp_QefaliaXhemal/image.jpeg,
