id,wikidata
klub_parlamentarny_platforma_obywatelska,Q156868
klub_parlamentarny_prawo_i_sprawiedliwość,Q156874
klub_parlamentarny_sojuszu_lewicy_demokratycznej,Q953174
klub_poselski_sojusz_lewicy_demokratycznej,Q953174
sojusz_lewicy_demokratycznej_klub_parlamentarny,Q953174
posłowie_niezrzeszeni,Q327591
klub_parlamentarny_akcji_wyborczej_solidarność,Q416916
klub_parlamentarny_unii_wolności,Q2307945
klub_parlamentarny_unia_demokratyczna,Q1476149
klub_parlamentarny_liga_polskich_rodzin,Q687574
klub_parlamentarny_konfederacji_polski_niepodległej,Q1361968
koło_parlamentarne_konfederacji_polski_niepodległej,Q1361968
unia_pracy_klub_parlamentarny,Q1506868
klub_parlamentarny_socjaldemokracji_polskiej,Q980083
klub_poselski_nowoczesna,Q20738981
klub_parlamentarny_konwencja_polska,Q11743237
klub_parlamentarny_porozumienia_centrum,Q1475388
klub_parlamentarny_porozumienie_ludowe,Q11822738
klub_parlamentarny_„ruch_dla_rzeczypospolitej”,Q9323610
klub_parlamentarny_zjednoczona_prawica,Q18434389
klub_parlamentarny_polska_jest_najważniejsza,Q1784503
koło_poselskie_ruch_palikota,Q1339181
"koło_poselskie_„dom_ojczysty""",Q4752561
koło_poselskie_ruch_patriotyczny,Q9323592
koło_poselskie_biało-czerwoni,Q21483800
koło_poselskie_ruchu_odbudowy_polski,Q1271959
"koło_poselskie_partii_emerytów_i_rencistów_„nadzieja”",Q11813053
