id,name,position,start_date,end_date
a847e28e-03e8-4f18-b8ee-fca895acd0e5,Alessandro Mancini,Captain Regent of San Marino,,
9f3bb29a-804f-45c5-b4e0-b0fd1ac36d82,Andrea Zafferani,Captain Regent of San Marino,,
efc34906-d487-4aac-9d52-eb72e6cba501,Denis Amici,Captain Regent of San Marino,,
bb5aee12-5350-499b-9a29-ef1674bfae66,Denise Bronzetti,Captain Regent of San Marino,,
a7d80ab2-5ad0-4ef1-b095-3ca8fb82acd2,Fabio Berardi,Captain Regent of San Marino,,
1e78b8df-6214-4a76-a990-68dd35dde51d,Federico Pedini Amati,Captain Regent of San Marino,,
e201640c-d5eb-4317-b42a-af70114191fe,Filippo Tamagnini,Captain Regent of San Marino,,
c7ea7fef-39ae-4a8c-96b3-fff31ffdc37f,Gian Franco Terenzi,Captain Regent of San Marino,,
d1f2934e-944f-47df-a4c1-6ce6f8cb901c,Giovanna Cecchetti,Captain Regent of San Marino,,
088dcf5f-5a69-407d-a774-94abdb8c5e21,Giovanni Francesco Ugolini,Captain Regent of San Marino,,
3176d552-af85-4cef-b4b7-1c6764ba8042,Italo Righi,Captain Regent of San Marino,,
f58595da-c921-4da9-b91a-8e86bc803cfb,Maria Luisa Berti,Captain Regent of San Marino,,
41e2d2a0-93af-458c-8024-b648c56ea051,Marino Riccardi,Captain Regent of San Marino,,
6fb8ddce-f531-49ad-960e-85748d345990,Massimo Cenci,Captain Regent of San Marino,,
986057dc-fd11-411f-8c8a-193f35435d43,Matteo Fiorini,Captain Regent of San Marino,,
27b25d25-0c44-4c1b-b248-1a4bdf49fc53,Oscar Mina,Captain Regent of San Marino,,
f1a9579b-c582-4f4c-9c5f-a4b0792d687b,Valeria Ciavatta,Captain Regent of San Marino,2014-04-01,2014-10-01
