seatid,id,name,constituency,website,photograph,party,term,source
345,10345,Mahjabeen Morshed,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2720,http://www.parliament.gov.bd/images/10th_Par_Picture/women/10345.jpg,Jatiya Party,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
346,10346,Merina Rahman,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2721,http://www.parliament.gov.bd/images/10th_Par_Picture/women/10346.jpg,Jatiya Party,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
348,10348,Shahanara Begum,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2723,http://www.parliament.gov.bd/images/10th_Par_Picture/women/10348.jpg,Jatiya Party,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
349,10349,Sabiha Nahar Begum,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2724,http://www.parliament.gov.bd/images/10th_Par_Picture/women/10349.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
35,1035,Abu Sayeed Al Mahmood Swapon,Jaipurhat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2554,http://www.parliament.gov.bd/images/10th_Par_Picture/1035.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
350,10350,Khorshed Ara Haque,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2725,http://www.parliament.gov.bd/images/10th_Par_Picture/women/10350.jpg,Jatiya Party,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
36,1036,Abdul Mannan,Bogra,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2014,http://www.parliament.gov.bd/images/10th_Par_Picture/1036.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
37,1037,Shariful Islam Jinnah,Bogra,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2555,http://www.parliament.gov.bd/images/10th_Par_Picture/1037.jpg,Jatiya Party,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
38,1038,Md. Nurul Islam Talukder,Bogra,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2556,http://www.parliament.gov.bd/images/10th_Par_Picture/1038.jpg,Jatiya Party,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
39,1039,A.K.M. Rezaul Karim Tansen,Bogra,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2557,http://www.parliament.gov.bd/images/10th_Par_Picture/1039.jpg,Jatiya Samajtantrik Dal,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
41,1041,Md. Nurul Islam Omar,Bogra,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2558,http://www.parliament.gov.bd/images/10th_Par_Picture/1041.jpg,Jatiya Party,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
42,1042,Md. Altaf Ali,Bogra,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2559,http://www.parliament.gov.bd/images/10th_Par_Picture/1042.jpg,Jatiya Party,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
43,1043,Md. Golam Rabbani,Chapai Nawabganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2560,http://www.parliament.gov.bd/images/10th_Par_Picture/1043.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
44,1044,Md. Golam Mostofa Biswas,Chapai Nawabganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2561,http://www.parliament.gov.bd/images/10th_Par_Picture/1044.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
48,1048,Mohd. Salim Uddin Tarafder,Naogaon,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2595,http://www.parliament.gov.bd/images/10th_Par_Picture/1048.jpg,Independent,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
50,1050,Md. Abdul Maleque,Naogaon,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2021,http://www.parliament.gov.bd/images/10th_Par_Picture/1050.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
54,1054,Md. Ayeen Uddin,Rajshahi,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2596,http://www.parliament.gov.bd/images/10th_Par_Picture/1054.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
58,1058,Md. Abul Kalam,Natore,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2599,http://www.parliament.gov.bd/images/10th_Par_Picture/1058.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
59,1059,Md. Shafiqul Islam Shimul,Natore,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2600,http://www.parliament.gov.bd/images/10th_Par_Picture/1059.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
62,1062,Mohammad Nasim,Sirajganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2602,http://www.parliament.gov.bd/images/10th_Par_Picture/1062.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
63,1063,Md. Habibe Millat,Sirajganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2603,http://www.parliament.gov.bd/images/10th_Par_Picture/1063.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
64,10641,Gazi M M Amjad Hossain,Sirajganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2029,http://www.parliament.gov.bd/images/10th_Par_Picture/10641.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
65,1065,Tanveer Imam,Sirajganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2604,http://www.parliament.gov.bd/images/10th_Par_Picture/1065.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
66,1066,Abdul Majid Mondol,Sirajganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2606,http://www.parliament.gov.bd/images/10th_Par_Picture/1066.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
67,1067,Hashibur Rahman Swapon,Sirajganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2607,http://www.parliament.gov.bd/images/10th_Par_Picture/1067.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
69,1069,Kh. Azizul Huq Arzu,Pabna,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2608,http://www.parliament.gov.bd/images/10th_Par_Picture/1069.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
73,1073,Farhad Hossain,Meherpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2457,http://www.parliament.gov.bd/images/10th_Par_Picture/1073.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
74,1074,Md. Mokbul Hossain,Meherpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2459,http://www.parliament.gov.bd/images/10th_Par_Picture/1074.jpg,Independent,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
75,1075,Md. Rezaul Haque Chowdhury,Kushtia,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2460,http://www.parliament.gov.bd/images/10th_Par_Picture/1075.jpg,Independent,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
77,1077,Md. Mahbubul Alam Hanif,Kushtia,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2469,http://www.parliament.gov.bd/images/10th_Par_Picture/1077.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
78,1078,Abdur Rouf,Kushtia,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2471,http://www.parliament.gov.bd/images/10th_Par_Picture/1078.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
82,1082,Tahjib Alam Siddique,Jhenaidah,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2473,http://www.parliament.gov.bd/images/10th_Par_Picture/1082.jpg,Independent,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
83,1083,Md. Nobi Newaz,Jhenaidah,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2474,http://www.parliament.gov.bd/images/10th_Par_Picture/1083.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
84,1084,Md. Anwarul Azim (Anar),Jhenaidah,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2665,http://www.parliament.gov.bd/images/10th_Par_Picture/1084.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
85,1085,Sk. Afil Uddin,Jessore,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2649,http://www.parliament.gov.bd/images/10th_Par_Picture/1085.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
86,1086,Md. Monirul Islam,Jessore,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=3001,http://www.parliament.gov.bd/images/10th_Par_Picture/1086.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
87,1087,Kazi Nabil Ahmed,Jessore,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2477,http://www.parliament.gov.bd/images/10th_Par_Picture/1087.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
89,1089,Shawpan Bhattacharjee,Jessore,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2479,http://www.parliament.gov.bd/images/10th_Par_Picture/1089.jpg,Independent,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
90,1090,Ismat Ara Sadique,Jessore,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2481,http://www.parliament.gov.bd/images/10th_Par_Picture/1090.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
91,10911,A T M Abdul Wahab,Magura ,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=3005,http://www.parliament.gov.bd/images/10th_Par_Picture/10911.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
92,1092,Shri Biren Sikder,Magura ,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2041,http://www.parliament.gov.bd/images/10th_Par_Picture/1092.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
94,1094,Sk. Hafizur Rahman,Narail,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2482,http://www.parliament.gov.bd/images/10th_Par_Picture/1094.jpg,Workers Party of Bangladesh,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
99,1099,Panchanan Biswas,Khulna,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2485,http://www.parliament.gov.bd/images/10th_Par_Picture/1099.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
02,2002,Md. Nurul Islam Sujan,Panchagarh,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=1995,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2002.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
03,2003,Ramesh Chandra Sen,Thakurgaon,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=1996,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2003.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
04,2004,Alhaj Md. Dabirul Islam,Thakurgaon,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=1997,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2004.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
06,2006,Manoranjan Shill Gopal,Dinajpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=1999,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2006.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
07,2007,Khalid Mahmud Chowdhury,Dinajpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2000,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2007.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
08,2008,Iqbalur Rahim,Dinajpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2001,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2008.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
09,2009,Abul Hassan Mahmood Ali,Dinajpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2431,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2009.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
10,2010,Mostafizur Rahman,Dinajpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2004,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2010.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
16,2016,Md. Motahar Hossian,Lalmonirhat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2006,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2016.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
149,2021,Raushon Ershad,Mymensingh,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2173,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2021.jpg,Jatiya Party,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
22,2022,Tipu Munshi,Rangpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2007,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2022.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
23,2023,H.N. Ashequr Rahman,Rangpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2008,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2023.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
25,2025,A.K.M. Mostafizur Rahman,Kurigram,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2037,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2025.jpg,Jatiya Party,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
30,2030,Mahabub Ara Begum Gini,Gaibandha,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2012,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2030.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
40,2040,Md. Habibar Rahman,Bogra,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2015,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2040.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
45,2045,Md. Abdul Wadud,Chapai Nawabganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2016,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2045.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
46,2046,Sadhan Chandra Majumder,Naogaon,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2017,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2046.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
47,2047,Md. Shahiduzzaman Sarker,Naogaon,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2018,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2047.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
49,2049,Md. Emaz Uddin Pramanik,Naogaon,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2020,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2049.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
51,2051,Md. Israfil Alam,Naogaon,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2022,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2051.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
52,2052,Omor Faruk Chowdhury,Rajshahi,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2023,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2052.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
53,2053,Fazle Hossain Badsha,Rajshahi,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2024,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2053.jpg,Workers Party of Bangladesh,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
55,2055,Eng. Enamul Haque,Rajshahi,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2366,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2055.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
56,2056,Md. Abdul Wadud,Rajshahi,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2597,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2056.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
57,2057,Md. Shahriar Alam,Rajshahi,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2026,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2057.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
60,2060,Zunaid Ahmed Palak,Natore,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2027,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2060.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
61,2061,Md. Abdul Quddus,Natore,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2028,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2061.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
68,2068,Md. Shamsul Haque Tuku,Pabna,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2030,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2068.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
70,2070,Md. Mokbul Hossain,Pabna,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2031,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2070.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
71,2071,Shamsur Rahman Sherif,Pabna,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2032,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2071.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
72,2072,Golam Faruk Khandakar Prince,Pabna,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english?layout=edit&id=2033,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2072.jpg,Bangladesh Awami League,10,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/current-mp-s/list-of-10th-parliament-members-english
