id,party,name,sort_name,honorific_prefix,faction,start_date,birth_date,source,twitter,facebook,website,term,honorific_suffix
94,"",NATASA MICIC,NATASA MICIC,"",Liberal Democratic Party - SDA Sandzak,2016-06-03,1965,http://www.parlament.gov.rs/NATASA_MICIC.94.488.html,,,,11,""
811,"",ZARKO MICIN,ZARKO MICIN,"",Serbian Progressive Party,2016-06-03,1982,http://www.parlament.gov.rs/ZARKO_MICIN.811.488.html,,,,11,""
360,"",DRAGOLjUB MICUNOVIC,DRAGOLjUB Prof. Dr MICUNOVIC,Prof Dr,Democratic Party,2016-06-03,1930,http://www.parlament.gov.rs/DRAGOLjUB_MICUNOVIC+.360.488.html,,,,11,""
919,"",NATASA MIHAILOVIC VACIC,NATASA MIHAILOVIC VACIC,"",Social Democratic Party of Serbia,2016-06-03,1972,http://www.parlament.gov.rs/NATASA_MIHAILOVIC+VACIC.919.488.html,,,,11,""
960,"",BRANISLAV MIHAJLOVIC,BRANISLAV MIHAJLOVIC,"",Enough Is Enough,2016-06-03,1953,http://www.parlament.gov.rs/BRANISLAV_MIHAJLOVIC.960.488.html,http://twitter.com/banem8,http://facebook.com/profile.php?id=100006999247251,,11,""
946,"",LjILjANA MIHAJLOVIC,LjILjANA MIHAJLOVIC,"",Serbian Radical Party,2016-06-03,1965,http://www.parlament.gov.rs/LjILjANA+_MIHAJLOVIC.946.488.html,,,,11,""
357,"",MILETIC MIHAJLOVIC,MILETIC MIHAJLOVIC,"",Socialist Party of Serbia,2016-06-03,1951,http://www.parlament.gov.rs/MILETIC_MIHAJLOVIC.357.488.html,,,,11,""
968,"",LjUPKA MIHAJLOVSKA,LjUPKA MIHAJLOVSKA,"",Enough Is Enough,2016-06-03,1981,http://www.parlament.gov.rs/LjUPKA_MIHAJLOVSKA.968.488.html,,,,11,""
932,"",OSTOJA MIJAILOVIC,OSTOJA MIJAILOVIC,"",Serbian Progressive Party,2016-06-03,1979,http://www.parlament.gov.rs/OSTOJA_MIJAILOVIC.932.488.html,,,,11,""
612,Serbian Progressive Party,JELENA MIJATOVIC,JELENA MIJATOVIC,"",Serbian Progressive Party,2016-06-03,1977,http://www.parlament.gov.rs/JELENA_MIJATOVIC.612.488.html,,,,11,""
553,"",MILORAD MIJATOVIC,MILORAD Dr MIJATOVIC,Dr,Social Democratic Party of Serbia,2016-06-03,1947,http://www.parlament.gov.rs/MILORAD_MIJATOVIC+.553.488.html,,http://www.facebook.com/milorad.mijatovic.3,,11,""
639,Socialist Party of Serbia,STEFANA MILADINOVIC,STEFANA MILADINOVIC,"",Socialist Party of Serbia,2016-06-03,1981,http://www.parlament.gov.rs/STEFANA_MILADINOVIC.639.488.html,,,,11,""
790,"",ZORAN MILEKIC,ZORAN MILEKIC,"",Serbian Progressive Party,2016-06-03,1955,http://www.parlament.gov.rs/ZORAN_MILEKIC.790.488.html,,,,11,""
384,"",MARKO MA MILENKOVIC,MARKO MA MILENKOVIC,"",Serbian Radical Party,2016-06-03,1974,http://www.parlament.gov.rs/MARKO_MILENKOVIC.384.488.html,,,,11,""
789,"",MILIJA MILETIC,MILIJA MILETIC,"",Socialists’ Movement - People’s Peasant Party - United Peasant Party,2016-06-03,1968,http://www.parlament.gov.rs/MILIJA_MILETIC.789.488.html,,,,11,""
380,"",NENAD MILIC,NENAD MILIC,"",Liberal Democratic Party - SDA Sandzak,2016-06-03,1962,http://www.parlament.gov.rs/NENAD_MILIC.380.488.html,,,,11,""
456,Socialist Party of Serbia,DJORDJE MILICEVIC,DJORDJE MILICEVIC,"",Socialist Party of Serbia,2016-06-03,1978,http://www.parlament.gov.rs/DJORDJE_MILICEVIC.456.488.html,,,,11,""
799,"",MILOSAV MILOJEVIC,MILOSAV MILOJEVIC,"",Serbian Progressive Party,2016-06-03,1954,http://www.parlament.gov.rs/MILOSAV_MILOJEVIC.799.488.html,,,,11,""
972,"",RADOSLAV MILOJICIC,RADOSLAV MILOJICIC,"",Democratic Party,2016-06-03,1984,http://www.parlament.gov.rs/RADOSLAV_MILOJICIC.972.488.html,,,,11,""
4,"",MILORAD MIRCIC,MILORAD MIRCIC,"",Serbian Radical Party,2016-06-03,1956,http://www.parlament.gov.rs/MILORAD_MIRCIC.4.488.html,,,,11,""
825,"",NENAD MITROVIC,NENAD MITROVIC,"",Serbian Progressive Party,2016-08-11,1973,http://www.parlament.gov.rs/NENAD_MITROVIC.825.488.html,,,,11,""
892,"",ANDREJA MLADENOVIC,ANDREJA MLADENOVIC,"",Serbian Progressive Party,2016-06-03,1975,http://www.parlament.gov.rs/ANDREJA_MLADENOVIC.892.488.html,,,,11,""
618,Serbian Progressive Party,LJUBICA MRDAKOVIC TODOROVIC,LJUBICA Dr MRDAKOVIC TODOROVIC,Dr,Serbian Progressive Party,2016-06-03,1962,http://www.parlament.gov.rs/LJUBICA_MRDAKOVIC+TODOROVIC.618.488.html,,,,11,""
350,Socialist Party of Serbia,MILUTIN MRKONЈIC,MILUTIN MRKONЈIC,"",Socialist Party of Serbia,2016-06-03,1942,http://www.parlament.gov.rs/MILUTIN_MRKON%D0%88IC.350.488.html,,,,11,""
498,"",DEJAN NIKOLIC,DEJAN NIKOLIC,"",Democratic Party,2016-06-03,1979,http://www.parlament.gov.rs/DEJAN_NIKOLIC.498.488.html,,,,11,""
906,"",GORAN NIKOLIC,GORAN NIKOLIC,"",Serbian Progressive Party,2016-06-03,1967,http://www.parlament.gov.rs/GORAN_NIKOLIC.906.488.html,,,,11,""
914,"",IVANA NIKOLIC,IVANA NIKOLIC,"",Serbian Progressive Party,2016-06-03,1989,http://www.parlament.gov.rs/IVANA_NIKOLIC.914.488.html,,,,11,""
957,"",JASMINA NIKOLIC,JASMINA NIKOLIC,"",Enough Is Enough,2016-06-03,1971,http://www.parlament.gov.rs/JASMINA_NIKOLIC.957.488.html,http://www.twitter.com/Jazilla,,,11,""
912,"",SVETLANA NIKOLIC PAVLOVIC,SVETLANA Dr NIKOLIC PAVLOVIC,Dr,Serbian Progressive Party,2016-06-03,1955,http://www.parlament.gov.rs/SVETLANA_NIKOLIC+PAVLOVIC.912.488.html,,,,11,""
345,"",VESNA NIKOLIC VUKAJLOVIC,VESNA NIKOLIC VUKAJLOVIC,"",Serbian Radical Party,2016-06-03,1962,http://www.parlament.gov.rs/VESNA_NIKOLIC+VUKAJLOVIC.345.488.html,,,,11,""
975,"",SRDjAN NOGO,SRDjAN NOGO,"",Dveri,2016-06-03,1981,http://www.parlament.gov.rs/SRDjAN_NOGO.975.488.html,,,,11,""
895,"",BOGDAN OBRADOVIC,BOGDAN OBRADOVIC,"",Serbian Progressive Party,2016-06-03,1966,http://www.parlament.gov.rs/BOGDAN_OBRADOVIC.895.488.html,,,,11,""
974,"",BOSKO OBRADOVIC,BOSKO OBRADOVIC,"",Dveri,2016-06-03,1976,http://www.parlament.gov.rs/BOSKO_OBRADOVIC.974.488.html,,,,11,""
718,"",JASMINA OBRADOVIC,JASMINA OBRADOVIC,"",Serbian Progressive Party,2016-06-03,1961,http://www.parlament.gov.rs/JASMINA_OBRADOVIC.718.488.html,,,,11,""
608,"",MARIJA OBRADOVIC,MARIJA OBRADOVIC,"",Serbian Progressive Party,2016-06-03,1974,http://www.parlament.gov.rs/MARIJA_OBRADOVIC.608.488.html,http://www.twitter.com/marijatvkv,,,11,""
101,Socialist Party of Serbia,ZARKO OBRADOVIC,ZARKO Prof. Dr OBRADOVIC,Prof Dr,Socialist Party of Serbia,2016-06-03,1960,http://www.parlament.gov.rs/ZARKO_OBRADOVIC+.101.488.html,,,,11,""
934,"",OLIVERA OGNjANOVIC,OLIVERA OGNjANOVIC,"",Serbian Progressive Party,2016-06-03,1969,http://www.parlament.gov.rs/OLIVERA_OGNjANOVIC.934.488.html,,,,11,""
104,"",MEHO OMEROVIC,MEHO OMEROVIC,"",Social Democratic Party of Serbia,2016-06-03,1959,http://www.parlament.gov.rs/MEHO_OMEROVIC.104.488.html,,,,11,""
779,Serbian Progressive Party,VLADIMIR ORLIC,VLADIMIR Dr ORLIC,Dr,Serbian Progressive Party,2016-06-03,1983,http://www.parlament.gov.rs/VLADIMIR_ORLIC.779.488.html,http://twitter.com/Vladimir_Orlic,http://facebook.com/dr.Vladimir.Orlic,,11,""
953,"",JOVO OSTOJIC,JOVO OSTOJIC,"",Serbian Radical Party,2016-06-03,1952,http://www.parlament.gov.rs/JOVO_OSTOJIC.953.488.html,,,,11,""
198,"",BOJAN PAJTIC,BOJAN PAJTIC,"",Democratic Party,2016-06-03,1970,http://www.parlament.gov.rs/BOJAN_PAJTIC.198.488.html,,,,11,""
326,"",JOVAN PALALIC,JOVAN PALALIC,"",Serbian Progressive Party,2016-06-03,1971,http://www.parlament.gov.rs/JOVAN_PALALIC.326.488.html,,,,11,""
617,"",BILJANA PANTIC PILJA,BILJANA PANTIC PILJA,"",Serbian Progressive Party,2016-06-03,1983,http://www.parlament.gov.rs/BILJANA_PANTIC+PILJA.617.488.html,,http://www.facebook.com/biljana.pantic,,11,""
937,"",OGNjEN PANTOVIC,OGNjEN PANTOVIC,"",Serbian Progressive Party,2016-06-03,1989,http://www.parlament.gov.rs/OGNjEN_PANTOVIC.937.488.html,,,,11,""
470,"",OLENA PAPUGA,OLENA PAPUGA,"",League of Social Democrats of Vojvodina – Green Party,2016-06-03,1964,http://www.parlament.gov.rs/OLENA_PAPUGA.470.488.html,,,,11,""
908,Serbian Progressive Party,MARKO PAREZANOVIC,MARKO PAREZANOVIC,"",Serbian Progressive Party,2016-06-03,1986,http://www.parlament.gov.rs/MARKO_PAREZANOVIC.908.488.html,,,,11,""
324,"",BÁLINT PÁSZTOR,BÁLINT PÁSZTOR,"",Alliance of Vojvodina Hungarians - Party of Democratic Action,2016-06-03,1979,http://www.parlament.gov.rs/B%C3%81LINT_P%C3%81SZTOR.324.488.html,http://Twitter.com/pasztorbalint,http://Facebook.com/pasztorbalint,http://www.pasztorbalint.rs,11,""
751,Socialist Party of Serbia,SNEZANA PAUNOVIC,SNEZANA PAUNOVIC,"",Socialist Party of Serbia,2016-06-03,1975,http://www.parlament.gov.rs/SNEZANA_PAUNOVIC.751.488.html,,,,11,""
956,"",DUSAN PAVLOVIC,DUSAN PAVLOVIC,"",Enough Is Enough,2016-06-03,1969,http://www.parlament.gov.rs/DUSAN_PAVLOVIC.956.488.html,http://www.twitter.com/d_pavlovic,http://www.facebook.com/duskopavlovic46,,11,""
965,"",SONjA PAVLOVIC,SONjA PAVLOVIC,"",Enough Is Enough,2016-06-03,1957,http://www.parlament.gov.rs/SONjA_PAVLOVIC.965.488.html,,,,11,""
666,Alliance Of Vojvodina Hungarians,ZOLTÁN PÉK,ZOLTÁN PÉK,"",Alliance of Vojvodina Hungarians - Party of Democratic Action,2016-06-03,1962,http://www.parlament.gov.rs/ZOLT%C3%81N_P%C3%89K.666.488.html,,,,11,""
109,"",SRETO PERIC,SRETO PERIC,"",Serbian Radical Party,2016-06-03,1959,http://www.parlament.gov.rs/SRETO_PERIC.109.488.html,,,,11,""
775,"",OLIVERA PESIC,OLIVERA PESIC,"",Serbian Progressive Party,2016-06-03,1979,http://www.parlament.gov.rs/OLIVERA_PESIC.775.488.html,,http://www.facebook.com/olja.pesic,,11,""
805,"",VLADIMIR PETKOVIC,VLADIMIR PETKOVIC,"",Serbian Progressive Party,2016-06-03,1979,http://www.parlament.gov.rs/VLADIMIR+_PETKOVIC.805.488.html,,,,11,""
113,"",DUSAN PETROVIC,DUSAN PETROVIC,"",Democratic Party,2016-06-03,1966,http://www.parlament.gov.rs/DUSAN_PETROVIC.113.488.html,,,,11,""
628,"",MIRA PETROVIC,MIRA PETROVIC,"",Party of United Pensioners of Serbia,2016-06-03,1956,http://www.parlament.gov.rs/MIRA_PETROVIC.628.488.html,,,,11,""
313,United Serbia,PETAR PETROVIC,PETAR PETROVIC,"",United Serbia,2016-06-03,1951,http://www.parlament.gov.rs/PETAR_PETROVIC.313.488.html,,,,11,""
917,"",SNEZANA B. PETROVIC,SNEZANA B. PETROVIC,"",Party of United Pensioners of Serbia,2016-06-03,1972,http://www.parlament.gov.rs/SNEZANA+B._PETROVIC.917.488.html,,,,11,""
916,"",SNEZANA R. PETROVIC,SNEZANA R. PETROVIC,"",Serbian Progressive Party,2016-06-03,1965,http://www.parlament.gov.rs/SNEZANA+R._PETROVIC.916.488.html,,,,11,""
925,"",GORDANA PREDIC,GORDANA PREDIC,"",Social Democratic Party of Serbia,2016-06-03,1965,http://www.parlament.gov.rs/GORDANA_PREDIC.925.488.html,,,,11,""
118,"",VJERICA RADETA,VJERICA RADETA,"",Serbian Radical Party,2016-06-03,1955,http://www.parlament.gov.rs/VJERICA_RADETA.118.488.html,,,,11,""
808,"",DALIBOR RADICEVIC,DALIBOR RADICEVIC,"",Serbian Progressive Party,2016-06-03,1976,http://www.parlament.gov.rs/DALIBOR_RADICEVIC.808.488.html,,,,11,""
980,"",ZORAN RADOJICIC,ZORAN RADOJICIC,"",Dveri,2016-06-03,1975,http://www.parlament.gov.rs/ZORAN_RADOJICIC.980.488.html,,,,11,""
955,"",SASA RADULOVIC,SASA RADULOVIC,"",Enough Is Enough,2016-06-03,1965,http://www.parlament.gov.rs/SASA_RADULOVIC.955.488.html,,,,11,""
615,"",KATARINA RAKIC,KATARINA RAKIC,"",Serbian Progressive Party,2016-06-03,1979,http://www.parlament.gov.rs/KATARINA_RAKIC.615.488.html,http://www.twitter.com/RakicKatarina,,,11,""
942,Greens of Serbia,LjUBINKO RAKONjAC,LjUBINKO Dr RAKONjAC,Dr,Socialist Party of Serbia,2016-06-03,1963,http://www.parlament.gov.rs/LjUBINKO_RAKONjAC.942.488.html,,,,11,""
739,"",VESNA RAKONJAC,VESNA Dr RAKONJAC,Dr,Serbian Progressive Party,2016-06-03,1967,http://www.parlament.gov.rs/VESNA_RAKONJAC.739.488.html,,,,11,""
887,Serbian Progressive Party,BRANIMIR RANCIC,BRANIMIR Prim. Dr RANCIC,Dr,Serbian Progressive Party,2016-06-03,1953,http://www.parlament.gov.rs/BRANIMIR_RANCIC.887.488.html,,,,11,Prim
581,"",SANDA RASKOVIC IVIC,SANDA Dr RASKOVIC IVIC,Dr,Democratic Party of Serbia,2016-06-03,1956,http://www.parlament.gov.rs/SANDA_RASKOVIC+IVIC.581.488.html,,,,11,""
936,"",DESANKA REPAC,DESANKA REPAC,"",Serbian Progressive Party,2016-06-03,1949,http://www.parlament.gov.rs/DESANKA_REPAC.936.488.html,,,,11,""
949,"",MARINA RISTIC,MARINA RISTIC,"",Serbian Radical Party,2016-06-03,1974,http://www.parlament.gov.rs/MARINA_RISTIC.949.488.html,,,,11,""
976,"",SLAVISA RISTIC,SLAVISA RISTIC,"",Democratic Party of Serbia,2016-06-03,1961,http://www.parlament.gov.rs/SLAVISA_RISTIC.976.488.html,,,,11,""
598,"",MARIJAN RISTICEVIC,MARIJAN RISTICEVIC,"",Socialists’ Movement - People’s Peasant Party - United Peasant Party,2016-06-03,1958,http://www.parlament.gov.rs/MARIJAN_RISTICEVIC.598.488.html,,,,11,""
508,Socialist Party of Serbia,BRANKO RUZIC,BRANKO RUZIC,"",Socialist Party of Serbia,2016-06-03,1975,http://www.parlament.gov.rs/BRANKO_RUZIC.508.488.html,http://twitter.com/brankoruzicsps,http://facebook.com/ruzicbranko,,11,""
523,"",NEMANJA SAROVIC,NEMANJA SAROVIC,"",Serbian Radical Party,2016-06-03,1974,http://www.parlament.gov.rs/NEMANJA_SAROVIC.523.488.html,,,,11,""
287,"",NIKOLA SAVIC,NIKOLA SAVIC,"",Serbian Radical Party,2016-06-03,1959,http://www.parlament.gov.rs/NIKOLA_SAVIC.287.488.html,,,,11,""
931,"",DRAGAN SAVKIC,DRAGAN SAVKIC,"",Serbian Progressive Party,2016-06-03,1947,http://www.parlament.gov.rs/DRAGAN_SAVKIC.931.488.html,,,,11,""
945,"",VOJISLAV SESELj,VOJISLAV Prof. Dr SESELj,Prof Dr,Serbian Radical Party,2016-06-03,1954,http://www.parlament.gov.rs/VOJISLAV_SESELj.945.488.html,,,,11,""
979,"",MILADIN SEVARLIC,MILADIN Prof. Dr SEVARLIC,Prof Dr,Dveri,2016-06-03,1949,http://www.parlament.gov.rs/MILADIN_SEVARLIC.979.488.html,,,,11,""
686,"",DRAGAN SORMAZ,DRAGAN SORMAZ,"",Serbian Progressive Party,2016-06-03,1967,http://www.parlament.gov.rs/DRAGAN_SORMAZ.686.488.html,http://www.twitter.com/dragansormaz,,,11,""
967,"",BRANKA STAMENKOVIC,BRANKA STAMENKOVIC,"",Enough Is Enough,2016-06-03,1968,http://www.parlament.gov.rs/BRANKA_STAMENKOVIC.967.488.html,,,,11,""
840,"",MIROLjUB STANKOVIC,MIROLjUB STANKOVIC,"",Party of United Pensioners of Serbia,2016-06-03,1946,http://www.parlament.gov.rs/MIROLjUB_STANKOVIC.840.488.html,,,,11,""
985,"",ZDRAVKO STANKOVIC,ZDRAVKO STANKOVIC,"","Social Democratic Party, People’s Movement of Serbia",2016-06-03,1980,http://www.parlament.gov.rs/ZDRAVKO_STANKOVIC.985.488.html,,,,11,""
954,Serbian Radical Party,MIROSLAVA STANKOVIC DjURICIC,MIROSLAVA STANKOVIC DjURICIC,"",Serbian Radical Party,2016-06-03,1976,http://www.parlament.gov.rs/MIROSLAVA_STANKOVIC+DjURICIC.954.488.html,,,,11,""
128,"",VELIMIR STANOJEVIC,VELIMIR STANOJEVIC,"",New Serbia,2016-06-03,1964,http://www.parlament.gov.rs/VELIMIR_STANOJEVIC.128.488.html,,,,11,""
958,"",ALEKSANDAR STEVANOVIC,ALEKSANDAR STEVANOVIC,"",Enough Is Enough,2016-06-03,1976,http://www.parlament.gov.rs/ALEKSANDAR_STEVANOVIC.958.488.html,http://www.twitter.com/Stevanovich_A,http://www.facebook.com/aleksandar.stevanovic.98499,,11,""
961,"",ANA STEVANOVIC,ANA Dr STEVANOVIC,Dr,Enough Is Enough,2016-06-03,1984,http://www.parlament.gov.rs/ANA_STEVANOVIC.961.488.html,http://twitter.com/stevanovicana7,,,11,""
129,"",VEROLJUB STEVANOVIC,VEROLJUB STEVANOVIC,"",Democratic Party,2016-06-03,1946,http://www.parlament.gov.rs/VEROLJUB_STEVANOVIC.129.488.html,,,,11,""
131,"",ZVONIMIR STEVIC,ZVONIMIR STEVIC,"",Socialist Party of Serbia,2016-06-03,1957,http://www.parlament.gov.rs/ZVONIMIR_STEVIC.131.488.html,,,,11,""
941,Socialist Party of Serbia,DANIJELA STOJADINOVIC,DANIJELA STOJADINOVIC,"",Socialist Party of Serbia,2016-06-03,1969,http://www.parlament.gov.rs/DANIJELA_STOJADINOVIC.941.488.html,,,,11,""
759,"",IVANA STOJILjKOVIĆ,IVANA STOJILjKOVIĆ,"",Serbian Progressive Party,2016-06-03,1981,http://www.parlament.gov.rs/IVANA_STOJILjKOVI%C4%86.759.488.html,,,,11,""
773,Serbian Progressive Party,DUSICA STOJKOVIC,DUSICA STOJKOVIC,"",Serbian Progressive Party,2016-06-03,1979,http://www.parlament.gov.rs/DUSICA_STOJKOVIC.773.488.html,http://twitter.com/Duca_Stojkovic,http://facebook.com/dusica.stojkovic.35,,11,""
606,Serbian Progressive Party,LJUBISA STOJMIROVIC,LJUBISA Prof. Dr STOJMIROVIC,Prof Dr,Serbian Progressive Party,2016-06-03,1950,http://www.parlament.gov.rs/LJUBISA_STOJMIROVIC+.606.488.html,,,,11,""
645,"",HAJI MILORAD STOSIC,HAJI MILORAD STOSIC,"",Party of United Pensioners of Serbia,2016-06-03,1954,http://www.parlament.gov.rs/HAJI+MILORAD_STOSIC.645.488.html,,,,11,""
978,"",DEJAN SULKIC,DEJAN SULKIC,"",Democratic Party of Serbia,2016-06-03,1972,http://www.parlament.gov.rs/DEJAN_SULKIC.978.488.html,,,,11,""
708,"",ZELJKO SUSEC,ZELJKO SUSEC,"",Serbian Progressive Party,2016-06-03,1977,http://www.parlament.gov.rs/ZELJKO_SUSEC.708.488.html,,,,11,""
902,"",DUSKO TARBUK,DUSKO TARBUK,"",Serbian Progressive Party,2016-06-03,1972,http://www.parlament.gov.rs/DUSKO_TARBUK.902.488.html,,,,11,""
848,"",MARINIKA TEPIC,MARINIKA TEPIC,"",League of Social Democrats of Vojvodina – Green Party,2016-06-03,1974,http://www.parlament.gov.rs/MARINIKA_TEPIC.848.488.html,,,,11,""
804,"",TANJA TOMASEVIC DAMNJANOVIC,TANJA TOMASEVIC DAMNJANOVIC,"",Serbian Progressive Party,2016-06-03,1982,http://www.parlament.gov.rs/TANJA_TOMASEVIC+DAMNJANOVIC.804.488.html,,http://www.facebook.com/tanja.tomasevic.31,,11,""
616,"",ALEKSANDRA TOMIC,ALEKSANDRA Dr TOMIC,Dr,Serbian Progressive Party,2016-06-03,1969,http://www.parlament.gov.rs/ALEKSANDRA_TOMIC+.616.488.html,http://www.twitter.com/BgdSaska,,,11,""
636,"",IVICA TONCEV,IVICA TONCEV,"",Socialist Party of Serbia,2016-06-03,1968,http://www.parlament.gov.rs/IVICA_TONCEV.636.488.html,,,,11,""
865,"",NOVICA TONCEV,NOVICA TONCEV,"",Socialist Party of Serbia,2016-06-03,1962,http://www.parlament.gov.rs/NOVICA_TONCEV.865.488.html,,,,11,""
899,"",BOJAN TORBICA,BOJAN TORBICA,"",Socialists’ Movement - People’s Peasant Party - United Peasant Party,2016-06-03,1974,http://www.parlament.gov.rs/BOJAN_TORBICA.899.488.html,,,,11,""
801,Serbian Progressive Party,MILENA TURK,MILENA TURK,"",Serbian Progressive Party,2016-06-03,1986,http://www.parlament.gov.rs/MILENA_TURK.801.488.html,,,,11,""
933,Serbian Progressive Party,DRAGAN VELjKOVIĆ,DRAGAN VELjKOVIĆ,"",Serbian Progressive Party,2016-06-03,1964,http://www.parlament.gov.rs/DRAGAN_VELjKOVI%C4%86.933.488.html,,,,11,""
993,"",DRAGAN VESOVIC,DRAGAN VESOVIC,"",Dveri,2016-08-11,1966,http://www.parlament.gov.rs/DRAGAN_VESOVIC.993.488.html,,,,11,""
423,"",MAJA VIDENOVIC,MAJA VIDENOVIC,"",Democratic Party,2016-06-03,1979,http://www.parlament.gov.rs/MAJA_VIDENOVIC.423.488.html,,,,11,""
798,"",SONjA VLAHOVIC,SONjA VLAHOVIC,"",Serbian Progressive Party,2016-06-03,1969,http://www.parlament.gov.rs/SONjA_VLAHOVIC.798.488.html,,,,11,""
922,"",ZIVKO VRCELj,ZIVKO VRCELj,"",Serbian Progressive Party,2016-06-03,1959,http://www.parlament.gov.rs/ZIVKO_VRCELj.922.488.html,,,,11,""
290,"",NATASA VUCKOVIC,NATASA VUCKOVIC,"",Democratic Party,2016-06-03,1967,http://www.parlament.gov.rs/NATASA_VUCKOVIC+.290.488.html,,,,11,""
907,"",MILIMIR VUJADINOVIC,MILIMIR VUJADINOVIC,"",Serbian Progressive Party,2016-06-03,1979,http://www.parlament.gov.rs/MILIMIR_VUJADINOVIC.907.488.html,,,,11,""
641,United Serbia,VOJISLAV VUJIC,VOJISLAV VUJIC,"",United Serbia,2016-06-03,1975,http://www.parlament.gov.rs/VOJISLAV_VUJIC.641.488.html,,,,11,""
982,"",DjORDjE VUKADINOVIC,DjORDjE VUKADINOVIC,"",Democratic Party of Serbia,2016-06-03,1962,http://www.parlament.gov.rs/DjORDjE_VUKADINOVIC.982.488.html,,,,11,""
627,Socialist Party of Serbia,DIJANA VUKOMANOVIC,DIJANA Dr VUKOMANOVIC,Dr,Socialist Party of Serbia,2016-06-03,1967,http://www.parlament.gov.rs/DIJANA_VUKOMANOVIC+.627.488.html,http://twitter.com/vukomand,http://facebook.com/vukomanovicdijana,,11,""
940,Socialist Party of Serbia,VLADAN ZAGRADjANIN,VLADAN ZAGRADjANIN,"",Socialist Party of Serbia,2016-06-03,1968,http://www.parlament.gov.rs/VLADAN_ZAGRADjANIN.940.488.html,,,,11,""
900,Serbian Progressive Party,JELENA ZARIC KOVACEVIC,JELENA ZARIC KOVACEVIC,"",Serbian Progressive Party,2016-06-03,1981,http://www.parlament.gov.rs/JELENA_ZARIC+KOVACEVIC.900.488.html,http://twitter.com/jecazaric,http://facebook.com/jelena.zaric.77?fref=ts,,11,""
918,Serbian Progressive Party,MARKO ZELjUG,MARKO ZELjUG,"",Serbian Progressive Party,2016-06-03,1983,http://www.parlament.gov.rs/MARKO_ZELjUG.918.488.html,,,,11,""
973,"",TOMISLAV ZIGMANOV,TOMISLAV ZIGMANOV,"",Democratic Party,2016-06-03,1967,http://www.parlament.gov.rs/TOMISLAV_ZIGMANOV.973.488.html,,,,11,""
851,"",ZORAN ZIVKOVIC,ZORAN ZIVKOVIC,"","",2016-06-03,1960,http://www.parlament.gov.rs/ZORAN_ZIVKOVIC.851.488.html,http://www.twitter.com/zorandirektno,,,11,""
986,"",MUAMER ZUKORLIC,MUAMER ZUKORLIC,"","",2016-06-03,1970,http://www.parlament.gov.rs/MUAMER_ZUKORLIC.986.488.html,,,,11,""
