id,name,party,faction,sort_name,honorific_prefix,start_date,birth_date,source,twitter,facebook,website,term
611,VESNA MARKOVIC,Serbian Progressive Party,Serbian Progressive Party,VESNA MARKOVIC,"",2014-04-16,1974,http://www.parlament.gov.rs/VESNA_MARKOVIC.611.488.html,,,,10
386,ALEKSANDAR MARTINOVIC,Serbian Progressive Party,Serbian Progressive Party,ALEKSANDAR MARTINOVIC,"",2014-04-16,1976,http://www.parlament.gov.rs/ALEKSANDAR_MARTINOVIC+.386.488.html,,,,10
387,VESNA MARTINOVIĆ,Democratic Party,Democratic Party,VESNA MARTINOVIĆ,"",2014-04-16,1970,http://www.parlament.gov.rs/VESNA_MARTINOVI%C4%86.387.488.html,,,,10
754,VEROLjUB MATIC,"",Serbian Progressive Party,VEROLjUB MATIC,"",2014-04-16,1953,http://www.parlament.gov.rs/VEROLjUB_MATIC.754.488.html,,,,10
811,ZARKO MICIN,Serbian Progressive Party,Serbian Progressive Party,ZARKO MICIN,"",2014-04-16,1982,http://www.parlament.gov.rs/ZARKO_MICIN.811.488.html,,,,10
360,DRAGOLjUB MICUNOVIC,Democratic Party,Democratic Party,DRAGOLjUB Prof. Dr MICUNOVIC,Prof Dr,2014-04-16,1930,http://www.parlament.gov.rs/DRAGOLjUB_MICUNOVIC+.360.488.html,,,,10
357,MILETIC MIHAJLOVIC,Socialist Party of Serbia,Socialist Party of Serbia,MILETIC MIHAJLOVIC,"",2014-04-16,1951,http://www.parlament.gov.rs/MILETIC_MIHAJLOVIC.357.488.html,,,,10
612,JELENA MIJATOVIC,Serbian Progressive Party,Serbian Progressive Party,JELENA MIJATOVIC,"",2014-04-16,1977,http://www.parlament.gov.rs/JELENA_MIJATOVIC.612.488.html,,,,10
553,MILORAD MIJATOVIC,Social Democratic Party of Serbia,Social Democratic Party of Serbia,MILORAD Dr MIJATOVIC,Dr,2014-04-16,1947,http://www.parlament.gov.rs/MILORAD_MIJATOVIC+.553.488.html,,http://www.facebook.com/milorad.mijatovic.3,,10
685,PREDRAG MIJATOVIC,Serbian Progressive Party,Serbian Progressive Party,PREDRAG Dr MIJATOVIC,Dr,2014-04-16,1950,http://www.parlament.gov.rs/PREDRAG_MIJATOVIC+.685.488.html,,,,10
639,STEFANA MILADINOVIC,Socialist Party of Serbia,Socialist Party of Serbia,STEFANA MILADINOVIC,"",2014-04-16,1981,http://www.parlament.gov.rs/STEFANA_MILADINOVIC.639.488.html,http://www.twitter.com/just_Stefana,,,10
790,ZORAN MILEKIC,Serbian Progressive Party,Serbian Progressive Party,ZORAN MILEKIC,"",2014-04-16,1955,http://www.parlament.gov.rs/ZORAN_MILEKIC.790.488.html,,,,10
789,MILIJA MILETIC,United Peasant Party,Serbian Progressive Party,MILIJA MILETIC,"",2014-04-16,1968,http://www.parlament.gov.rs/MILIJA_MILETIC.789.488.html,,,,10
456,DJORDJE MILICEVIC,Socialist Party of Serbia,Socialist Party of Serbia,DJORDJE MILICEVIC,"",2014-04-16,1978,http://www.parlament.gov.rs/DJORDJE_MILICEVIC.456.488.html,,,,10
512,DUSAN MILISAVLJEVIC,Democratic Party,Democratic Party,DUSAN Prof. Dr MILISAVLJEVIC,Prof Dr,2014-04-26,1968,http://www.parlament.gov.rs/DUSAN_MILISAVLJEVIC.512.488.html,,,,10
799,MILOSAV MILOJEVIC,Serbian Progressive Party,Serbian Progressive Party,MILOSAV MILOJEVIC,"",2014-04-16,1954,http://www.parlament.gov.rs/MILOSAV_MILOJEVIC.799.488.html,,,,10
837,NENAD MILOSAVLjEVIC,Socialist Party of Serbia,Socialist Party of Serbia,NENAD MILOSAVLjEVIC,"",2014-04-16,1954,http://www.parlament.gov.rs/NENAD_MILOSAVLjEVIC.837.488.html,,,,10
817,NEVENKA MILOSEVIC,Serbian Progressive Party,Serbian Progressive Party,NEVENKA MILOSEVIC,"",2014-04-16,1966,http://www.parlament.gov.rs/NEVENKA_MILOSEVIC.817.488.html,,,,10
816,VLADAN MILOSEVIC,Serbian Progressive Party,Serbian Progressive Party,VLADAN MILOSEVIC,"",2014-04-16,1962,http://www.parlament.gov.rs/VLADAN_MILOSEVIC.816.488.html,,,,10
768,SASA MIRKOVIC,"","",SASA MIRKOVIC,"",2014-04-16,1972,http://www.parlament.gov.rs/SASA_MIRKOVIC.768.488.html,,,,10
825,NENAD MITROVIC,Serbian Progressive Party,Serbian Progressive Party,NENAD MITROVIC,"",2014-04-16,1973,http://www.parlament.gov.rs/NENAD_MITROVIC.825.488.html,,,,10
882,GORAN MLADENOVIC,Serbian Progressive Party,Serbian Progressive Party,GORAN MLADENOVIC,"",2014-10-03,1979,http://www.parlament.gov.rs/GORAN_MLADENOVIC.882.488.html,,,,10
618,LJUBICA MRDAKOVIC TODOROVIC,Serbian Progressive Party,Serbian Progressive Party,LJUBICA Dr MRDAKOVIC TODOROVIC,Dr,2014-04-16,1962,http://www.parlament.gov.rs/LJUBICA_MRDAKOVIC+TODOROVIC.618.488.html,,,,10
350,MILUTIN MRKONЈIC,Socialist Party of Serbia,Socialist Party of Serbia,MILUTIN MRKONЈIC,"",2014-04-16,1942,http://www.parlament.gov.rs/MILUTIN_MRKON%D0%88IC.350.488.html,,,,10
693,MUJO MUKOVIC,Bosniak People's Party,Serbian Progressive Party,MUJO MUKOVIC,"",2014-04-16,1963,http://www.parlament.gov.rs/MUJO_MUKOVIC.693.488.html,,,,10
871,DEJAN NEKTARIJEVIC,Serbian Progressive Party,Serbian Progressive Party,DEJAN Dr NEKTARIJEVIC,Dr,2014-05-10,1961,http://www.parlament.gov.rs/DEJAN_NEKTARIJEVIC.871.488.html,,,,10
96,LJILJANA NESTOROVIC,Social Democratic Party of Serbia,Social Democratic Party of Serbia,LJILJANA NESTOROVIC,"",2014-04-16,1968,http://www.parlament.gov.rs/LJILJANA_NESTOROVIC.96.488.html,,,,10
498,DEJAN NIKOLIC,Democratic Party,Democratic Party,DEJAN NIKOLIC,"",2014-04-16,1979,http://www.parlament.gov.rs/DEJAN_NIKOLIC.498.488.html,,,,10
626,DRAGAN NIKOLIC,Serbian Progressive Party,Serbian Progressive Party,DRAGAN NIKOLIC,"",2014-04-16,1960,http://www.parlament.gov.rs/DRAGAN_NIKOLIC.626.488.html,,,,10
614,DUSICA NIKOLIC,Serbian Progressive Party,Serbian Progressive Party,DUSICA NIKOLIC,"",2014-04-16,1962,http://www.parlament.gov.rs/DUSICA_NIKOLIC.614.488.html,,,,10
767,MILjANA NIKOLIC,Serbian Progressive Party,Serbian Progressive Party,MILjANA NIKOLIC,"",2014-04-16,1971,http://www.parlament.gov.rs/MILjANA_NIKOLIC.767.488.html,,,,10
599,MIODRAG NIKOLIC,"",Serbian Progressive Party,MIODRAG NIKOLIC,"",2014-04-16,1950,http://www.parlament.gov.rs/MIODRAG_NIKOLIC.599.488.html,,,,10
815,NENAD NIKOLIC,Serbian Progressive Party,Serbian Progressive Party,NENAD NIKOLIC,"",2014-04-16,1987,http://www.parlament.gov.rs/NENAD_NIKOLIC.815.488.html,http://www.twitter.com/nenadnikolic,http://www.facebook.com/nikolic.nenad,,10
788,SANjA NIKOLIC,Serbian Progressive Party,Serbian Progressive Party,SANjA NIKOLIC,"",2014-04-16,1980,http://www.parlament.gov.rs/SANjA_NIKOLIC.788.488.html,http://www.twitter.com/sanjanpakao,,,10
796,NADICA NIKOLIC TANASIJEVIC,Serbian Progressive Party,Serbian Progressive Party,NADICA NIKOLIC TANASIJEVIC,"",2014-04-16,1970,http://www.parlament.gov.rs/NADICA_NIKOLIC+TANASIJEVIC.796.488.html,,,,10
862,MILAN NOVAKOVIC,Serbian Progressive Party,Serbian Progressive Party,MILAN NOVAKOVIC,"",2014-04-16,1963,http://www.parlament.gov.rs/MILAN_NOVAKOVIC.862.488.html,,,,10
718,JASMINA OBRADOVIC,Serbian Progressive Party,Serbian Progressive Party,JASMINA OBRADOVIC,"",2014-04-16,1961,http://www.parlament.gov.rs/JASMINA_OBRADOVIC.718.488.html,,,,10
608,MARIJA OBRADOVIC,Serbian Progressive Party,Serbian Progressive Party,MARIJA OBRADOVIC,"",2014-04-16,1974,http://www.parlament.gov.rs/MARIJA_OBRADOVIC.608.488.html,http://www.twitter.com/marijatvkv,,,10
101,ZARKO OBRADOVIC,Socialist Party of Serbia,Socialist Party of Serbia,ZARKO Prof. Dr OBRADOVIC,Prof Dr,2014-04-16,1960,http://www.parlament.gov.rs/ZARKO_OBRADOVIC+.101.488.html,,,,10
104,MEHO OMEROVIC,Social Democratic Party of Serbia,Social Democratic Party of Serbia,MEHO OMEROVIC,"",2014-04-16,1959,http://www.parlament.gov.rs/MEHO_OMEROVIC.104.488.html,,,,10
779,VLADIMIR ORLIC,Serbian Progressive Party,Serbian Progressive Party,VLADIMIR Dr ORLIC,Dr,2014-04-16,1983,http://www.parlament.gov.rs/VLADIMIR_ORLIC.779.488.html,,,,10
832,ALEKSANDAR PAJOVIC,Serbian Progressive Party,Serbian Progressive Party,ALEKSANDAR Dr PAJOVIC,Dr,2014-04-16,1958,http://www.parlament.gov.rs/ALEKSANDAR_PAJOVIC.832.488.html,,,,10
867,KRSTIMIR PANTIC,Serbian Progressive Party,Serbian Progressive Party,KRSTIMIR PANTIC,"",2014-04-26,1972,http://www.parlament.gov.rs/KRSTIMIR_PANTIC.867.488.html,,,,10
617,BILJANA PANTIC PILJA,Serbian Progressive Party,Serbian Progressive Party,BILJANA PANTIC PILJA,"",2014-04-16,1983,http://www.parlament.gov.rs/BILJANA_PANTIC+PILJA.617.488.html,,http://www.facebook.com/biljana.pantic,,10
470,OLENA PAPUGA,Social Democratic League of Vojvodina,League of Social Democrats of Vojvodina,OLENA PAPUGA,"",2014-04-16,1964,http://www.parlament.gov.rs/OLENA_PAPUGA.470.488.html,,,,10
324,BÁLINT PÁSZTOR,Alliance Of Vojvodina Hungarians,Alliance of Vojvodina Hungarians,BÁLINT PÁSZTOR,"",2014-04-16,1979,http://www.parlament.gov.rs/B%C3%81LINT_P%C3%81SZTOR.324.488.html,http://Twitter.com/pasztorbalint,http://Facebook.com/pasztorbalint,http://www.pasztorbalint.rs,10
818,OLIVERA PAULjESKIC,Serbian Progressive Party,Serbian Progressive Party,OLIVERA PAULjESKIC,"",2014-04-16,1971,http://www.parlament.gov.rs/OLIVERA_PAULjESKIC.818.488.html,,http://www.facebook.com/olivera.pauljeskic,,10
828,DRAGAN PAUNOVIC,Serbian Progressive Party,Serbian Progressive Party,DRAGAN PAUNOVIC,"",2014-04-16,1959,http://www.parlament.gov.rs/DRAGAN_PAUNOVIC.828.488.html,,,,10
637,VERA PAUNOVIC,Party Of United Pensioners Of Serbia,Party of United Pensioners of Serbia,VERA PAUNOVIC,"",2014-04-16,1947,http://www.parlament.gov.rs/VERA_PAUNOVIC.637.488.html,,,,10
857,VLADIMIR PAVICEVIC,New Party,"",VLADIMIR PAVICEVIC,"",2014-04-16,1978,http://www.parlament.gov.rs/VLADIMIR_PAVICEVIC.857.488.html,http://www.twitter.com/vpavicevic,http://www.facebook.com/vladimir.pavicevic,,10
666,ZOLTÁN PÉK,Alliance Of Vojvodina Hungarians,Alliance of Vojvodina Hungarians,ZOLTÁN PÉK,"",2014-04-16,1962,http://www.parlament.gov.rs/ZOLT%C3%81N_P%C3%89K.666.488.html,,http://www.facebook.com/zoltan.pek.33,,10
831,ALEKSANDAR PERANOVIC,Serbian Progressive Party,Serbian Progressive Party,ALEKSANDAR Dr PERANOVIC,Dr,2014-04-16,1976,http://www.parlament.gov.rs/ALEKSANDAR_PERANOVIC.831.488.html,,,,10
749,SLOBODAN PERIC,Serbian Progressive Party,Serbian Progressive Party,SLOBODAN PERIC,"",2014-04-16,1964,http://www.parlament.gov.rs/SLOBODAN_PERIC.749.488.html,,,,10
775,OLIVERA PESIC,Serbian Progressive Party,Serbian Progressive Party,OLIVERA PESIC,"",2014-04-16,1979,http://www.parlament.gov.rs/OLIVERA_PESIC.775.488.html,,http://www.facebook.com/olja.pesic,,10
805,VLADIMIR PETKOVIC,Serbian Progressive Party,Serbian Progressive Party,VLADIMIR PETKOVIC,"",2014-04-16,1979,http://www.parlament.gov.rs/VLADIMIR+_PETKOVIC.805.488.html,,,,10
855,MILAN PETRIC,Serbian People's Party,"",MILAN PETRIC,"",2014-04-16,1976,http://www.parlament.gov.rs/MILAN_PETRIC.855.488.html,,,,10
114,MILISAV PETRONIJEVIC,Socialist Party of Serbia,Socialist Party of Serbia,MILISAV PETRONIJEVIC,"",2014-04-16,1949,http://www.parlament.gov.rs/MILISAV_PETRONIJEVIC.114.488.html,,,,10
113,DUSAN PETROVIC,"","Boris Tadic – Social Democratic Party, Together for Serbia",DUSAN PETROVIC,"",2014-04-16,1966,http://www.parlament.gov.rs/DUSAN_PETROVIC.113.488.html,,,,10
628,MIRA PETROVIC,Party Of United Pensioners Of Serbia,Party of United Pensioners of Serbia,MIRA PETROVIC,"",2014-04-16,1956,http://www.parlament.gov.rs/MIRA_PETROVIC.628.488.html,,,,10
761,NEBOJSA PETROVIC,Socialist Movement,Serbian Progressive Party,NEBOJSA Prof Dr PETROVIC,Prof Dr,2014-04-16,1961,http://www.parlament.gov.rs/NEBOJSA_PETROVIC.761.488.html,,,,10
313,PETAR PETROVIC,United Serbia,United Serbia,PETAR PETROVIC,"",2014-04-16,1951,http://www.parlament.gov.rs/PETAR_PETROVIC.313.488.html,,,,10
883,DRAGAN POLOVINA,Serbian Progressive Party,Serbian Progressive Party,DRAGAN POLOVINA,"",2014-10-03,1953,http://www.parlament.gov.rs/DRAGAN_POLOVINA.883.488.html,,,,10
697,MILETA POSKURICA,Serbian Progressive Party,Serbian Progressive Party,MILETA POSKURICA,"",2014-04-16,1954,http://www.parlament.gov.rs/MILETA_POSKURICA+.697.488.html,,,,10
593,ZORAN PRALICA,Serbian Progressive Party,Serbian Progressive Party,ZORAN PRALICA,"",2014-04-16,1967,http://www.parlament.gov.rs/ZORAN_PRALICA.593.488.html,,,,10
866,JELISAVETA PRIBOJAC,Serbian Progressive Party,Serbian Progressive Party,JELISAVETA PRIBOJAC,"",2014-04-26,1956,http://www.parlament.gov.rs/JELISAVETA_PRIBOJAC.866.488.html,,,,10
507,DEJAN MA RADENKOVIC,Socialist Party of Serbia,Socialist Party of Serbia,DEJAN MA RADENKOVIC,"",2014-05-10,1971,http://www.parlament.gov.rs/DEJAN_RADENKOVIC.507.488.html,http://www.twitter.com/RadenkovicDejan,,,10
808,DALIBOR RADICEVIC,Serbian Progressive Party,Serbian Progressive Party,DALIBOR RADICEVIC,"",2014-04-16,1976,http://www.parlament.gov.rs/DALIBOR_RADICEVIC.808.488.html,,,,10
710,ALEKSANDAR RADOJEVIC,"",Serbian Progressive Party,ALEKSANDAR Dr RADOJEVIC,Dr,2014-04-16,1965,http://www.parlament.gov.rs/ALEKSANDAR_RADOJEVIC.710.488.html,,,,10
615,KATARINA RAKIC,Serbian Progressive Party,Serbian Progressive Party,KATARINA RAKIC,"",2014-04-16,1979,http://www.parlament.gov.rs/KATARINA_RAKIC.615.488.html,http://www.twitter.com/RakicKatarina,http://www.facebook.com/pages/Katarina-Rakic/560006640812374,,10
739,VESNA RAKONJAC,Serbian Progressive Party,Serbian Progressive Party,VESNA Dr RAKONJAC,Dr,2014-04-16,1967,http://www.parlament.gov.rs/VESNA_RAKONJAC.739.488.html,,,,10
887,BRANIMIR Prim. RANCIC,Serbian Progressive Party,Serbian Progressive Party,BRANIMIR Prim. Dr RANCIC,Dr,2015-01-30,1953,http://www.parlament.gov.rs/BRANIMIR_RANCIC.887.488.html,,,,10
598,MARIJAN RISTICEVIC,"",Serbian Progressive Party,MARIJAN RISTICEVIC,"",2014-04-16,1958,http://www.parlament.gov.rs/MARIJAN_RISTICEVIC.598.488.html,,,,10
508,BRANKO RUZIC,Socialist Party of Serbia,Socialist Party of Serbia,BRANKO RUZIC,"",2014-04-16,1975,http://www.parlament.gov.rs/BRANKO_RUZIC.508.488.html,,,,10
833,SUZANA SARAC,Serbian Progressive Party,Serbian Progressive Party,SUZANA SARAC,"",2014-04-16,1981,http://www.parlament.gov.rs/SUZANA_SARAC.833.488.html,,,,10
812,BILjANA SAVOVIC,Serbian Progressive Party,Serbian Progressive Party,BILjANA SAVOVIC,"",2014-04-16,1960,http://www.parlament.gov.rs/BILjANA_SAVOVIC.812.488.html,,,,10
738,ALEKSANDAR SENIC,Social Democratic Party,"Boris Tadic – Social Democratic Party, Together for Serbia",ALEKSANDAR SENIC,"",2014-04-16,1978,http://www.parlament.gov.rs/ALEKSANDAR_SENIC.738.488.html,http://www.twitter.com/AlexandarSenic,,,10
870,VESNA SIMIĆ,Serbian Progressive Party,Serbian Progressive Party,VESNA Dr SIMIĆ,Dr,2014-05-10,1966,http://www.parlament.gov.rs/VESNA_SIMI%C4%86.870.488.html,,,,10
686,DRAGAN SORMAZ,Serbian Progressive Party,Serbian Progressive Party,DRAGAN SORMAZ,"",2014-04-16,1967,http://www.parlament.gov.rs/DRAGAN_SORMAZ.686.488.html,http://www.twitter.com/dragansormaz,,,10
649,SUZANA SPASOJEVIC,Socialist Party of Serbia,Socialist Party of Serbia,SUZANA SPASOJEVIC,"",2014-04-16,1970,http://www.parlament.gov.rs/SUZANA_SPASOJEVIC.649.488.html,,,,10
840,MIROLjUB STANKOVIC,Party Of United Pensioners Of Serbia,Party of United Pensioners of Serbia,MIROLjUB STANKOVIC,"",2014-04-16,1946,http://www.parlament.gov.rs/MIROLjUB_STANKOVIC.840.488.html,,,,10
128,VELIMIR STANOJEVIC,New Serbia,New Serbia,VELIMIR STANOJEVIC,"",2014-04-16,1964,http://www.parlament.gov.rs/VELIMIR_STANOJEVIC.128.488.html,,,,10
558,BORISLAV STEFANOVIC,Democratic Party,"",BORISLAV STEFANOVIC,"",2014-04-16,1974,http://www.parlament.gov.rs/BORISLAV_STEFANOVIC.558.488.html,,,,10
809,MILAN STEVANOVIC,Serbian Progressive Party,Serbian Progressive Party,MILAN STEVANOVIC,"",2014-04-16,1958,http://www.parlament.gov.rs/MILAN_STEVANOVIC.809.488.html,http://www.twitter.com/milanpixel,http://www.facebook.com/milan.stevanovic.1420?fref=ts,,10
131,ZVONIMIR STEVIC,Socialist Party of Serbia,Socialist Party of Serbia,ZVONIMIR STEVIC,"",2014-04-16,1957,http://www.parlament.gov.rs/ZVONIMIR_STEVIC.131.488.html,,,,10
847,NINOSLAV STOJADINOVIC,Social Democratic Party,"Boris Tadic – Social Democratic Party, Together for Serbia",NINOSLAV Dr STOJADINOVIC,Dr,2014-04-16,1950,http://www.parlament.gov.rs/NINOSLAV_STOJADINOVIC.847.488.html,,,,10
620,MOMIR STOJANOVIC,Serbian Progressive Party,Serbian Progressive Party,MOMIR STOJANOVIC,"",2014-04-16,1958,http://www.parlament.gov.rs/MOMIR_STOJANOVIC.620.488.html,,,,10
646,NEVENA STOJANOVIC,United Serbia,United Serbia,NEVENA STOJANOVIC,"",2014-04-16,1986,http://www.parlament.gov.rs/NEVENA_STOJANOVIC.646.488.html,,,,10
759,IVANA STOJILjKOVIĆ,Serbian Progressive Party,Serbian Progressive Party,IVANA STOJILjKOVIĆ,"",2014-04-16,1981,http://www.parlament.gov.rs/IVANA_STOJILjKOVI%C4%86.759.488.html,,,,10
773,DUSICA STOJKOVIC,Serbian Progressive Party,Serbian Progressive Party,DUSICA STOJKOVIC,"",2014-04-16,1979,http://www.parlament.gov.rs/DUSICA_STOJKOVIC.773.488.html,,http://www.facebook.com/dusica.stojkovic.35,,10
797,VELIBOR STOJKOVIC,Serbian Progressive Party,Serbian Progressive Party,VELIBOR STOJKOVIC,"",2014-04-16,1966,http://www.parlament.gov.rs/VELIBOR_STOJKOVIC.797.488.html,,http://www.facebook.com/veliborstojkoviclibe,,10
606,LJUBISA STOJMIROVIC,"",Serbian Progressive Party,LJUBISA prof. Dr STOJMIROVIC,Prof Dr,2014-04-16,1950,http://www.parlament.gov.rs/LJUBISA_STOJMIROVIC+.606.488.html,,,,10
564,DJORDJE STOJSIC,Social Democratic League of Vojvodina,League of Social Democrats of Vojvodina,DJORDJE STOJSIC,"",2014-04-16,1977,http://www.parlament.gov.rs/DJORDJE_STOJSIC.564.488.html,,,,10
645,HAJI MILORAD STOSIC,Party Of United Pensioners Of Serbia,Party of United Pensioners of Serbia,HAJI MILORAD STOSIC,"",2014-04-16,1954,http://www.parlament.gov.rs/HAJI+MILORAD_STOSIC.645.488.html,,,,10
273,DUSAN STUPAR,Serbian Progressive Party,Serbian Progressive Party,DUSAN STUPAR,"",2014-04-16,1956,http://www.parlament.gov.rs/DUSAN_STUPAR.273.488.html,,,,10
708,ZELJKO SUSEC,Serbian Progressive Party,Serbian Progressive Party,ZELJKO SUSEC,"",2014-04-16,1977,http://www.parlament.gov.rs/ZELJKO_SUSEC.708.488.html,,,,10
770,KATARINA SUSNjAR,Serbian Progressive Party,Serbian Progressive Party,KATARINA SUSNjAR,"",2014-04-16,1990,http://www.parlament.gov.rs/KATARINA_SUSNjAR.770.488.html,,,,10
154,DRAGAN SUTANOVAC,Democratic Party,Democratic Party,DRAGAN SUTANOVAC,"",2014-04-16,1968,http://www.parlament.gov.rs/DRAGAN_SUTANOVAC.154.488.html,,,,10
765,NEBOJSA TATOMIR,Serbian Progressive Party,Serbian Progressive Party,NEBOJSA TATOMIR,"",2014-04-16,1968,http://www.parlament.gov.rs/NEBOJSA_TATOMIR.765.488.html,,,,10
725,DRAGAN TODOROVIC,Socialist Movement,Serbian Progressive Party,DRAGAN TODOROVIC,"",2014-05-10,1969,http://www.parlament.gov.rs/DRAGAN_TODOROVIC.725.488.html,,,,10
804,TANJA TOMASEVIC DAMNJANOVIC,Serbian Progressive Party,Serbian Progressive Party,TANJA TOMASEVIC DAMNJANOVIC,"",2014-04-16,1982,http://www.parlament.gov.rs/TANJA_TOMASEVIC+DAMNJANOVIC.804.488.html,,http://www.facebook.com/tanja.tomasevic.31,,10
616,ALEKSANDRA TOMIC,Serbian Progressive Party,Serbian Progressive Party,ALEKSANDRA Dr TOMIC,Dr,2014-04-16,1969,http://www.parlament.gov.rs/ALEKSANDRA_TOMIC+.616.488.html,http://www.twitter.com/BgdSaska,,,10
865,NOVICA TONCEV,Socialist Party of Serbia,Socialist Party of Serbia,NOVICA TONCEV,"",2014-04-16,1962,http://www.parlament.gov.rs/NOVICA_TONCEV.865.488.html,,,,10
879,GORDANA TOPIC,Socialist Party of Serbia,Socialist Party of Serbia,GORDANA TOPIC,"",2014-07-31,1971,http://www.parlament.gov.rs/GORDANA_TOPIC.879.488.html,,,,10
791,MILOS TOSANIC,Serbian Progressive Party,Serbian Progressive Party,MILOS TOSANIC,"",2014-04-16,1964,http://www.parlament.gov.rs/MILOS_TOSANIC.791.488.html,,,,10
827,VELINKA TOSIC,Serbian Progressive Party,Serbian Progressive Party,VELINKA TOSIC,"",2014-04-16,1963,http://www.parlament.gov.rs/VELINKA_TOSIC.827.488.html,,,,10
683,VUCETA TOSKOVIC,Serbian Progressive Party,Serbian Progressive Party,VUCETA TOSKOVIC,"",2014-04-16,1941,http://www.parlament.gov.rs/VUCETA_TOSKOVIC.683.488.html,,,,10
801,MILENA TURK,Serbian Progressive Party,Serbian Progressive Party,MILENA TURK,"",2014-04-16,1986,http://www.parlament.gov.rs/MILENA_TURK.801.488.html,,http://www.facebook.com/milena.nedeljkovic.716,,10
860,SULEJMAN UGLjANIN,Party of Democratic Action of Sandzak,SDA Sandzak – Party of Democratic Action,SULEJMAN Dr UGLjANIN,Dr,2014-04-16,1953,http://www.parlament.gov.rs/SULEJMAN_UGLjANIN.860.488.html,,,,10
260,LÁSZLÓ VARGA,Alliance Of Vojvodina Hungarians,Alliance of Vojvodina Hungarians,LÁSZLÓ VARGA,"",2014-04-16,1976,http://www.parlament.gov.rs/L%C3%81SZL%C3%93_VARGA.260.488.html,,,,10
826,BRATIMIR VASILjEVIC,Serbian Progressive Party,Serbian Progressive Party,BRATIMIR VASILjEVIC,"",2014-04-16,1953,http://www.parlament.gov.rs/BRATIMIR_VASILjEVIC.826.488.html,,http://www.facebook.com/bratimir.vasiljevic,,10
640,SLOBODAN VELICKOVIC,Party Of United Pensioners Of Serbia,Party of United Pensioners of Serbia,SLOBODAN VELICKOVIC,"",2016-02-01,1947,http://www.parlament.gov.rs/SLOBODAN_VELICKOVIC.640.488.html,,,,10
842,JELISAVETA VELjKOVIC,Party Of United Pensioners Of Serbia,Party of United Pensioners of Serbia,JELISAVETA VELjKOVIC,"",2014-04-16,1951,http://www.parlament.gov.rs/JELISAVETA_VELjKOVIC.842.488.html,,,,10
501,JANKO VESELINOVIC,OVERTURN Movement,"",JANKO Dr VESELINOVIC,Dr,2014-04-16,1965,http://www.parlament.gov.rs/JANKO_VESELINOVIC+.501.488.html,,,,10
858,ANNAMÁRIA VICSEK,Alliance Of Vojvodina Hungarians,Alliance of Vojvodina Hungarians,ANNAMÁRIA VICSEK,"",2014-04-16,1973,http://www.parlament.gov.rs/ANAMARIJA_VICEK.858.488.html,,,,10
798,SONjA VLAHOVIC,Serbian Progressive Party,Serbian Progressive Party,SONjA VLAHOVIC,"",2014-04-16,1969,http://www.parlament.gov.rs/SONjA_VLAHOVIC.798.488.html,,,,10
783,JEZDIMIR VUCETIC,Serbian Progressive Party,Serbian Progressive Party,JEZDIMIR Dr VUCETIC,Dr,2014-04-16,1947,http://www.parlament.gov.rs/JEZDIMIR_VUCETIC.783.488.html,,,,10
290,NATASA VUCKOVIC,Democratic Party,Democratic Party,NATASA VUCKOVIC,"",2014-04-16,1967,http://www.parlament.gov.rs/NATASA_VUCKOVIC+.290.488.html,,,,10
641,VOJISLAV VUJIC,United Serbia,United Serbia,VOJISLAV VUJIC,"",2014-04-16,1975,http://www.parlament.gov.rs/VOJISLAV_VUJIC.641.488.html,,,,10
874,GORAN VUKADINOVIC,Serbian Progressive Party,Serbian Progressive Party,GORAN VUKADINOVIC,"",2014-05-10,1965,http://www.parlament.gov.rs/GORAN_VUKADINOVIC.874.488.html,,,,10
844,VANjA VUKIC,Socialist Party of Serbia,Socialist Party of Serbia,VANjA VUKIC,"",2014-04-16,1978,http://www.parlament.gov.rs/VANjA_VUKIC.844.488.html,,,,10
793,SVETISLAV VUKMIRICA,Serbian Progressive Party,Serbian Progressive Party,SVETISLAV VUKMIRICA,"",2014-04-16,1972,http://www.parlament.gov.rs/SVETISLAV_VUKMIRICA.793.488.html,,,,10
627,DIJANA VUKOMANOVIC,Socialist Party of Serbia,Socialist Party of Serbia,DIJANA Dr VUKOMANOVIC,Dr,2014-04-16,1967,http://www.parlament.gov.rs/DIJANA_VUKOMANOVIC+.627.488.html,,,,10
772,DRAGOLjUB ZINDOVIC,Serbian Progressive Party,Serbian Progressive Party,DRAGOLjUB ZINDOVIC,"",2014-04-16,1965,http://www.parlament.gov.rs/DRAGOLjUB_ZINDOVIC.772.488.html,,,,10
734,MILINKO ZIVKOVIC,Serbian Progressive Party,Serbian Progressive Party,MILINKO ZIVKOVIC,"",2014-04-16,1960,http://www.parlament.gov.rs/MILINKO_ZIVKOVIC.734.488.html,,,,10
851,ZORAN ZIVKOVIC,New Party,"",ZORAN ZIVKOVIC,"",2014-04-16,1960,http://www.parlament.gov.rs/ZORAN_ZIVKOVIC.851.488.html,http://www.twitter.com/zorandirektno,,,10
778,GORDANA ZORIC,Serbian Progressive Party,Serbian Progressive Party,GORDANA Dr ZORIC,Dr,2014-04-16,1954,http://www.parlament.gov.rs/GORDANA_ZORIC.778.488.html,,,,10
