statement,id,name,constituency_id,constituency,party_id,party,start_date,end_date,term
Q144270-9A287624-0D4B-4514-904E-6BD030ABE9B1,Q144270,Birgitta Jónsdóttir,Q770576,Southwest,Q198403,Pirate Party Iceland,2013-04-27,2016-10-29,2013
Q144270-2A57E3B0-E6CB-4CA3-8E4D-E2DE181573D1,Q144270,Birgitta Jónsdóttir,Q2037988,Reykjavík South,Q747640,Citizens' Movement,2009-04-25,2012-11-24,2009
Q144270-d5c2a228-45c6-9ad6-689c-93c3d2e799b5,Q144270,Birgitta Jónsdóttir,Q2037988,Reykjavík South,Q198403,Pirate Party Iceland,2012-11-24,2013-04-27,2009
Q15109949-9C782E99-90D8-4E1D-BEFF-5F1FCCE61C33,Q15109949,Þórunn Egilsdóttir,Q2001559,Northeast,Q1046777,Progressive Party,2013-04-27,2016-10-29,2013
Q15214902-fbe122eb-4113-259e-4acd-2cc33801a941,Q15214902,Steinunn Þóra Árnadóttir,Q1526538,Reykjavík North,Q1130754,Left-Green Movement,2014-08-18,2016-10-29,2013
Q1557723-720BE6F9-8281-451C-9565-5D9E4C09AE11,Q1557723,Guðbjartur Hannesson,Q2001582,Northwest,Q1141127,Social Democratic Alliance,2013-04-27,2015-10-23,2013
Q1557723-88A193C2-21DC-47CB-A897-662503D2410B,Q1557723,Guðbjartur Hannesson,Q2001582,Northwest,Q1141127,Social Democratic Alliance,2009-04-25,2013-04-27,2009
Q1557723-B31C7DA7-5E76-44FA-A4E5-DD5FEAEF2DF8,Q1557723,Guðbjartur Hannesson,Q2001582,Northwest,Q1141127,Social Democratic Alliance,2007-05-12,2009-04-25,2007
Q1557735-F90FCC3D-E245-4A9D-A575-2B7118B8F89E,Q1557735,Guðlaugur Þór Þórðarson,Q2037988,Reykjavík South,Q218303,Independence Party,2013-04-27,2016-10-29,2013
Q1557735-6B0D4B99-4129-42CE-B7FD-B4C1B7083200,Q1557735,Guðlaugur Þór Þórðarson,Q2037988,Reykjavík South,Q218303,Independence Party,2009-04-25,2013-04-27,2009
Q1557755-0B94F58A-81A9-4217-8B53-0D9FF45C053D,Q1557755,Guðmundur Steingrímsson,Q770576,Southwest,Q5019160,Bright Future,2013-04-27,2016-10-29,2013
Q1557755-337f8df0-4aff-d0db-0efe-5c6f49815d02,Q1557755,Guðmundur Steingrímsson,Q2001582,Northwest,Q327591,independent politician,2011-08-22,2013-04-27,2009
Q1557755-9FFCD46B-1C48-477D-905A-2DAF8F74E8CA,Q1557755,Guðmundur Steingrímsson,Q2001582,Northwest,Q1046777,Progressive Party,2009-04-25,2011-08-22,2009
Q15622430-40CD5661-BF77-4C27-8170-FF26E2988060,Q15622430,Ásmundur Friðriksson,Q1419190,South,Q218303,Independence Party,2013-04-27,2016-10-29,2013
Q15622449-9E72C4E8-569C-45B3-ADD2-27ED56DAC971,Q15622449,Bjarkey Gunnarsdóttir,Q2001559,Northeast,Q1130754,Left-Green Movement,2013-04-27,2016-10-29,2013
Q15624512-C1350EF6-B970-47A2-B529-53EE0FAB7A7B,Q15624512,Brynhildur Pétursdóttir,Q2001559,Northeast,Q5019160,Bright Future,2013-04-27,2016-10-29,2013
Q15630813-77FFE301-67DC-4F70-8D9C-2607CC90849C,Q15630813,Brynjar Þór Níelsson,Q1526538,Reykjavík North,Q218303,Independence Party,2013-04-27,2016-10-29,2013
Q15632998-61E64651-E48E-499F-869B-3DA8A9341C87,Q15632998,Elsa Lára Arnardóttir,Q2001582,Northwest,Q1046777,Progressive Party,2013-04-27,2016-10-29,2013
Q15644764-9A319592-324F-4D78-B44A-2132F8981872,Q15644764,Frosti Sigurjónsson,Q1526538,Reykjavík North,Q1046777,Progressive Party,2013-04-27,2016-10-29,2013
Q15730617-A04A393F-0614-48C6-8CF7-F170F36CE161,Q15730617,Haraldur Benediktsson,Q2001582,Northwest,Q218303,Independence Party,2013-04-27,2016-10-29,2013
Q15967307-931EAE1A-7FA7-411C-B51D-1A3E56A7B451,Q15967307,Ellert Björgvinsson Schram,Q1526538,Reykjavík North,Q1141127,Social Democratic Alliance,2007-05-12,2009-04-25,2007
Q16103460-46C7FECE-7360-427F-AD16-5343190C3C3A,Q16103460,Haraldur Einarsson,Q1419190,South,Q1046777,Progressive Party,2013-04-27,2016-10-29,2013
Q16334491-DEE099CB-8B9D-4ACF-865F-BDEE7EFC171F,Q16334491,Jóhanna María Sigmundsdóttir,Q2001582,Northwest,Q1046777,Progressive Party,2013-04-27,2016-10-29,2013
Q16419044-414B06E4-3140-48AE-97AF-427FE9F6AF16,Q16419044,Kristinn H. Gunnarsson,Q2001582,Northwest,Q1421878,Liberal Party,2007-05-12,2009-04-25,2007
Q16419293-66156FDA-F757-4D37-8602-23BAB3F6F0C6,Q16419293,Ármann Kr. Ólafsson,Q770576,Southwest,Q218303,Independence Party,2007-05-12,2009-04-25,2007
Q16419657-5918EA9F-0E67-42D4-B6DC-3959F38B889B,Q16419657,Ásta Möller,Q2037988,Reykjavík South,Q218303,Independence Party,2007-05-12,2009-04-25,2007
Q16419747-3303EB99-B1D7-4AFC-9923-27DF70A43B16,Q16419747,Arnbjörg Sveinsdóttir,Q2001559,Northeast,Q218303,Independence Party,2007-05-12,2009-04-25,2007
Q16420871-9D937FF2-B9B4-41A0-8AB5-EF55AC786EF0,Q16420871,Óttarr Proppé,Q2037988,Reykjavík South,Q5019160,Bright Future,2013-04-27,2016-10-29,2013
Q16421265-49CE35D9-8F4C-4FF9-9871-790CE74330A3,Q16421265,Björk Guðjónsdóttir,Q1419190,South,Q218303,Independence Party,2007-05-12,2009-04-25,2007
Q16421281-98DEA9B6-F6F0-4048-A24E-0BF6375C9F3D,Q16421281,Líneik Anna Sævarsdóttir,Q2001559,Northeast,Q1046777,Progressive Party,2013-04-27,2016-10-29,2013
Q16421493-1998C7D7-1FA8-45B8-8E8E-2BC4F7DFBAAB,Q16421493,Lúðvík Bergvinsson,Q1419190,South,Q1141127,Social Democratic Alliance,2007-05-12,2009-04-25,2007
Q16421780-F83990BD-7962-46FC-AC1B-E4B0C4D176C3,Q16421780,Þorsteinn Sæmundsson,Q770576,Southwest,Q1046777,Progressive Party,2013-04-27,2016-10-29,2013
Q16422955-A48CD9AC-A5B3-4615-9E99-07ACB6805DAF,Q16422955,Einar Már Sigurðarson,Q2001559,Northeast,Q1141127,Social Democratic Alliance,2007-05-12,2009-04-25,2007
Q16422960-86C6370C-B85E-47C6-9BE9-BD5C22BC50C4,Q16422960,Einar Oddur Kristjánsson,Q2001582,Northwest,Q218303,Independence Party,2007-05-12,2007-07-14,2007
Q16423821-E7203035-0672-4972-8DC6-286CBF82B25B,Q16423821,Páll Jóhann Pálsson,Q1419190,South,Q1046777,Progressive Party,2013-04-27,2016-10-29,2013
Q16423843-571641FD-1A99-4DE2-8FFF-EDC844B23A58,Q16423843,Páll Valur Björnsson,Q1419190,South,Q5019160,Bright Future,2013-04-27,2016-10-29,2013
Q16425503-9090CF49-5C37-4148-84B6-6DC12FD1C346,Q16425503,Sigrún Magnúsdóttir,Q1526538,Reykjavík North,Q1046777,Progressive Party,2013-04-27,2016-10-29,2013
Q16425617-588A6F8E-241D-4432-AFA4-AC8DEA30D6AB,Q16425617,Grétar Mar Jónsson,Q1419190,South,Q1421878,Liberal Party,2007-05-12,2009-04-25,2007
Q16425816-3D4531B4-8296-4966-B4A9-6B2B3F8F3991,Q16425816,Gunnar Svavarsson,Q770576,Southwest,Q1141127,Social Democratic Alliance,2007-05-12,2009-04-25,2007
Q16425985-169F0292-E3C5-41F9-A1C3-E0D1DA69B7D5,Q16425985,Guðfinna S. Bjarnadóttir,Q1526538,Reykjavík North,Q218303,Independence Party,2007-05-12,2009-04-25,2007
Q16425990-5512DEB3-4A9F-4B49-899C-BBBCB2351A35,Q16425990,Silja Dögg Gunnarsdóttir,Q1419190,South,Q1046777,Progressive Party,2013-04-27,2016-10-29,2013
Q16427595-bbd79bb0-4ebf-e805-9426-45f35f350c6f,Q16427595,Herdís Þórðardóttir,Q2001582,Northwest,Q218303,Independence Party,2007-07-14,2009-04-25,2007
Q16429613-C076F8BF-45E0-4B44-9E75-04D6EE126092,Q16429613,Jón Magnússon,Q2037988,Reykjavík South,Q1421878,Liberal Party,2007-05-12,2009-02-18,2007
Q16429613-c0849f87-4218-2b82-aec6-c0b500fa9d9b,Q16429613,Jón Magnússon,Q2037988,Reykjavík South,Q218303,Independence Party,2009-02-18,2009-04-25,2007
Q16430033-63F7D3BE-FC90-4521-A9C0-4B747E5425D3,Q16430033,Karl Garðarsson,Q2037988,Reykjavík South,Q1046777,Progressive Party,2013-04-27,2016-10-29,2013
Q16430061-BC1EA159-DCBC-40DE-B05B-69345F369C10,Q16430061,Vilhjálmur Bjarnason,Q770576,Southwest,Q218303,Independence Party,2013-04-27,2016-10-29,2013
Q16430083-7A452C6A-CE88-4D65-981D-A0EF123D5342,Q16430083,Vilhjálmur Árnason,Q1419190,South,Q218303,Independence Party,2013-04-27,2016-10-29,2013
Q1651907-151E3162-238A-47D9-9F8D-7F8DB680EC70,Q1651907,Höskuldur Þórhallsson,Q2001559,Northeast,Q1046777,Progressive Party,2013-04-27,2016-10-29,2013
Q1651907-9659CF4B-4F3D-404D-9686-2DAEE511429C,Q1651907,Höskuldur Þórhallsson,Q2001559,Northeast,Q1046777,Progressive Party,2007-05-12,2009-04-25,2007
Q1651907-C42F90EA-0B39-43C6-9D7A-2CEBE9904915,Q1651907,Höskuldur Þórhallsson,Q2001559,Northeast,Q1046777,Progressive Party,2009-04-25,2013-04-27,2009
Q1658872-EC66B038-2811-4F6B-A7E3-96849F2DE30E,Q1658872,Illugi Gunnarsson,Q1526538,Reykjavík North,Q218303,Independence Party,2013-04-27,2016-10-29,2013
Q1658872-0B7F8EB2-9729-40F2-A43E-9A4B81DE1352,Q1658872,Illugi Gunnarsson,Q2037988,Reykjavík South,Q218303,Independence Party,2007-05-12,2009-04-25,2007
Q1658872-E9E30AB2-40E2-4D2C-B8C9-E76AFA015840,Q1658872,Illugi Gunnarsson,Q1526538,Reykjavík North,Q218303,Independence Party,2009-04-25,2013-04-27,2009
Q1715048-FBA73E82-C4AD-4671-8E57-A4C17A3D705C,Q1715048,Jón Gunnarsson,Q770576,Southwest,Q218303,Independence Party,2007-05-12,2009-04-25,2007
Q1715048-E168B572-4383-443F-8B09-D5F1A34ECCFF,Q1715048,Jón Gunnarsson,Q770576,Southwest,Q218303,Independence Party,2009-04-25,2013-04-27,2009
Q1715048-F4EFB86D-FFCA-4631-9D8D-FB5D8AF8E0A4,Q1715048,Jón Gunnarsson,Q770576,Southwest,Q218303,Independence Party,2013-04-27,2016-10-29,2013
Q1789402-B5715478-143F-4529-B12B-568A5A026444,Q1789402,Kristján Þór Júlíusson,Q2001559,Northeast,Q218303,Independence Party,2013-04-27,2016-10-29,2013
Q1789402-64706E3B-C66F-47E3-B628-D86F3BDE4A8E,Q1789402,Kristján Þór Júlíusson,Q2001559,Northeast,Q218303,Independence Party,2009-04-25,2013-04-27,2009
Q1789402-D5EE5AA1-314C-4FAE-86EC-ECF48141DC68,Q1789402,Kristján Þór Júlíusson,Q2001559,Northeast,Q218303,Independence Party,2007-05-12,2009-04-25,2007
Q200619-F8542EEA-7100-49F4-9CA9-CA71B37B3341,Q200619,Þráinn Bertelsson,Q1526538,Reykjavík North,Q747640,Citizens' Movement,2009-04-25,2009-08-14,2009
Q200619-ff370a9e-494b-1e0b-1292-57411504c013,Q200619,Þráinn Bertelsson,Q1526538,Reykjavík North,Q1130754,Left-Green Movement,2009-08-14,2013-04-27,2009
Q201075-4F288FE3-D59F-4833-BFAC-15B3F06AAD10,Q201075,Sigurður Ingi Jóhannsson,Q1419190,South,Q1046777,Progressive Party,2013-04-27,2016-10-29,2013
Q201075-2F307350-16AA-439A-A19D-8D0FBA93AF49,Q201075,Sigurður Ingi Jóhannsson,Q1419190,South,Q1046777,Progressive Party,2009-04-25,2013-04-27,2009
Q202032-4DCF818D-579B-45F3-B3B3-E7A8AC33E04D,Q202032,Geir Haarde,Q2037988,Reykjavík South,Q218303,Independence Party,2007-05-12,2009-04-25,2007
Q2127304-649C10F6-42BB-4ADC-863F-379DFE4327FA,Q2127304,Ragnheiður Elín Árnadóttir,Q1419190,South,Q218303,Independence Party,2013-04-27,2016-10-29,2013
Q2127304-50AC99B2-CC5A-4937-AF40-D8DEEBE7C7F6,Q2127304,Ragnheiður Elín Árnadóttir,Q770576,Southwest,Q218303,Independence Party,2007-05-12,2009-04-25,2007
Q2127304-0219BA41-1778-4D22-B550-87A21B097222,Q2127304,Ragnheiður Elín Árnadóttir,Q1419190,South,Q218303,Independence Party,2009-04-25,2013-04-27,2009
Q2179205-82FCE1AB-9E46-44D4-87B8-21E507285F2F,Q2179205,Róbert Marshall,Q2037988,Reykjavík South,Q5019160,Bright Future,2013-04-27,2016-10-29,2013
Q2179205-D98CCEAE-4756-4EEC-A397-90A494F83D81,Q2179205,Róbert Marshall,Q1419190,South,Q1141127,Social Democratic Alliance,2009-04-25,2013-04-27,2009
Q22236740-aaebec6e-4dff-baf3-e134-39c882c41dbb,Q22236740,Ásta Helgadóttir,Q2037988,Reykjavík South,Q198403,Pirate Party Iceland,2015-07-01,2016-10-29,2013
Q2276642-ACDF8A03-B838-45F7-A86A-C8CDD832A251,Q2276642,Hanna Birna Kristjánsdóttir,Q2037988,Reykjavík South,Q218303,Independence Party,2013-04-27,2016-10-29,2013
Q2285056-CF6088B0-36B1-4E4C-870E-46355598EA9A,Q2285056,Sigmundur Ernir Rúnarsson,Q2001559,Northeast,Q1141127,Social Democratic Alliance,2009-04-25,2013-04-27,2009
Q2285487-CBA9E9A5-4405-4239-8899-CF916FA4C63B,Q2285487,Sigurður Kári Kristjánsson,Q1526538,Reykjavík North,Q218303,Independence Party,2007-05-12,2009-04-25,2007
Q23059628-842160fc-41db-eb1c-0f51-01c2c3426e08,Q23059628,Sigríður Á. Andersen,Q2037988,Reykjavík South,Q218303,Independence Party,2015-06-26,2016-10-29,2013
Q250619-7DB368F3-E5CD-4526-8F3F-33B48A2FAB33,Q250619,Álfheiður Ingadóttir,Q2037988,Reykjavík South,Q1130754,Left-Green Movement,2007-05-12,2009-04-25,2007
Q250619-FEF8B42B-BF25-4293-B06C-3E7CC1B9050D,Q250619,Álfheiður Ingadóttir,Q1526538,Reykjavík North,Q1130754,Left-Green Movement,2009-04-25,2013-04-27,2009
Q252258-BCFB01BC-605A-46C0-AC10-595FF40FBC08,Q252258,Árni Johnsen,Q1419190,South,Q218303,Independence Party,2007-05-12,2009-04-25,2007
Q252258-10B8372A-A282-484F-9B3D-440897FD22D7,Q252258,Árni Johnsen,Q1419190,South,Q218303,Independence Party,2009-04-25,2013-04-27,2009
Q252264-9BEE6566-D164-451C-B1B3-C1F33D300848,Q252264,Árni Mathiesen,Q1419190,South,Q218303,Independence Party,2007-05-12,2009-04-25,2007
Q252271-3DB93833-0108-4ABF-9DE0-7495B33C193E,Q252271,Árni Páll Árnason,Q770576,Southwest,Q1141127,Social Democratic Alliance,2013-04-27,2016-10-29,2013
Q252271-55A0E113-348B-4D7A-B069-15DA4DC3D1DB,Q252271,Árni Páll Árnason,Q770576,Southwest,Q1141127,Social Democratic Alliance,2007-05-12,2009-04-25,2007
Q252271-07ED9A95-8B76-4530-82E2-B15E7BF32A44,Q252271,Árni Páll Árnason,Q770576,Southwest,Q1141127,Social Democratic Alliance,2009-04-25,2013-04-27,2009
Q252296-11DA9439-1B8A-49DD-BF6A-443AC918EEE9,Q252296,Árni Þór Sigurðsson,Q1526538,Reykjavík North,Q1130754,Left-Green Movement,2013-04-27,2014-08-18,2013
Q252296-4DFF59CB-4DB7-464B-BFDC-B24E08991DB7,Q252296,Árni Þór Sigurðsson,Q1526538,Reykjavík North,Q1130754,Left-Green Movement,2007-05-12,2009-04-25,2007
Q252296-E7556A40-6887-407F-AECE-FACC84EEB04E,Q252296,Árni Þór Sigurðsson,Q1526538,Reykjavík North,Q1130754,Left-Green Movement,2009-04-25,2013-04-27,2009
Q252486-A30FFDEA-1086-4E3E-9DEF-7FFAD81AEEC4,Q252486,Ásbjörn Óttarsson,Q2001582,Northwest,Q218303,Independence Party,2009-04-25,2013-04-27,2009
Q252565-37ABDE65-0DE7-4E7E-A7D2-23D0AED341FB,Q252565,Ásmundur Einar Daðason,Q2001582,Northwest,Q1046777,Progressive Party,2013-04-27,2016-10-29,2013
Q252565-4BC3E2B6-7278-4059-8252-96BD80E432AC,Q252565,Ásmundur Einar Daðason,Q2001582,Northwest,Q1130754,Left-Green Movement,2009-04-25,2013-04-27,2009
Q252586-4AAED081-873F-44FA-9A2A-BBF8B555D91F,Q252586,Ásta Ragnheiður Jóhannesdóttir,Q2037988,Reykjavík South,Q1141127,Social Democratic Alliance,2007-05-12,2009-04-25,2007
Q252586-585841FB-81FC-4BBD-B90D-9D3DCD06D718,Q252586,Ásta Ragnheiður Jóhannesdóttir,Q2037988,Reykjavík South,Q1141127,Social Democratic Alliance,2009-04-25,2013-04-27,2009
Q262299-FB24AA5F-FC07-4365-85CC-C580FDEE999B,Q262299,Ingibjörg Sólrún Gísladóttir,Q2037988,Reykjavík South,Q1141127,Social Democratic Alliance,2007-05-12,2009-04-25,2007
Q293062-8bc8d56c-482d-d7c9-566c-27c1bcebfaa4,Q293062,Ólína Þorvarðardóttir,Q2001582,Northwest,Q1141127,Social Democratic Alliance,2015-10-26,2016-10-29,2013
Q293062-675E0328-AB23-4717-B4D8-3578ABB09652,Q293062,Ólína Þorvarðardóttir,Q2001582,Northwest,Q1141127,Social Democratic Alliance,2009-04-25,2013-04-27,2009
Q293066-45FF026C-E78B-4CFD-B238-F007596E1A48,Q293066,Ólöf Nordal,Q2001559,Northeast,Q218303,Independence Party,2007-05-12,2009-04-25,2007
Q293066-78B4AE7F-447C-4B85-8301-2F0DB5E9CE1B,Q293066,Ólöf Nordal,Q2037988,Reykjavík South,Q218303,Independence Party,2009-04-25,2013-04-27,2009
Q294666-6AD1F427-B8B7-4A74-85AB-6D4ADC56337F,Q294666,Ögmundur Jónasson,Q770576,Southwest,Q1130754,Left-Green Movement,2013-04-27,2016-10-29,2013
Q294666-D252AC5A-9C80-4290-826B-7660CE61D2F5,Q294666,Ögmundur Jónasson,Q770576,Southwest,Q1130754,Left-Green Movement,2007-05-12,2009-04-25,2007
Q294666-D2CCA520-AD22-444F-A8E0-18F30909C690,Q294666,Ögmundur Jónasson,Q770576,Southwest,Q1130754,Left-Green Movement,2009-04-25,2013-04-27,2009
Q33084005-4120f7d0-413c-11a1-7ce9-ee01130d21b8,Q33084005,Helga Sigrún Harðardóttir,Q1419190,South,Q1046777,Progressive Party,2008-11-11,2009-04-25,2007
Q335734-87293628-8BC1-483E-91C2-7CF4C61B8672,Q335734,Þuríður Backman,Q2001559,Northeast,Q1130754,Left-Green Movement,2007-05-12,2009-04-25,2007
Q335734-A0D28BD9-B12B-4278-B42D-CB3A77C8BC99,Q335734,Þuríður Backman,Q2001559,Northeast,Q1130754,Left-Green Movement,2009-04-25,2013-04-27,2009
Q335776-4F79BA34-3332-4D7C-9B2A-EAB364120890,Q335776,Þór Saari,Q770576,Southwest,Q747640,Citizens' Movement,2009-04-25,2013-04-27,2009
Q335921-1202632A-E288-4574-AB16-8DD4CA62DEA9,Q335921,Þórunn Sveinbjarnardóttir,Q770576,Southwest,Q1141127,Social Democratic Alliance,2007-05-12,2009-04-25,2007
Q335921-3158FA17-BC52-41D7-A569-67300E4E5363,Q335921,Þórunn Sveinbjarnardóttir,Q770576,Southwest,Q1141127,Social Democratic Alliance,2009-04-25,2013-04-27,2009
Q3481103-1CA15B6A-5254-44B8-A677-193B921D3FCF,Q3481103,Willum Þór Þórsson,Q770576,Southwest,Q1046777,Progressive Party,2013-04-27,2016-10-29,2013
Q378310-C4770A9D-379B-4C43-AD02-2E52C6F78B2D,Q378310,Tryggvi Þór Herbertsson,Q2001559,Northeast,Q218303,Independence Party,2009-04-25,2013-04-27,2009
Q437932-569A8B4C-FB67-4C72-B16F-914E20D7BFD1,Q437932,Siv Friðleifsdóttir,Q770576,Southwest,Q1046777,Progressive Party,2009-04-25,2013-04-27,2009
Q437932-8D5ED042-1579-45B8-8F90-CB82AAAC4187,Q437932,Siv Friðleifsdóttir,Q770576,Southwest,Q1046777,Progressive Party,2007-05-12,2009-04-25,2007
Q437989-6B87309A-3DCF-47C3-A5EC-A82901F6024F,Q437989,Oddný Guðbjörg Harðardóttir,Q1419190,South,Q1141127,Social Democratic Alliance,2013-04-27,2016-10-29,2013
Q437989-87E25502-5A06-4868-8100-108C9409C6C2,Q437989,Oddný Guðbjörg Harðardóttir,Q1419190,South,Q1141127,Social Democratic Alliance,2009-04-25,2013-04-27,2009
Q438056-272E77BA-F390-4641-B8DF-19F7D46C5ABD,Q438056,Svandís Svavarsdóttir,Q2037988,Reykjavík South,Q1130754,Left-Green Movement,2013-04-27,2016-10-29,2013
Q438056-F52D87C3-9C29-4E8E-A546-3034258388C0,Q438056,Svandís Svavarsdóttir,Q2037988,Reykjavík South,Q1130754,Left-Green Movement,2009-04-25,2013-04-27,2009
Q446307-673F6983-E17F-44DD-A19B-EB4D433ACCBE,Q446307,Pétur Blöndal,Q1526538,Reykjavík North,Q218303,Independence Party,2007-05-12,2009-04-25,2007
Q446307-582C3248-8626-4D8B-B8A3-8DEA0AE64E94,Q446307,Pétur Blöndal,Q1526538,Reykjavík North,Q218303,Independence Party,2009-04-25,2013-04-27,2009
Q446307-9D88F0B1-B8FA-48BE-8E33-E80E5EB31246,Q446307,Pétur Blöndal,Q2037988,Reykjavík South,Q218303,Independence Party,2013-04-27,2015-06-26,2013
Q463525-8DD398FC-74F7-4864-A212-84BCB4399672,Q463525,Helgi Hjörvar,Q2037988,Reykjavík South,Q1141127,Social Democratic Alliance,2013-04-27,2016-10-29,2013
Q463525-1E85E5E6-BEF9-440A-B19D-71AD761B0C1F,Q463525,Helgi Hjörvar,Q1526538,Reykjavík North,Q1141127,Social Democratic Alliance,2007-05-12,2009-04-25,2007
Q463525-D60FF231-80C6-4F70-99B7-9013EEC5FEE7,Q463525,Helgi Hjörvar,Q1526538,Reykjavík North,Q1141127,Social Democratic Alliance,2009-04-25,2013-04-27,2009
Q463588-D56C7794-5368-45D0-A43C-C225895384AD,Q463588,Sigmundur Davíð Gunnlaugsson,Q2001559,Northeast,Q1046777,Progressive Party,2013-04-27,2016-10-29,2013
Q463588-523AC0BA-F911-4D1D-8AC7-48791E393431,Q463588,Sigmundur Davíð Gunnlaugsson,Q1526538,Reykjavík North,Q1046777,Progressive Party,2009-04-25,2013-04-27,2009
Q463598-114B350B-3E28-4A5F-A12F-76A27E5D6D82,Q463598,Jón Bjarnason,Q2001582,Northwest,Q1130754,Left-Green Movement,2009-04-25,2013-04-27,2009
Q463598-1337C23C-1E89-482A-A7CF-EED313BDA93E,Q463598,Jón Bjarnason,Q2001582,Northwest,Q1130754,Left-Green Movement,2007-05-12,2009-04-25,2007
Q463602-2390CBC7-E4AC-4422-AA4F-FC1C6EA601FE,Q463602,Kristján L. Möller,Q2001559,Northeast,Q1141127,Social Democratic Alliance,2013-04-27,2016-10-29,2013
Q463602-EA422545-3492-448E-BCF7-BB7515943ECF,Q463602,Kristján L. Möller,Q2001559,Northeast,Q1141127,Social Democratic Alliance,2007-05-12,2009-04-25,2007
Q467437-6247D04A-4B85-4B96-A8C4-4AFA3D1F2882,Q467437,Lilja Mósesdóttir,Q2037988,Reykjavík South,Q1130754,Left-Green Movement,2009-04-25,2011-03-21,2009
Q467437-7693e84f-45c4-f668-f26b-d49f9c04e098,Q467437,Lilja Mósesdóttir,Q2037988,Reykjavík South,Q327591,independent politician,2011-03-21,2013-04-27,2009
Q467455-40AE7BF9-81CF-4AB7-A8D2-86CB2D2FC0D2,Q467455,Kolbrún Halldórsdóttir,Q2037988,Reykjavík South,Q1130754,Left-Green Movement,2007-05-12,2009-04-25,2007
