id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
888,Alberto Robles Pantoja,arobles,,Partido Radical Social Demócrata,PRSD,6,National Congress,8,,,,male
933,Aldo Cornejo González,acornejo,,Partido Demócrata Cristiano,DC,13,National Congress,8,,,,male
897,Alejandra Sepúlveda Orbenes,asepulveda,,Independientes,IND,34,National Congress,8,,,,female
952,Alejandro Santana Tirachini,asantana,,Renovación Nacional,RN,58,National Congress,8,,,,male
944,Andrea Molina Oliva,amolina,,Unión Demócrata Independiente,UDI,10,National Congress,8,,,,female
955,Arturo Squella Ovalle,asquella,,Unión Demócrata Independiente,UDI,12,National Congress,8,,,,male
971,Bernardo Berger Fett,bernardo.berger,,Renovación Nacional,RN,53,National Congress,8,,,,male
1006,Camila Vallejo Dowling,camila.vallejo,,Partido Comunista,PC,26,National Congress,8,,,,female
855,Carlos Abel Jarpa Wevar,cjarpa,,Partido Radical Social Demócrata,PRSD,41,National Congress,8,,,,male
945,Celso Morales Muñoz,cmorales,,Unión Demócrata Independiente,UDI,36,National Congress,8,,,,male
1004,Christian Urízar Muñoz,christian.urizar,,Partido Socialista,PS,10,National Congress,8,,,,male
874,Claudia Nogueira Fernández,cnogueira,,Unión Demócrata Independiente,UDI,19,National Congress,8,,,,female
969,Claudio Arriagada Macaya,claudio.arriagada,,Partido Demócrata Cristiano,DC,25,National Congress,8,,,,male
880,Clemira Pacheco Rivas,cpacheco,,Partido Socialista,PS,45,National Congress,8,,,,female
936,Cristina Girardi Lavín,cgirardi,,Partido Por la Democracia,PPD,18,National Congress,8,,,,female
929,Cristián Campos Jara,ccampos,,Partido Por la Democracia,PPD,43,National Congress,8,,,,male
867,Cristián Monckeberg Bruner,cmonckeberg,,Renovación Nacional,RN,23,National Congress,8,,,,male
980,Daniel Farcas Guendelman,daniel.farcas,,Partido Por la Democracia,PPD,17,National Congress,8,,,,male
990,Daniel Melo Contreras,daniel.melo,,Partido Socialista,PS,27,National Congress,8,,,,male
993,Daniel Núñez Arancibia,daniel.nunez,,Partido Comunista,PC,8,National Congress,8,,,,male
975,Daniella Cicardini Milla,daniella.cicardini,,Partido Socialista,PS,5,National Congress,8,,,,female
951,David Sandoval Plaza,dsandoval,,Unión Demócrata Independiente,UDI,59,National Congress,8,,,,male
883,Denise Pascal Allende,dpascal,,Partido Socialista,PS,31,National Congress,8,,,,female
995,Diego Paulsen Kehr,diego.paulsen,,Renovación Nacional,RN,49,National Congress,8,,,,male
854,Enrique Jaramillo Becker,ejaramil,,Partido Por la Democracia,PPD,54,National Congress,8,,,,male
959,Enrique Van Rysselberghe Herrera,evr,,Unión Demócrata Independiente,UDI,44,National Congress,8,,,,male
954,Ernesto Silva Méndez,esilva,,Unión Demócrata Independiente,UDI,23,National Congress,8,,,,male
978,Felipe De Mussy Hiriart,fdemussy,,Unión Demócrata Independiente,UDI,56,National Congress,8,,,,male
988,Felipe Kast Sommerhoff,felipe.kast,,Independientes,IND,22,National Congress,8,,,,male
177,Felipe Letelier Norambuena,felipe.letelier,,Partido Por la Democracia,PPD,33,National Congress,8,,,,male
919,Felipe Ward Edwards,fw120,,Unión Demócrata Independiente,UDI,3,National Congress,8,,,,male
866,Fernando Meza Moncada,fmeza,,Partido Radical Social Demócrata,PRSD,52,National Congress,8,,,,male
837,Fidel Espinoza Sandoval,fespinoza,,Partido Socialista,PS,56,National Congress,8,,,,male
934,Fuad Chahin Valenzuela,fchahin,,Partido Demócrata Cristiano,DC,49,National Congress,8,,,,male
972,Gabriel Boric Font,gabriel.boric,,Independientes,IND,60,National Congress,8,,,,male
898,Gabriel Silber Romo,gsilber,,Partido Demócrata Cristiano,DC,16,National Congress,8,,,,male
948,Gaspar Rivas Sánchez,grivas,,Independientes,IND,11,National Congress,8,,,,male
813,Germán Becker Alvear,gbecker,,Renovación Nacional,RN,50,National Congress,8,,,,male
915,Germán Verdugo Soto,gverdugo,,Renovación Nacional,RN,37,National Congress,8,,,,male
987,Giorgio Jackson Drago,giorgio.jackson,,Independientes,IND,22,National Congress,8,,,,male
984,Gonzalo Fuenzalida Figueroa,gonzalo.fuenzalida,,Renovación Nacional,RN,54,National Congress,8,,,,male
819,Guillermo Ceroni Fuentes,gceroni,,Partido Por la Democracia,PPD,40,National Congress,8,,,,male
956,Guillermo Teillier Del Valle,gteillier,,Partido Comunista,PC,28,National Congress,8,,,,male
939,Gustavo Hasbún Selume,ghasbun,,Unión Demócrata Independiente,UDI,26,National Congress,8,,,,male
937,Hugo Gutiérrez Gálvez,hgutierrez,,Partido Comunista,PC,2,National Congress,8,,,,male
908,Ignacio Urrutia Bonilla,iurrutia,,Unión Demócrata Independiente,UDI,40,National Congress,8,,,,male
967,Issa Kort Garriga,ikort,,Unión Demócrata Independiente,UDI,32,National Congress,8,,,,male
982,Iván Flores García,ivan.flores,,Partido Demócrata Cristiano,DC,53,National Congress,8,,,,male
983,Iván Fuentes Castillo,ivan.fuentes,,Independientes,IND,59,National Congress,8,,,,male
875,Iván Norambuena Farías,inorambuena,,Unión Demócrata Independiente,UDI,46,National Congress,8,,,,male
970,Jaime Bellolio Avaria,jaime.bellolio,,Unión Demócrata Independiente,UDI,30,National Congress,8,,,,male
996,Jaime Pilowsky Greene,jaime.pilowsky,,Partido Demócrata Cristiano,DC,24,National Congress,8,,,,male
