localid,id,name,constituency,website,photograph,party,source,term
227,2227,Md. Motiur Rahman,Sunamganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=882,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2227.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
228,2228,Mohibur Rahman Manik,Sunamganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=884,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2228.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
229,2229,Abul Maal Abdul Muhith,Sylhet,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=885,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2229.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
230,2230,Shofiqure Rahman Choudhury,Sylhet,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=886,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2230.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
231,2231,Mahmud Us Samad Chowdhury,Sylhet,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=888,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2231.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
232,2232,Imran Ahmad,Sylhet,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=889,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2232.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
233,2233,Hafiz Ahmed Majumder,Sylhet,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=890,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2233.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
234,2234,Nurul Islam Nahid,Sylhet,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=892,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2234.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
235,2235,Md. Shahab Uddin,Maulvibazar,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=894,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2235.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
236,2236,Nawab Ali Abbas Khan,Maulvibazar,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=895,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2236.jpg,Jatiya Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
237,2237,Syed Mohsin Ali,Maulvibazar,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=896,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2237.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
238,2238,Vice Principal Md. Abdus Shahid,Maulvibazar,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=897,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2238.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
239,2239,Sheikh Sujat Miah,Habiganj,,,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
240,2240,Md. Abdul Majid Khan,Habiganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=899,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2240.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
241,2241,Advocate Md. Abu Zahir,Habiganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=901,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2241.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
242,2242,Enamul Haque Mostafa Shahid,Habiganj,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=902,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2242.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
243,2243,Md. Sayedul Haque,Brahmanbaria,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=903,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2243.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
244,2244,Advocate Md. Ziaul Haque Mridha,Brahmanbaria,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=904,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2244.jpg,Jatiya Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
245,2245,R. A. M Obaidul Muktadir Chowdhury,Brahmanbaria,,,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
246,2246,Mohammad Shah Alam,Brahmanbaria,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=907,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2246.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
247,2247,Shah Jikrul Ahmed,Brahmanbaria,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=908,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2247.jpg,Jatiya Samajtantrik Dal,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
248,2248,Captain A B Tajul Islam ( Retd.),Brahmanbaria,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=909,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2248.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
249,2249,Major General Mohammad Shubid Ali Bhuiyan (Retd.),Comilla,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=911,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2249.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
250,2250,M.K. Anwar,Comilla,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=912,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2250.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
251,2251,Kazi Shah Mofazzal Hossain Kaikobad,Comilla,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?layout=edit&id=2363,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2251.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
252,2252,A.B.M. Ghulam Mostafa,Comilla,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=914,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2252.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
253,2253,Abdul Matin Khasru,Comilla,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=915,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2253.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
254,2254,A.K.M. Bahauddin,Comilla,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=916,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2254.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
255,2255,Prof. Md. Ali Ashraf,Comilla,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=917,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2255.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
256,2256,Nasimul Alam Chowdhury,Comilla,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=918,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2256.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
257,2257,Md.Tajul Islam,Comilla,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=919,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2257.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
258,2258,A.H.M Mustafa Kamal,Comilla,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=920,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2258.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
259,2259,Md. Mazibul Hoque,Comilla,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=921,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2259.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
260,2260,Dr. Mahiuddin Khan Alamgir,Chandpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=922,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2260.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
261,2261,Mohammed Rafiqul Islam,Chandpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=923,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2261.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
262,2262,Dr.Dipu Moni,Chandpur,,,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
263,2263,Md.Harun-Ur Rashid,Chandpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=939,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2263.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
264,2264,Major Rafiqul Islam (Retd.) Bir Uttam,Chandpur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=940,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2264.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
265,2265,Begum Khaleda Zia,Feni,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=941,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2265.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
266,2266,Joynal Abdin,Feni,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=942,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2266.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
267,2267,Muhammad Mosharraf Hossain,Feni,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=943,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2267.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
268,2268,Barrister A.M. Mahbub Uddin Khokon,Noakhali,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=944,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2268.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
269,2269,Zainul Abdin Farroque,Noakhali,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=945,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2269.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
270,2270,Md. Barkat Ullah Bulu,Noakhali,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=946,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2270.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
271,2271,Md. Akramul Karim Chowdhury,Noakhali,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=947,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2271.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
272,2272,Obaidul Quader,Noakhali,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=949,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2272.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
273,2273,Mohammad Fazlul Azim,Noakhali,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=948,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2273.jpg,Independent,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
274,2274,Nazim Uddin Ahmed,Laxmipur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=950,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2274.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
275,2275,Md. Abul Khair Bhuiyan,Laxmipur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=951,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2275.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
276,2276,Md. Shahid Uddin Chowdhury Anee,Laxmipur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=952,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2276.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
277,2277,ABM Ashraf Uddin Nizan,Laxmipur,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=953,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2277.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
278,2278,Eng. Mosharraf Hossain,Chittagong,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=954,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2278.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
279,2279,Salah Uddin Quader Chowdhury,Chittagong,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=955,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2279.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
280,2280,A.B.M. Abul Qasem,Chittagong,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=956,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2280.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
281,2281,Barrister Anisul Islam Mahmud,Chittagong,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=957,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2281.jpg,Jatiya Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
282,2282,A.B.M. Fazle Karim Chowdhury,Chittagong,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=958,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2282.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
283,2283,Mohammad Hasan Mahmud,Chittagong,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=959,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2283.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
284,2284,Mayeen Uddin Khan Badal,Chittagong,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=960,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2284.jpg,Jatiya Samajtantrik Dal,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
285,2285,Nurul Islam B.Sc.,Chittagong,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=961,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2285.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
286,2286,Dr. Md. Afsarul Amin,Chittagong,,,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
287,2287,M.Abdul Latif,Chittagong,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=963,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2287.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
288,2288,Shamsul Hoque Chowdhury,Chittagong,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=964,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2288.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
289,2289,Saifuzzaman Chowdhury,Chittagong,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=965,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2289.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
290,2290,"Dr. Col.(Retd.) Oli Ahmad, Bir Bikram",Chittagong,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=966,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2290.jpg,Liberal Democratic Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
291,2291,A N M Shamsul Islam,Chittagong,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=967,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2291.jpg,Bangladesh Jamaat-e-Islami,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
292,2292,Jafrul Islam Chowdhury,Chittagong,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=968,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2292.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
293,2293,Mostafa Kamal Pasha,Chittagong,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=969,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2293.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
294,2294,Hasina Ahmed,Cox's Bazar,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=970,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2294.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
295,2295,A.H.M. Hamidur Rahman Azad,Cox's Bazar,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=971,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2295.jpg,Bangladesh Jamaat-e-Islami,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
296,2296,Lutfur Rahman Kajal,Cox's Bazar,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=972,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2296.jpg,Bangladesh Nationalist Party,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
297,2297,Abdur Rahman Badi,Cox's Bazar,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=973,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2297.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
298,2298,Jatindra Lal Tripura,Khagrachhari,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=974,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2298.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
299,2299,Dipankar Talukder,Rangamati,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=975,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2299.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
300,2300,Bir Bahadur U Shei Ching,Bandarban,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=976,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2300.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
301,2301,Principal Khadija Khatun Shefali,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1187,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2301.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
302,2302,Apu Ukil,Seat,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english?id=1189,http://www.parliament.gov.bd/images/parliament/mps-9th-parliament/2302.jpg,Bangladesh Awami League,http://www.parliament.gov.bd/index.php/en/mps/members-of-parliament/former-mp-s/list-of-9th-parliament-members-english,9
