id,name,gender,faction,area,term,name__ja,name__ja_hira,faction__ja,area__ja,id
424,"MIYAJI Takuma",male,LDP,"Kyushu Bloc",47,"宮路 拓馬君","みやじ たくま","自民","（比）九州",
419,"MIYAKOSHI Mitsuhiro",male,LDP,"Toyama 2nd District",47,"宮腰 光寛君","みやこし みつひろ","自民","富山2",
426,"MIYAMOTO Takeshi",male,JCP,"Kinki Bloc",47,"宮本 岳志君","みやもと たけし","共産","（比）近畿",
427,"MIYAMOTO Toru",male,JCP,"Tokyo Bloc",47,"宮本 徹君","みやもと とおる","共産","（比）東京都",
425,"MIYASHITA Ichiro",male,LDP,"Nagano 5th District",47,"宮下 一郎君","みやした いちろう","自民","長野5",
417,"MIYAUCHI Hideki",male,LDP,"Fukuoka 4th District",47,"宮内 秀樹君","みやうち ひでき","自民","福岡4",
422,"MIYAZAKI Masahisa",male,LDP,"Kyushu Bloc",47,"宮崎 政久君","みやざき まさひさ","自民","（比）九州",
421,"MIYAZAKI Takeshi",male,DP,"Kita Kanto Bloc",47,"宮崎 岳志君","みやざき たけし","民進","（比）北関東",
423,"MIYAZAWA Hiroyuki",male,LDP,"Shizuoka 3rd District",47,"宮澤 博行君","みやざわ ひろゆき","自民","静岡3",
435,"MOCHIZUKI Yoshio",male,LDP,"Shizuoka 4th District",47,"望月 義夫君","もちづき よしお","自民","静岡4",
440,"MORI Eisuke",male,LDP,"Chiba 11th District",47,"森 英介君","もり えいすけ","自民","千葉11",
441,"MORIYAMA Hiroshi",male,LDP,"Kagoshima 5th District",47,"森山 裕君","もりやま ひろし","自民","鹿児島5",
439,"MORIYAMA Masahito",male,LDP,"Kinki Bloc",47,"盛山 正仁君","もりやま まさひと","自民","（比）近畿",
436,"MOTEGI Toshimitsu",male,LDP,"Tochigi 5th District",47,"茂木 敏充君","もてぎ としみつ","自民","栃木5",
437,"MOTOMURA Kentaro",male,DP,"Minami Kanto Bloc",47,"本村 賢太郎君","もとむら けんたろう","民進","（比）南関東",
438,"MOTOMURA Nobuko",female,JCP,"Tokai Bloc",47,"本村 伸子君","もとむら のぶこ","共産","（比）東海",
431,"MUNEKIYO Koichi",male,LDP,"Osaka 13th District",47,"宗清 皇一君","むねきよ こういち","自民","大阪13",
432,"MURAI Hideki",male,LDP,"Saitama 1st District",47,"村井 英樹君","むらい ひでき","自民","埼玉1",
434,"MURAKAMI Seiichiro",male,LDP,"Ehime 2nd District",47,"村上 誠一郎君","むらかみ せいいちろう","自民","愛媛2",
433,"MURAOKA Toshihide",male,DP,"Tohoku Bloc",47,"村岡 敏英君","むらおか としひで","民進","（比）東北",
430,"MUTAI Shunsuke",male,LDP,"Nagano 2nd District",47,"務台 俊介君","むたい しゅんすけ","自民","長野2",
428,"MUTO Takaya",male,Ind,"Shiga 4th District",47,"武藤 貴也君","むとう たかや","無","滋賀4",
429,"MUTO Yoji",male,LDP,"Gifu 3rd District",47,"武藤 容治君","むとう ようじ","自民","岐阜3",
317,"NAGAO Takashi",male,LDP,"Kinki Bloc",47,"長尾 敬君","ながお たかし","自民","（比）近畿",
316,"NAGAOKA Keiko",female,LDP,"Kita Kanto Bloc",47,"永岡 桂子君","ながおか けいこ","自民","（比）北関東",
318,"NAGASAKA Yasumasa",male,LDP,"Aichi 9th District",47,"長坂 康正君","ながさか やすまさ","自民","愛知9",
319,"NAGASAKI Kotaro",male,Ind,"Yamanashi 2nd District",47,"長崎 幸太郎君","ながさき こうたろう","無","山梨2",
320,"NAGASHIMA Akihisa",male,DP,"Tokyo Bloc",47,"長島 昭久君","ながしま あきひさ","民進","（比）東京都",
321,"NAGASHIMA Tadayoshi",male,LDP,"Niigata 5th District",47,"長島 忠美君","ながしま ただよし","自民","新潟5",
322,"NAGATSUMA Akira",male,DP,"Tokyo 7th District",47,"長妻 昭君","ながつま あきら","民進","東京7",
302,"NAKAGAWA Masaharu",male,DP,"Mie 2nd District",47,"中川 正春君","なかがわ まさはる","民進","三重2",
301,"NAKAGAWA Toshinao",male,LDP,"Hiroshima 4th District",47,"中川 俊直君","なかがわ としなお","自民","広島4",
303,"NAKAGAWA Yasuhiro",male,KM,"Tokai Bloc",47,"中川 康洋君","なかがわ やすひろ","公明","（比）東海",
304,"NAKAGAWA Yuko",female,LDP,"Hokkaido 11th District",47,"中川 郁子君","なかがわ ゆうこ","自民","北海道11",
305,"NAKAJIMA Katsuhito",male,DP,"Yamanashi 1st District",47,"中島 克仁君","なかじま かつひと","民進","山梨1",
312,"NAKAMURA Hiroyuki",male,LDP,"Hokkaido 4th District",47,"中村 裕之君","なかむら ひろゆき","自民","北海道4",
311,"NAKAMURA Kishiro",male,Ind,"Ibaraki 7th District",47,"中村 喜四郎君","なかむら きしろう","無","茨城7",
308,"NAKANE Kazuyuki",male,LDP,"Kita Kanto Bloc",47,"中根 一幸君","なかね かずゆき","自民","（比）北関東",
309,"NAKANE Yasuhiro",male,DP,"Tokai Bloc",47,"中根 康浩君","なかね やすひろ","民進","（比）東海",
310,"NAKANO Hiromasa",male,KM,"Hyogo 8th District",47,"中野 洋昌君","なかの ひろまさ","公明","兵庫8",
306,"NAKATANI Gen",male,LDP,"Kochi 1st district",47,"中谷 元君","なかたに げん","自民","高知1",
307,"NAKATANI Shinichi",male,LDP,"Minami Kanto Bloc",47,"中谷 真一君","なかたに しんいち","自民","（比）南関東",
313,"NAKAYAMA Norihiro",male,LDP,"Minami Kanto Bloc",47,"中山 展宏君","なかやま のりひろ","自民","（比）南関東",
314,"NAKAYAMA Yasuhide",male,LDP,"Osaka 4th District",47,"中山 泰秀君","なかやま やすひで","自民","大阪4",
315,"NAKAZATO Toshinobu",male,Ind,"Okinawa 4th District",47,"仲里 利信君","なかざと としのぶ","無","沖縄4",
332,"NEMOTO Takumi",male,LDP,"Fukushima 2nd District",47,"根本 匠君","ねもと たくみ","自民","福島2",
333,"NEMOTO Yukinori",male,LDP,"Aichi 15th District",47,"根本 幸典君","ねもと ゆきのり","自民","愛知15",
323,"NIKAI Toshihiro",male,LDP,"Wakayama 3rd District",47,"二階 俊博君","にかい としひろ","自民","和歌山3",
326,"NISHIKAWA Koya",male,LDP,"Kita Kanto Bloc",47,"西川 公也君","にしかわ こうや","自民","（比）北関東",
330,"NISHIME Kosaburo",male,LDP,"Kyushu Bloc",47,"西銘 恒三郎君","にしめ こうさぶろう","自民","（比）九州",
327,"NISHIMURA Akihiro",male,LDP,"Miyagi 3rd District",47,"西村 明宏君","にしむら あきひろ","自民","宮城3",
328,"NISHIMURA Chinami",female,DP,"Hokuriku-Shinetsu Bloc",47,"西村 智奈美君","にしむら ちなみ","民進","（比）北陸信越",
329,"NISHIMURA Yasutoshi",male,LDP,"Hyogo 9th District",47,"西村 康稔君","にしむら やすとし","自民","兵庫9",
324,"NIWA Hideki",male,LDP,"Aichi 6th District",47,"丹羽 秀樹君","にわ ひでき","自民","愛知6",
325,"NIWA Yuya",male,LDP,"Ibaraki 6th District",47,"丹羽 雄哉君","にわ ゆうや","自民","茨城6",
334,"NODA Seiko",female,LDP,"Gifu 1st District",47,"野田 聖子君","のだ せいこ","自民","岐阜1",
335,"NODA Takeshi",male,LDP,"Kumamoto 2nd District",47,"野田 毅君","のだ たけし","自民","熊本2",
336,"NODA Yoshihiko",male,DP,"Chiba 4th District",47,"野田 佳彦君","のだ よしひこ","民進","千葉4",
338,"NOMA Takeshi",male,Ind,"Kagoshima 3rd District",47,"野間 健君","のま たけし","無","鹿児島3",
337,"NONAKA Atsushi",male,LDP,"Saitama 12th District",47,"野中 厚君","のなか あつし","自民","埼玉12",
331,"NUKAGA Fukushiro",male,LDP,"Ibaraki 2nd District",47,"額賀 福志郎君","ぬかが ふくしろう","自民","茨城2",
088,"OBUCHI Yuko",female,LDP,"Gumma 5th District",47,"小渕 優子君","おぶち ゆうこ","自民","群馬5",
090,"OCHI Takao",male,LDP,"Tokyo 6th District",47,"越智 隆雄君","おち たかお","自民","東京6",
117,"OCHIAI Takayuki",male,DP,"Tokyo Bloc",47,"落合 貴之君","おちあい たかゆき","民進","（比）東京都",
086,"ODAWARA Kiyoshi",male,LDP,"Tokyo 21st District",47,"小田原 潔君","おだわら きよし","自民","東京21",
091,"OGATA Rintaro",male,DP,"Kyushu Bloc",47,"緒方 林太郎君","おがた りんたろう","民進","（比）九州",
079,"OGAWA Junya",male,DP,"Shikoku Bloc",47,"小川 淳也君","おがわ じゅんや","民進","（比）四国",
095,"OGUCHI Yoshinori",male,KM,"Tokai Bloc",47,"大口 善徳君","おおぐち よしのり","公明","（比）東海",
080,"OGUMA Shinji",male,DP,"Fukushima 4th District",47,"小熊 慎司君","おぐま しんじ","民進","福島4",
081,"OGURA Masanobu",male,LDP,"Tokyo 23rd District",47,"小倉 將信君","おぐら まさのぶ","自民","東京23",
093,"OGUSHI Hiroshi",male,DP,"Kyushu Bloc",47,"大串 博志君","おおぐし ひろし","民進","（比）九州",
094,"OGUSHI Masaki",male,LDP,"Hyogo 6th District",47,"大串 正樹君","おおぐし まさき","自民","兵庫6",
105,"OHATA Akihiro",male,DP,"Ibaraki 5th District",47,"大畠 章宏君","おおはた あきひろ","民進","茨城5",
106,"OHIRA Yoshinobu",male,JCP,"Chugoku Bloc",47,"大平 喜信君","おおひら よしのぶ","共産","（比）中国",
112,"OKADA Katsuya",male,DP,"Mie 3rd District",47,"岡田 克也君","おかだ かつや","民進","三重3",
113,"OKAMOTO Mitsunari",male,KM,"Kita Kanto Bloc",47,"岡本 三成君","おかもと みつなり","公明","（比）北関東",
114,"OKAMOTO Mitsunori",male,DP,"Tokai Bloc",47,"岡本 充功君","おかもと みつのり","民進","（比）東海",
111,"OKASHITA Shohei",male,LDP,"Kinki Bloc",47,"岡下 昌平君","おかした しょうへい","自民","（比）近畿",
082,"OKONOGI Hachiro",male,LDP,"Kanagawa 3rd District",47,"小此木 八郎君","おこのぎ はちろう","自民","神奈川3",
096,"OKUMA Kazuhide",male,LDP,"Kinki Bloc",47,"大隈 和英君","おおくま かずひで","自民","（比）近畿",
115,"OKUNO Shinsuke",male,LDP,"Nara 3rd District",47,"奥野 信亮君","おくの しんすけ","自民","奈良3",
116,"OKUNO Soichiro",male,DP,"Minami Kanto Bloc",47,"奥野 総一郎君","おくの そういちろう","民進","（比）南関東",
089,"OMI Asako",female,LDP,"Kita Kanto Bloc",47,"尾身 朝子君","おみ あさこ","自民","（比）北関東",
107,"OMI Sei",male,LDP,"Tokai Bloc",47,"大見 正君","おおみ せい","自民","（比）東海",
118,"ONIKI Makoto",male,LDP,"Fukuoka 2nd District",47,"鬼木 誠君","おにき まこと","自民","福岡2",
102,"ONISHI Hideo",male,LDP,"Tokyo 16th District",47,"大西 英男君","おおにし ひでお","自民","東京16",
103,"ONISHI Hiroyuki",male,LDP,"Kinki Bloc",47,"大西 宏幸君","おおにし ひろゆき","自民","（比）近畿",
101,"ONISHI Kensuke",male,DP,"Aichi 13th District",47,"大西 健介君","おおにし けんすけ","民進","愛知13",
104,"ONO Keitaro",male,LDP,"Kagawa 3rd District",47,"大野 敬太郎君","おおの けいたろう","自民","香川3",
087,"ONODERA Itsunori",male,LDP,"Miyagi 6th District",47,"小野寺 五典君","おのでら いつのり","自民","宮城6",
092,"OOKA Toshitaka",male,LDP,"Shiga 1st District",47,"大岡 敏孝君","おおおか としたか","自民","滋賀1",
110,"OSAKA Seiji",male,DP,"Hokkaido 8th District",47,"逢坂 誠二君","おおさか せいじ","民進","北海道8",
097,"OSHIMA Atsushi",male,DP,"Saitama 6th District",47,"大島 敦君","おおしま あつし","民進","埼玉6",
098,"OSHIMA Tadamori",male,Ind,"Aomori 3rd District",47,"大島 理森君","おおしま ただもり","無","青森3",
108,"OTA Akihiro",male,KM,"Tokyo 12th District",47,"太田 昭宏君","おおた あきひろ","公明","東京12",
109,"OTA Kazumi",female,DP,"Minami Kanto Bloc",47,"太田 和美君","おおた かずみ","民進","（比）南関東",
099,"OTSUKA Takashi",male,LDP,"Osaka 8th District",47,"大塚 高司君","おおつか たかし","自民","大阪8",
100,"OTSUKA Taku",male,LDP,"Saitama 9th District",47,"大塚 拓君","おおつか たく","自民","埼玉9",
083,"OZATO Yasuhiro",male,LDP,"Kagoshima 4th District",47,"小里 泰弘君","おざと やすひろ","自民","鹿児島4",
084,"OZAWA Ichiro",male,LP,"Iwate 4th District",47,"小沢 一郎君","おざわ いちろう","自由","岩手4",
085,"OZAWA Sakihito",male,JIP,"Kinki Bloc",47,"小沢 鋭仁君","おざわ さきひと","維新","（比）近畿",
469,"RYU Hirofumi",male,DP,"Kanagawa 9th District",47,"笠 浩史君","りゅう ひろふみ","民進","神奈川9",
206,"SAITO Hiroaki",male,LDP,"Hokuriku-Shinetsu Bloc",47,"斎藤 洋明君","さいとう ひろあき","自民","（比）北陸信越",
203,"SAITO Kazuko",female,JCP,"Minami Kanto Bloc",47,"斉藤 和子君","さいとう かずこ","共産","（比）南関東",
205,"SAITO Ken",male,LDP,"Chiba 7th District",47,"齋藤 健君","さいとう けん","自民","千葉7",
204,"SAITO Tetsuo",male,KM,"Chugoku Bloc",47,"斉藤 鉄夫君","さいとう てつお","公明","（比）中国",
207,"SAKAI Manabu",male,LDP,"Kanagawa 5th District",47,"坂井 学君","さかい まなぶ","自民","神奈川5",
208,"SAKAMOTO Tetsushi",male,LDP,"Kumamoto 3rd District",47,"坂本 哲志君","さかもと てつし","自民","熊本3",
209,"SAKAMOTO Yunosuke",male,DP,"Kita Kanto Bloc",47,"坂本 祐之輔君","さかもと ゆうのすけ","民進","（比）北関東",
210,"SAKURADA Yoshitaka",male,LDP,"Chiba 8th District",47,"櫻田 義孝君","さくらだ よしたか","自民","千葉8",
211,"SASAGAWA Hiroyoshi",male,LDP,"Gumma 3rd District",47,"笹川 博義君","ささがわ ひろよし","自民","群馬3",
197,"SASAKI Hajime",male,LDP,"Ishikawa 2nd District",47,"佐々木 紀君","ささき はじめ","自民","石川2",
196,"SASAKI Takahiro",male,DP,"Hokkaido 6th District",47,"佐々木 隆博君","ささき たかひろ","民進","北海道6",
198,"SATA Genichiro",male,LDP,"Gumma 1st District",47,"佐田 玄一郎君","さた げんいちろう","自民","群馬1",
195,"SATO Akira",male,LDP,"Osaka 2nd District",47,"左藤 章君","さとう あきら","自民","大阪2",
201,"SATO Hidemichi",male,KM,"Hokkaido Bloc",47,"佐藤 英道君","さとう ひでみち","公明","（比）北海道",
199,"SATO Shigeki",male,KM,"Osaka 3rd District",47,"佐藤 茂樹君","さとう しげき","公明","大阪3",
200,"SATO Tsutomu",male,LDP,"Tochigi 4th District",47,"佐藤 勉君","さとう つとむ","自民","栃木4",
202,"SATO Yukari",female,LDP,"Osaka 11th District",47,"佐藤 ゆかり君","さとう ゆかり","自民","大阪11",
242,"SEKI Yoshihiro",male,LDP,"Hyogo 3rd District",47,"関 芳弘君","せき よしひろ","自民","兵庫3",
241,"SETO Takakazu",male,LDP,"Shikoku Bloc",47,"瀬戸 隆一君","せと たかかず","自民","（比）四国",
221,"SHIBAYAMA Masahiko",male,LDP,"Saitama 8th District",47,"柴山 昌彦君","しばやま まさひこ","自民","埼玉8",
217,"SHIGETOKU Kazuhiko",male,DP,"Aichi 12th District",47,"重徳 和彦君","しげとく かずひこ","民進","愛知12",
212,"SHII Kazuo",male,JCP,"Minami Kanto Bloc",47,"志位 和夫君","しい かずお","共産","（比）南関東",
501,"SHIIKI Tamotsu",male,JIP,"Kinki Block",47,"椎木 保君","しいき たもつ","維新","（比）近畿",
222,"SHIMADA Yoshikazu",male,LDP,"Tokai Bloc",47,"島田 佳和君","しまだ よしかず","自民","（比）東海",
223,"SHIMAZU Yukihiro",male,JCP,"Tokai Bloc",47,"島津 幸広君","しまづ ゆきひろ","共産","（比）東海",
213,"SHIMIZU Tadashi",male,JCP,"Kinki Bloc",47,"清水 忠史君","しみず ただし","共産","（比）近畿",
224,"SHIMOJI Mikio",male,JIP,"Kyushu Bloc",47,"下地 幹郎君","しもじ みきお","維新","（比）九州",
225,"SHIMOMURA Hakubun",male,LDP,"Tokyo 11th District",47,"下村 博文君","しもむら はくぶん","自民","東京11",
218,"SHINA Takeshi",male,DP,"Iwate 1st District",47,"階 猛君","しな たけし","民進","岩手1",
229,"SHINDO Yoshitaka",male,LDP,"Saitama 2nd District",47,"新藤 義孝君","しんどう よしたか","自民","埼玉2",
219,"SHINOHARA Go",male,DP,"Minami Kanto Bloc",47,"篠原 豪君","しのはら ごう","民進","（比）南関東",
220,"SHINOHARA Takashi",male,DP,"Nagano 1st District",47,"篠原 孝君","しのはら たかし","民進","長野1",
228,"SHINTANI Masayoshi",male,LDP,"Chugoku Bloc",47,"新谷 正義君","しんたに まさよし","自民","（比）中国",
214,"SHIOKAWA Tetsuya",male,JCP,"Kita Kanto Bloc",47,"塩川 鉄也君","しおかわ てつや","共産","（比）北関東",
216,"SHIONOYA Ryu",male,LDP,"Shizuoka 8th District",47,"塩谷 立君","しおのや りゅう","自民","静岡8",
215,"SHIOZAKI Yasuhisa",male,LDP,"Ehime 1st District",47,"塩崎 恭久君","しおざき やすひさ","自民","愛媛1",
226,"SHIRAISHI Toru",male,LDP,"Ehime 3rd District",47,"白石 徹君","しらいし とおる","自民","愛媛3",
227,"SHIRASUKA Takaki",male,LDP,"Chiba 13th District",47,"白須賀 貴樹君","しらすか たかき","自民","千葉13",
243,"SONODA Hiroyuki",male,LDP,"Kumamoto 4th District",47,"園田 博之君","そのだ ひろゆき","自民","熊本4",
244,"SONOURA Kentaro",male,LDP,"Chiba 5th District",47,"薗浦 健太郎君","そのうら けんたろう","自民","千葉5",
230,"SUGA Yoshihide",male,LDP,"Kanagawa 2nd District",47,"菅 義偉君","すが よしひで","自民","神奈川2",
231,"SUGAWARA Isshu",male,LDP,"Tokyo 9th District",47,"菅原 一秀君","すがわら いっしゅう","自民","東京9",
232,"SUKEDA Shigeyoshi",male,LDP,"Hokuriku-Shinetsu Bloc",47,"助田 重義君","すけだ しげよし","自民","（比）北陸信越",
239,"SUZUKI Hayato",male,LDP,"Tokyo Bloc",47,"鈴木 隼人君","すずき はやと","自民","（比）東京都",
236,"SUZUKI Junji",male,LDP,"Tokai Bloc",47,"鈴木 淳司君","すずき じゅんじ","自民","（比）東海",
233,"SUZUKI Katsumasa",male,DP,"Tokai Bloc",47,"鈴木 克昌君","すずき かつまさ","民進","（比）東海",
234,"SUZUKI Keisuke",male,LDP,"Kanagawa 7th District",47,"鈴木 馨祐君","すずき けいすけ","自民","神奈川7",
238,"SUZUKI Norikazu",male,LDP,"Yamagata 2nd District",47,"鈴木 憲和君","すずき のりかず","自民","山形2",
235,"SUZUKI Shunichi",male,LDP,"Iwate 2nd District",47,"鈴木 俊一君","すずき しゅんいち","自民","岩手2",
237,"SUZUKI Takako",female,LDP,"Hokkaido Bloc",47,"鈴木 貴子君","すずき たかこ","自民","（比）北海道",
240,"SUZUKI Yoshihiro",male,DP,"Kita Kanto Bloc",47,"鈴木 義弘君","すずき よしひろ","民進","（比）北関東",
252,"TABATA Hiroaki",male,LDP,"Toyama 1st District",47,"田畑 裕明君","たばた ひろあき","自民","富山1",
505,"TABATA Tsuyoshi",male,LDP,"Tokyo Bloc",47,"田畑 毅君","たばた つよし","自民","（比）東京都",
274,"TACHIBANA Keiichiro",male,LDP,"Toyama 3rd District",47,"橘 慶一郎君","たちばな けいいちろう","自民","富山3",
247,"TADOKORO Yoshinori",male,LDP,"Ibaraki 1st District",47,"田所 嘉徳君","たどころ よしのり","自民","茨城1",
255,"TAIRA Masaaki",male,LDP,"Tokyo 4th District",47,"平 将明君","たいら まさあき","自民","東京4",
245,"TAJIMA Issei",male,DP,"Kinki Bloc",47,"田島 一成君","たじま いっせい","民進","（比）近畿",
246,"TAJIMA Kaname",male,DP,"Chiba 1st District",47,"田嶋 要君","たじま かなめ","民進","千葉1",
259,"TAKAGI Hirohisa",male,LDP,"Hokkaido 3rd District",47,"高木 宏壽君","たかぎ ひろひさ","自民","北海道3",
260,"TAKAGI Michiyo",female,KM,"Tokyo Bloc",47,"高木 美智代君","たかぎ みちよ","公明","（比）東京都",
258,"TAKAGI Tsuyoshi",male,LDP,"Fukui 2nd District",47,"高木 毅君","たかぎ つよし","自民","福井2",
261,"TAKAGI Yosuke",male,KM,"Tokyo Bloc",47,"高木 陽介君","たかぎ ようすけ","公明","（比）東京都",
264,"TAKAHASHI Chizuko",female,JCP,"Tohoku Bloc",47,"高橋 千鶴子君","たかはし ちづこ","共産","（比）東北",
265,"TAKAHASHI Hinako",female,LDP,"Tohoku Bloc",47,"高橋 ひなこ君","たかはし ひなこ","自民","（比）東北",
256,"TAKAI Takashi",male,DP,"Chugoku Bloc",47,"高井 崇志君","たかい たかし","民進","（比）中国",
257,"TAKAICHI Sanae",female,LDP,"Nara 2nd District",47,"高市 早苗君","たかいち さなえ","自民","奈良2",
262,"TAKAKI Yoshiaki",male,DP,"Kyushu Bloc",47,"高木 義明君","たかき よしあき","民進","（比）九州",
263,"TAKATORI Shuichi",male,LDP,"Niigata 6th District",47,"高鳥 修一君","たかとり しゅういち","自民","新潟6",
271,"TAKEBE Arata",male,LDP,"Hokkaido 12th District",47,"武部 新君","たけべ あらた","自民","北海道12",
270,"TAKEDA Ryota",male,LDP,"Fukuoka 11th District",47,"武田 良太君","たけだ りょうた","自民","福岡11",
269,"TAKEI Shunsuke",male,LDP,"Miyazaki 1st District",47,"武井 俊輔君","たけい しゅんすけ","自民","宮崎1",
272,"TAKEMASA Koichi",male,DP,"Kita Kanto Bloc",47,"武正 公一君","たけまさ こういち","民進","（比）北関東",
268,"TAKEMOTO Naokazu",male,LDP,"Osaka 15th District",47,"竹本 直一君","たけもと なおかず","自民","大阪15",
273,"TAKEMURA Nobuhide",male,LDP,"Shiga 3rd District",47,"武村 展英君","たけむら のぶひで","自民","滋賀3",
267,"TAKESHITA Wataru",male,LDP,"Shimane 2nd District",47,"竹下 亘君","たけした わたる","自民","島根2",
266,"TAKEUCHI Yuzuru",male,KM,"Kinki Bloc",47,"竹内 譲君","たけうち ゆずる","公明","（比）近畿",
282,"TAMAKI Denny",male,LP,"Okinawa 3rd District",47,"玉城 デニー君","たまき でにー","自由","沖縄3",
281,"TAMAKI Yuichiro",male,DP,"Kagawa 2nd District",47,"玉木 雄一郎君","たまき ゆういちろう","民進","香川2",
254,"TAMURA Norihisa",male,LDP,"Mie 4th District",47,"田村 憲久君","たむら のりひさ","自民","三重4",
253,"TAMURA Takaaki",male,JCP,"Kyushu Bloc",47,"田村 貴昭君","たむら たかあき","共産","（比）九州",
275,"TANAHASHI Yasufumi",male,LDP,"Gifu 2nd District",47,"棚橋 泰文君","たなはし やすふみ","自民","岐阜2",
249,"TANAKA Hideyuki",male,LDP,"Kyoto 4th District",47,"田中 英之君","たなか ひでゆき","自民","京都4",
248,"TANAKA Kazunori",male,LDP,"Kanagawa 10th District",47,"田中 和徳君","たなか かずのり","自民","神奈川10",
250,"TANAKA Ryosei",male,LDP,"Saitama 15th District",47,"田中 良生君","たなか りょうせい","自民","埼玉15",
276,"TANI Koichi",male,LDP,"Hyogo 5th District",47,"谷 公一君","たに こういち","自民","兵庫5",
277,"TANIGAKI Sadakazu",male,LDP,"Kyoto 5th District",47,"谷垣 禎一君","たにがき さだかず","自民","京都5",
278,"TANIGAWA Tomu",male,LDP,"Kinki Bloc",47,"谷川 とむ君","たにがわ とむ","自民","（比）近畿",
279,"TANIGAWA Yaichi",male,LDP,"Nagasaki 3rd District",47,"谷川 弥一君","たにがわ やいち","自民","長崎3",
280,"TANIHATA Takashi",male,JIP,"Osaka 14th District",47,"谷畑 孝君","たにはた たかし","維新","大阪14",
251,"TANOSE Taido",male,LDP,"Nara 4th District",47,"田野瀬 太道君","たのせ たいどう","自民","奈良4",
291,"TERADA Minoru",male,LDP,"Hiroshima 5th District",47,"寺田 稔君","てらだ みのる","自民","広島5",
290,"TERATA Manabu",male,DP,"Tohoku Bloc",47,"寺田 学君","てらた まなぶ","民進","（比）東北",
292,"TERUYA Kantoku",male,SDP,"Okinawa 2nd District",47,"照屋 寛徳君","てるや かんとく","社民","沖縄2",
295,"TOGASHI Hiroyuki",male,LDP,"Akita 1st District",47,"冨樫 博之君","とがし ひろゆき","自民","秋田1",
296,"TOKAI Kisaburo",male,LDP,"Hyogo 10th District",47,"渡海 紀三朗君","とかい きさぶろう","自民","兵庫10",
293,"TOKASHIKI Naomi",female,LDP,"Osaka 7th District",47,"とかしきなおみ君","とかしき なおみ","自民","大阪7",
298,"TOMIOKA Tsutomu",male,LDP,"Nagasaki 1st District",47,"冨岡 勉君","とみおか つとむ","自民","長崎1",
299,"TOMITA Shigeyuki",male,KM,"Minami Kanto Bloc",47,"富田 茂之君","とみた しげゆき","公明","（比）南関東",
297,"TOYAMA Kiyohiko",male,KM,"Kyushu Bloc",47,"遠山 清彦君","とおやま きよひこ","公明","（比）九州",
300,"TOYOTA Mayuko",female,LDP,"Saitama 4th District",47,"豊田 真由子君","とよた まゆこ","自民","埼玉4",
288,"TSUCHIYA Masatada",male,LDP,"Tokyo 18th District",47,"土屋 正忠君","つちや まさただ","自民","東京18",
287,"TSUCHIYA Shinako",female,LDP,"Saitama 13th District",47,"土屋 品子君","つちや しなこ","自民","埼玉13",
285,"TSUJI Kiyoto",male,LDP,"Tokyo 2nd District",47,"辻 清人君","つじ きよと","自民","東京2",
286,"TSUJIMOTO Kiyomi",female,DP,"Osaka 10th District",47,"辻元 清美君","つじもと きよみ","民進","大阪10",
284,"TSUMURA Keisuke",male,DP,"Chugoku Bloc",47,"津村 啓介君","つむら けいすけ","民進","（比）中国",
289,"TSUNODA Hideo",male,KM,"Minami Kanto Bloc",47,"角田 秀穂君","つのだ ひでお","公明","（比）南関東",
283,"TSUSHIMA Jun",male,LDP,"Aomori 1st District",47,"津島 淳君","つしま じゅん","自民","青森1",
064,"UEDA Isamu",male,KM,"Kanagawa 6th District",47,"上田 勇君","うえだ いさむ","公明","神奈川6",
065,"UENISHI Sayuri",female,Ind,"Kinki Bloc",47,"上西 小百合君","うえにし さゆり","無","（比）近畿",
063,"UENO Kenichiro",male,LDP,"Shiga 2nd District",47,"うえの賢一郎君","うえの けんいちろう","自民","滋賀2",
066,"UKISHIMA Tomoko",female,KM,"Kinki Bloc",47,"浮島 智子君","うきしま ともこ","公明","（比）近畿",
067,"UMEMURA Saeko",female,JCP,"Kita Kanto Bloc",47,"梅村 さえこ君","うめむら さえこ","共産","（比）北関東",
068,"URANO Yasuto",male,JIP,"Kinki Bloc",47,"浦野 靖人君","うらの やすと","維新","（比）近畿",
069,"URUSHIBARA Yoshio",male,KM,"Hokuriku-Shinetsu Bloc",47,"漆原 良夫君","うるしばら よしお","公明","（比）北陸信越",
504,"WADA Yoshiaki",male,LDP,"Hokkaido 5th District",47,"和田 義明君","わだ よしあき","自民","北海道5",
471,"WAKAMIYA Kenji",male,LDP,"Tokyo 5th District",47,"若宮 健嗣君","わかみや けんじ","自民","東京5",
507,"WAKASA Masaru",male,LDP,"Tokyo 10th District",47,"若狭 勝君","わかさ まさる","自民","東京10",
472,"WASHIO Eiichiro",male,DP,"Hokuriku-Shinetsu Bloc",47,"鷲尾 英一郎君","わしお えいいちろう","民進","（比）北陸信越",
475,"WATANABE Hiromichi",male,LDP,"Chiba 6th District",47,"渡辺 博道君","わたなべ ひろみち","自民","千葉6",
473,"WATANABE Koichi",male,LDP,"Hokkaido Bloc",47,"渡辺 孝一君","わたなべ こういち","自民","（比）北海道",
474,"WATANABE Shu",male,DP,"Shizuoka 6th District",47,"渡辺 周君","わたなべ しゅう","民進","静岡6",
442,"YAGI Tetsuya",male,LDP,"Tokai Bloc",47,"八木 哲也君","やぎ てつや","自民","（比）東海",
