id,name,position_id,position,label,start_date,end_date,ordinal
Q12587534,Kim Boo-kyum,Q12587534-b3bd05b4-469a-8615-e204-4ab8043815a2,Q12592496,Minister of Security and Public Administration,2017-06-16,"",1
Q12593087,Do Jong-hwan,Q12593087-5757aa3d-46b3-e8b0-3b58-5c7fabbac84b,Q12592439,"Minister of Culture, Sports and Tourism",2017-06-16,"",7
Q12611134,Lee Nak-yeon,Q12611134-b0bb075b-407b-8ec4-467e-0de3a3e5c0c5,Q15407843,Prime Minister of South Korea,2017-05-31,"",0
Q12612132,Lee Wan-koo,Q12612132-ec672832-403e-b26d-31ce-7ec49fb0bee6,Q15407843,Prime Minister of South Korea,2015-02-17,2015-04-27,43
Q12614414,Jang Deok-jin,Q12614414-56a7eeed-4b49-578c-dee3-ca45fb7f65b8,Q10540834,agriculture minister,"","",0
Q16080318,Kim Young-joo,Q16080318-4c52dc0e-4ac3-e8c6-5383-1f3f73348e2e,Q12592375,Minister of Employment and Labour,2017-08-14,"",6
Q16176504,Kim Yung-rok,Q16176504-37739a3a-41e9-ca39-1885-643d3085e2b9,Q16176423,Q16176423,2017-07-03,"",3
Q246167,Kim Jong-pil,q246167-B4AE891F-1C48-46A6-9CF3-3375FDBD6A07,Q15407843,Prime Minister of South Korea,1971-06-04,1975-12-18,0
Q380681,Goh Kun,Q380681-D6944D7A-DA1C-405D-A29B-E10178435BE6,Q15407843,Prime Minister of South Korea,1997-03-04,1998-03-03,31
Q485574,Kim Geun-tae,Q485574-bb67dd0c-476b-0304-8461-68829847f542,Q83307,minister,"","",0
