statement,id,name,start_date,end_date,wikidata
Q16172241-243040CE-A663-424C-A274-62BF902F20FD,13,13th Legislative Assembly,1988-05-30,1992-05-29,Q16172241
Q12592135-1583E919-D38E-4D77-8442-2F9F0B9924CF,14,14th Legislative Assembly,1992-05-30,1996-05-29,Q12592135
Q16219527-B3A5CCA8-E970-4A1A-905B-3382C0BFD6B3,15,15th Legislative Assembly,1996-05-30,2000-05-29,Q16219527
Q12592148-079330DC-7F9D-4A40-96AE-52D794F4407C,16,16th Legislative Assembly,2000-05-30,2004-05-29,Q12592148
Q12592151-51EA1D0A-20D0-46A9-BA73-8120BB4F0432,17,17th Legislative Assembly,2004-05-30,2008-05-29,Q12592151
Q16172903-4aa9f4f7-40df-23ff-0a55-a69a3c58d8a3,18,18th Legislative Assembly,2008-05-30,2012-05-29,Q16172903
Q12592166-D432421B-65DF-4120-9A21-E05E1EF99342,19,19th Legislative Assembly,2012-05-30,2016-05-29,Q12592166
Q22971549-9213A4BE-249D-4864-B0E2-55BEF985DF25,20,20th Legislative Assembly,2016-05-30,"",Q22971549
