id,wikidata
06038c84-92da-4c80-8036-6a4d197641d2,Q232595
fbbb665b-fad6-491f-a585-fa0e08eb9963,Q200314
be4fd5e1-25d2-44ae-b79a-ca2e958de3e9,Q641600
cd75ad03-7f38-4cfd-802e-4e128ee68fc5,Q327591
918e8a35-99b4-4b29-a4ea-90da7e4a0a06,Q1061354
27e535db-11e5-4731-a57f-44512aa1af2b,Q835109
203e02f5-4f42-4326-83ba-660cdac842f7,Q18116909
2ca642af-dfb2-4776-9e6c-aa8c0b8ee543,Q2164308
2b5349cf-1621-462d-87b4-aa31e76f6e50,Q41532587
ace0346c-bb7b-4686-b807-9644782e32d8,Q52729635
5d1a8d86-6408-4fb1-848c-7566747f5a18,Q327591
