id,wikidata
uk.org.publicwhip/cons/1,Q290823
uk.org.publicwhip/cons/2166,Q299976
uk.org.publicwhip/cons/2,Q4666895
uk.org.publicwhip/cons/3,Q299984
uk.org.publicwhip/cons/4,Q299997
uk.org.publicwhip/cons/5,Q581626
uk.org.publicwhip/cons/6,Q581697
uk.org.publicwhip/cons/7,Q581792
uk.org.publicwhip/cons/8,Q588969
uk.org.publicwhip/cons/9,Q750582
uk.org.publicwhip/cons/10,Q750643
uk.org.publicwhip/cons/11,Q750956
uk.org.publicwhip/cons/2167,Q750978
uk.org.publicwhip/cons/12,Q750994
uk.org.publicwhip/cons/13,Q751016
uk.org.publicwhip/cons/14,Q751043
uk.org.publicwhip/cons/15,Q751068
uk.org.publicwhip/cons/16,Q751233
uk.org.publicwhip/cons/17,Q751262
uk.org.publicwhip/cons/18,Q4831609
uk.org.publicwhip/cons/666,Q751285
uk.org.publicwhip/cons/19,Q989270
uk.org.publicwhip/cons/20,Q3133785
uk.org.publicwhip/cons/21,Q3133809
uk.org.publicwhip/cons/22,Q1075476
uk.org.publicwhip/cons/2169,Q3133832
uk.org.publicwhip/cons/23,Q4861921
uk.org.publicwhip/cons/24,Q4861936
uk.org.publicwhip/cons/25,Q1075925
uk.org.publicwhip/cons/26,Q4867302
uk.org.publicwhip/cons/2170,Q3133856
uk.org.publicwhip/cons/27,Q1080350
uk.org.publicwhip/cons/28,Q1077488
uk.org.publicwhip/cons/29,Q1075440
uk.org.publicwhip/cons/30,Q3133894
uk.org.publicwhip/cons/31,Q3133916
uk.org.publicwhip/cons/32,Q586563
uk.org.publicwhip/cons/33,Q1032319
uk.org.publicwhip/cons/34,Q1032329
uk.org.publicwhip/cons/35,Q751562
uk.org.publicwhip/cons/36,Q751580
uk.org.publicwhip/cons/37,Q751599
uk.org.publicwhip/cons/38,Q751608
uk.org.publicwhip/cons/2171,Q3133970
uk.org.publicwhip/cons/39,Q1072626
uk.org.publicwhip/cons/670,Q3134016
uk.org.publicwhip/cons/40,Q3134130
uk.org.publicwhip/cons/41,Q3134150
uk.org.publicwhip/cons/42,Q3134165
uk.org.publicwhip/cons/43,Q588875
uk.org.publicwhip/cons/44,Q4911795
uk.org.publicwhip/cons/45,Q1080413
uk.org.publicwhip/cons/46,Q1080287
uk.org.publicwhip/cons/47,Q1080358
uk.org.publicwhip/cons/48,Q1080378
uk.org.publicwhip/cons/49,Q1080403
uk.org.publicwhip/cons/50,Q1070050
uk.org.publicwhip/cons/51,Q3136714
uk.org.publicwhip/cons/52,Q3136734
uk.org.publicwhip/cons/53,Q3136751
uk.org.publicwhip/cons/54,Q4916815
uk.org.publicwhip/cons/55,Q1077778
uk.org.publicwhip/cons/56,Q1072667
uk.org.publicwhip/cons/57,Q4120298
uk.org.publicwhip/cons/58,Q1077481
uk.org.publicwhip/cons/2172,Q3137325
uk.org.publicwhip/cons/2173,Q3137610
uk.org.publicwhip/cons/59,Q4923261
uk.org.publicwhip/cons/60,Q1077631
uk.org.publicwhip/cons/61,Q3137641
uk.org.publicwhip/cons/62,Q3134218
uk.org.publicwhip/cons/63,Q1072792
uk.org.publicwhip/cons/64,Q3137665
uk.org.publicwhip/cons/65,Q3137680
uk.org.publicwhip/cons/66,Q3137707
uk.org.publicwhip/cons/67,Q3137734
uk.org.publicwhip/cons/68,Q1070064
uk.org.publicwhip/cons/69,Q1080341
uk.org.publicwhip/cons/70,Q3137757
uk.org.publicwhip/cons/71,Q3137771
uk.org.publicwhip/cons/72,Q1080634
uk.org.publicwhip/cons/73,Q1080625
uk.org.publicwhip/cons/74,Q3137794
uk.org.publicwhip/cons/2174,Q3137808
uk.org.publicwhip/cons/75,Q4954728
uk.org.publicwhip/cons/76,Q3137827
uk.org.publicwhip/cons/77,Q1075417
uk.org.publicwhip/cons/78,Q1072715
uk.org.publicwhip/cons/79,Q1077422
uk.org.publicwhip/cons/2175,Q3137848
uk.org.publicwhip/cons/80,Q3403590
uk.org.publicwhip/cons/81,Q1077540
uk.org.publicwhip/cons/82,Q3399074
uk.org.publicwhip/cons/83,Q1077806
uk.org.publicwhip/cons/84,Q3137868
uk.org.publicwhip/cons/85,Q1077324
uk.org.publicwhip/cons/86,Q4119978
uk.org.publicwhip/cons/2176,Q3137895
uk.org.publicwhip/cons/87,Q3137917
uk.org.publicwhip/cons/88,Q3137937
uk.org.publicwhip/cons/89,Q1070099
uk.org.publicwhip/cons/90,Q1070148
uk.org.publicwhip/cons/91,Q3137955
uk.org.publicwhip/cons/92,Q578636
uk.org.publicwhip/cons/93,Q1072698
uk.org.publicwhip/cons/2177,Q3137980
uk.org.publicwhip/cons/94,Q1113129
uk.org.publicwhip/cons/95,Q3231554
uk.org.publicwhip/cons/96,Q3231585
uk.org.publicwhip/cons/97,Q3231619
uk.org.publicwhip/cons/98,Q1070140
uk.org.publicwhip/cons/99,Q3235145
uk.org.publicwhip/cons/100,Q3235146
uk.org.publicwhip/cons/101,Q3238753
uk.org.publicwhip/cons/102,Q3238774
uk.org.publicwhip/cons/103,Q1072621
uk.org.publicwhip/cons/104,Q3399026
uk.org.publicwhip/cons/105,Q3238808
uk.org.publicwhip/cons/106,Q3238840
uk.org.publicwhip/cons/107,Q3238861
uk.org.publicwhip/cons/108,Q3238889
uk.org.publicwhip/cons/2178,Q3238907
uk.org.publicwhip/cons/109,Q1072690
uk.org.publicwhip/cons/110,Q3138658
uk.org.publicwhip/cons/111,Q1070055
uk.org.publicwhip/cons/112,Q3138645
uk.org.publicwhip/cons/113,Q1077332
uk.org.publicwhip/cons/114,Q3238926
uk.org.publicwhip/cons/115,Q3238943
uk.org.publicwhip/cons/116,Q3238953
uk.org.publicwhip/cons/117,Q1077385
uk.org.publicwhip/cons/118,Q1077431
uk.org.publicwhip/cons/119,Q5046130
uk.org.publicwhip/cons/120,Q3238966
uk.org.publicwhip/cons/121,Q3238981
uk.org.publicwhip/cons/667,Q3238991
uk.org.publicwhip/cons/2179,Q3239015
uk.org.publicwhip/cons/122,Q5061072
uk.org.publicwhip/cons/123,Q3239055
uk.org.publicwhip/cons/124,Q1077398
uk.org.publicwhip/cons/125,Q1077545
uk.org.publicwhip/cons/126,Q3239111
uk.org.publicwhip/cons/127,Q3239124
uk.org.publicwhip/cons/2180,Q3239148
uk.org.publicwhip/cons/2181,Q3239170
uk.org.publicwhip/cons/128,Q3239188
uk.org.publicwhip/cons/129,Q1075935
uk.org.publicwhip/cons/131,Q1077473
uk.org.publicwhip/cons/132,Q1075910
uk.org.publicwhip/cons/133,Q1077612
uk.org.publicwhip/cons/2182,Q3138621
uk.org.publicwhip/cons/134,Q1077626
uk.org.publicwhip/cons/135,Q3334633
uk.org.publicwhip/cons/136,Q3334655
uk.org.publicwhip/cons/137,Q3235346
uk.org.publicwhip/cons/130,Q3334702
uk.org.publicwhip/cons/187,Q1075483
uk.org.publicwhip/cons/659,Q4120287
uk.org.publicwhip/cons/2183,Q3302105
uk.org.publicwhip/cons/138,Q3302128
uk.org.publicwhip/cons/139,Q1077415
uk.org.publicwhip/cons/140,Q1077449
uk.org.publicwhip/cons/141,Q5137077
uk.org.publicwhip/cons/142,Q5137084
uk.org.publicwhip/cons/143,Q5138600
uk.org.publicwhip/cons/672,Q3138595
uk.org.publicwhip/cons/144,Q1070042
uk.org.publicwhip/cons/145,Q1080320
uk.org.publicwhip/cons/146,Q3335586
uk.org.publicwhip/cons/147,Q3398996
uk.org.publicwhip/cons/148,Q3335605
uk.org.publicwhip/cons/149,Q3335626
uk.org.publicwhip/cons/150,Q28529230
uk.org.publicwhip/cons/151,Q1075422
uk.org.publicwhip/cons/152,Q3335749
uk.org.publicwhip/cons/153,Q3335775
uk.org.publicwhip/cons/154,Q3335844
uk.org.publicwhip/cons/155,Q3335863
uk.org.publicwhip/cons/156,Q4120170
uk.org.publicwhip/cons/157,Q3335881
uk.org.publicwhip/cons/158,Q1077455
uk.org.publicwhip/cons/159,Q3231676
uk.org.publicwhip/cons/160,Q5194006
uk.org.publicwhip/cons/673,Q3231723
uk.org.publicwhip/cons/161,Q5194350
uk.org.publicwhip/cons/162,Q5194353
uk.org.publicwhip/cons/163,Q1077377
uk.org.publicwhip/cons/164,Q3403624
uk.org.publicwhip/cons/2184,Q3138569
uk.org.publicwhip/cons/165,Q1072896
uk.org.publicwhip/cons/166,Q3138553
uk.org.publicwhip/cons/167,Q1075915
uk.org.publicwhip/cons/168,Q1077406
uk.org.publicwhip/cons/169,Q3231747
uk.org.publicwhip/cons/170,Q3231812
uk.org.publicwhip/cons/171,Q1077561
uk.org.publicwhip/cons/2185,Q3138528
uk.org.publicwhip/cons/172,Q1080502
uk.org.publicwhip/cons/173,Q1077785
uk.org.publicwhip/cons/174,Q1077816
uk.org.publicwhip/cons/175,Q3138501
uk.org.publicwhip/cons/176,Q1070108
uk.org.publicwhip/cons/177,Q1070334
uk.org.publicwhip/cons/178,Q3335941
uk.org.publicwhip/cons/179,Q3335964
uk.org.publicwhip/cons/180,Q3335993
uk.org.publicwhip/cons/181,Q5313676
uk.org.publicwhip/cons/182,Q5313811
uk.org.publicwhip/cons/674,Q3336017
uk.org.publicwhip/cons/675,Q3336059
uk.org.publicwhip/cons/183,Q1032268
uk.org.publicwhip/cons/184,Q1032281
uk.org.publicwhip/cons/185,Q5315046
uk.org.publicwhip/cons/186,Q5315054
uk.org.publicwhip/cons/680,Q1032300
uk.org.publicwhip/cons/2168,Q3231892
uk.org.publicwhip/cons/2186,Q3231914
uk.org.publicwhip/cons/188,Q1077439
uk.org.publicwhip/cons/189,Q3403635
uk.org.publicwhip/cons/190,Q1077590
uk.org.publicwhip/cons/191,Q611841
uk.org.publicwhip/cons/192,Q751620
uk.org.publicwhip/cons/193,Q1080518
uk.org.publicwhip/cons/676,Q874525
uk.org.publicwhip/cons/194,Q3337719
uk.org.publicwhip/cons/195,Q3337705
uk.org.publicwhip/cons/196,Q5328719
uk.org.publicwhip/cons/681,Q3337694
uk.org.publicwhip/cons/197,Q751629
uk.org.publicwhip/cons/198,Q3138472
uk.org.publicwhip/cons/204,Q1070154
uk.org.publicwhip/cons/199,Q1051435
uk.org.publicwhip/cons/200,Q3337670
uk.org.publicwhip/cons/201,Q3337642
uk.org.publicwhip/cons/202,Q3337618
uk.org.publicwhip/cons/203,Q3337598
uk.org.publicwhip/cons/205,Q5332195
uk.org.publicwhip/cons/206,Q3337569
uk.org.publicwhip/cons/207,Q5338163
uk.org.publicwhip/cons/683,Q661360
uk.org.publicwhip/cons/208,Q5338188
uk.org.publicwhip/cons/209,Q3138439
