id,name,position,start_date,end_date,type
03dd24a4-f9e9-4dea-adf8-7bfc3fe891a2,Alasdair McDonnell,Member of Parliament in the United Kingdom,,,other_legislatures
03dd24a4-f9e9-4dea-adf8-7bfc3fe891a2,Alasdair McDonnell,Leader of the Social Democratic and Labour Party,,,party
ee0b5d29-df58-43bc-91d0-0a13a18a3b24,Alex Attwood,Minister for Social Development,2010-05-24,2011-05-05,executive
ee0b5d29-df58-43bc-91d0-0a13a18a3b24,Alex Attwood,Minister for the Environment,2011-05-06,2013-07-16,executive
416ad2eb-10fb-4e0c-9c12-7013af005218,Alex Maskey,Lord Mayor of Belfast,2002-06-06,2003-06-03,other
2b0f1aa2-775b-4d01-b61a-65fee63791dc,Arlene Foster,"Minister of Enterprise, Trade and Investment",2008-06-09,2015-05-11,executive
2b0f1aa2-775b-4d01-b61a-65fee63791dc,Arlene Foster,Minister for the Environment,2007-05-08,2008-06-09,executive
2b0f1aa2-775b-4d01-b61a-65fee63791dc,Arlene Foster,First Minister of Northern Ireland,2016-01-11,,executive
2b0f1aa2-775b-4d01-b61a-65fee63791dc,Arlene Foster,Leader of the Democratic Unionist Party,2015-12-17,,party
2b0f1aa2-775b-4d01-b61a-65fee63791dc,Arlene Foster,Minister of Finance and Personnel,2015-05-11,2016-01-12,executive
0f870089-70b2-47fb-8e14-cfc6b21a8976,Bairbre de Brún,"Minister for Health, Social Services and Public Safety",1999-12-02,2000-02-11,executive
0f870089-70b2-47fb-8e14-cfc6b21a8976,Bairbre de Brún,member of the European Parliament,2004-06-13,2012-05-03,other_legislatures
0f870089-70b2-47fb-8e14-cfc6b21a8976,Bairbre de Brún,"Minister for Health, Social Services and Public Safety",2000-05-30,2002-10-14,executive
aa015072-86cf-4e99-9084-4427a148d980,Billy Hutchinson,Leader of the Progressive Unionist Party,,,party
66cab885-7f56-4af7-b220-fcb1e39ccdda,Brid Rodgers,Minister for Agriculture and Rural Development,1999-12-02,2000-02-11,executive
66cab885-7f56-4af7-b220-fcb1e39ccdda,Brid Rodgers,senator of Ireland,1983-02,1987-04,other_legislatures
66cab885-7f56-4af7-b220-fcb1e39ccdda,Brid Rodgers,Minister for Agriculture and Rural Development,2000-05-30,2002-10-14,executive
