id,name,position_id,position,label,start_date,end_date,ordinal
Q1066539,Charles de Brouckère,Q1066539-E6B90742-1B32-47AA-A640-FCC5E0A8A422,Q24199589,Minister of Defence of Belgium,"","",0
Q1240812,Koen Geens,Q1240812-551a8aeb-4a73-076d-64c2-7e9ce713f5d0,Q168589,Minister of Justice of Belgium,2014-10-11,"",0
Q12498,Stefaan De Clerck,Q12498-9146C668-C977-472A-9395-139BF7420070,Q168589,Minister of Justice of Belgium,"","",0
Q12978,Guy Verhofstadt,Q12978-343CE524-5EAE-4666-AADA-B8ED4A6B4047,Q213107,Prime Minister of Belgium,1999-07-12,2008-03-20,0
Q12981,Yves Leterme,Q12981-26DABB2A-9790-4403-BF84-37B7CBCB742F,Q1670832,minister of Foreign Affairs in Belgium,"","",0
Q12981,Yves Leterme,Q12981-CC09E297-29BF-48D1-AAD3-36A8A6770BBD,Q213107,Prime Minister of Belgium,2008-03-20,2008-12-30,0
Q12981,Yves Leterme,Q12981-80d8174f-4725-d911-9a51-54c3e5970b83,Q213107,Prime Minister of Belgium,2009-11-25,2011-12-06,0
Q12981,Yves Leterme,Q12981-fb44cfe8-4390-6f05-1313-7538733bca18,Q2746377,Minister-President of Flanders,2004-07-20,2007-06-28,0
Q12983,Herman Van Rompuy,Q12983-3ca7f119-4a11-906a-9323-e3e6a7286a1a,Q213107,Prime Minister of Belgium,2008-12-30,2009-11-25,0
Q12983,Herman Van Rompuy,Q12983-8592a11f-4a4b-eaa1-58a2-d47875ab627d,Q2507371,Minister of Budget,1993-09-05,1999-07-12,0
Q1357297,Félix de Mérode,Q1357297-1D385C33-DF9A-4ED3-8509-DC131B403074,Q24199589,Minister of Defence of Belgium,"","",0
Q1390661,François Bovesse,Q1390661-cff948e1-4f42-5dbb-2d24-5e0456c7e134,Q168589,Minister of Justice of Belgium,1934-06-12,1935-03-25,0
Q143202,Pierre de Decker,Q143202-686681C1-995C-4968-9BA1-A4E679F92309,Q213107,Prime Minister of Belgium,1855-03-30,1857-11-09,0
Q14989,Léon Delacroix,Q14989-44B0929F-4F31-4815-954E-9186CB3C48F3,Q213107,Prime Minister of Belgium,1918-11-21,1920-11-20,0
Q14990,Henri Carton de Wiart,Q14990-89E45C3D-BD1B-4513-9310-443DD4CC2AC8,Q213107,Prime Minister of Belgium,1920-11-20,1921-12-16,0
Q14992,Aloys Van de Vyvere,Q14992-6906d757-46e4-c152-9b92-f9ebcfc6afd5,Q213107,Prime Minister of Belgium,1925-05-13,1925-06-17,0
Q14993,Prosper Poullet,Q14993-dff98d05-433c-fd04-ddf5-a2e1bfbe8473,Q213107,Prime Minister of Belgium,1925-06-17,1926-05-20,0
Q14993,Prosper Poullet,Q14993-C18A31F6-CD57-415A-ABF9-F1D329430160,Q24199589,Minister of Defence of Belgium,"","",0
Q14994,Henri Jaspar,Q14994-6cbc3b4e-4ed6-2994-96ea-dffc4fcc4f47,Q213107,Prime Minister of Belgium,1926-05-20,1931-06-06,0
Q14995,Jules Renkin,Q14995-a0661017-4600-17b7-550c-d9ae3429db81,Q213107,Prime Minister of Belgium,1931-06-06,1932-10-22,0
Q14996,Paul van Zeeland,Q14996-B36FD105-D0F4-4E93-8FD1-5738309F0FC8,Q213107,Prime Minister of Belgium,1935-03-25,1937-11-24,0
Q14997,Achiel Van Acker,Q14997-508210D4-F7F4-459D-BFDB-466F27B74CBA,Q213107,Prime Minister of Belgium,1945-02-12,1946-03-13,0
Q14997,Achiel Van Acker,Q14997-bde28f52-4357-376c-671e-92237968c2e4,Q213107,Prime Minister of Belgium,1946-03-31,1946-08-03,0
Q14997,Achiel Van Acker,Q14997-5406d173-4888-cda1-86bd-cbc86501e47e,Q213107,Prime Minister of Belgium,1954-04-23,1958-06-26,0
Q14998,Camille Huysmans,Q14998-0784B8B4-2950-46F8-89B9-0512259F3E76,Q213107,Prime Minister of Belgium,1946-08-03,1947-03-20,0
Q14999,Gaston Eyskens,Q14999-4C1919D8-4105-469E-86F9-66C4DB27BDCD,Q213107,Prime Minister of Belgium,1949-08-11,1950-06-08,0
Q14999,Gaston Eyskens,Q14999-0a838518-4c33-3cf5-64fa-d031f6d586cc,Q213107,Prime Minister of Belgium,1958-06-26,1961-04-25,0
Q14999,Gaston Eyskens,Q14999-7eb64365-4b64-6ee6-bcf8-211255b97497,Q213107,Prime Minister of Belgium,1968-07-17,1973-01-26,0
Q15002,Leo Tindemans,Q15002-FC35CE5D-6301-4485-BDAD-7C7187FEA195,Q1670832,minister of Foreign Affairs in Belgium,"","",0
Q15002,Leo Tindemans,Q15002-AD0A2A76-7F37-43BD-98A1-DE989672E433,Q213107,Prime Minister of Belgium,1974-04-25,1978-10-20,0
Q15048,Elio Di Rupo,Q15048-60484E7D-3CB4-4308-AE40-B44CA6E7209A,Q213107,Prime Minister of Belgium,2011-12-06,2014-10-11,50
Q15048,Elio Di Rupo,Q15048-BCBBA952-36F0-4EAA-9BF8-432829A4EC89,Q3100220,Minister-President of Wallonia,2005-10-06,2007-07-20,0
Q1534851,Pieter De Crem,Q1534851-2c81c869-4e25-6e0a-0261-2d77dca4d85b,Q24199589,Minister of Defence of Belgium,2007-12-21,2014-10-11,0
Q1534851,Pieter De Crem,Q1534851-E7C20CC7-B389-42F6-8DA1-8C71A9421223,Q877955,deputy prime minister,"","",0
Q155691,Paul-Henri Spaak,Q155691-F8102572-5402-4883-B034-E02689B610A4,Q213107,Prime Minister of Belgium,1938-05-15,1939-02-22,0
Q155691,Paul-Henri Spaak,Q155691-9011b23d-46bd-97d9-b2e9-bfe4fd301f6a,Q213107,Prime Minister of Belgium,1946-03-13,1946-03-31,0
Q155691,Paul-Henri Spaak,Q155691-2184c21e-4a61-3d6f-ed65-b04cc9f782a2,Q213107,Prime Minister of Belgium,1947-03-20,1949-08-11,0
Q15956,Frans Schollaert,Q15956-afeac6a5-4a94-76e0-82d3-095ede625caf,Q213107,Prime Minister of Belgium,1908-01-09,1911-06-17,0
Q15991,Luc Van den Brande,Q15991-4C474C9C-7D0A-4BE6-9327-BA8C247249E6,Q2746377,Minister-President of Flanders,1992-01-21,1999-07-13,0
Q15992,Patrick Dewael,Q15992-8f00ad1d-4f1c-e196-16b4-490500a96d52,Q2746377,Minister-President of Flanders,1999-07-13,2003-06-05,0
Q15993,Bart Somers,Q15993-cf532050-4b0a-1cf3-8537-a8be07a57bdc,Q2746377,Minister-President of Flanders,2003-06-11,2004-07-20,0
Q16002,Jo Vandeurzen,Q16002-26205df0-453e-b12f-b1fa-9f59b110b760,Q168589,Minister of Justice of Belgium,"","",0
Q1684787,Jean-Claude Van Cauwenberghe,Q1684787-9a3cd7b7-41e8-80c0-922b-6105eaa0e3dc,Q3100220,Minister-President of Wallonia,2000-04-08,2005-09-30,0
Q1684787,Jean-Claude Van Cauwenberghe,Q1684787-846a96c0-4a87-7774-e7f4-29d24cf80799,Q83307,minister,1995-01-01,2000-01-01,0
Q1685161,Jean-Pierre Willmar,Q1685161-2e6acec8-4f56-68c4-d80e-4e7fba8c1e8c,Q24199589,Minister of Defence of Belgium,1836-01-01,1840-01-01,0
Q1685276,Jean-Pol Poncelet,Q1685276-f71ce5c4-483e-cf9b-7918-f718cc77cd00,Q24199589,Minister of Defence of Belgium,"","",0
Q1925109,Xavier Neujean,Q1925109-de1c69a3-435f-593e-e8b6-e810514799ef,Q83307,minister,1920-01-01,1925-01-01,0
Q202049,Auguste Beernaert,Q202049-FB73DA40-B7AB-4C3E-86D6-D14002679600,Q213107,Prime Minister of Belgium,1884-10-26,1894-03-26,14
Q2114325,Marc Verwilghen,Q2114325-502d1b80-405c-9dd8-e25a-c8a71885e1a7,Q168589,Minister of Justice of Belgium,"","",0
Q2124982,Edouard Close,Q2124982-53640e5b-4f47-00f9-377d-d16fda0df8ad,Q1922481,Minister of the Interior,1973-01-26,1974-04-23,0
Q2164746,Arthur Wauters,Q2164746-0b7a3d54-4024-64f2-e6da-7e303f3d31ab,Q10540834,agriculture minister,"","",0
Q2164746,Arthur Wauters,Q2164746-434c97aa-41d8-9df1-8609-40ca5c013807,Q12303322,minister of labour,"","",0
Q2164746,Arthur Wauters,Q2164746-ff1e5e95-4ff5-83e4-b453-8f35218c928a,Q13424386,information minister,"","",0
Q2164746,Arthur Wauters,Q2164746-570a7b7b-47d3-a40f-a3f9-6fe9dfec0507,Q3273722,health minister,"","",0
Q2175318,Léon de Lantsheere,Q2175318-a244717f-471e-ea76-1826-23508394a1ca,Q168589,Minister of Justice of Belgium,1908-10-30,1911-06-17,0
