id,name,image,honorific_prefix,party,term,source
132,วุฒิชัย กปิลกาญจน์,http://library.senate.go.th/document/Picture_HR//7090.JPG,รองศาสตราจารย์,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
133,วุฒิศักดิ์ ลาภเจริญทรัพย์,http://library.senate.go.th/document/Picture_HR//8750.JPG,ผู้ช่วยศาสตราจารย์,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
134,ศรีศักดิ์ ว่องส่งสาร,http://library.senate.go.th/document/Picture_HR//7093.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
135,ศักดิ์ชัย ธนบุญชัย,http://library.senate.go.th/document/Picture_HR//7095.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
136,ศักดิ์ทิพย์ ไกรฤกษ์,http://library.senate.go.th/document/Picture_HR//7245.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
137,ศิระชัย โชติรัตน์,http://library.senate.go.th/document/Picture_HR//7098.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
138,พงศพัศ พงษ์เจริญ,http://library.senate.go.th/document/Picture_HR//8526.JPG,พลตำรวจเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
139,ศิริพล ยอดเมืองเจริญ,http://library.senate.go.th/document/Picture_HR//7100.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
140,ศิวเกียรติ์ ชเยมะ,http://library.senate.go.th/document/Picture_HR//7101.JPG,พลอากาศเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
141,ศิษฐวัชร วงษ์สุวรรณ,http://library.senate.go.th/document/Picture_HR//7104.JPG,พลเรือเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
142,ศุภกร สงวนชาติศรไกร,http://library.senate.go.th/document/Picture_HR//7106.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
143,สกนธ์ สัจจานิตย์,http://library.senate.go.th/document/Picture_HR//7108.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
144,สกล ชื่นตระกูล,http://library.senate.go.th/document/Picture_HR//7110.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
145,สถิตย์ สวินทร,http://library.senate.go.th/document/Picture_HR//8279.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
146,สนธยา น้อยฉายา,http://library.senate.go.th/document/Picture_HR//7112.JPG,พลเรือโท,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
147,สนิท อักษรแก้ว,http://library.senate.go.th/document/Picture_HR//7181.JPG,ศาสตราจารย์,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
148,สม จาตุศรีพิทักษ์,http://library.senate.go.th/document/Picture_HR//PHOTO_1770.JPG,ศาสตราจารย์,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
149,สมคิด เลิศไพฑูรย์,http://library.senate.go.th/document/Picture_HR//7182.JPG,ศาสตราจารย์,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
150,สมชาย แสวงการ,http://library.senate.go.th/document/Picture_HR//7115.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
151,สมบูรณ์ งามลักษณ์,http://library.senate.go.th/document/Picture_HR//PHOTO_1858.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=3&orby=&orrg=ASC
152,สมพร เทพสิทธา,http://library.senate.go.th/document/Picture_HR//7118.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
153,สมพล เกียรติไพบูลย์,http://library.senate.go.th/document/Picture_HR//7119.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
154,สมพล พันธุ์มณี,http://library.senate.go.th/document/Picture_HR//7121.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
155,สมยศ พุ่มพันธุ์ม่วง,http://library.senate.go.th/document/Picture_HR//7122.JPG,พลตำรวจเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
156,สมศักดิ์ โชติรัตนะศิริ,http://library.senate.go.th/document/Picture_HR//7124.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
157,สมหมาย เกาฏีระ,http://library.senate.go.th/document/Picture_HR//7126.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
158,สมเจตน์ บุญถนอม,http://library.senate.go.th/document/Picture_HR//7183.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
159,สมโภชน์ วังแก้ว,http://library.senate.go.th/document/Picture_HR//8603.JPG,พลโท,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
160,สรณ บุญใบชัยพฤกษ์,http://library.senate.go.th/document/Picture_HR//7076.JPG,รองศาสตราจารย์,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
161,สฤษดิ์พงษ์ โกมุทานนท์,http://library.senate.go.th/document/Picture_HR//7078.JPG,พลอากาศเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
162,สิงห์ศึก สิงห์ไพร,http://library.senate.go.th/document/Picture_HR//7080.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
163,สาธิต ชาญเชาวน์กุล,http://library.senate.go.th/document/Picture_HR//7344.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
164,สีมา สีมานันท์,http://library.senate.go.th/document/Picture_HR//7082.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
165,สุชาติ หนองบัว,http://library.senate.go.th/document/Picture_HR//7084.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
166,สุทธิพันธ์ กฤษณคุปต์,http://library.senate.go.th/document/Picture_HR//7085.JPG,พลอากาศเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
168,สุพันธุ์ มงคลสุธี,http://library.senate.go.th/document/Picture_HR//7089.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
169,สุมณฑา พรหมบุญ,http://library.senate.go.th/document/Picture_HR//7091.JPG,รองศาสตราจารย์คุณหญิง,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
170,สุรชัย เลี้ยงบุญเลิศชัย,http://library.senate.go.th/document/Picture_HR//PHOTO_1871_4512.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
171,ชูศักดิ์ ลิ่มสกุล,http://library.senate.go.th/document/Picture_HR//7302.JPG,รองศาสตราจารย์,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
172,สุรพงษ์ สุวรรณอัตถ์,http://library.senate.go.th/document/Picture_HR//8624.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
173,สุรวัช บุตรวงษ์,http://library.senate.go.th/document/Picture_HR//7185.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
174,สุรศักดิ์ หรุ่นเริงรมย์,http://library.senate.go.th/document/Picture_HR//7102.JPG,พลเรือเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
175,สุวรรณี สิริเวชชะพันธ์,http://library.senate.go.th/document/Picture_HR//7103.JPG,นาง,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
176,สุวโรจน์ ทิพย์มงคล,http://library.senate.go.th/document/Picture_HR//7105.JPG,พลโท,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
177,สุวิมล ภูมิสิงหราช,http://library.senate.go.th/document/Picture_HR//7194.JPG,นาง,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
178,เสาวณี สุวรรณชีพ,http://library.senate.go.th/document/Picture_HR//7342.JPG,นาง,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
179,โสภณ ศีลพิพัฒน์,http://library.senate.go.th/document/Picture_HR//7111.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
180,อกนิษฐ์ หมื่นสวัสดิ์,http://library.senate.go.th/document/Picture_HR//7113.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
181,องอาจ พงษ์ศักดิ์,http://library.senate.go.th/document/Picture_HR//6561.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
182,อดิศักดิ์ กลั่นเสนาะ,http://library.senate.go.th/document/Picture_HR//7114.JPG,พลอากาศเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
183,อดุลยเดช อินทะพงษ์,http://library.senate.go.th/document/Picture_HR//7400.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
184,พัลลภ ตมิศานนท์,http://library.senate.go.th/document/Picture_HR//8527.JPG,พลเรือเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
185,อนุวัฒน์ เมธีวิบูลวุฒิ,http://library.senate.go.th/document/Picture_HR//7120.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
186,อนุศาสน์ สุวรรณมงคล,http://library.senate.go.th/document/Picture_HR//7192.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
187,อมรเทพ ณ บางช้าง,http://library.senate.go.th/document/Picture_HR//7123.JPG,พลเรือเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
188,สาวอรจิต สิงคาลวณิช,http://library.senate.go.th/document/Picture_HR//7125.JPG,นาง,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
189,อักษรา เกิดผล,http://library.senate.go.th/document/Picture_HR//7127.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
190,อาคม กาญจนหิรัญ,http://library.senate.go.th/document/Picture_HR//7128.JPG,พลอากาศเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
191,ณัฐ อินทรเจริญ,http://library.senate.go.th/document/Picture_HR//8418.JPG,พลโท,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
192,อานนท์ จารยะพันธุ์,http://library.senate.go.th/document/Picture_HR//7132.JPG,พลอากาศเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
193,ดนัย มีชูเวท,http://library.senate.go.th/document/Picture_HR//7267.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
194,อำพน กิตติอำพน,http://library.senate.go.th/document/Picture_HR//7134.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
195,อำพน ชูประทุม,http://library.senate.go.th/document/Picture_HR//7131.JPG,พลโท,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
196,แถมสิน รัตนพันธุ์,http://library.senate.go.th/document/Picture_HR//7268.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
197,อิทธพร ศุภวงศ์,http://library.senate.go.th/document/Picture_HR//7186.JPG,พลอากาศเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
198,อิสระ ว่องกุศลกิจ,http://library.senate.go.th/document/Picture_HR//7137.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
199,อู้ด เบื้องบน,http://library.senate.go.th/document/Picture_HR//7136.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
200,เอก อังสนานนท์,http://library.senate.go.th/document/Picture_HR//8534.JPG,พลตำรวจเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
201,เทพพงศ์ ทิพยจันทร์,http://library.senate.go.th/document/Picture_HR//7289.JPG,พลโท,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
202,บัญญัติ จันทน์เสนะ,http://library.senate.go.th/document/Picture_HR//7290.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=4&orby=&orrg=ASC
203,ปรีชา บัววิรัตน์เลิศ,http://library.senate.go.th/document/Picture_HR//7331.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=5&orby=&orrg=ASC
204,โปฎก บุนนาค,http://library.senate.go.th/document/Picture_HR//8319.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=5&orby=&orrg=ASC
205,พงษ์สวัสดิ์ พรรณจิตต์,http://library.senate.go.th/document/Picture_HR//8398.JPG,พลตรี,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=5&orby=&orrg=ASC
206,พิศณุ พุทธวงศ์,http://library.senate.go.th/document/Picture_HR//7292.JPG,พลโท,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=5&orby=&orrg=ASC
207,มหรรณพ เดชวิทักษ์,http://library.senate.go.th/document/Picture_HR//7270.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=5&orby=&orrg=ASC
208,ยุทธศิลป์ โดยชื่นงาม,http://library.senate.go.th/document/Picture_HR//7277.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=5&orby=&orrg=ASC
209,รังสาทย์ แช่มเชื้อ,http://library.senate.go.th/document/Picture_HR//7303.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=5&orby=&orrg=ASC
210,วินัย สร้างสุขดี,http://library.senate.go.th/document/Picture_HR//7304.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=5&orby=&orrg=ASC
211,วรพล โสคติยานุรักษ์,http://library.senate.go.th/document/Picture_HR//8547.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=5&orby=&orrg=ASC
212,ศุภวุฒิ อุตมะ,http://library.senate.go.th/document/Picture_HR//7271.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=5&orby=&orrg=ASC
213,ศักดิ์สิทธิ์ เชิดบุญเมือง,http://library.senate.go.th/document/Picture_HR//7272.JPG,พลเรือเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=5&orby=&orrg=ASC
214,สุนทร ขำคมกุล,http://library.senate.go.th/document/Picture_HR//7280.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=5&orby=&orrg=ASC
215,สุรางคณา วายุภาพ,http://library.senate.go.th/document/Picture_HR//7346.JPG,นาง,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=5&orby=&orrg=ASC
216,อนุมัติ อาหมัด,http://library.senate.go.th/document/Picture_HR//6563.JPG,นาย,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=5&orby=&orrg=ASC
217,อภิรัชต์ คงสมพงษ์,http://library.senate.go.th/document/Picture_HR//7281.JPG,พลโท,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=5&orby=&orrg=ASC
218,อรุณ สมตน,http://library.senate.go.th/document/Picture_HR//7282.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=5&orby=&orrg=ASC
219,อุดมชัย ธรรมสาโรรัชต์,http://library.senate.go.th/document/Picture_HR//7283.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=5&orby=&orrg=ASC
220,อุทิศ สุนทร,http://library.senate.go.th/document/Picture_HR//8796.JPG,พลเอก,NCPO,2557,http://www.senate.go.th/w3c/senate/senator.php?id=18&page=5&orby=&orrg=ASC
