statement,id,name,start_date,end_date,wikidata
Q4645445-1BA0904F-28F0-4B03-8139-E5BDF5978D7B,8,8th Parliament of the Solomon Islands,2006-04-24,2010-04-24,Q4645445
Q4646647-AE5882DE-7C23-4D8C-B754-393C5659D11C,9,9th Parliament of the Solomon Islands,2010-09-08,2014-09-08,Q4646647
Q59078758-90b042f5-4549-24c9-f49e-924dcc31c861,10,10th Parliament of the Solomon Islands,2014-12-09,"",Q59078758
