id,wikidata
"cultura,_educacion_y_trabajo",Q41556960
avanzar_san_luis,Q41556555
bloque_de_los_trabajadores,Q41556372
bloque_social_cristiano,Q41556608
brigadier_general_juan_bautista_bustos,Q41556452
chubut_somos_todos,Q26258776
coalicion_civica,Q1104292
compromiso_con_san_juan,Q41556474
compromiso_federal,Q5668474
concertacion_forja,Q5870697
del_bicentenario,Q41556340
democrata_progresista,Q287777
dialogo_y_trabajo,Q41556839
federal_unidos_por_una_nueva_argentina,Q15120034
frente_civico_por_santiago,Q3088428
frente_civico_y_social_de_catamarca,Q7248613
frente_de_izquierda_y_de_los_trabajadores,Q598744
frente_de_la_concordia_misionero,Q41556499
frente_norte,Q41556530
frente_para_la_victoria_-_pj,Q1072438
frente_renovador,Q15120034
gen,Q5692773
juntos_por_argentina,Q41556267
justicialista,Q1053668
libertad_valores_y_cambio,Q41556856
libres_del_sur,Q5501084
mov_pop_neuquino,Q7002024
movimiento_solidario_popular,Q41557014
partido_bloquista_de_san_juan,Q6156958
partido_socialista,Q1813766
peronismo_para_la_victoria,Q41556247
primero_tucuman,Q41556939
pts_-_frente_de_izquierda,Q7551801
salta_somos_todos,Q41556881
solidario_si,Q6064404
trabajo_y_dignidad,Q41556400
ucr,Q123585
unidos_por_una_nueva_argentina,Q21044814
union_celeste_y_blanco,Q6156941
union_por_cordoba,Q4732336
union_por_entre_rios,Q41525292
union_pro,Q1507720
