id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
alfred_olsen,Alfred Olsen,,,Sambandsflokkurin,sambandsflokkurin,Eysturoy,Løgting,2004,,,,male
andrias_petersen,Andrias Petersen,,,Javnaðarflokkurin,javnaðarflokkurin,Eysturoy,Løgting,2004,,,,male
anfinn_kallsberg,Anfinn Kallsberg,,,Fólkaflokkurin,fólkaflokkurin,Norðoyar,Løgting,2004,,,https://upload.wikimedia.org/wikipedia/commons/c/c0/Anfinn_Kallsberg.jpg,male
annita_á_fríðriksmørk,Annita á Fríðriksmørk,,,Tjóðveldisflokkurin,tjóðveldisflokkurin,Suðurstreymoy,Løgting,2004,,,,female
bill_justinussen,Bill Justinussen,,,Miðflokkurin,miðflokkurin,Eysturoy,Løgting,2004,,,,male
bjarni_djurholm,Bjarni Djurholm,,,Fólkaflokkurin,fólkaflokkurin,Suðurstreymoy,Løgting,2004,,,,male
bárður_nielsen,Bárður Nielsen,,,Sambandsflokkurin,sambandsflokkurin,Norðurstreymoy,Løgting,2004,,,https://upload.wikimedia.org/wikipedia/commons/e/ec/Bardur_Nielsen.jpg,male
edmund_joensen,Edmund Joensen,,,Sambandsflokkurin,sambandsflokkurin,Eysturoy,Løgting,2004,,,https://upload.wikimedia.org/wikipedia/commons/6/63/Edmund_Joensen.JPG,male
finnur_helmsdal,Finnur Helmsdal,,,Tjóðveldisflokkurin,tjóðveldisflokkurin,Suðurstreymoy,Løgting,2004,,,,
gerhard_lognberg,Gerhard Lognberg,,,Javnaðarflokkurin,javnaðarflokkurin,Sandoy,Løgting,2004,,,,male
heidi_petersen,Heidi Petersen,,,Tjóðveldisflokkurin,tjóðveldisflokkurin,Norðurstreymoy,Løgting,2004,,,,
hergeir_nielsen,Hergeir Nielsen,,,Tjóðveldisflokkurin,tjóðveldisflokkurin,Suðuroy,Løgting,2004,,,,male
heðin_zachariasen,Heðin Zachariasen,,,Fólkaflokkurin,fólkaflokkurin,Norðurstreymoy,Løgting,2004,,,,male
høgni_hoydal,Høgni Hoydal,,,Tjóðveldisflokkurin,tjóðveldisflokkurin,Suðurstreymoy,Løgting,2004,,,https://upload.wikimedia.org/wikipedia/commons/9/93/Hogni_hoydal.jpg,male
jenis_av_rana,Jenis av Rana,,,Miðflokkurin,miðflokkurin,Suðurstreymoy,Løgting,2004,,,https://upload.wikimedia.org/wikipedia/commons/c/c1/Jenis_av_Rana.jpg,male
johan_dahl,Johan Dahl,,,Sambandsflokkurin,sambandsflokkurin,Suðuroy,Løgting,2004,,,,male
john_johannessen,John Johannessen,,,Javnaðarflokkurin,javnaðarflokkurin,Suðurstreymoy,Løgting,2004,,,,male
jóannes_eidesgaard,Jóannes Eidesgaard,,,Javnaðarflokkurin,javnaðarflokkurin,Suðuroy,Løgting,2004,,,https://upload.wikimedia.org/wikipedia/commons/0/0a/Joannes_Eidesgaard_in_Gjogv.jpg,male
jógvan_við_keldu,Jógvan við Keldu,,,Fólkaflokkurin,fólkaflokkurin,Norðoyar,Løgting,2004,,,,male
jógvan_á_lakjuni,Jógvan á Lakjuni,,,Fólkaflokkurin,fólkaflokkurin,Eysturoy,Løgting,2004,,,https://upload.wikimedia.org/wikipedia/commons/5/57/Jogvan_a_Lakjuni_2.jpeg,male
jørgen_niclasen,Jørgen Niclasen,,,Fólkaflokkurin,fólkaflokkurin,Vágar,Løgting,2004,,,https://upload.wikimedia.org/wikipedia/commons/9/9b/Jorgen_Niclasen_(2).jpg,male
kaj_leo_johannesen,Kaj Leo Johannesen,,,Sambandsflokkurin,sambandsflokkurin,Suðurstreymoy,Løgting,2004,,,,
karsten_hansen,Karsten Hansen,,,Tjóðveldisflokkurin,tjóðveldisflokkurin,Norðoyar,Løgting,2004,,,,male
kristian_magnussen,Kristian Magnussen,,,Javnaðarflokkurin,javnaðarflokkurin,Suðurstreymoy,Løgting,2004,,,,male
kári_p._højgaard,Kári P. Højgaard,,,Sjálvstýrisflokkurin,sjálvstýrisflokkurin,Eysturoy,Løgting,2004,,,https://upload.wikimedia.org/wikipedia/commons/8/88/Kari_P_Hojgaard.jpg,male
lisbeth_l._petersen,Lisbeth L. Petersen,,,Sambandsflokkurin,sambandsflokkurin,Suðurstreymoy,Løgting,2004,,,,female
marjus_dam,Marjus Dam,,,Sambandsflokkurin,sambandsflokkurin,Vágar,Løgting,2004,,,,
poul_michelsen,Poul Michelsen,,,Fólkaflokkurin,fólkaflokkurin,Suðurstreymoy,Løgting,2004,,,,male
páll_á_reynatúgvu,Páll á Reynatúgvu,,,Tjóðveldisflokkurin,tjóðveldisflokkurin,Sandoy,Løgting,2004,,,https://upload.wikimedia.org/wikipedia/commons/d/d9/Páll_á_Reynatúgvu_2012.jpg,male
sverre_midjord,Sverre Midjord,,,Javnaðarflokkurin,javnaðarflokkurin,Suðuroy,Løgting,2004,,,,male
tórbjørn_jacobsen,Tórbjørn Jacobsen,,,Tjóðveldisflokkurin,tjóðveldisflokkurin,Eysturoy,Løgting,2004,,,,male
vilhelm_johannesen,Vilhelm Johannesen,,,Javnaðarflokkurin,javnaðarflokkurin,Norðoyar,Løgting,2004,,,,male
