id,name,position_id,position,label,start_date,end_date,ordinal
Q113609,Elisabeth Gehrer,Q113609-c8f3670b-4acb-5abb-68de-656ac508097c,Q19666653,Landesrat,1990-05-09,1995-05-17,0
Q113609,Elisabeth Gehrer,Q113609-8da64542-4c7a-1f7b-93ea-7de159f58664,Q2498793,Austrian Minister of Education,1995-05-04,2007-01-11,0
Q11715,Leopold Figl,Q11715-D8594127-D70E-42C0-96DB-7D4FE766F601,Q1006398,Federal Chancellor of Austria,1945-12-20,1953-04-02,14
Q11715,Leopold Figl,Q11715-AF7193F3-D3D9-48A4-9ECA-4B1F42D86F8B,Q5468294,Foreign Minister of Austria,1953-11-26,1959-06-09,0
Q11722,Rudolf Ramek,Q11722-4DE76A3F-7045-4780-9672-88F583194DE2,Q1006398,Federal Chancellor of Austria,1924-11-20,1926-10-20,9
Q11726,Karl Renner,Q11726-D13CA9CF-11FB-43AF-8FA6-2523FD8329D6,Q1006398,Federal Chancellor of Austria,1918-10-30,1919-10-21,0
Q11726,Karl Renner,Q11726-A9BD69C8-AB0A-4571-AB10-8BB0FA4367C5,Q1006398,Federal Chancellor of Austria,1945-04-27,1945-12-20,0
Q11726,Karl Renner,Q11726-8E7FBCAF-2B11-4151-A2DB-E4F396F0F2A5,Q5468294,Foreign Minister of Austria,1919-07-26,1920-10-22,0
Q11735,Michael Spindelegger,Q11735-f6da08ca-4574-4ec0-a30e-cabb78f28d9e,Q20675031,finance minister of Austria,2013-12-16,2014-08-25,0
Q11735,Michael Spindelegger,Q11735-d15cdffe-43cd-f898-3f82-225df3cb7998,Q5468294,Foreign Minister of Austria,2008-12-02,2013-12-16,0
Q11735,Michael Spindelegger,Q11735-7a4aa070-470d-9067-a01e-701afbe51e7e,Q692110,Vice-Chancellor of Austria,2011-04-21,,0
Q11753,Heinz Fischer,Q11753-d993383a-4409-1d02-662d-fca544092ab8,Q24256102,Federal Minister of Science and Research,1983-05-24,1987-01-21,0
Q1221799,Dieter Böhmdorfer,Q1221799-ac0f54a1-4955-ad59-42f1-0843871b1473,Q1714331,Federal Minister of Justice,,,0
Q1332812,Elmar Podgorschek,Q1332812-4de4ffc9-4b8a-55a1-a13d-7ca30f9964ed,Q19666653,Landesrat,2015-10-23,2019-05-20,0
Q1336819,Emil Schneider,Q1336819-0ec257de-4059-e5b4-1190-230a2b8a7586,Q2498793,Austrian Minister of Education,1923-04-17,1926-06-16,0
Q1353237,Erich Schwärzler,Q1353237-8621169b-4d5e-7191-99e0-867183f235ef,Q19666653,Landesrat,1993-10-06,2018-04-11,0
Q1359019,Ernst Kolb,Q1359019-37ecfc2a-4c66-c37b-5995-def7f01f2a70,Q2498793,Austrian Minister of Education,1952-01-23,1954-10-31,0
Q1373519,Michael Krüger,Q1373519-bb5e9da7-44f1-51af-44d3-681e1b1363fb,Q1714331,Federal Minister of Justice,,,0
Q1395041,Herbert Kickl,Q1395041-0557de3d-49e4-c965-c89c-edebea64aa10,Q23938055,Federal Minister of the Interior,2017-12-18,2019-05-22,0
Q1448078,Franz Loser,Q1448078-9643245c-4f22-d4bd-fc7d-a0555ca4aa52,Q19666653,Landesrat,1918,1923,0
Q1448078,Franz Loser,Q1448078-6c13f8c8-4946-3e6e-1f07-f46708c8dffb,Q43847346,Landeshauptmann-Stellvertreter,1919,1919,0
Q1512016,Gerhard Köfer,Q1512016-55850abf-4dd9-69c9-223a-2885b0308b0b,Q19666653,Landesrat,,,0
Q1514377,Gernot Darmann,Q1514377-953793b0-4056-2a4c-aa70-6517ef373bb8,Q19666653,Landesrat,2016-06-23,,0
Q15428608,Andrä Rupprechter,Q15428608-d9064ef5-41d0-1565-3b85-3cf635a119c2,Q10540834,agriculture minister,,,0
Q15453567,Martin Thurnher,Q15453567-50b7c8f9-4381-d9cc-5246-10bcb3a44c04,Q43847346,Landeshauptmann-Stellvertreter,1909,1918,0
Q1580606,Hans Jörg Schelling,Q1580606-eb9eb50a-46a3-db68-8e2d-9014f14d899c,Q20675031,finance minister of Austria,2014-09-01,2018-12-18,0
Q158123,Franz Vranitzky,Q158123-29DCBC66-3E3A-4C4A-9A96-4FD74EBA84E9,Q1006398,Federal Chancellor of Austria,1986-06-16,1997-01-28,20
Q1584662,Harald Ofner,Q1584662-a4e7ff96-48c9-3f80-94fe-969021b055b8,Q1714331,Federal Minister of Justice,,,0
Q1604243,Wolfgang Klinger,Q1604243-8d7edb43-4b2b-d681-3e77-6928dbba77e2,Q19666653,Landesrat,2019-05-23,,0
Q1618215,Hilde Hawlicek,Q1618215-b46aa2b1-406d-93ae-aa4e-921bf623c015,Q1006360,Bundesminister,1987-01-21,1990-12-17,0
Q1691294,Jodok Fink,Q1691294-625eb6df-4614-4958-8f9f-a8e252aa22e1,Q692110,Vice-Chancellor of Austria,1919-03-15,1920-06-24,0
Q1705319,Josef Moser,Q1705319-50c48cdb-41b1-7305-066c-4fd717719928,Q1714331,Federal Minister of Justice,2017-12-18,,0
Q18135060,Christian Kern,Q18135060-44b2e775-410c-5a7f-7a93-92e15bd24c93,Q1006398,Federal Chancellor of Austria,2016-05-17,2017-12-18,13
Q1898862,Mario Kunasek,Q1898862-27639b27-4e29-0bfd-a476-d534ccaf6444,Q29076858,Minister of Defence,2017-12-18,2019-05-22,0
Q2040825,Otto Tschadek,Q2040825-5bd80f59-41b4-cdc9-c696-927a743708f8,Q1714331,Federal Minister of Justice,,,0
Q2125645,Wolfgang Schüssel,Q2125645-B56C3B25-4911-4169-A3D9-0AD80F453C13,Q1006398,Federal Chancellor of Austria,2000-02-04,2007-01-11,21
Q2125645,Wolfgang Schüssel,Q2125645-5C89D961-801A-46B6-A721-E1A6502EB396,Q5468294,Foreign Minister of Austria,1995-05-04,2000-02-04,0
Q2125645,Wolfgang Schüssel,Q2125645-D8A03D5C-B2EE-4E75-A5C7-4552BB395C16,Q692110,Vice-Chancellor of Austria,1995-05-04,2000-02-04,0
Q2209835,Sabine Oberhauser,Q2209835-40337d7f-40e7-a53e-1f0b-bb23f879e270,Q24256358,Federal Minister for Health,2014-09-01,2017-02-23,0
Q2262885,Sebastian Kurz,Q2262885-0486b4d3-48a6-dc44-87c5-ce7a252e5606,Q1006398,Federal Chancellor of Austria,2017-12-18,2019-05-28,14
Q2262885,Sebastian Kurz,Q2262885-d79b45f3-4a0f-4176-7ac7-f9e65f7a0f16,Q5468294,Foreign Minister of Austria,2013-12-16,2017-12-18,0
Q2591433,Wolfgang Sobotka,Q2591433-84c33660-4d60-0627-1af4-5ac42bbb282e,Q19666653,Landesrat,,,0
Q2591433,Wolfgang Sobotka,Q2591433-6cbc1aee-4878-3795-da23-f0b5da7159bb,Q23938055,Federal Minister of the Interior,2016-04-21,2017-12-18,0
Q2591433,Wolfgang Sobotka,Q2591433-83d67687-4e8e-9870-eb90-0ae1206d85a7,Q43847346,Landeshauptmann-Stellvertreter,,,0
