statement,id,name,start_date,end_date,wikidata
Q50595190-8da5c924-4e2a-f8fe-73da-41c1cd6677b0,4,4th Convocation of the National Assembly of Azerbaijan,2010-01-01,2015-01-01,Q50595190
Q28527720-f6c19c75-4f4c-fef2-fe30-50aff7c741eb,5,5th Convocation of the National Assembly of Azerbaijan,2015-12-01,"",Q28527720
