id,name,position,start_date,end_date
e57381e9-2595-4e9b-8489-6f3ad1479956,IRITI Teura (Présidente),member of the Senate of France,,
48bb0fcc-e6f2-47d0-9de1-8260b356eab1,SAGE Maina,member of the French National Assembly,2014-06-30,
