id,legacy
91996363-564b-4b90-bece-bc93ae413949,24713
f422b764-c3e9-4334-98b1-fd13d09873d1,10547
d081b82a-cddd-4f56-88b3-627162109889,25306
b7a6c3b0-4902-45f5-a89b-de09a329287a,24959
bbe0109f-8490-4565-8dc0-3026d7712e9a,24830
8a62d928-8fde-4cd5-95a3-bab4c01b6e2a,25332
1a4791ff-10cf-4c80-ad1e-66fb88ab77ca,10081
a4489dc5-878a-4ca9-ba5e-f159dde24341,10522
cf2c31cd-3f13-4aea-a55e-e022c7f3039e,10103
40a179fa-5ee4-45d0-b5fb-2ca1afe7cf12,10214
32d0b385-50d4-4a56-bed0-f355bb5a5243,10227
7970cfa3-54dd-407a-b7c0-6401bcccc41b,11565
c0874f9a-4f2b-4d1e-b6fa-520319602352,24747
465244d6-5321-434a-9ff5-7b836f750a96,24950
8bc6f33c-ddd9-4286-bca3-03858e547b69,10150
cf67e0a9-d523-472b-b6a7-d3f19d9c0931,24915
4ef9c8f3-0a38-4fc6-bb14-ca23e8e65cc6,10621
c027fa2c-8ab8-4b87-aeb1-76969931e27e,10540
917974fa-fe46-479d-b136-825cf3431f8c,10205
57c3e506-ebee-4d6c-afc8-bba0133e6ed5,10045
b303094e-e6c1-45e4-962e-464ae22a555c,10185
062e31d4-4875-42f6-b8d2-067198d13dd4,25356
e99c3e7d-2598-4c33-aaaa-104789fe9511,10556
91e078e5-6e0f-4a81-b8a5-b479979534bf,10066
e4d4685b-56b1-4704-b24d-34d1d0698a39,10077
48c5659f-c7cc-4a5c-85e9-0c1327ca963a,10790
66ea26dc-3d4d-4c1c-aa73-0d4141f132ce,10478
484f99a2-f6af-44e4-b7af-dadecd0ec609,25319
ec914731-0b3a-480f-9509-be91bb245021,24780
c50056db-7ad9-4b44-aae5-d9120b038749,25423
107c77ee-16fc-4def-a825-bb66ea09f022,11734
527603bc-305c-4bb4-a566-8e214e460de3,25401
71f41379-957b-4ae6-999f-49cb0fb9fe88,25437
4c65c0b8-57e4-4180-90ad-9c15a1c45032,25290
0eb0b97e-4a72-4545-81a7-59bd4c85a9a1,24944
81d59553-f217-446a-97e9-cca95c88e353,25329
d77d878e-0bad-4d61-a2e7-cf1a40bc4ff2,10051
0587c76d-8e7a-4371-9622-839cef36fb21,10151
3569371c-599c-4452-8c92-f776723b5053,10635
b99687df-60b3-4990-abe9-2827dd9da66e,13735
2396b05f-1284-4961-aba8-36d8c288c7d3,10944
4b7751d8-4a00-4029-8706-a5f3758df621,10090
328e0940-5503-4634-81d5-11f07a68ea17,24744
af2248ae-b73a-4dcc-9bd1-9f412d2111df,10241
cfaddafb-c036-455d-900e-b70c061822ec,24782
750ee08f-80c1-4e4c-a177-23beec2da6a9,24849
a9e9e4f0-50db-46ab-948f-548eb9eb2455,25067
6303c900-6c81-4f81-a06a-cc13aaf6e329,10458
e6b4c181-4202-481c-84da-a3b0c4c0ce42,11513
c6e09c2d-40c8-4fee-8b64-c4dfa10ee38f,11817
3a20d698-05f4-4714-9e3e-3da95fd3b88c,24756
01b88f46-2739-4fec-b516-ba807873f0fa,25386
853eb65f-91dc-4488-945c-88943e31b5de,11995
4f984443-b8bb-4649-8c29-248fe4cf67f6,24684
4267a9c9-a0c7-4c78-8536-cfffec9c6aab,10585
309239d4-bba8-4ea3-9ec2-c34cb99f7a9f,10625
13073e6b-b907-4a21-b588-211ed9a0a9bb,10009
c991587f-26b8-4d56-893f-8d5645bf5937,11427
85612d16-0f1c-43a4-8a90-f5047c7038e4,10019
0d5db2c5-773d-4d63-88c4-6a0e9c888873,10050
e2ac4781-7e39-4113-9b7a-5ee2bdb13460,10055
71f869aa-f9a8-4be4-b6f2-a3151057702c,10768
d241e2a1-ada4-4749-a5eb-5b20bac41651,11573
fbc2ab81-a69a-468d-834a-1eccf0a1da20,10775
f0dcdb26-99ca-48ed-88fc-b635de51c62e,10777
0d83911a-e7ee-4e68-a551-b961dd508257,10100
1383f5a2-0832-435e-9ddf-27756bf8f753,10101
0614dceb-ec97-44e8-aaf3-6bf750a3dbe4,10108
492161ce-7b09-41ba-b676-7400a7b340e3,10118
b79c5be4-8a0c-4827-bf12-7dd644a43439,10141
8bab4a92-5f54-4e64-bf0d-41c4cc9d97cb,10149
8b42b57e-114b-4d26-a3b8-35c119185fcd,11719
8869fbe7-8a02-45ba-a7b1-1222a0ed8403,10162
61fb7e01-1ac0-4ddf-a5b4-27a146905252,10177
57de72bd-1c1f-45f2-a00e-8d8767423bdf,11408
364fd44a-c93c-48b6-94d6-2d237e6d1060,10192
0d13e9d4-e38b-4651-9680-1d3b7951edb1,11633
60873059-a590-4d44-8805-a779702e29de,10934
7792da6d-e9cb-4489-a7f7-01fbc3821d7b,10259
da8437ee-ca8c-43f7-b72a-8d6446860dca,10269
e4b77952-3fa0-4151-a109-48401bc9946d,10271
6b49844f-f71d-46f9-a704-c639c2d8ec0e,10961
6a0bdb4e-8fe7-4686-9d61-9b5b1b7238ca,10280
9299e70c-4aa3-49c0-8cba-51303cfedd36,11473
157be53d-fcb5-4923-982a-1f174932784d,10311
82ea1d8e-cfa2-4a17-901f-c187abebc3cb,11506
5af73265-4893-4002-bf68-2f5d0a4e3407,10338
42fb6801-adef-4586-9220-0721ad4d5a7f,10678
6ffbe235-2164-4d2c-9bf3-95a0df477f01,11036
7ec545d6-023f-481b-aeb5-41e513483ee7,10353
c721d05c-2b1c-455d-814c-ae504cd3ca8d,10361
c6e8627a-b726-409f-b14d-314b1279cc48,10369
1c037604-c96a-4f5f-ad2d-6e7572e14f4b,25347
2b0c7ff1-ad7f-4203-b6bf-995438ec5d35,10394
651f9c76-62ae-4620-abad-a86b7d0bc33e,10405
b82c400e-db2c-40a7-b827-45faac3098c0,10417
ef58aaca-2272-44aa-8f09-a11628254a76,11113
ec3bd13d-8b32-4d27-aa65-6aa26e319cf6,24966
ad1404e4-6285-4291-a433-6f686c2fea26,24932
9a36f89e-2430-46fc-8929-4a8401691286,11970
20e47013-df7b-45e4-a846-77651c1a4ec1,24877
f8637d9b-8952-4949-8189-a723d76b70a3,10490
113ef5d5-14f7-40cd-856b-ffac355a19c1,10502
7bc6a9e4-5bcc-4c59-9828-84732d165b2e,10520
86ff282f-0de9-4e04-a5e8-92acd8b2c49c,24820
f0c81fe4-ea12-4022-b49b-e4f33ccd5dcb,11892
9a504719-a6ef-45c1-af88-8684f48cb354,10568
bb05ee64-800c-4e6e-821e-914bef9f7f4a,10586
2d61fa08-5997-4421-b126-7f7b3c62a110,10602
02d972fc-caaf-43f8-82d0-d5ceef9dcb12,10605
cfeb94f3-50b0-4102-9e44-f420354ce044,25372
6ad5ac26-0020-4479-afb5-c0db9212de09,24946
5bf9e3a2-5dc4-4d86-a09f-9d89d6b610f2,10637
e88ef16a-e6fc-4527-8442-1b55b5759f6f,10643
5f4a3ae9-0602-40c0-8045-ab907bfd0337,10645
8b133dc8-6326-459f-9033-24eeab5a14bb,11340
f4a3051e-c55d-4a5c-9ac1-96879bb3cb5e,11447
234ac83e-4b22-4157-a32f-acce2d68df3a,10489
d04976a3-058e-478e-9bc7-8d4ae78750c9,25034
04b64dd4-afdb-4d98-aa57-fdd33a08c37a,10539
da7db01f-0ffa-49bf-a67f-addd31dd2e52,25336
2adbd38f-e0ab-480e-b622-0ce5d7e5a715,10401
49b63b2f-17cf-41a1-9bcd-4d0440caac6a,10452
0cadb902-a78f-4821-99e1-1f86237a3e91,10091
4ffadd2a-9b83-4f9d-b4b3-f0497c611e85,10544
d7054388-8f62-4613-bfb1-6b182946962f,10607
aa2f5af9-86c6-4625-83f5-9a4d4957bfbf,10158
08bcc8bc-d6c2-472d-9189-77e54824b0b5,10815
5a73968c-acbe-4465-a91e-f2a807aafba3,10195
08be88dd-4e53-431c-b82a-c25137f40fc7,10207
b94ff9f8-ddfb-4197-bc38-18c2ff60c0cd,25440
1f517ead-ff14-4114-8842-e39ff2aab2a8,10610
7d49842b-f67b-410b-9666-28a232f17088,10657
82848810-e5ed-4e01-8b62-96f9d640de21,10071
79897675-ed28-438a-bb54-e3a8bed579a6,10580
98e8e4d9-f7d4-42b8-a738-16884cccae7d,10608
e9c8f7bc-35fd-493b-9d63-fecbf02a1247,10466
9a10f4f6-03cc-4eef-b9fe-7cc7c5629fe5,11647
71eef1bd-b792-4798-afca-643690e45bd9,10001
514a0643-a315-4e37-bf06-4ac7b060f270,10243
423db8e2-7be0-47ee-b698-2a0957d27a9d,24815
5523feb4-dd95-489a-808c-0c8f92f20af8,10208
0a3f1300-b546-446c-83d8-5f0177ea0278,10600
a3878655-a1a7-4f44-9f13-2c5952ecae45,10011
3ab92737-8013-4958-a3a5-ba4101def1ba,10168
17e5c530-9988-41a0-8863-5954e4417752,10237
8a08c2ef-8c16-44aa-9db5-7b06d8b85437,10272
a21986c7-4fb7-4363-bfe0-066bc197d341,10455
80e7df57-139f-4459-a90d-59361c30b4ff,10661
a4f50182-d40c-4b1b-92c6-d9a2f126d9ab,11621
d35f92d3-5981-4fb2-bf64-3f875a2f6d21,25305
6ce6e34c-e400-4b2a-b19b-f17f29c58741,10283
5ad62cd0-77fa-4844-b1c9-7a66944ad779,25382
139dc8e1-884d-47c6-bc6c-e00bdcb27220,24865
a12f2b4a-1c75-4b3c-9671-814baef37f78,11545
3646a9c1-f54c-41bc-9981-8ad5698e8120,11905
cf780e19-3577-462c-ac14-136fa7924792,10385
74124c44-da39-4f6a-8b0b-3f96754af670,25396
7b4736ff-605b-45fd-8569-6cdbaddefba2,11740
b16148db-7312-4fea-91bb-fb167345aa75,10155
715ce251-4e17-40e6-9b41-73d38cd7904d,10221
15ef0954-7331-4a49-8dab-d44ee67492da,10270
8364c43c-2816-49c9-9a93-1b27e31a5f01,10352
f876101b-7ac5-414a-87d7-c16dd408b3e9,10462
e54d243b-5ed0-4eb5-b7c8-6e0d1bb290ae,14128
181a47fa-6979-4926-8572-12465f80cc43,10235
15e8ec17-f95e-4576-97ab-501568a9a336,24812
5640283f-e650-4c6b-a274-79d3c006f5da,10348
2ba3d9c5-ad63-4aba-b61d-e00a28e9e7d6,10368
f0939a64-c8f0-4cc2-9e69-4613c769551a,24941
c403acd8-159a-4705-b717-73170869c6f3,10444
5655d43c-5c72-477a-bf50-eee364c3b369,11656
22e0d72d-135d-4c62-8444-6d00478f03a3,25181
464d2f31-1f80-4b85-9ae4-38e25301d38f,24868
a35856d7-0aef-4f02-9027-56b4df1b52cc,10114
881d715c-2318-49ce-a053-322192672283,10206
0588816f-94b5-4397-88f6-f3fdca0f94f0,10305
8af464cc-6c04-4e8a-b2dd-2189927a0879,10685
b8952190-16e3-49b5-9f8d-7d8b6e085414,10421
8276b561-cb04-4c9c-bcd6-a0d7bbd44514,24967
cc1e9d56-73f0-440e-b20a-68612152e972,10477
06e96755-02b0-459b-8e0e-319c457b01e3,10513
0e9df3c0-8a92-4a06-bf83-72ada7e8c812,10445
4880d9ea-d1a3-4d46-b8cd-c4e19af4294a,24882
ef372df3-6f2c-4185-b351-23203913a6d5,10261
273b0a66-138d-4252-b38a-05b24e212f15,10256
143ea45d-404b-4248-b327-1f052c801536,24857
6817d37a-d67d-4593-9b84-ae6a4a136f1d,10318
19ef96d4-962a-4244-a77d-f2c0b47b82e0,10402
b3165cb8-71de-4c87-87f9-3662126a2c66,24723
5ec4c8f8-355e-4357-845d-68e6683bb365,25392
55484f81-7bf1-4853-8f00-688f7623dded,13836
61eee60f-e4f9-456e-8327-37c37142b5cb,10423
35bfbc83-a319-44b4-83d3-87b836ff226f,10129
03ba2cd5-25fc-4798-b506-85de02e6b3dc,10171
41342093-5665-409e-ab5c-4b93c4b47f90,10174
7fd98d23-6537-447c-b3e2-a369d424d5f8,10197
e6cb64f8-adfc-4df0-ad4b-acd5ebcce164,10517
ffedc291-8826-46a9-aa9c-7c40fd474542,10333
c6ccae62-3846-4d98-b169-9c0eee0c6371,24803
34f3ef9e-1d74-4acd-8205-ed0e7e8f9fb0,10593
9c85901a-18bc-40f7-8423-71f3e1411b2a,10594
f3e73d47-676f-4653-a2a0-fd460b7946d6,10575
9b0fc79f-e927-43c4-b9b0-ec36d38935cf,24863
8dd7c57c-6459-46f9-b016-c01900751b75,25291
4578f78c-2c30-4842-b82e-d78ccfa95ab9,25280
32a649b0-4e0d-441b-8e46-cbb9e78084d1,24847
b2e5d8be-127d-4cec-ba02-0b781c2736ff,10573
c09386a3-5715-4bc8-9850-7344e2d6be0b,24729
c97acde1-9ada-48a3-89f3-d0edc45c6271,24918
5487fccb-26af-47eb-9d42-9f1e2a3f6e1b,10286
a6882bc8-9c5f-46f7-8c7e-fc9d3a038f49,10119
ecaccaf9-bee4-421d-863d-8478d283d34f,11541
0e74d378-7a84-4bc6-914f-4be811c86157,10316
7df1817e-ff99-4429-ac3a-16f7ad83ab12,10506
24374212-3f85-4e77-bb93-3e8e563d5995,24933
1af85f4b-0e63-446e-91d2-a4809adeb14d,10211
ca300f47-5e59-43bd-94c1-1e9fdf15e82f,24817
7707fb8f-bf74-48b7-b73b-55fc551e92c1,10218
376383ea-f61b-41dc-8189-55d17d50b719,24936
fd3f4348-2f4d-4da2-9928-78ef403d1d11,10292
3783fb2d-673c-44a3-b0af-ac9f7a9d1008,25325
485ec779-7010-4b74-80fa-c0da2114872e,10450
008ca7b1-fd32-420f-b710-d49fe8e34b05,11145
ada53ecf-bf42-40d5-98b9-80ed2f3934ad,10504
26224523-774a-4f46-bf61-cf575ed0b36a,10567
b9fe5e2e-7f86-400a-866c-4ee054dcf042,10609
74679ab9-0d96-43cc-b84f-bbd825e93da0,10659
94c67f1f-5d80-488c-b963-abb89e0c7e32,10159
187b8099-5df1-4b23-bf2a-9742104f438f,10293
86346f37-da9d-4fab-9b2e-4c942eb56aa9,25289
d7b21f1a-859f-42c0-b312-9cf49a8cf810,10327
a4e2e324-604a-4b21-a8e4-44ca66a5c0c1,10548
f3c3081b-9ccc-4875-92ee-c9a603c70b08,10002
2ade107c-8d1b-4c25-bf2a-9473b68132a3,10042
b671ba56-4df0-4d17-bac6-b483c6cd983b,10566
fab10009-38f8-4555-bcc6-d9a9cd5ab85e,10579
1ecc9459-180e-4849-9ba1-fd14a72f33aa,10495
61fbf697-8594-4b63-84cf-e78234703f2d,10430
